Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Marco Belinelli,1.0,0.307,0.976,0.305,0.646,0.397,0.412,0.299,0.286,0.483,0.476,0.158,0.163,0.041,0.266,0.203,0.248,0.262,0.032,0.322,0.476,0.351,0.716,0.775,0.43,0.915
Blake Griffin,0.919,0.635,0.976,0.976,0.917,0.846,0.805,1.0,0.934,0.046,0.072,0.686,0.837,0.436,0.722,0.68,0.429,0.482,0.233,0.759,0.971,0.744,0.78,0.793,0.273,0.772
Anthony Davis,0.549,0.542,0.817,0.805,0.755,0.615,0.595,0.737,0.707,0.008,0.015,0.495,0.547,0.47,0.595,0.604,0.146,0.466,0.863,0.369,0.733,0.538,0.767,0.771,0.222,0.854
George Hill,0.903,0.406,0.927,0.927,0.78,0.32,0.365,0.251,0.253,0.364,0.423,0.202,0.219,0.12,0.294,0.254,0.368,0.393,0.105,0.312,0.579,0.301,0.653,0.734,0.365,0.871
Kawhi Leonard,1.0,0.401,0.805,0.793,0.616,0.397,0.382,0.38,0.329,0.264,0.296,0.144,0.157,0.173,0.429,0.37,0.184,0.597,0.228,0.271,0.465,0.325,0.771,0.855,0.379,0.866
Patty Mills,1.0,0.292,0.988,0.024,0.489,0.364,0.395,0.246,0.247,0.517,0.517,0.104,0.102,0.077,0.172,0.152,0.207,0.356,0.041,0.214,0.418,0.319,0.685,0.739,0.425,0.961
Deron Williams,0.71,0.281,0.78,0.707,0.66,0.379,0.424,0.317,0.318,0.375,0.436,0.246,0.268,0.034,0.195,0.151,0.544,0.487,0.059,0.485,0.542,0.353,0.665,0.739,0.366,0.865
Greg Monroe,0.468,0.307,1.0,1.0,0.862,0.594,0.601,0.714,0.72,0.0,0.002,0.343,0.456,0.582,0.644,0.682,0.237,0.476,0.215,0.563,0.751,0.482,0.734,0.734,0.0,0.71
David Lee,0.823,0.396,0.841,0.817,0.733,0.604,0.581,0.727,0.696,0.0,0.002,0.329,0.368,0.414,0.589,0.577,0.204,0.251,0.119,0.515,0.755,0.485,0.773,0.773,0.0,0.842
Tyson Chandler,0.597,0.255,0.671,0.671,0.532,0.225,0.191,0.271,0.228,0.0,0.002,0.139,0.193,0.361,0.473,0.475,0.082,0.188,0.288,0.241,0.531,0.185,0.876,0.879,0.0,0.683
