Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Chuck Noble,0.508,0.0,0.753,,0.486,0.259,0.335,0.259,0.335,,,0.169,0.139,,,0.104,0.371,,,,0.553,0.241,0.571,0.571,,0.732
Gary Alcorn,0.508,-0.076,0.753,,0.201,0.085,0.135,0.085,0.135,,,0.08,0.085,,,0.144,0.031,,,,0.395,0.085,0.467,0.467,,0.571
Clyde Lovellette,0.779,0.529,0.883,,0.585,0.516,0.508,0.516,0.508,,,0.528,0.388,,,0.371,0.178,,,,0.797,0.523,0.749,0.749,,0.821
Jim Krebs,0.423,0.071,0.974,,0.38,0.223,0.262,0.223,0.262,,,0.164,0.137,,,0.168,0.053,,,,0.675,0.211,0.627,0.627,,0.721
Woody Sauldsberry,0.83,-0.106,0.922,,0.554,0.305,0.421,0.305,0.421,,,0.092,0.104,,,0.23,0.157,,,,0.653,0.26,0.534,0.534,,0.534
Guy Sparrow,0.83,-0.012,0.143,,0.024,0.013,0.019,0.013,0.019,,,0.003,0.008,,,0.012,0.008,,,,0.064,0.011,0.498,0.498,,0.25
Tony Windis,0.508,-0.012,0.117,,0.058,0.015,0.026,0.015,0.026,,,0.007,0.006,,,0.024,0.045,,,,0.064,0.013,0.427,0.427,,0.667
Cal Ramsey,,0.012,0.143,,0.058,0.037,0.042,0.037,0.042,,,0.032,0.033,,,0.034,0.013,,,,0.08,0.036,0.65,0.65,,0.576
Cliff Hagan,0.779,0.694,0.974,,0.838,0.675,0.67,0.675,0.67,,,0.704,0.529,,,0.414,0.418,,,,0.868,0.687,0.742,0.742,,0.803
Dick McGuire,0.508,0.235,0.883,,0.439,0.168,0.174,0.168,0.174,,,0.207,0.203,,,0.136,0.501,,,,0.36,0.178,0.712,0.712,,0.617
Maury King,1.0,0.006,0.013,,0.006,0.005,0.003,0.005,0.003,,,0.0,0.001,,,0.002,0.003,,,,0.01,0.004,1.0,1.0,,0.0
Bob Hopkins,0.762,0.112,0.974,,0.484,0.241,0.286,0.241,0.286,,,0.227,0.176,,,0.24,0.077,,,,0.621,0.24,0.622,0.622,,0.782
Bill Russell,1.0,0.812,0.961,,0.942,0.521,0.514,0.521,0.514,,,0.401,0.396,,,0.916,0.387,,,,0.675,0.499,0.747,0.747,,0.612
Gene Conley,1.0,0.124,0.922,,0.398,0.189,0.233,0.189,0.233,,,0.127,0.115,,,0.304,0.045,,,,0.868,0.177,0.597,0.597,,0.667
Jim Palmer,,0.112,0.961,,0.444,0.231,0.248,0.231,0.248,,,0.199,0.176,,,0.2,0.098,,,,0.72,0.226,0.686,0.686,,0.684
Win Wilfong,0.321,0.035,0.935,,0.597,0.266,0.331,0.266,0.331,,,0.269,0.209,,,0.181,0.371,,,,0.736,0.269,0.592,0.592,,0.778
Larry Staverman,0.321,0.065,0.636,,0.143,0.066,0.064,0.066,0.064,,,0.079,0.065,,,0.093,0.05,,,,0.315,0.069,0.752,0.752,,0.734
K.C. Jones,1.0,0.218,0.961,,0.382,0.159,0.179,0.159,0.179,,,0.214,0.172,,,0.103,0.264,,,,0.35,0.172,0.653,0.653,,0.753
Earl Lloyd,0.508,0.024,0.883,,0.482,0.223,0.288,0.223,0.288,,,0.214,0.161,,,0.166,0.124,,,,0.727,0.222,0.57,0.57,,0.8
Dick Garmaker,,0.182,0.909,,0.579,0.303,0.353,0.303,0.353,,,0.339,0.265,,,0.161,0.288,,,,0.598,0.314,0.634,0.634,,0.772
Bobby Smith,0.423,-0.018,0.13,,0.039,0.012,0.023,0.012,0.023,,,0.018,0.016,,,0.017,0.02,,,,0.032,0.014,0.386,0.386,,0.688
Elgin Baylor,0.423,0.676,0.909,,0.861,0.709,0.771,0.709,0.771,,,0.943,0.777,,,0.592,0.34,,,,0.752,0.766,0.678,0.678,,0.732
Frank Selvy,,0.135,0.805,,0.392,0.192,0.225,0.192,0.225,,,0.256,0.21,,,0.09,0.155,,,,0.325,0.208,0.629,0.629,,0.736
Whitey Bell,0.457,0.006,0.403,,0.135,0.066,0.08,0.066,0.08,,,0.047,0.043,,,0.045,0.077,,,,0.19,0.062,0.605,0.605,,0.651
Ed Conlin,0.508,0.041,0.909,,0.49,0.282,0.36,0.282,0.36,,,0.303,0.24,,,0.178,0.176,,,,0.508,0.289,0.578,0.578,,0.761
Andy Johnson,0.83,0.106,0.974,,0.426,0.23,0.28,0.23,0.28,,,0.209,0.21,,,0.145,0.213,,,,0.63,0.227,0.605,0.605,,0.601
Bucky Bockhorn,0.321,0.076,0.974,,0.63,0.303,0.351,0.303,0.351,,,0.242,0.196,,,0.197,0.358,,,,0.801,0.292,0.637,0.637,,0.747
Ray Felix,,0.047,0.61,,0.264,0.128,0.154,0.128,0.154,,,0.117,0.113,,,0.175,0.043,,,,0.569,0.126,0.613,0.613,,0.625
Chuck Share,,,0.532,,0.195,0.055,0.065,0.055,0.065,,,0.089,0.081,,,0.114,0.087,,,,0.457,0.063,0.626,0.626,,0.663
Tom Hawkins,0.423,0.071,0.896,,0.439,0.207,0.251,0.207,0.251,,,0.177,0.165,,,0.221,0.076,,,,0.605,0.202,0.608,0.608,,0.646
Guy Rodgers,0.83,0.253,0.883,,0.744,0.317,0.376,0.317,0.376,,,0.186,0.183,,,0.201,0.674,,,,0.63,0.291,0.622,0.622,,0.613
Jack Twyman,0.321,0.488,0.974,,0.906,0.817,0.893,0.817,0.893,,,1.0,0.769,,,0.342,0.364,,,,0.884,0.864,0.675,0.675,,0.785
Paul Seymour,0.762,-0.006,0.052,,0.002,0.0,0.002,0.0,0.002,,,0.0,0.0,,,0.001,0.0,,,,0.003,0.0,0.0,0.0,,
Hub Reed,,0.165,0.922,,0.545,0.254,0.26,0.254,0.26,,,0.224,0.186,,,0.316,0.097,,,,0.74,0.249,0.718,0.718,,0.728
George Yardley,0.762,0.529,0.948,,0.72,0.513,0.521,0.513,0.521,,,0.637,0.471,,,0.298,0.171,,,,0.73,0.544,0.725,0.725,,0.816
Ron Sobie,,0.006,0.208,,0.07,0.035,0.047,0.035,0.047,,,0.052,0.037,,,0.025,0.029,,,,0.103,0.039,0.549,0.549,,0.838
Jim Loscutoff,1.0,-0.012,0.364,,0.161,0.062,0.089,0.062,0.089,,,0.037,0.036,,,0.056,0.017,,,,0.347,0.057,0.515,0.515,,0.611
Sam Jones,1.0,0.347,0.961,,0.453,0.333,0.338,0.333,0.338,,,0.281,0.222,,,0.193,0.175,,,,0.325,0.324,0.726,0.726,,0.764
Steve Hamilton,0.423,0.018,0.195,,0.074,0.027,0.033,0.027,0.033,,,0.03,0.023,,,0.03,0.01,,,,0.125,0.028,0.603,0.603,,0.783
Dick Barnett,0.762,0.129,0.74,,0.37,0.271,0.303,0.271,0.303,,,0.214,0.182,,,0.08,0.224,,,,0.315,0.261,0.659,0.659,,0.711
Togo Palazzi,0.762,-0.012,0.091,,0.021,0.012,0.018,0.012,0.018,,,0.007,0.008,,,0.007,0.004,,,,0.023,0.011,0.507,0.507,,0.5
Hot Rod Hundley,0.423,0.112,0.948,,0.683,0.343,0.441,0.343,0.441,,,0.339,0.275,,,0.201,0.473,,,,0.624,0.345,0.573,0.573,,0.744
Frank Ramsey,1.0,0.312,0.948,,0.602,0.396,0.46,0.396,0.46,,,0.457,0.35,,,0.261,0.192,,,,0.807,0.413,0.635,0.635,,0.787
Bob Cousy,1.0,0.459,0.974,,0.775,0.533,0.641,0.533,0.641,,,0.533,0.407,,,0.181,1.0,,,,0.469,0.537,0.614,0.614,,0.792
Bob Ferry,0.779,0.082,0.805,,0.262,0.135,0.146,0.135,0.146,,,0.127,0.12,,,0.12,0.056,,,,0.424,0.134,0.682,0.682,,0.639
Billy Kenville,0.508,0.024,0.325,,0.109,0.044,0.057,0.044,0.057,,,0.055,0.041,,,0.037,0.064,,,,0.1,0.047,0.574,0.574,,0.805
Tom Gola,0.83,0.582,0.974,,0.86,0.4,0.425,0.4,0.425,,,0.452,0.343,,,0.401,0.572,,,,1.0,0.414,0.693,0.693,,0.794
Red Kerr,0.762,0.224,0.974,,0.711,0.409,0.481,0.409,0.481,,,0.39,0.313,,,0.47,0.234,,,,0.666,0.408,0.627,0.627,,0.752
Larry Costello,0.762,0.471,0.922,,0.74,0.349,0.356,0.349,0.356,,,0.416,0.292,,,0.2,0.628,,,,0.752,0.367,0.725,0.725,,0.862
Wayne Stevens,0.321,-0.012,0.104,,0.015,0.003,0.008,0.003,0.008,,,0.012,0.01,,,0.008,0.006,,,,0.013,0.005,0.253,0.253,,0.7
Wilt Chamberlain,0.83,1.0,0.935,,1.0,1.0,1.0,1.0,1.0,,,0.965,1.0,,,1.0,0.235,,,,0.482,1.0,0.738,0.738,,0.582
Johnny Green,0.457,0.071,0.896,,0.369,0.196,0.203,0.196,0.203,,,0.105,0.156,,,0.278,0.073,,,,0.627,0.178,0.715,0.715,,0.406
Dave Gambee,,,0.792,,0.197,0.11,0.126,0.11,0.126,,,0.115,0.107,,,0.118,0.053,,,,0.267,0.112,0.643,0.643,,0.651
Bill Sharman,1.0,0.465,0.922,,0.574,0.525,0.53,0.525,0.53,,,0.421,0.294,,,0.135,0.201,,,,0.495,0.506,0.73,0.73,,0.866
Paul Arizin,0.83,0.541,0.935,,0.784,0.557,0.606,0.557,0.606,,,0.702,0.531,,,0.32,0.231,,,,0.846,0.593,0.678,0.678,,0.798
Vern Hatton,0.83,0.029,0.87,,0.314,0.119,0.154,0.119,0.154,,,0.089,0.088,,,0.082,0.115,,,,0.196,0.113,0.571,0.571,,0.609
Slater Martin,0.779,0.129,0.831,,0.526,0.133,0.166,0.133,0.166,,,0.189,0.156,,,0.096,0.462,,,,0.559,0.147,0.594,0.594,,0.729
Archie Dees,0.508,0.218,0.948,,0.373,0.254,0.267,0.254,0.267,,,0.276,0.206,,,0.205,0.06,,,,0.605,0.261,0.702,0.702,,0.809
Ed Fleming,0.423,0.071,0.351,,0.124,0.055,0.061,0.055,0.061,,,0.089,0.07,,,0.045,0.053,,,,0.148,0.063,0.669,0.669,,0.768
Slick Leonard,0.423,-0.006,0.948,,0.621,0.217,0.31,0.217,0.31,,,0.227,0.195,,,0.126,0.352,,,,0.55,0.221,0.515,0.515,,0.705
Phil Jordon,0.321,0.112,0.974,,0.619,0.358,0.42,0.358,0.42,,,0.405,0.341,,,0.321,0.29,,,,0.73,0.371,0.629,0.629,,0.716
Jack McMahon,0.779,0.0,0.325,,0.1,0.031,0.04,0.031,0.04,,,0.027,0.029,,,0.012,0.069,,,,0.135,0.03,0.568,0.568,,0.552
Al Ferrari,0.779,0.194,0.922,,0.469,0.203,0.226,0.203,0.226,,,0.294,0.227,,,0.083,0.263,,,,0.659,0.225,0.661,0.661,,0.782
Barney Cable,,0.024,0.74,,0.214,0.102,0.125,0.102,0.125,,,0.074,0.068,,,0.116,0.055,,,,0.299,0.097,0.602,0.602,,0.657
Richie Guerin,0.457,0.435,0.961,,0.728,0.544,0.597,0.544,0.597,,,0.764,0.596,,,0.26,0.655,,,,0.778,0.597,0.672,0.672,,0.773
John Richter,1.0,0.024,0.857,,0.242,0.106,0.144,0.106,0.144,,,0.099,0.118,,,0.161,0.038,,,,0.508,0.105,0.544,0.544,,0.504
Nick Mantis,0.423,-0.018,0.13,,0.021,0.009,0.017,0.009,0.017,,,0.002,0.002,,,0.003,0.013,,,,0.026,0.008,0.41,0.41,,0.5
Shellie McMillon,0.508,0.147,0.974,,0.424,0.251,0.271,0.251,0.271,,,0.221,0.201,,,0.222,0.069,,,,0.637,0.246,0.682,0.682,,0.663
Larry Foust,,,0.935,,0.588,0.293,0.331,0.293,0.331,,,0.423,0.323,,,0.32,0.134,,,,0.775,0.324,0.651,0.651,,0.791
Gene Shue,0.508,0.5,0.974,,1.0,0.582,0.65,0.582,0.65,,,0.789,0.546,,,0.211,0.413,,,,0.469,0.632,0.661,0.661,,0.872
Joe Graboski,0.83,0.129,0.948,,0.38,0.204,0.252,0.204,0.252,,,0.219,0.176,,,0.184,0.155,,,,0.473,0.209,0.595,0.595,,0.753
Joe Ruklick,0.83,0.035,0.506,,0.115,0.08,0.093,0.08,0.093,,,0.043,0.036,,,0.071,0.034,,,,0.225,0.072,0.635,0.635,,0.722
Gene Guarilia,1.0,0.029,0.623,,0.127,0.054,0.067,0.054,0.067,,,0.048,0.041,,,0.044,0.025,,,,0.183,0.054,0.603,0.603,,0.707
Wayne Embry,0.321,0.118,0.948,,0.478,0.285,0.299,0.285,0.299,,,0.279,0.328,,,0.357,0.116,,,,0.727,0.286,0.702,0.702,,0.514
Mike Farmer,0.457,-0.006,0.87,,0.46,0.199,0.246,0.199,0.246,,,0.117,0.084,,,0.198,0.08,,,,0.418,0.182,0.597,0.597,,0.843
Walter Dukes,0.508,0.229,0.857,,0.641,0.295,0.377,0.295,0.377,,,0.629,0.513,,,0.455,0.112,,,,0.997,0.371,0.578,0.578,,0.74
Ernie Beck,0.83,0.053,0.857,,0.242,0.107,0.127,0.107,0.127,,,0.045,0.032,,,0.065,0.101,,,,0.289,0.094,0.621,0.621,,0.844
Charlie Tyra,0.457,0.135,0.961,,0.609,0.381,0.412,0.381,0.412,,,0.222,0.191,,,0.308,0.112,,,,0.83,0.349,0.682,0.682,,0.704
Carl Braun,0.457,0.176,0.701,,0.454,0.268,0.285,0.268,0.285,,,0.216,0.155,,,0.087,0.378,,,,0.408,0.258,0.691,0.691,,0.838
Kenny Sears,0.457,0.518,0.831,,0.629,0.387,0.373,0.387,0.373,,,0.607,0.422,,,0.451,0.178,,,,0.614,0.438,0.763,0.763,,0.868
Dolph Schayes,0.762,0.559,0.974,,0.821,0.543,0.623,0.543,0.623,,,0.891,0.602,,,0.494,0.358,,,,0.846,0.624,0.642,0.642,,0.893
Boo Ellis,0.423,0.035,0.597,,0.201,0.06,0.08,0.06,0.08,,,0.085,0.077,,,0.122,0.038,,,,0.206,0.066,0.554,0.554,,0.671
Rudy LaRusso,0.423,0.229,0.922,,0.627,0.333,0.395,0.333,0.395,,,0.443,0.36,,,0.35,0.116,,,,0.714,0.36,0.622,0.622,,0.742
