Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Jack Sikma,0.677,0.443,1.0,1.0,0.883,0.481,0.53,0.481,0.537,0.02,0.037,0.444,0.366,0.506,0.695,0.665,0.247,0.359,0.263,0.483,0.952,0.471,0.805,0.776,0.214,1.0
Rick Mahorn,0.872,0.278,0.817,0.78,0.593,0.258,0.241,0.259,0.246,0.007,0.005,0.227,0.228,0.413,0.549,0.53,0.053,0.166,0.138,0.366,0.789,0.25,0.95,0.911,0.5,0.82
Joe Dumars,0.872,0.278,1.0,1.0,0.825,0.424,0.48,0.423,0.484,0.027,0.05,0.347,0.324,0.164,0.185,0.188,0.343,0.336,0.049,0.529,0.467,0.405,0.781,0.757,0.211,0.884
A.C. Green,1.0,0.373,1.0,0.78,0.796,0.301,0.32,0.303,0.328,0.0,0.005,0.405,0.399,0.636,0.628,0.666,0.082,0.336,0.148,0.369,0.614,0.327,0.833,0.802,0.0,0.838
Magic Johnson,1.0,0.514,0.878,0.854,0.796,0.458,0.498,0.451,0.483,0.074,0.148,0.577,0.514,0.229,0.488,0.421,0.761,0.44,0.043,0.828,0.443,0.491,0.815,0.81,0.196,0.925
James Worthy,1.0,0.373,0.915,0.878,0.802,0.577,0.581,0.579,0.589,0.014,0.042,0.335,0.32,0.335,0.331,0.351,0.256,0.278,0.181,0.477,0.527,0.515,0.879,0.852,0.125,0.863
Hakeem Olajuwon,0.742,0.505,0.963,0.963,0.853,0.666,0.693,0.67,0.71,0.0,0.011,0.527,0.576,0.784,0.888,0.9,0.145,0.625,0.704,0.748,0.976,0.629,0.851,0.819,0.0,0.754
Horace Grant,0.807,0.198,0.988,0.073,0.552,0.238,0.254,0.239,0.26,0.0,0.005,0.158,0.191,0.403,0.395,0.419,0.079,0.197,0.174,0.265,0.666,0.217,0.829,0.798,0.0,0.679
Sleepy Floyd,,0.208,0.939,0.89,0.759,0.393,0.485,0.382,0.461,0.095,0.19,0.416,0.372,0.2,0.296,0.278,0.482,0.367,0.039,0.686,0.572,0.403,0.717,0.719,0.194,0.922
Derrick McKey,0.71,0.193,1.0,0.049,0.515,0.239,0.26,0.23,0.251,0.074,0.079,0.239,0.236,0.299,0.288,0.308,0.095,0.27,0.207,0.332,0.714,0.242,0.813,0.792,0.367,0.837
John Paxson,0.807,0.198,0.988,0.366,0.57,0.268,0.291,0.239,0.25,0.223,0.251,0.046,0.047,0.042,0.119,0.098,0.269,0.189,0.003,0.197,0.464,0.223,0.816,0.829,0.347,0.795
Otis Thorpe,0.388,0.382,1.0,1.0,0.928,0.582,0.614,0.586,0.627,0.0,0.016,0.636,0.64,0.725,0.754,0.785,0.236,0.239,0.184,0.702,0.795,0.594,0.839,0.81,0.0,0.819
Tree Rollins,0.807,0.193,0.927,0.72,0.533,0.124,0.13,0.125,0.134,0.0,0.0,0.097,0.084,0.369,0.428,0.431,0.018,0.12,0.434,0.157,0.69,0.117,0.848,0.813,,0.949
Byron Scott,1.0,0.505,0.988,0.988,0.921,0.664,0.675,0.61,0.601,0.419,0.472,0.376,0.333,0.197,0.347,0.312,0.297,0.598,0.089,0.495,0.614,0.612,0.873,0.879,0.346,0.931
Maurice Cheeks,0.581,0.392,0.963,0.963,0.867,0.4,0.433,0.4,0.433,0.02,0.058,0.314,0.289,0.153,0.262,0.237,0.563,0.645,0.072,0.492,0.349,0.379,0.82,0.8,0.136,0.895
Dennis Johnson,0.919,0.236,0.939,0.902,0.806,0.329,0.402,0.32,0.389,0.081,0.121,0.353,0.313,0.161,0.241,0.225,0.53,0.359,0.095,0.6,0.614,0.339,0.725,0.713,0.261,0.928
Cliff Levingston,0.807,0.33,1.0,0.39,0.645,0.294,0.282,0.295,0.289,0.007,0.005,0.263,0.259,0.592,0.373,0.473,0.063,0.201,0.276,0.289,0.864,0.286,0.922,0.884,0.5,0.837
Karl Malone,0.758,0.476,1.0,1.0,0.966,0.803,0.826,0.808,0.846,0.0,0.013,0.763,0.83,0.719,0.958,0.925,0.176,0.452,0.164,1.0,0.892,0.791,0.861,0.829,0.0,0.759
Kenny Walker,0.612,0.222,1.0,0.744,0.646,0.322,0.364,0.324,0.374,0.0,0.003,0.191,0.187,0.499,0.266,0.365,0.076,0.243,0.194,0.255,0.873,0.288,0.783,0.751,0.0,0.841
