Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Willie Somerset,0.69,0.005,0.1,,0.026,0.017,0.022,0.017,0.022,,,0.011,0.011,,,0.008,0.011,,,,0.061,0.017,0.776,0.776,,0.928
Hal Greer,1.0,0.444,1.0,,0.89,0.655,0.794,0.655,0.794,,,0.492,0.526,,,0.243,0.453,,,,0.916,0.687,0.824,0.824,,0.913
Walt Hazzard,0.818,0.21,1.0,,0.588,0.426,0.504,0.426,0.504,,,0.217,0.263,,,0.113,0.464,,,,0.651,0.414,0.846,0.846,,0.804
Jim Barnes,,0.136,0.912,,0.586,0.324,0.411,0.324,0.411,,,0.252,0.317,,,0.389,0.111,,,,0.823,0.343,0.787,0.787,,0.776
Don Nelson,0.981,0.252,0.938,,0.472,0.252,0.311,0.252,0.311,,,0.265,0.334,,,0.207,0.093,,,,0.544,0.289,0.813,0.813,,0.776
Jerry Sloan,0.69,0.065,0.738,,0.255,0.112,0.145,0.112,0.145,,,0.117,0.142,,,0.118,0.13,,,,0.512,0.128,0.769,0.769,,0.8
Bailey Howell,0.69,0.407,0.975,,0.623,0.448,0.495,0.448,0.495,,,0.479,0.564,,,0.398,0.183,,,,0.89,0.515,0.904,0.904,,0.829
Al Bianchi,1.0,0.009,0.975,,0.351,0.199,0.281,0.199,0.281,,,0.079,0.1,,,0.069,0.158,,,,0.674,0.186,0.707,0.707,,0.764
Len Chappell,0.545,0.005,0.575,,0.146,0.093,0.12,0.093,0.12,,,0.055,0.08,,,0.065,0.031,,,,0.186,0.093,0.778,0.778,,0.67
Joe Strawder,0.4,0.168,0.988,,0.583,0.233,0.308,0.233,0.308,,,0.21,0.262,,,0.422,0.092,,,,0.887,0.255,0.756,0.756,,0.781
John Havlicek,0.981,0.201,0.887,,0.582,0.493,0.667,0.493,0.667,,,0.326,0.357,,,0.218,0.248,,,,0.459,0.504,0.739,0.739,,0.891
Don Kojis,0.4,0.033,0.75,,0.21,0.169,0.221,0.169,0.221,,,0.09,0.144,,,0.134,0.05,,,,0.273,0.166,0.769,0.769,,0.612
Billy Cunningham,1.0,0.234,1.0,,0.571,0.401,0.508,0.401,0.508,,,0.335,0.453,,,0.308,0.244,,,,0.875,0.431,0.789,0.789,,0.72
John Thompson,0.981,0.014,0.125,,0.019,0.013,0.015,0.013,0.015,,,0.005,0.006,,,0.015,0.004,,,,0.044,0.012,0.865,0.865,,0.757
Paul Neumann,0.637,0.187,0.825,,0.463,0.319,0.411,0.319,0.411,,,0.315,0.324,,,0.107,0.217,,,,0.506,0.359,0.778,0.778,,0.949
Wali Jones,1.0,0.037,1.0,,0.588,0.276,0.402,0.276,0.402,,,0.152,0.176,,,0.087,0.322,,,,0.727,0.272,0.685,0.685,,0.844
Kevin Loughery,0.69,0.168,0.925,,0.657,0.49,0.635,0.49,0.635,,,0.354,0.366,,,0.117,0.42,,,,0.794,0.509,0.77,0.77,,0.942
Oscar Robertson,0.818,0.79,0.95,,0.935,0.762,0.866,0.762,0.866,,,0.883,0.902,,,0.302,1.0,,,,0.66,0.898,0.88,0.88,,0.956
Dave DeBusschere,0.4,0.173,0.988,,0.721,0.488,0.645,0.488,0.645,,,0.296,0.387,,,0.471,0.247,,,,0.733,0.49,0.756,0.756,,0.748
Darrall Imhoff,0.818,0.098,0.963,,0.378,0.141,0.169,0.141,0.169,,,0.092,0.139,,,0.262,0.133,,,,0.68,0.143,0.83,0.83,,0.642
Jerry Lucas,0.818,0.379,0.988,,0.941,0.642,0.765,0.642,0.765,,,0.377,0.412,,,0.858,0.251,,,,0.797,0.641,0.839,0.839,,0.893
Connie Dierking,0.818,0.023,0.713,,0.209,0.125,0.162,0.125,0.162,,,0.06,0.084,,,0.126,0.051,,,,0.328,0.12,0.77,0.77,,0.692
Si Green,0.981,0.005,0.125,,0.025,0.011,0.016,0.011,0.016,,,0.01,0.016,,,0.006,0.011,,,,0.047,0.012,0.717,0.717,,0.568
Em Bryant,0.545,0.093,0.887,,0.319,0.197,0.226,0.197,0.226,,,0.088,0.103,,,0.087,0.255,,,,0.625,0.188,0.874,0.874,,0.832
Jon McGlocklin,0.818,0.042,0.9,,0.228,0.142,0.182,0.142,0.182,,,0.074,0.081,,,0.068,0.104,,,,0.224,0.139,0.78,0.78,,0.891
McCoy McLemore,0.637,0.126,1.0,,0.393,0.209,0.265,0.209,0.265,,,0.169,0.195,,,0.251,0.065,,,,0.573,0.223,0.789,0.789,,0.843
Willie Naulls,0.981,0.084,0.887,,0.383,0.305,0.41,0.305,0.41,,,0.124,0.134,,,0.164,0.085,,,,0.573,0.287,0.744,0.744,,0.901
Gerry Ward,1.0,0.019,0.825,,0.224,0.062,0.095,0.062,0.095,,,0.046,0.061,,,0.046,0.094,,,,0.474,0.065,0.656,0.656,,0.738
Johnny Green,,0.262,0.988,,0.44,0.333,0.336,0.333,0.336,,,0.24,0.397,,,0.332,0.126,,,,0.532,0.347,0.993,0.993,,0.591
Donnie Butcher,0.4,0.023,0.188,,0.076,0.042,0.048,0.042,0.048,,,0.021,0.035,,,0.017,0.035,,,,0.116,0.041,0.869,0.869,,0.6
Jerry West,0.818,0.799,0.988,,0.861,0.762,0.87,0.762,0.87,,,1.0,1.0,,,0.289,0.567,,,,0.706,0.935,0.876,0.876,,0.976
Barry Clemens,0.545,0.005,0.875,,0.235,0.15,0.196,0.15,0.196,,,0.064,0.08,,,0.094,0.079,,,,0.328,0.142,0.763,0.763,,0.785
Ron Watts,0.981,0.0,0.013,,0.001,0.001,0.001,0.001,0.001,,,0.0,0.0,,,0.001,0.001,,,,0.003,0.001,0.926,0.926,,
Cliff Hagan,0.654,0.173,0.925,,0.495,0.39,0.473,0.39,0.473,,,0.21,0.211,,,0.12,0.194,,,,0.515,0.383,0.824,0.824,,0.969
Guy Rodgers,0.637,0.107,0.988,,0.777,0.546,0.789,0.546,0.789,,,0.352,0.417,,,0.217,0.999,,,,0.701,0.554,0.691,0.691,,0.825
Dick Van Arsdale,0.545,0.121,0.988,,0.613,0.334,0.421,0.334,0.421,,,0.299,0.359,,,0.194,0.217,,,,0.683,0.366,0.793,0.793,,0.812
Don Ohl,0.69,0.238,0.912,,0.708,0.552,0.67,0.552,0.67,,,0.376,0.44,,,0.144,0.342,,,,0.605,0.567,0.824,0.824,,0.834
Al Attles,0.637,0.262,0.988,,0.549,0.339,0.364,0.339,0.364,,,0.183,0.258,,,0.166,0.266,,,,0.77,0.333,0.931,0.931,,0.694
Bill Russell,0.981,0.547,0.975,,0.906,0.364,0.474,0.364,0.474,,,0.265,0.415,,,0.916,0.438,,,,0.642,0.379,0.769,0.769,,0.625
Luke Jackson,1.0,0.168,0.988,,0.526,0.229,0.309,0.229,0.309,,,0.188,0.219,,,0.348,0.156,,,,0.628,0.245,0.743,0.743,,0.838
John Tresvant,,0.126,0.762,,0.259,0.159,0.201,0.159,0.201,,,0.169,0.194,,,0.187,0.085,,,,0.52,0.183,0.793,0.793,,0.848
Tom Sanders,0.981,0.257,0.9,,0.507,0.325,0.41,0.325,0.41,,,0.251,0.282,,,0.261,0.106,,,,0.922,0.343,0.793,0.793,,0.867
Ray Scott,0.4,0.248,0.988,,0.71,0.507,0.658,0.507,0.658,,,0.385,0.445,,,0.389,0.281,,,,0.608,0.533,0.77,0.77,,0.843
K.C. Jones,0.981,0.308,1.0,,0.725,0.223,0.311,0.223,0.311,,,0.249,0.31,,,0.156,0.594,,,,0.706,0.26,0.719,0.719,,0.783
Walt Bellamy,,0.444,1.0,,0.897,0.647,0.69,0.647,0.69,,,0.512,0.705,,,0.645,0.277,,,,0.855,0.687,0.937,0.937,,0.708
Elgin Baylor,0.818,0.121,0.812,,0.528,0.386,0.52,0.386,0.52,,,0.296,0.345,,,0.32,0.264,,,,0.456,0.407,0.743,0.743,,0.839
Leroy Ellis,0.818,0.131,1.0,,0.594,0.366,0.466,0.366,0.466,,,0.221,0.262,,,0.378,0.087,,,,0.674,0.367,0.785,0.785,,0.825
Dave Stallworth,0.545,0.173,1.0,,0.507,0.347,0.412,0.347,0.412,,,0.307,0.385,,,0.253,0.22,,,,0.689,0.379,0.843,0.843,,0.779
Nate Thurmond,0.637,0.201,0.912,,0.774,0.423,0.562,0.423,0.562,,,0.333,0.438,,,0.675,0.131,,,,0.648,0.448,0.752,0.752,,0.742
Bob Boozer,0.818,0.271,0.975,,0.494,0.34,0.379,0.34,0.379,,,0.268,0.296,,,0.282,0.103,,,,0.57,0.361,0.896,0.896,,0.884
Ron Bonham,0.981,0.009,0.487,,0.083,0.071,0.104,0.071,0.104,,,0.062,0.062,,,0.018,0.013,,,,0.084,0.077,0.68,0.68,,0.967
Tom Hawkins,0.818,0.117,0.988,,0.569,0.254,0.304,0.254,0.304,,,0.138,0.214,,,0.296,0.117,,,,0.797,0.25,0.837,0.837,,0.63
Tom Meschery,0.637,0.243,1.0,,0.638,0.373,0.45,0.373,0.45,,,0.267,0.3,,,0.369,0.096,,,,0.828,0.387,0.83,0.83,,0.868
Jack Twyman,0.818,0.084,0.912,,0.252,0.209,0.25,0.209,0.25,,,0.113,0.12,,,0.086,0.071,,,,0.355,0.205,0.833,0.833,,0.922
Bill Bridges,0.654,0.182,0.975,,0.716,0.351,0.466,0.351,0.466,,,0.306,0.373,,,0.489,0.246,,,,0.968,0.382,0.754,0.754,,0.801
Chet Walker,1.0,0.364,1.0,,0.697,0.412,0.493,0.412,0.493,,,0.399,0.479,,,0.327,0.237,,,,0.692,0.461,0.835,0.835,,0.813
Rod Thorn,,0.107,0.912,,0.465,0.285,0.366,0.285,0.366,,,0.2,0.242,,,0.108,0.171,,,,0.419,0.294,0.778,0.778,,0.808
Howard Komives,0.545,0.047,1.0,,0.699,0.406,0.561,0.406,0.561,,,0.287,0.287,,,0.145,0.502,,,,0.808,0.42,0.724,0.724,,0.977
Sam Jones,0.981,0.467,0.838,,0.577,0.583,0.671,0.583,0.671,,,0.387,0.417,,,0.179,0.255,,,,0.494,0.595,0.869,0.869,,0.907
Dick Barnett,0.545,0.374,0.938,,0.693,0.588,0.675,0.588,0.675,,,0.556,0.619,,,0.16,0.306,,,,0.683,0.653,0.869,0.869,,0.876
Rick Barry,0.637,0.486,1.0,,0.8,0.694,0.853,0.694,0.853,,,0.677,0.676,,,0.437,0.204,,,,0.863,0.777,0.813,0.813,,0.978
Bob Ferry,0.69,0.056,0.825,,0.329,0.175,0.23,0.175,0.23,,,0.125,0.161,,,0.172,0.131,,,,0.39,0.182,0.761,0.761,,0.759
Tom Gola,0.545,0.079,0.925,,0.302,0.114,0.136,0.114,0.136,,,0.098,0.107,,,0.149,0.226,,,,0.602,0.123,0.833,0.833,,0.886
Red Kerr,0.69,0.145,0.887,,0.474,0.266,0.348,0.266,0.348,,,0.249,0.278,,,0.302,0.266,,,,0.43,0.295,0.765,0.765,,0.872
Bill Buntin,0.4,0.042,0.525,,0.191,0.11,0.15,0.11,0.15,,,0.105,0.146,,,0.13,0.043,,,,0.346,0.122,0.731,0.731,,0.698
Lenny Wilkens,0.654,0.355,0.863,,0.72,0.383,0.479,0.383,0.479,,,0.502,0.545,,,0.166,0.506,,,,0.721,0.47,0.798,0.798,,0.9
Zelmo Beaty,0.654,0.481,1.0,,0.822,0.574,0.654,0.574,0.654,,,0.505,0.572,,,0.559,0.148,,,,1.0,0.625,0.876,0.876,,0.86
Joe Caldwell,,0.154,0.988,,0.497,0.383,0.471,0.383,0.471,,,0.213,0.26,,,0.224,0.149,,,,0.59,0.378,0.811,0.811,,0.8
Willis Reed,0.545,0.168,0.95,,0.679,0.408,0.507,0.408,0.507,,,0.36,0.408,,,0.454,0.107,,,,0.939,0.445,0.804,0.804,,0.859
Tom Thacker,0.818,0.0,0.625,,0.128,0.078,0.104,0.078,0.104,,,0.018,0.039,,,0.061,0.072,,,,0.247,0.069,0.752,0.752,,0.448
Wilt Chamberlain,1.0,1.0,0.988,,1.0,1.0,1.0,1.0,1.0,,,0.596,0.999,,,1.0,0.489,,,,0.497,1.0,1.0,1.0,,0.582
Dave Gambee,1.0,0.103,0.9,,0.286,0.156,0.22,0.156,0.22,,,0.189,0.191,,,0.141,0.084,,,,0.549,0.187,0.711,0.711,,0.965
Jim King,0.818,0.107,0.95,,0.401,0.222,0.274,0.222,0.274,,,0.112,0.118,,,0.105,0.263,,,,0.526,0.215,0.809,0.809,,0.927
Adrian Smith,0.818,0.206,1.0,,0.798,0.494,0.658,0.494,0.658,,,0.486,0.491,,,0.148,0.302,,,,0.802,0.555,0.75,0.75,,0.965
Gary Bradds,0.69,0.0,0.037,,0.004,0.002,0.003,0.002,0.003,,,0.004,0.004,,,0.004,0.001,,,,0.003,0.003,0.617,0.617,,0.851
