Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Stephon Marbury,0.734,0.582,0.976,0.988,0.93,0.773,0.789,0.782,0.754,0.443,0.555,0.621,0.62,0.181,0.245,0.234,0.92,0.48,0.084,0.88,0.581,0.734,0.765,0.822,0.451,0.874
Christian Laettner,0.616,0.4,0.916,0.805,0.636,0.294,0.266,0.34,0.305,0.01,0.03,0.199,0.191,0.389,0.452,0.446,0.331,0.364,0.169,0.291,0.599,0.257,0.861,0.882,0.187,0.906
Pat Garrity,0.699,0.297,0.976,0.646,0.741,0.359,0.384,0.203,0.206,0.801,0.764,0.137,0.133,0.246,0.273,0.272,0.17,0.276,0.084,0.258,0.741,0.353,0.73,0.78,0.594,0.903
Kerry Kittles,0.817,0.467,0.783,0.695,0.56,0.382,0.366,0.341,0.301,0.388,0.411,0.175,0.179,0.177,0.233,0.224,0.239,0.449,0.127,0.184,0.32,0.345,0.814,0.899,0.534,0.854
Jamal Mashburn,0.783,0.545,0.988,0.988,0.953,0.772,0.818,0.741,0.782,0.592,0.574,0.518,0.49,0.225,0.503,0.442,0.65,0.369,0.072,0.769,0.57,0.72,0.735,0.749,0.583,0.923
Brad Miller,0.799,0.582,0.88,0.878,0.651,0.379,0.344,0.435,0.398,0.025,0.03,0.483,0.474,0.631,0.487,0.536,0.271,0.289,0.181,0.395,0.59,0.388,0.859,0.868,0.469,0.89
Chauncey Billups,0.833,0.6,0.892,0.902,0.668,0.422,0.448,0.292,0.299,0.741,0.713,0.526,0.481,0.13,0.274,0.242,0.404,0.28,0.063,0.448,0.395,0.487,0.733,0.772,0.588,0.955
Karl Malone,0.783,0.673,0.976,0.988,0.842,0.685,0.664,0.796,0.779,0.015,0.026,0.785,0.825,0.386,0.6,0.558,0.533,0.604,0.131,0.702,0.593,0.677,0.805,0.808,0.321,0.83
Vlade Divac,0.984,0.424,0.964,0.976,0.684,0.351,0.338,0.402,0.385,0.03,0.047,0.296,0.333,0.536,0.486,0.51,0.385,0.369,0.443,0.508,0.695,0.323,0.812,0.828,0.36,0.776
Ray Allen,,0.552,0.916,0.915,0.826,0.689,0.703,0.534,0.507,1.0,1.0,0.523,0.458,0.321,0.334,0.338,0.47,0.458,0.059,0.662,0.64,0.696,0.765,0.833,0.565,0.997
Jason Kidd,0.817,0.685,0.964,0.976,0.858,0.593,0.641,0.523,0.534,0.627,0.694,0.561,0.535,0.375,0.459,0.448,1.0,0.796,0.105,0.99,0.369,0.607,0.721,0.775,0.511,0.915
Kurt Thomas,0.616,0.327,0.976,0.988,0.739,0.573,0.53,0.665,0.626,0.01,0.006,0.228,0.244,0.546,0.556,0.566,0.228,0.36,0.409,0.462,1.0,0.461,0.841,0.841,1.0,0.816
Caron Butler,0.417,0.309,0.94,0.951,0.82,0.494,0.532,0.531,0.565,0.169,0.201,0.512,0.498,0.461,0.305,0.353,0.3,0.609,0.131,0.642,0.669,0.488,0.725,0.744,0.477,0.897
Tim Duncan,1.0,1.0,0.976,0.988,0.913,0.823,0.718,0.952,0.837,0.03,0.041,0.745,0.842,0.884,0.914,0.926,0.444,0.244,1.0,0.829,0.672,0.766,0.894,0.901,0.409,0.773
Cuttino Mobley,0.716,0.418,0.88,0.89,0.873,0.533,0.55,0.472,0.458,0.557,0.597,0.401,0.375,0.239,0.272,0.269,0.293,0.422,0.152,0.555,0.538,0.52,0.756,0.817,0.528,0.934
Dirk Nowitzki,1.0,0.976,0.964,0.976,0.894,0.795,0.768,0.728,0.671,0.736,0.732,0.8,0.728,0.276,0.828,0.702,0.336,0.493,0.346,0.508,0.599,0.817,0.807,0.859,0.568,0.959
Kevin Garnett,0.85,0.945,0.988,1.0,0.953,0.856,0.763,0.972,0.861,0.1,0.133,0.624,0.667,0.833,1.0,0.979,0.696,0.502,0.544,0.766,0.578,0.765,0.875,0.894,0.423,0.817
Derek Anderson,0.833,0.491,0.916,0.927,0.733,0.409,0.429,0.321,0.306,0.577,0.621,0.382,0.357,0.181,0.246,0.234,0.457,0.4,0.068,0.428,0.41,0.43,0.744,0.831,0.525,0.935
Clarence Weatherspoon,0.616,0.333,0.952,0.232,0.581,0.214,0.213,0.25,0.253,0.0,0.0,0.247,0.258,0.73,0.449,0.532,0.096,0.307,0.152,0.211,0.506,0.212,0.782,0.782,,0.836
Gary Payton,,0.552,0.964,0.976,0.921,0.766,0.756,0.821,0.784,0.269,0.341,0.414,0.467,0.27,0.297,0.297,0.932,0.591,0.084,0.625,0.526,0.664,0.791,0.829,0.445,0.773
Kobe Bryant,0.833,0.903,0.988,1.0,0.976,1.0,0.992,1.0,0.977,0.617,0.608,0.995,0.947,0.362,0.534,0.501,0.677,0.804,0.283,0.963,0.634,1.0,0.786,0.81,0.574,0.917
John Stockton,0.783,0.545,0.988,1.0,0.653,0.356,0.33,0.376,0.342,0.144,0.15,0.392,0.381,0.174,0.175,0.179,0.885,0.609,0.068,0.609,0.535,0.359,0.841,0.871,0.544,0.899
Carlos Boozer,0.283,0.358,0.976,0.659,0.588,0.381,0.319,0.445,0.377,0.0,0.002,0.245,0.255,0.689,0.474,0.541,0.149,0.262,0.211,0.344,0.651,0.329,0.934,0.934,0.0,0.839
Pau Gasol,0.466,0.515,0.988,1.0,0.846,0.656,0.575,0.763,0.676,0.005,0.019,0.689,0.75,0.655,0.615,0.639,0.322,0.151,0.624,0.712,0.64,0.632,0.889,0.895,0.15,0.801
Gilbert Arenas,0.633,0.394,0.988,1.0,0.822,0.586,0.608,0.538,0.53,0.542,0.587,0.613,0.622,0.331,0.337,0.343,0.723,0.551,0.072,0.97,0.756,0.608,0.751,0.803,0.522,0.861
Dale Davis,0.833,0.418,0.94,0.951,0.655,0.273,0.226,0.319,0.268,0.0,0.0,0.174,0.22,0.795,0.386,0.501,0.132,0.227,0.295,0.237,0.549,0.235,0.943,0.943,,0.689
Arvydas Sabonis,0.833,0.297,0.94,0.012,0.347,0.198,0.186,0.227,0.217,0.015,0.011,0.214,0.218,0.3,0.288,0.298,0.2,0.271,0.207,0.251,0.41,0.193,0.829,0.829,0.75,0.856
Jerome Williams,0.4,0.327,0.855,0.768,0.673,0.308,0.276,0.358,0.323,0.005,0.011,0.258,0.373,0.788,0.488,0.577,0.134,0.516,0.11,0.328,0.573,0.281,0.869,0.876,0.25,0.604
Tony Battie,0.734,0.352,0.807,0.756,0.483,0.229,0.19,0.266,0.222,0.005,0.009,0.146,0.157,0.505,0.332,0.385,0.069,0.147,0.342,0.161,0.573,0.198,0.939,0.948,0.3,0.812
Elton Brand,0.449,0.461,0.747,0.744,0.704,0.52,0.463,0.606,0.549,0.0,0.002,0.404,0.473,0.966,0.49,0.624,0.221,0.316,0.667,0.538,0.593,0.466,0.875,0.875,0.0,0.745
Allen Iverson,0.799,0.558,0.988,1.0,1.0,0.926,1.0,0.968,1.0,0.418,0.568,0.944,0.977,0.232,0.322,0.306,0.639,1.0,0.055,0.957,0.433,0.919,0.721,0.767,0.415,0.842
Wally Szczerbiak,0.85,0.315,0.627,0.512,0.527,0.404,0.376,0.39,0.357,0.303,0.272,0.248,0.23,0.181,0.219,0.214,0.191,0.196,0.093,0.291,0.358,0.371,0.838,0.866,0.631,0.943
Eric Snow,0.799,0.509,0.988,1.0,0.892,0.416,0.412,0.476,0.469,0.035,0.06,0.538,0.503,0.242,0.268,0.267,0.765,0.591,0.046,0.649,0.683,0.428,0.787,0.805,0.328,0.934
Reggie Miller,0.799,0.448,0.843,0.854,0.607,0.324,0.328,0.226,0.195,0.562,0.597,0.343,0.305,0.072,0.176,0.153,0.239,0.276,0.017,0.221,0.259,0.358,0.768,0.918,0.532,0.979
Troy Murphy,0.633,0.388,0.952,0.963,0.72,0.389,0.386,0.45,0.449,0.015,0.026,0.404,0.385,0.778,0.674,0.716,0.149,0.289,0.127,0.371,0.715,0.375,0.786,0.794,0.321,0.915
Eddie Jones,0.417,0.364,0.566,0.573,0.513,0.335,0.355,0.259,0.273,0.488,0.452,0.313,0.305,0.119,0.223,0.201,0.243,0.284,0.131,0.284,0.398,0.353,0.737,0.753,0.61,0.894
Richard Jefferson,0.817,0.6,0.964,0.976,0.826,0.525,0.47,0.605,0.542,0.03,0.045,0.536,0.579,0.512,0.424,0.456,0.283,0.356,0.186,0.522,0.628,0.505,0.873,0.883,0.375,0.808
Nene Hilario,0.283,0.303,0.964,0.646,0.648,0.37,0.319,0.431,0.376,0.0,0.006,0.326,0.453,0.71,0.33,0.436,0.21,0.564,0.274,0.605,0.858,0.341,0.904,0.908,0.0,0.629
Darrell Armstrong,0.699,0.297,0.988,0.28,0.674,0.303,0.331,0.249,0.251,0.388,0.435,0.273,0.25,0.311,0.238,0.262,0.454,0.6,0.055,0.535,0.485,0.312,0.713,0.784,0.504,0.955
Keith Van Horn,0.799,0.394,0.892,0.89,0.671,0.529,0.491,0.53,0.474,0.323,0.33,0.32,0.319,0.543,0.425,0.465,0.131,0.28,0.127,0.502,0.73,0.478,0.84,0.885,0.553,0.875
Tony Parker,1.0,0.467,0.988,1.0,0.796,0.558,0.538,0.54,0.489,0.408,0.456,0.363,0.385,0.113,0.213,0.192,0.608,0.316,0.017,0.662,0.506,0.516,0.808,0.876,0.505,0.822
Zydrunas Ilgauskas,0.283,0.303,0.976,0.988,0.698,0.57,0.578,0.665,0.682,0.0,0.009,0.662,0.68,0.819,0.432,0.543,0.179,0.249,0.641,0.702,0.797,0.565,0.768,0.772,0.0,0.85
Peja Stojakovic,0.984,0.612,0.867,0.878,0.703,0.573,0.533,0.46,0.384,0.771,0.762,0.382,0.351,0.208,0.392,0.353,0.198,0.32,0.021,0.338,0.416,0.561,0.838,0.949,0.573,0.952
Corliss Williamson,0.833,0.297,0.988,0.012,0.591,0.431,0.426,0.5,0.498,0.01,0.021,0.392,0.398,0.502,0.246,0.318,0.146,0.196,0.114,0.421,0.692,0.401,0.789,0.794,0.273,0.86
Stephen Jackson,1.0,0.291,0.964,0.707,0.647,0.41,0.422,0.351,0.318,0.473,0.557,0.23,0.243,0.225,0.256,0.254,0.257,0.556,0.127,0.589,0.587,0.384,0.758,0.873,0.48,0.827
Chris Webber,0.984,0.418,0.807,0.817,0.752,0.762,0.739,0.882,0.863,0.025,0.039,0.356,0.47,0.546,0.634,0.625,0.512,0.471,0.371,0.719,0.593,0.627,0.803,0.81,0.357,0.661
Jermaine O'Neal,0.799,0.636,0.928,0.927,0.822,0.703,0.649,0.81,0.757,0.035,0.039,0.618,0.677,0.689,0.692,0.707,0.218,0.293,0.751,0.602,0.805,0.65,0.843,0.848,0.499,0.795
Rashard Lewis,0.667,0.473,0.928,0.939,0.873,0.598,0.592,0.597,0.569,0.373,0.407,0.469,0.458,0.519,0.409,0.447,0.187,0.44,0.148,0.478,0.596,0.567,0.787,0.829,0.519,0.892
Sam Cassell,0.699,0.582,0.94,0.939,0.775,0.629,0.599,0.655,0.61,0.294,0.306,0.637,0.594,0.195,0.332,0.304,0.633,0.391,0.059,0.592,0.628,0.624,0.819,0.848,0.543,0.937
Shane Battier,0.466,0.376,0.94,0.573,0.684,0.317,0.293,0.254,0.216,0.428,0.405,0.199,0.193,0.437,0.253,0.306,0.148,0.453,0.371,0.227,0.602,0.307,0.841,0.932,0.597,0.901
Eric Williams,0.734,0.364,0.988,0.963,0.674,0.293,0.296,0.292,0.284,0.184,0.206,0.333,0.356,0.488,0.279,0.339,0.197,0.382,0.08,0.324,0.68,0.303,0.77,0.814,0.504,0.816
Allan Houston,0.616,0.436,0.988,1.0,0.892,0.751,0.755,0.637,0.62,0.886,0.844,0.601,0.525,0.089,0.239,0.205,0.309,0.24,0.03,0.595,0.555,0.75,0.775,0.814,0.594,1.0
Rasho Nesterovic,0.85,0.315,0.928,0.939,0.671,0.461,0.393,0.538,0.464,0.0,0.004,0.101,0.126,0.498,0.417,0.448,0.16,0.173,0.489,0.331,0.744,0.35,0.915,0.916,0.0,0.699
Troy Hudson,0.85,0.309,0.952,0.902,0.746,0.471,0.493,0.419,0.422,0.483,0.499,0.344,0.307,0.143,0.164,0.163,0.636,0.267,0.03,0.609,0.465,0.456,0.746,0.787,0.547,0.979
Ben Wallace,0.833,0.642,0.88,0.89,0.824,0.242,0.225,0.281,0.263,0.005,0.011,0.141,0.251,1.0,0.971,1.0,0.169,0.462,0.97,0.294,0.52,0.206,0.838,0.845,0.25,0.49
Michael Jordan,0.616,0.376,0.988,0.817,0.87,0.782,0.787,0.891,0.899,0.08,0.103,0.44,0.43,0.242,0.497,0.441,0.437,0.547,0.165,0.579,0.497,0.666,0.775,0.784,0.436,0.893
Michael Redd,0.699,0.485,0.988,0.171,0.665,0.524,0.501,0.367,0.339,0.905,0.78,0.247,0.246,0.334,0.318,0.329,0.165,0.444,0.055,0.247,0.416,0.504,0.817,0.857,0.657,0.876
Shawn Bradley,1.0,0.448,0.976,0.476,0.497,0.232,0.193,0.27,0.228,0.0,0.002,0.233,0.232,0.515,0.379,0.423,0.076,0.289,0.717,0.224,0.703,0.221,0.934,0.936,0.0,0.877
Brendan Haywood,0.616,0.303,0.976,0.841,0.554,0.199,0.175,0.233,0.207,0.0,0.0,0.257,0.325,0.655,0.247,0.359,0.041,0.142,0.502,0.217,0.654,0.204,0.889,0.889,,0.689
Derek Fisher,0.833,0.315,0.988,1.0,0.812,0.391,0.399,0.341,0.344,0.423,0.398,0.166,0.166,0.137,0.232,0.212,0.419,0.413,0.063,0.314,0.567,0.351,0.761,0.786,0.601,0.871
Doug Christie,0.984,0.539,0.964,0.976,0.778,0.308,0.287,0.261,0.227,0.363,0.347,0.233,0.231,0.208,0.328,0.304,0.529,0.8,0.156,0.482,0.541,0.304,0.834,0.909,0.592,0.881
Jamaal Magloire,0.783,0.406,0.988,1.0,0.701,0.351,0.327,0.41,0.386,0.0,0.006,0.382,0.428,0.887,0.541,0.643,0.124,0.218,0.468,0.528,0.802,0.342,0.836,0.841,0.0,0.78
Michael Finley,1.0,0.406,0.831,0.841,0.758,0.584,0.615,0.522,0.532,0.592,0.604,0.328,0.305,0.365,0.344,0.357,0.288,0.338,0.089,0.381,0.305,0.541,0.74,0.775,0.555,0.937
Paul Pierce,0.734,0.612,0.952,0.963,0.888,0.764,0.821,0.733,0.734,0.587,0.734,1.0,1.0,0.362,0.55,0.513,0.491,0.618,0.262,0.963,0.66,0.832,0.725,0.791,0.453,0.873
Rasheed Wallace,0.833,0.515,0.892,0.902,0.77,0.593,0.564,0.544,0.481,0.547,0.576,0.331,0.361,0.386,0.507,0.487,0.215,0.311,0.325,0.468,0.648,0.544,0.821,0.897,0.537,0.8
Steve Francis,0.716,0.673,0.976,0.988,0.952,0.658,0.676,0.653,0.655,0.423,0.45,0.788,0.79,0.543,0.396,0.443,0.706,0.627,0.173,1.0,0.73,0.692,0.758,0.789,0.531,0.871
Tracy McGrady,0.699,0.976,0.904,0.902,0.848,0.955,0.935,0.882,0.834,0.861,0.841,0.954,0.964,0.413,0.428,0.433,0.578,0.551,0.249,0.652,0.453,0.978,0.796,0.838,0.579,0.863
Raef LaFrentz,1.0,0.352,0.831,0.524,0.462,0.306,0.265,0.294,0.243,0.234,0.218,0.099,0.117,0.427,0.239,0.293,0.076,0.156,0.384,0.154,0.767,0.26,0.902,0.958,0.607,0.742
Mike Bibby,0.984,0.339,0.663,0.671,0.527,0.379,0.361,0.367,0.344,0.279,0.257,0.267,0.248,0.116,0.132,0.131,0.401,0.32,0.034,0.425,0.27,0.356,0.819,0.845,0.613,0.937
Robert Horry,0.833,0.291,0.964,0.317,0.672,0.212,0.245,0.179,0.183,0.254,0.332,0.171,0.178,0.618,0.388,0.456,0.328,0.427,0.257,0.375,0.718,0.212,0.674,0.775,0.432,0.837
Bruce Bowen,1.0,0.309,0.988,1.0,0.736,0.257,0.247,0.164,0.153,0.502,0.43,0.06,0.118,0.201,0.21,0.212,0.159,0.293,0.177,0.241,0.567,0.237,0.812,0.85,0.661,0.44
Corey Maggette,0.449,0.303,0.771,0.695,0.576,0.395,0.398,0.378,0.364,0.308,0.332,0.538,0.538,0.263,0.286,0.286,0.173,0.244,0.068,0.492,0.564,0.436,0.774,0.821,0.525,0.873
Kenyon Martin,0.817,0.43,0.928,0.939,0.754,0.586,0.558,0.672,0.635,0.045,0.081,0.424,0.521,0.56,0.555,0.568,0.26,0.436,0.295,0.642,0.855,0.521,0.819,0.838,0.313,0.711
Shareef Abdur-Rahim,0.583,0.588,0.976,0.988,0.886,0.652,0.61,0.733,0.686,0.104,0.113,0.753,0.718,0.597,0.585,0.601,0.34,0.387,0.16,0.709,0.698,0.653,0.833,0.845,0.525,0.915
Brian Grant,0.417,0.467,0.988,1.0,0.758,0.396,0.348,0.462,0.413,0.0,0.0,0.262,0.272,0.823,0.695,0.743,0.146,0.28,0.198,0.431,0.872,0.344,0.887,0.887,,0.839
Jason Terry,0.583,0.448,0.976,0.988,0.884,0.562,0.588,0.441,0.434,0.796,0.809,0.429,0.388,0.126,0.282,0.248,0.844,0.56,0.059,0.833,0.509,0.567,0.746,0.805,0.556,0.965
Yao Ming,0.716,0.527,0.988,0.878,0.684,0.462,0.415,0.538,0.491,0.005,0.004,0.498,0.493,0.669,0.558,0.599,0.193,0.138,0.62,0.579,0.669,0.449,0.868,0.868,0.75,0.882
Jon Barry,0.833,0.339,0.964,0.0,0.423,0.22,0.219,0.14,0.128,0.433,0.402,0.142,0.133,0.113,0.171,0.16,0.29,0.28,0.059,0.271,0.302,0.226,0.784,0.862,0.61,0.936
David Robinson,1.0,0.364,0.771,0.78,0.481,0.227,0.216,0.265,0.257,0.0,0.0,0.252,0.284,0.556,0.402,0.451,0.086,0.231,0.468,0.278,0.366,0.222,0.817,0.817,,0.773
Shaquille O'Neal,0.833,0.8,0.807,0.805,0.727,0.801,0.624,0.934,0.74,0.0,0.0,0.747,0.963,0.884,0.563,0.659,0.29,0.169,0.671,0.656,0.666,0.748,1.0,1.0,,0.677
Jerry Stackhouse,0.616,0.394,0.843,0.854,0.788,0.566,0.619,0.565,0.584,0.353,0.46,0.753,0.688,0.208,0.23,0.229,0.444,0.289,0.118,0.645,0.378,0.613,0.713,0.765,0.435,0.955
Aaron McKie,0.799,0.309,0.964,0.488,0.681,0.329,0.343,0.335,0.338,0.184,0.21,0.185,0.178,0.208,0.337,0.311,0.391,0.582,0.038,0.365,0.515,0.293,0.747,0.782,0.495,0.91
Donyell Marshall,0.5,0.364,0.94,0.646,0.682,0.485,0.473,0.522,0.508,0.164,0.163,0.276,0.293,0.799,0.542,0.621,0.193,0.422,0.359,0.452,0.68,0.423,0.8,0.814,0.568,0.823
Juwan Howard,0.283,0.364,0.928,0.939,0.783,0.653,0.65,0.759,0.768,0.01,0.008,0.467,0.466,0.618,0.471,0.52,0.329,0.342,0.114,0.632,0.695,0.576,0.784,0.782,0.75,0.874
Shawn Marion,0.734,0.788,0.976,0.988,0.968,0.763,0.756,0.7,0.673,0.701,0.683,0.416,0.392,0.679,0.669,0.687,0.278,0.822,0.401,0.525,0.605,0.697,0.787,0.824,0.58,0.926
James Posey,,0.327,1.0,0.866,0.723,0.356,0.388,0.321,0.319,0.348,0.43,0.339,0.327,0.307,0.392,0.378,0.259,0.471,0.063,0.482,0.573,0.363,0.716,0.796,0.459,0.906
Brent Barry,0.667,0.442,0.904,0.829,0.712,0.304,0.297,0.196,0.173,0.587,0.55,0.212,0.214,0.164,0.295,0.267,0.54,0.502,0.063,0.475,0.578,0.315,0.798,0.895,0.604,0.865
Malik Rose,1.0,0.315,0.952,0.159,0.555,0.333,0.325,0.386,0.382,0.01,0.009,0.401,0.406,0.505,0.417,0.449,0.174,0.253,0.169,0.569,0.599,0.334,0.8,0.8,0.6,0.861
Alvin Williams,0.4,0.333,0.94,0.951,0.757,0.456,0.466,0.468,0.464,0.239,0.274,0.31,0.317,0.188,0.221,0.218,0.585,0.493,0.089,0.428,0.494,0.417,0.763,0.798,0.493,0.851
P.J. Brown,0.783,0.618,0.94,0.951,0.749,0.368,0.31,0.429,0.365,0.0,0.006,0.321,0.308,0.829,0.534,0.623,0.207,0.298,0.338,0.328,0.59,0.338,0.925,0.929,0.0,0.91
