Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Clyde Drexler,0.826,0.443,0.747,0.756,0.675,0.432,0.475,0.322,0.354,0.52,0.555,0.386,0.388,0.369,0.374,0.402,0.379,0.561,0.136,0.484,0.472,0.458,0.726,0.794,0.755,0.831
Bobby Phills,0.609,0.273,0.831,0.793,0.706,0.357,0.405,0.281,0.345,0.371,0.358,0.24,0.252,0.197,0.267,0.264,0.249,0.533,0.08,0.419,0.544,0.356,0.703,0.712,0.838,0.796
Damon Stoudamire,0.435,0.415,0.976,0.988,0.985,0.613,0.744,0.449,0.571,0.769,0.821,0.633,0.581,0.269,0.358,0.355,0.758,0.58,0.049,0.894,0.506,0.672,0.658,0.686,0.755,0.912
Steve Smith,0.812,0.497,0.867,0.878,0.838,0.534,0.605,0.418,0.475,0.568,0.642,0.639,0.57,0.281,0.217,0.256,0.326,0.292,0.087,0.547,0.541,0.594,0.704,0.768,0.713,0.939
Chris Webber,0.639,0.508,0.867,0.878,0.835,0.657,0.617,0.63,0.637,0.262,0.25,0.34,0.454,0.744,0.74,0.8,0.354,0.575,0.519,0.714,0.806,0.594,0.851,0.862,0.845,0.626
Eddie Jones,0.812,0.525,0.964,0.976,0.892,0.514,0.571,0.372,0.434,0.664,0.644,0.53,0.488,0.281,0.346,0.351,0.289,0.892,0.186,0.525,0.706,0.565,0.719,0.747,0.832,0.908
Darrick Martin,0.522,0.251,0.988,0.78,0.541,0.317,0.379,0.233,0.303,0.397,0.387,0.418,0.362,0.081,0.128,0.122,0.363,0.269,0.008,0.394,0.516,0.367,0.668,0.668,0.828,0.967
Steve Kerr,1.0,0.41,0.988,0.0,0.554,0.271,0.247,0.161,0.144,0.48,0.392,0.104,0.097,0.091,0.148,0.14,0.187,0.316,0.011,0.134,0.306,0.272,0.875,0.973,0.987,0.894
Chris Mills,0.609,0.486,0.964,0.963,0.942,0.44,0.473,0.369,0.423,0.376,0.364,0.338,0.303,0.369,0.556,0.535,0.212,0.406,0.155,0.373,0.694,0.441,0.744,0.762,0.832,0.933
Ervin Johnson,0.304,0.284,0.988,1.0,0.773,0.264,0.247,0.281,0.292,0.0,0.003,0.184,0.226,0.722,1.0,0.983,0.076,0.307,0.86,0.366,0.9,0.239,0.854,0.842,0.0,0.682
Loy Vaught,0.522,0.344,0.988,1.0,0.844,0.589,0.573,0.625,0.672,0.009,0.02,0.257,0.277,0.694,0.872,0.879,0.118,0.401,0.095,0.425,0.753,0.502,0.821,0.812,0.355,0.778
Buck Williams,0.826,0.262,0.892,0.049,0.445,0.19,0.172,0.203,0.204,0.0,0.002,0.221,0.259,0.519,0.339,0.427,0.057,0.189,0.144,0.245,0.637,0.191,0.882,0.866,0.0,0.712
Kendall Gill,0.377,0.481,0.988,0.988,0.952,0.7,0.768,0.66,0.773,0.323,0.364,0.82,0.777,0.572,0.463,0.537,0.349,0.726,0.174,0.677,0.703,0.736,0.727,0.744,0.715,0.884
Wesley Person,0.58,0.284,0.964,0.512,0.692,0.445,0.477,0.275,0.307,0.747,0.685,0.175,0.165,0.212,0.328,0.314,0.132,0.406,0.076,0.236,0.319,0.444,0.744,0.784,0.879,0.885
Allan Houston,0.826,0.257,0.976,0.988,0.797,0.475,0.545,0.334,0.406,0.646,0.636,0.336,0.316,0.134,0.289,0.258,0.191,0.193,0.068,0.519,0.728,0.492,0.695,0.718,0.819,0.89
Joe Dumars,0.784,0.481,0.952,0.963,0.869,0.418,0.462,0.253,0.308,0.725,0.636,0.426,0.371,0.119,0.224,0.206,0.34,0.269,0.004,0.398,0.303,0.476,0.722,0.718,0.919,0.961
Michael Jordan,1.0,1.0,0.988,1.0,0.924,1.0,1.0,0.936,1.0,0.485,0.492,0.921,0.835,0.353,0.541,0.519,0.376,0.66,0.167,0.516,0.487,1.0,0.798,0.816,0.796,0.924
Matt Maloney,0.826,0.29,0.988,1.0,0.71,0.295,0.325,0.135,0.147,0.672,0.631,0.136,0.135,0.059,0.207,0.172,0.324,0.387,0.004,0.379,0.391,0.316,0.724,0.805,0.86,0.846
Doug Christie,0.435,0.383,0.976,0.988,0.93,0.43,0.502,0.288,0.355,0.642,0.634,0.455,0.443,0.266,0.509,0.465,0.337,0.948,0.17,0.621,0.766,0.484,0.685,0.709,0.817,0.859
Vin Baker,0.478,0.454,0.94,0.951,0.94,0.687,0.661,0.714,0.75,0.066,0.089,0.687,0.755,0.834,0.787,0.865,0.226,0.382,0.424,0.761,0.859,0.673,0.829,0.829,0.591,0.762
Rasheed Wallace,0.711,0.35,0.747,0.683,0.563,0.413,0.36,0.429,0.406,0.039,0.055,0.324,0.384,0.381,0.435,0.451,0.079,0.226,0.223,0.354,0.619,0.386,0.916,0.923,0.581,0.707
John Stockton,0.927,0.743,0.988,1.0,0.861,0.452,0.401,0.394,0.363,0.332,0.298,0.528,0.471,0.141,0.268,0.245,0.92,0.783,0.057,0.77,0.606,0.487,0.9,0.945,0.898,0.938
Alonzo Mourning,0.885,0.459,0.795,0.793,0.69,0.514,0.468,0.546,0.549,0.004,0.015,0.697,0.819,0.591,0.685,0.706,0.111,0.264,0.716,0.702,0.85,0.539,0.877,0.868,0.236,0.712
Dikembe Mutombo,0.812,0.617,0.964,0.976,0.884,0.413,0.381,0.44,0.452,0.0,0.0,0.587,0.629,0.838,0.969,1.0,0.118,0.231,1.0,0.578,0.778,0.439,0.865,0.849,,0.782
Shawn Kemp,0.826,0.546,0.976,0.915,0.818,0.572,0.545,0.595,0.626,0.052,0.055,0.868,0.883,0.859,0.78,0.869,0.167,0.59,0.307,0.87,1.0,0.624,0.837,0.829,0.774,0.823
Antonio Davis,0.566,0.284,0.988,0.341,0.695,0.335,0.339,0.355,0.393,0.004,0.023,0.463,0.525,0.594,0.598,0.644,0.07,0.198,0.318,0.438,0.812,0.353,0.788,0.789,0.151,0.738
Lindsey Hunter,0.784,0.35,0.988,0.927,0.899,0.458,0.551,0.295,0.36,0.725,0.775,0.303,0.294,0.184,0.255,0.251,0.165,0.608,0.091,0.298,0.644,0.48,0.663,0.715,0.755,0.863
Michael Smith,0.493,0.295,0.976,0.634,0.751,0.22,0.198,0.234,0.235,0.0,0.0,0.246,0.374,0.803,0.751,0.828,0.204,0.387,0.227,0.404,0.784,0.219,0.885,0.868,,0.55
Mookie Blaylock,0.812,0.683,0.94,0.951,0.909,0.545,0.613,0.324,0.348,0.965,1.0,0.251,0.252,0.356,0.438,0.445,0.495,1.0,0.076,0.575,0.441,0.557,0.709,0.813,0.779,0.835
Dennis Rodman,1.0,0.328,0.663,0.659,0.579,0.139,0.151,0.142,0.167,0.022,0.031,0.096,0.128,1.0,0.826,0.95,0.182,0.151,0.072,0.345,0.537,0.128,0.736,0.742,0.56,0.63
Tom Gugliotta,0.58,0.366,0.976,0.988,0.931,0.643,0.708,0.657,0.781,0.105,0.154,0.891,0.82,0.584,0.755,0.756,0.358,0.613,0.337,0.91,0.741,0.688,0.726,0.734,0.549,0.909
Scottie Pippen,1.0,0.716,0.988,1.0,0.921,0.704,0.722,0.569,0.591,0.681,0.702,0.392,0.422,0.5,0.544,0.572,0.499,0.726,0.17,0.665,0.666,0.681,0.778,0.841,0.783,0.777
Voshon Lenard,0.885,0.372,0.88,0.573,0.628,0.341,0.362,0.152,0.152,0.799,0.732,0.165,0.152,0.119,0.262,0.234,0.172,0.236,0.068,0.339,0.525,0.369,0.754,0.871,0.881,0.908
Tyrone Hill,0.609,0.541,0.892,0.854,0.768,0.388,0.314,0.413,0.372,0.0,0.002,0.463,0.552,0.809,0.699,0.792,0.098,0.297,0.114,0.457,0.838,0.393,0.985,0.968,0.0,0.702
Glenn Robinson,0.478,0.257,0.964,0.963,0.926,0.727,0.76,0.701,0.789,0.275,0.298,0.553,0.528,0.406,0.545,0.54,0.265,0.486,0.258,0.835,0.703,0.695,0.764,0.776,0.745,0.877
Glen Rice,0.784,0.59,0.952,0.951,1.0,0.785,0.8,0.596,0.673,0.904,0.728,0.891,0.775,0.209,0.368,0.342,0.171,0.34,0.098,0.55,0.594,0.87,0.783,0.773,1.0,0.961
Kenny Anderson,0.711,0.678,0.988,0.988,0.916,0.527,0.601,0.409,0.483,0.576,0.606,0.641,0.63,0.284,0.399,0.391,0.625,0.764,0.057,0.599,0.694,0.591,0.701,0.738,0.768,0.851
Larry Johnson,0.826,0.421,0.916,0.927,0.777,0.409,0.388,0.396,0.395,0.148,0.174,0.365,0.397,0.516,0.334,0.423,0.186,0.302,0.136,0.422,0.778,0.401,0.841,0.874,0.689,0.768
Patrick Ewing,0.826,0.536,0.94,0.951,0.859,0.712,0.709,0.756,0.836,0.009,0.015,0.843,0.843,0.547,0.966,0.898,0.167,0.325,0.716,0.835,0.781,0.72,0.801,0.789,0.472,0.836
Rony Seikaly,0.653,0.372,0.892,0.829,0.778,0.5,0.479,0.532,0.567,0.0,0.005,0.685,0.725,0.856,0.626,0.755,0.098,0.231,0.405,0.677,0.859,0.525,0.833,0.82,0.0,0.792
Gary Trent,0.711,0.301,0.988,0.341,0.57,0.392,0.356,0.418,0.416,0.0,0.018,0.307,0.332,0.487,0.399,0.461,0.093,0.226,0.133,0.401,0.581,0.363,0.88,0.876,0.0,0.775
Latrell Sprewell,0.435,0.443,0.964,0.963,0.997,0.705,0.763,0.581,0.645,0.642,0.687,0.946,0.848,0.181,0.452,0.394,0.542,0.623,0.17,1.0,0.478,0.797,0.737,0.786,0.753,0.935
Mark Jackson,,0.333,0.988,1.0,0.908,0.314,0.359,0.258,0.314,0.288,0.295,0.322,0.309,0.284,0.446,0.425,1.0,0.458,0.045,0.851,0.503,0.334,0.7,0.717,0.789,0.875
Juwan Howard,0.639,0.383,0.988,1.0,0.989,0.693,0.694,0.738,0.822,0.0,0.003,0.564,0.564,0.631,0.66,0.702,0.333,0.439,0.087,0.764,0.809,0.646,0.798,0.784,0.0,0.838
Ron Harper,1.0,0.311,0.916,0.902,0.518,0.192,0.215,0.126,0.137,0.297,0.311,0.111,0.119,0.144,0.216,0.208,0.204,0.406,0.144,0.155,0.431,0.197,0.716,0.805,0.77,0.784
Mario Elie,0.826,0.486,0.94,0.939,0.799,0.316,0.309,0.198,0.187,0.524,0.474,0.397,0.335,0.188,0.257,0.253,0.332,0.434,0.045,0.419,0.625,0.374,0.816,0.921,0.894,0.993
Nick Van Exel,0.812,0.393,0.952,0.963,0.874,0.47,0.568,0.295,0.381,0.773,0.775,0.317,0.29,0.138,0.267,0.243,0.719,0.354,0.038,0.658,0.344,0.496,0.66,0.676,0.804,0.915
Toni Kukoc,1.0,0.377,0.687,0.183,0.479,0.31,0.32,0.272,0.285,0.218,0.25,0.257,0.252,0.294,0.245,0.281,0.274,0.283,0.11,0.283,0.303,0.31,0.773,0.834,0.704,0.854
Isaiah Rider,0.711,0.273,0.916,0.829,0.762,0.496,0.52,0.413,0.455,0.432,0.425,0.407,0.378,0.294,0.308,0.327,0.212,0.212,0.072,0.658,0.622,0.503,0.762,0.792,0.819,0.9
Danny Ferry,0.609,0.306,0.988,0.585,0.783,0.371,0.42,0.263,0.32,0.498,0.47,0.142,0.126,0.256,0.374,0.363,0.161,0.264,0.121,0.292,0.766,0.358,0.704,0.717,0.853,0.943
Shaquille O'Neal,0.812,0.437,0.614,0.622,0.577,0.6,0.524,0.639,0.619,0.0,0.007,0.445,0.694,0.609,0.652,0.689,0.17,0.217,0.557,0.453,0.562,0.55,0.915,0.9,0.0,0.537
Bryon Russell,0.927,0.404,0.976,0.988,0.751,0.323,0.328,0.219,0.223,0.472,0.437,0.328,0.354,0.247,0.37,0.356,0.132,0.608,0.102,0.292,0.741,0.359,0.787,0.855,0.87,0.777
P.J. Brown,0.885,0.41,0.964,0.866,0.771,0.326,0.347,0.347,0.41,0.0,0.003,0.309,0.319,0.747,0.632,0.721,0.098,0.401,0.371,0.351,0.884,0.313,0.75,0.739,0.0,0.812
