Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Mel Counts,0.965,0.267,0.875,,0.505,0.419,0.416,0.419,0.416,,,0.277,0.258,,,0.35,0.141,,,,0.678,0.412,0.772,0.772,,0.907
Willie Somerset,,0.329,0.841,,0.844,0.666,0.725,0.627,0.659,0.181,0.252,0.753,0.68,0.361,0.219,0.194,0.363,,,0.606,0.793,0.755,0.703,0.729,0.388,0.935
Hal Greer,0.965,0.615,0.932,,0.896,0.787,0.766,0.787,0.766,,,0.672,0.634,,,0.254,0.536,,,,0.894,0.815,0.787,0.787,,0.896
Don Nelson,0.842,0.466,0.932,,0.48,0.402,0.37,0.402,0.37,,,0.313,0.302,,,0.268,0.119,,,,0.602,0.408,0.832,0.832,,0.874
Jerry Sloan,0.578,0.398,0.886,,0.795,0.525,0.562,0.525,0.562,,,0.518,0.522,,,0.362,0.358,,,,0.951,0.563,0.715,0.715,,0.839
Bailey Howell,0.842,0.702,0.886,,0.684,0.658,0.604,0.658,0.604,,,0.487,0.497,,,0.4,0.177,,,,0.866,0.661,0.835,0.835,,0.828
Len Chappell,0.473,0.292,0.909,,0.597,0.494,0.486,0.494,0.486,,,0.389,0.396,,,0.372,0.123,,,,0.751,0.502,0.779,0.779,,0.83
Lou Hudson,0.842,0.627,0.92,,0.776,0.77,0.699,0.77,0.699,,,0.526,0.508,,,0.311,0.28,,,,0.754,0.761,0.844,0.844,,0.875
Don Kojis,0.649,0.516,0.92,,0.847,0.739,0.76,0.739,0.76,,,0.694,0.695,,,0.453,0.277,,,,0.921,0.782,0.744,0.744,,0.842
John Beasley,,0.503,0.886,,0.825,0.629,0.576,0.626,0.572,0.015,0.018,0.516,0.469,0.634,0.667,0.485,0.142,,,0.383,0.787,0.647,0.837,0.839,0.45,0.93
Billy Cunningham,0.965,0.559,0.932,,0.905,0.795,0.834,0.795,0.834,,,0.865,0.88,,,0.613,0.372,,,,1.0,0.874,0.731,0.731,,0.83
Arthur Becker,,0.335,0.886,,0.657,0.455,0.427,0.455,0.425,0.0,0.005,0.311,0.28,0.448,0.483,0.349,0.133,,,0.439,0.924,0.45,0.816,0.82,0.0,0.938
Louie Dampier,,0.59,0.886,,0.9,0.767,0.815,0.553,0.549,1.0,1.0,0.479,0.443,0.194,0.255,0.175,0.591,,,0.707,0.474,0.831,0.72,0.77,0.541,0.913
Wali Jones,0.965,0.248,0.92,,0.633,0.465,0.483,0.465,0.483,,,0.322,0.299,,,0.147,0.378,,,,0.851,0.46,0.738,0.738,,0.911
Kevin Loughery,1.0,0.497,0.909,,0.848,0.771,0.786,0.771,0.786,,,0.579,0.54,,,0.155,0.497,,,,0.909,0.776,0.751,0.751,,0.904
Byron Beck,,0.398,0.807,,0.619,0.455,0.405,0.453,0.403,0.01,0.005,0.283,0.278,0.696,0.581,0.455,0.1,,,0.259,0.754,0.443,0.861,0.859,1.0,0.861
Mel Daniels,,0.534,0.864,,0.794,0.766,0.719,0.766,0.717,0.0,0.007,0.622,0.772,0.98,1.0,0.734,0.15,,,0.766,0.839,0.784,0.816,0.818,0.0,0.68
Darrall Imhoff,0.965,0.366,0.932,,0.639,0.3,0.285,0.3,0.285,,,0.302,0.379,,,0.463,0.282,,,,0.942,0.323,0.806,0.806,,0.672
