Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Dave Piontek,0.895,0.043,0.367,,0.067,0.038,0.039,0.038,0.039,,,0.024,0.029,,,0.032,0.028,,,,0.093,0.036,0.963,0.963,,0.56
Tom Heinsohn,1.0,0.351,0.937,,0.598,0.501,0.637,0.501,0.637,,,0.478,0.402,,,0.341,0.204,,,,0.776,0.521,0.786,0.786,,0.833
Hal Greer,0.666,0.42,1.0,,0.732,0.498,0.562,0.498,0.562,,,0.449,0.374,,,0.212,0.438,,,,0.722,0.511,0.886,0.886,,0.84
Bob McNeill,0.368,0.064,0.949,,0.368,0.133,0.174,0.133,0.174,,,0.154,0.12,,,0.057,0.345,,,,0.442,0.144,0.764,0.764,,0.904
Bailey Howell,0.596,0.622,0.975,,0.782,0.485,0.526,0.485,0.526,,,0.884,0.757,,,0.517,0.284,,,,0.887,0.598,0.921,0.921,,0.818
Al Bianchi,0.666,-0.005,0.658,,0.177,0.094,0.139,0.094,0.139,,,0.088,0.083,,,0.049,0.135,,,,0.409,0.098,0.678,0.678,,0.749
Ron Johnson,,-0.005,0.177,,0.027,0.01,0.018,0.01,0.018,,,0.016,0.016,,,0.013,0.003,,,,0.03,0.012,0.593,0.593,,0.702
Phil Rollins,,0.005,0.772,,0.216,0.087,0.119,0.087,0.119,,,0.085,0.083,,,0.045,0.178,,,,0.361,0.091,0.731,0.731,,0.716
Jack George,0.368,-0.005,0.203,,0.071,0.025,0.038,0.025,0.038,,,0.029,0.028,,,0.015,0.057,,,,0.11,0.027,0.654,0.654,,0.724
Chuck Noble,0.596,-0.027,0.949,,0.439,0.157,0.23,0.157,0.23,,,0.121,0.109,,,0.084,0.416,,,,0.582,0.156,0.68,0.68,,0.774
Darrall Imhoff,0.368,0.0,0.785,,0.263,0.098,0.126,0.098,0.126,,,0.072,0.091,,,0.138,0.074,,,,0.427,0.097,0.774,0.774,,0.554
Si Green,0.895,0.138,0.962,,0.522,0.21,0.292,0.21,0.292,,,0.256,0.234,,,0.177,0.374,,,,0.699,0.231,0.719,0.719,,0.764
Joe Roberts,0.666,0.011,0.861,,0.212,0.104,0.143,0.104,0.143,,,0.091,0.099,,,0.113,0.062,,,,0.373,0.106,0.727,0.727,,0.647
Bob Pettit,0.895,0.793,0.962,,0.802,0.615,0.7,0.615,0.7,,,0.856,0.763,,,0.717,0.38,,,,0.648,0.699,0.878,0.878,,0.786
Willie Naulls,0.368,0.303,1.0,,0.789,0.589,0.701,0.589,0.701,,,0.547,0.433,,,0.491,0.277,,,,0.8,0.609,0.841,0.841,,0.886
Wilt Chamberlain,0.806,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,0.781,1.0,,,1.0,0.214,,,,0.388,1.0,1.0,1.0,,0.547
Gary Alcorn,0.632,0.0,0.253,,0.046,0.01,0.016,0.01,0.016,,,0.01,0.008,,,0.023,0.003,,,,0.14,0.01,0.589,0.589,,0.95
Clyde Lovellette,0.895,0.452,0.848,,0.56,0.479,0.538,0.479,0.538,,,0.401,0.312,,,0.315,0.249,,,,0.74,0.485,0.89,0.89,,0.901
Woody Sauldsberry,0.895,-0.149,0.873,,0.395,0.184,0.313,0.184,0.313,,,0.082,0.095,,,0.228,0.107,,,,0.588,0.17,0.587,0.587,,0.608
Ralph Davis,0.579,-0.011,0.924,,0.321,0.145,0.184,0.145,0.184,,,0.05,0.049,,,0.04,0.257,,,,0.379,0.131,0.788,0.788,,0.71
Jerry West,0.632,0.351,1.0,,0.741,0.423,0.514,0.423,0.514,,,0.487,0.472,,,0.284,0.483,,,,0.636,0.458,0.823,0.823,,0.723
Cal Ramsey,0.666,-0.005,0.025,,0.007,0.002,0.004,0.002,0.004,,,0.003,0.004,,,0.003,0.004,,,,0.021,0.002,0.358,0.358,,0.543
Cliff Hagan,0.895,0.574,0.975,,0.716,0.528,0.606,0.528,0.606,,,0.563,0.443,,,0.333,0.552,,,,0.854,0.562,0.872,0.872,,0.89
Kenny Sears,0.368,0.213,0.658,,0.37,0.193,0.231,0.193,0.231,,,0.394,0.308,,,0.136,0.148,,,,0.493,0.247,0.833,0.833,,0.896
Don Ohl,0.596,0.064,1.0,,0.576,0.341,0.442,0.341,0.442,,,0.294,0.264,,,0.119,0.384,,,,0.669,0.348,0.774,0.774,,0.781
Al Attles,0.806,0.101,0.975,,0.409,0.177,0.221,0.177,0.221,,,0.143,0.154,,,0.1,0.252,,,,0.701,0.178,0.804,0.804,,0.65
Bill Russell,1.0,0.691,0.987,,0.917,0.425,0.509,0.425,0.509,,,0.379,0.445,,,0.869,0.388,,,,0.463,0.436,0.837,0.837,,0.597
Gene Conley,1.0,0.149,0.949,,0.329,0.146,0.201,0.146,0.201,,,0.156,0.145,,,0.256,0.058,,,,0.821,0.156,0.727,0.727,,0.752
Jim Palmer,0.368,0.011,0.696,,0.182,0.1,0.126,0.1,0.126,,,0.065,0.062,,,0.083,0.043,,,,0.382,0.097,0.792,0.792,,0.735
Tom Sanders,1.0,0.16,0.861,,0.287,0.118,0.143,0.118,0.143,,,0.099,0.095,,,0.179,0.064,,,,0.391,0.12,0.825,0.825,,0.727
Larry Staverman,0.579,0.074,0.835,,0.25,0.089,0.101,0.089,0.101,,,0.116,0.088,,,0.134,0.125,,,,0.49,0.099,0.876,0.876,,0.922
