Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Derrick Coleman,0.413,0.286,0.902,0.829,0.785,0.519,0.599,0.521,0.609,0.076,0.067,0.472,0.498,0.745,0.67,0.714,0.14,0.289,0.309,0.691,0.642,0.529,0.722,0.73,0.781,0.796
Chris Mullin,0.699,0.601,1.0,1.0,1.0,0.785,0.789,0.767,0.755,0.233,0.236,0.75,0.653,0.391,0.413,0.417,0.283,0.703,0.197,0.78,0.521,0.817,0.828,0.866,0.687,0.963
Magic Johnson,0.921,0.759,0.963,0.963,0.885,0.471,0.531,0.402,0.416,0.465,0.443,0.759,0.645,0.291,0.61,0.518,0.85,0.415,0.053,1.0,0.444,0.593,0.737,0.822,0.731,0.987
James Worthy,0.921,0.443,0.951,0.902,0.907,0.723,0.792,0.718,0.783,0.151,0.16,0.31,0.3,0.296,0.341,0.335,0.236,0.423,0.109,0.404,0.346,0.647,0.76,0.781,0.66,0.868
Hakeem Olajuwon,0.826,0.424,0.683,0.61,0.622,0.492,0.522,0.507,0.548,0.0,0.007,0.311,0.312,0.607,0.754,0.724,0.113,0.492,0.691,0.554,0.654,0.46,0.785,0.788,0.0,0.838
Horace Grant,0.969,0.507,0.951,0.927,0.797,0.405,0.399,0.416,0.417,0.006,0.011,0.288,0.312,0.737,0.538,0.62,0.153,0.386,0.216,0.293,0.601,0.388,0.845,0.85,0.381,0.775
Charles Smith,0.492,0.365,0.902,0.902,0.815,0.554,0.636,0.57,0.666,0.0,0.012,0.561,0.545,0.598,0.536,0.572,0.115,0.329,0.453,0.525,0.79,0.574,0.725,0.73,0.0,0.864
Ed Pinckney,0.889,0.232,0.854,0.195,0.351,0.132,0.132,0.136,0.139,0.0,0.002,0.152,0.131,0.429,0.254,0.321,0.039,0.248,0.134,0.143,0.435,0.142,0.833,0.836,0.0,0.977
Kenny Smith,0.826,0.443,0.951,0.951,0.814,0.527,0.546,0.492,0.498,0.285,0.239,0.42,0.383,0.1,0.174,0.153,0.476,0.431,0.034,0.755,0.388,0.535,0.804,0.842,0.829,0.919
Danny Manning,0.492,0.256,0.89,0.573,0.663,0.475,0.493,0.489,0.517,0.0,0.005,0.32,0.345,0.468,0.352,0.401,0.168,0.476,0.194,0.599,0.831,0.449,0.802,0.805,0.0,0.78
Rick Mahorn,0.699,0.217,0.976,0.902,0.736,0.264,0.304,0.272,0.315,0.0,0.016,0.276,0.27,0.418,0.643,0.584,0.101,0.321,0.175,0.404,0.817,0.276,0.722,0.734,0.0,0.858
Mark West,0.874,0.32,1.0,0.78,0.59,0.249,0.208,0.257,0.219,0.0,0.0,0.197,0.232,0.474,0.538,0.531,0.032,0.13,0.503,0.274,0.787,0.244,1.0,1.0,,0.714
Derrick McKey,0.651,0.315,0.89,0.671,0.755,0.442,0.461,0.452,0.475,0.023,0.034,0.344,0.313,0.476,0.343,0.398,0.145,0.37,0.175,0.503,0.651,0.432,0.799,0.81,0.482,0.92
John Paxson,0.969,0.281,1.0,1.0,0.595,0.32,0.315,0.286,0.276,0.244,0.17,0.05,0.046,0.042,0.104,0.086,0.255,0.252,0.009,0.22,0.402,0.275,0.847,0.883,1.0,0.903
Otis Thorpe,0.826,0.512,1.0,1.0,0.917,0.555,0.538,0.568,0.562,0.017,0.012,0.488,0.541,0.795,0.765,0.796,0.169,0.297,0.062,0.691,0.822,0.556,0.859,0.861,0.979,0.758
Byron Scott,0.921,0.325,1.0,1.0,0.793,0.506,0.572,0.447,0.477,0.413,0.388,0.173,0.167,0.15,0.263,0.231,0.152,0.386,0.066,0.271,0.432,0.462,0.737,0.799,0.74,0.868
