Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Joe Dumars,0.784,0.333,0.76,0.76,0.542,0.282,0.331,0.108,0.146,0.795,0.711,0.135,0.122,0.057,0.134,0.111,0.249,0.184,0.011,0.285,0.241,0.332,0.711,0.737,0.806,0.914
Shawn Bradley,0.514,0.438,0.98,0.66,0.628,0.327,0.33,0.327,0.388,0.0,0.013,0.228,0.231,0.619,0.627,0.643,0.074,0.28,0.883,0.301,0.722,0.326,0.83,0.839,0.0,0.817
Doug Christie,0.622,0.438,1.0,1.0,0.858,0.494,0.616,0.398,0.552,0.438,0.518,0.548,0.494,0.281,0.354,0.339,0.347,0.904,0.144,0.64,0.524,0.59,0.671,0.718,0.608,0.919
Michael Finley,0.514,0.563,1.0,1.0,0.996,0.763,0.83,0.675,0.835,0.402,0.437,0.492,0.454,0.329,0.464,0.431,0.404,0.528,0.083,0.575,0.453,0.783,0.768,0.804,0.662,0.899
Paul Pierce,0.514,0.51,0.96,0.94,0.792,0.557,0.613,0.392,0.5,0.75,0.656,0.368,0.392,0.557,0.459,0.507,0.213,0.656,0.278,0.608,0.656,0.614,0.76,0.78,0.824,0.779
Rasheed Wallace,0.946,0.521,0.98,0.36,0.686,0.475,0.451,0.449,0.502,0.116,0.1,0.347,0.359,0.271,0.44,0.395,0.111,0.384,0.3,0.43,0.825,0.487,0.879,0.891,0.838,0.8
Tracy McGrady,0.622,0.344,0.98,0.04,0.537,0.329,0.365,0.314,0.395,0.071,0.113,0.302,0.315,0.571,0.378,0.456,0.21,0.416,0.367,0.43,0.443,0.355,0.754,0.791,0.458,0.793
John Stockton,1.0,0.667,1.0,1.0,0.684,0.392,0.388,0.361,0.406,0.143,0.161,0.362,0.339,0.148,0.275,0.239,0.694,0.648,0.072,0.591,0.505,0.429,0.844,0.884,0.64,0.886
Lawrence Funderburke,0.73,0.323,0.94,0.04,0.454,0.327,0.283,0.325,0.332,0.009,0.016,0.225,0.241,0.481,0.289,0.364,0.056,0.176,0.128,0.28,0.363,0.326,0.967,0.978,0.4,0.774
Alonzo Mourning,0.892,0.823,0.92,0.92,0.851,0.635,0.6,0.635,0.713,0.0,0.006,0.73,0.849,0.79,0.816,0.831,0.137,0.272,1.0,0.747,0.759,0.717,0.884,0.888,0.0,0.713
Dikembe Mutombo,0.838,0.823,1.0,1.0,0.888,0.339,0.32,0.339,0.381,0.0,0.0,0.516,0.572,0.914,1.0,1.0,0.106,0.128,0.817,0.505,0.684,0.42,0.886,0.886,,0.748
Shawn Kemp,0.595,0.656,0.84,0.84,0.716,0.543,0.545,0.541,0.647,0.009,0.006,0.812,0.781,0.624,0.615,0.636,0.187,0.384,0.25,0.683,0.75,0.669,0.834,0.834,1.0,0.862
Antonio Davis,0.892,0.417,0.98,0.02,0.617,0.322,0.33,0.322,0.393,0.0,0.0,0.357,0.386,0.552,0.545,0.564,0.061,0.176,0.233,0.269,0.642,0.359,0.815,0.815,,0.768
Shareef Abdur-Rahim,0.216,0.479,1.0,1.0,0.981,0.757,0.846,0.735,0.967,0.098,0.116,0.976,0.882,0.543,0.622,0.613,0.319,0.552,0.306,1.0,0.646,0.894,0.747,0.758,0.612,0.919
Danny Fortson,0.378,0.458,1.0,0.76,0.688,0.375,0.366,0.375,0.432,0.0,0.01,0.444,0.464,1.0,0.888,0.952,0.059,0.248,0.122,0.414,1.0,0.427,0.856,0.863,0.0,0.795
Lindsey Hunter,0.784,0.417,0.98,0.98,0.852,0.447,0.496,0.331,0.419,0.527,0.492,0.177,0.179,0.124,0.34,0.275,0.358,0.688,0.044,0.495,0.594,0.452,0.753,0.789,0.772,0.823
Marcus Camby,0.73,0.365,0.92,0.0,0.459,0.267,0.247,0.267,0.295,0.0,0.0,0.151,0.207,0.486,0.361,0.415,0.022,0.232,0.411,0.21,0.618,0.255,0.901,0.901,,0.604
Theo Ratliff,0.757,0.563,1.0,1.0,0.79,0.386,0.397,0.386,0.473,0.0,0.0,0.439,0.46,0.662,0.641,0.667,0.056,0.36,0.828,0.495,0.849,0.434,0.813,0.813,,0.792
Tom Gugliotta,0.73,0.563,0.86,0.86,0.759,0.543,0.543,0.539,0.639,0.018,0.023,0.458,0.438,0.624,0.598,0.625,0.224,0.472,0.117,0.473,0.519,0.566,0.836,0.841,0.572,0.868
Scottie Pippen,0.838,0.51,1.0,1.0,0.976,0.512,0.572,0.371,0.442,0.643,0.682,0.349,0.367,0.3,0.622,0.53,0.544,0.784,0.206,0.855,0.557,0.563,0.747,0.834,0.68,0.788
George McCloud,0.73,0.344,0.96,0.32,0.604,0.278,0.307,0.143,0.178,0.616,0.534,0.198,0.175,0.162,0.306,0.266,0.147,0.36,0.078,0.263,0.604,0.332,0.758,0.799,0.832,0.942
Nick Anderson,0.892,0.406,0.94,0.78,0.767,0.496,0.606,0.308,0.41,0.857,0.891,0.262,0.325,0.243,0.541,0.454,0.169,0.512,0.083,0.446,0.34,0.544,0.683,0.749,0.694,0.668
Glenn Robinson,0.757,0.417,0.94,0.94,0.767,0.68,0.716,0.62,0.764,0.277,0.254,0.37,0.323,0.348,0.486,0.452,0.186,0.368,0.228,0.57,0.538,0.671,0.794,0.808,0.784,0.951
Rik Smits,0.892,0.354,0.98,0.98,0.617,0.608,0.599,0.608,0.712,0.0,0.006,0.286,0.265,0.348,0.483,0.451,0.096,0.144,0.289,0.403,0.75,0.565,0.848,0.849,0.0,0.894
Larry Johnson,0.73,0.51,0.98,0.96,0.796,0.412,0.434,0.347,0.413,0.295,0.296,0.354,0.329,0.433,0.462,0.466,0.221,0.272,0.056,0.478,0.693,0.455,0.794,0.837,0.718,0.893
Patrick Ewing,0.73,0.344,0.76,0.76,0.631,0.484,0.538,0.484,0.639,0.0,0.006,0.431,0.464,0.352,0.725,0.618,0.08,0.24,0.556,0.532,0.495,0.51,0.753,0.754,0.0,0.772
Mookie Blaylock,0.838,0.49,0.96,0.96,0.856,0.484,0.616,0.333,0.451,0.688,0.807,0.183,0.183,0.214,0.428,0.367,0.516,0.792,0.05,0.618,0.288,0.497,0.656,0.735,0.614,0.828
Mitch Richmond,0.486,0.344,1.0,1.0,0.928,0.649,0.76,0.512,0.657,0.625,0.711,0.664,0.588,0.143,0.34,0.282,0.226,0.512,0.056,0.731,0.571,0.763,0.713,0.775,0.634,0.937
Gary Trent,0.514,0.417,0.9,0.46,0.661,0.563,0.57,0.563,0.674,0.0,0.016,0.384,0.472,0.605,0.536,0.575,0.143,0.232,0.128,0.355,0.575,0.558,0.825,0.832,0.0,0.674
Latrell Sprewell,0.73,0.312,0.74,0.08,0.599,0.422,0.491,0.38,0.498,0.188,0.248,0.41,0.384,0.195,0.275,0.256,0.169,0.368,0.011,0.425,0.307,0.47,0.718,0.761,0.546,0.887
Mark Jackson,0.892,0.396,0.98,0.98,0.671,0.271,0.312,0.208,0.255,0.286,0.331,0.172,0.159,0.157,0.361,0.302,0.716,0.336,0.017,0.532,0.274,0.289,0.725,0.811,0.622,0.899
Bryon Russell,1.0,0.583,1.0,1.0,0.859,0.425,0.443,0.324,0.362,0.464,0.473,0.36,0.343,0.31,0.481,0.436,0.137,0.608,0.083,0.409,0.726,0.483,0.803,0.889,0.708,0.869
Charlie Ward,0.73,0.323,1.0,1.0,0.755,0.265,0.316,0.161,0.209,0.473,0.479,0.146,0.157,0.11,0.356,0.282,0.503,0.824,0.044,0.704,0.495,0.293,0.699,0.766,0.712,0.77
Shaquille O'Neal,0.838,0.938,0.98,0.98,0.828,1.0,0.838,1.0,0.998,0.0,0.003,0.712,1.0,0.89,0.809,0.861,0.212,0.288,0.456,0.656,0.731,1.0,0.997,0.998,0.0,0.59
Mario Elie,1.0,0.469,0.94,0.74,0.627,0.306,0.313,0.227,0.253,0.357,0.344,0.272,0.239,0.171,0.242,0.225,0.165,0.368,0.067,0.328,0.429,0.353,0.815,0.896,0.748,0.946
Dana Barros,0.514,0.354,1.0,0.32,0.561,0.329,0.351,0.204,0.238,0.571,0.514,0.169,0.147,0.076,0.213,0.172,0.386,0.416,0.028,0.473,0.302,0.36,0.784,0.853,0.8,0.958
