Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Blake Griffin,0.836,0.549,0.817,0.817,0.79,0.871,0.778,0.88,0.854,0.035,0.039,0.435,0.518,0.288,0.461,0.414,0.422,0.387,0.175,0.474,0.688,0.663,0.707,0.707,0.813,0.796
Anthony Davis,0.672,0.854,0.829,0.829,0.824,0.974,0.815,1.0,0.906,0.003,0.019,0.519,0.559,0.396,0.631,0.568,0.178,0.613,1.0,0.296,0.495,0.747,0.754,0.757,0.169,0.881
George Hill,0.567,0.329,0.524,0.439,0.425,0.387,0.364,0.29,0.261,0.241,0.299,0.158,0.174,0.057,0.186,0.146,0.263,0.27,0.07,0.215,0.389,0.312,0.672,0.763,0.728,0.864
Kawhi Leonard,0.821,0.524,0.78,0.78,0.682,0.598,0.559,0.51,0.481,0.234,0.297,0.283,0.306,0.195,0.454,0.376,0.192,0.908,0.24,0.302,0.449,0.477,0.675,0.728,0.709,0.877
Harrison Barnes,1.0,0.409,1.0,1.0,0.778,0.48,0.446,0.357,0.337,0.304,0.333,0.151,0.182,0.268,0.405,0.369,0.138,0.374,0.095,0.221,0.512,0.373,0.679,0.728,0.823,0.788
Zaza Pachulia,0.612,0.256,0.89,0.549,0.58,0.364,0.36,0.374,0.402,0.0,0.005,0.176,0.194,0.451,0.366,0.408,0.212,0.491,0.105,0.414,0.596,0.273,0.639,0.64,0.0,0.862
Greg Monroe,0.477,0.415,0.841,0.695,0.717,0.642,0.58,0.66,0.651,0.0,0.0,0.352,0.408,0.524,0.573,0.574,0.169,0.479,0.17,0.464,0.519,0.495,0.699,0.696,,0.821
J.J. Redick,0.836,0.409,0.951,0.951,0.808,0.678,0.638,0.385,0.366,0.699,0.709,0.256,0.246,0.05,0.175,0.136,0.163,0.239,0.04,0.296,0.47,0.576,0.672,0.722,0.888,0.986
Tyson Chandler,0.747,0.628,0.915,0.915,0.767,0.445,0.299,0.457,0.336,0.0,0.0,0.259,0.312,0.673,0.688,0.705,0.1,0.258,0.455,0.327,0.593,0.348,0.938,0.934,,0.788
Courtney Lee,0.821,0.293,0.939,0.902,0.79,0.437,0.437,0.309,0.32,0.315,0.347,0.155,0.157,0.048,0.189,0.145,0.18,0.46,0.06,0.243,0.453,0.35,0.631,0.663,0.817,0.941
LaMarcus Aldridge,0.761,0.524,0.866,0.866,0.843,1.0,0.962,0.97,1.0,0.129,0.163,0.428,0.439,0.405,0.662,0.592,0.148,0.294,0.34,0.38,0.439,0.749,0.656,0.666,0.715,0.925
Amir Johnson,0.732,0.311,0.915,0.878,0.664,0.452,0.353,0.435,0.361,0.066,0.071,0.11,0.157,0.364,0.358,0.372,0.14,0.27,0.295,0.343,0.789,0.313,0.808,0.827,0.839,0.67
Klay Thompson,1.0,0.537,0.939,0.939,0.824,0.914,0.883,0.566,0.576,0.836,0.844,0.315,0.311,0.062,0.265,0.201,0.265,0.534,0.3,0.464,0.428,0.752,0.652,0.675,0.892,0.962
Jimmy Butler,0.747,0.683,0.793,0.793,0.843,0.639,0.62,0.543,0.549,0.255,0.299,0.54,0.562,0.261,0.32,0.309,0.253,0.699,0.18,0.29,0.379,0.587,0.651,0.679,0.768,0.912
John Wall,0.687,0.476,0.963,0.963,0.952,0.788,0.793,0.708,0.724,0.227,0.336,0.397,0.439,0.082,0.398,0.299,0.945,0.847,0.225,0.947,0.632,0.626,0.627,0.67,0.61,0.859
Robin Lopez,0.761,0.311,0.72,0.72,0.549,0.355,0.297,0.365,0.333,0.0,0.002,0.137,0.154,0.435,0.246,0.321,0.066,0.098,0.42,0.227,0.428,0.255,0.754,0.753,0.0,0.845
Brandon Bass,0.597,0.323,1.0,0.524,0.647,0.522,0.464,0.523,0.497,0.031,0.05,0.236,0.26,0.318,0.312,0.325,0.124,0.252,0.16,0.259,0.491,0.391,0.71,0.722,0.571,0.864
Rudy Gobert,0.567,0.567,1.0,0.451,0.724,0.392,0.29,0.402,0.324,0.0,0.003,0.238,0.331,0.606,0.615,0.632,0.13,0.393,0.945,0.346,0.614,0.309,0.851,0.851,0.0,0.682
Lou Williams,0.732,0.402,0.976,0.0,0.676,0.569,0.631,0.348,0.367,0.531,0.692,0.476,0.479,0.055,0.153,0.123,0.196,0.54,0.05,0.315,0.361,0.56,0.569,0.651,0.691,0.942
