Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Hal Greer,0.712,0.229,0.942,,0.832,0.556,0.619,0.556,0.619,,,0.468,0.503,,,0.244,0.444,,,,0.826,0.581,0.734,0.734,,0.904
Dave Cowens,0.667,0.287,0.942,,0.836,0.517,0.588,0.517,0.588,,,0.392,0.463,,,0.814,0.274,,,,1.0,0.529,0.719,0.719,,0.822
Don Nelson,0.667,0.332,0.953,,0.613,0.388,0.398,0.388,0.398,,,0.455,0.529,,,0.378,0.184,,,,0.663,0.44,0.797,0.797,,0.836
Jerry Sloan,0.773,0.269,0.93,,0.854,0.557,0.606,0.557,0.606,,,0.399,0.483,,,0.47,0.338,,,,0.826,0.563,0.751,0.751,,0.803
Bob Lanier,0.682,0.233,0.953,,0.548,0.474,0.5,0.474,0.5,,,0.392,0.467,,,0.445,0.175,,,,0.777,0.493,0.775,0.775,,0.816
Bailey Howell,0.712,0.224,0.953,,0.432,0.305,0.31,0.305,0.31,,,0.33,0.391,,,0.295,0.138,,,,0.669,0.338,0.804,0.804,,0.82
Stan McKenzie,0.44,0.238,0.953,,0.623,0.374,0.407,0.374,0.407,,,0.476,0.492,,,0.207,0.282,,,,0.68,0.434,0.751,0.751,,0.939
Elvin Hayes,0.606,0.35,0.953,,0.988,0.892,1.0,0.892,1.0,,,0.652,0.84,,,0.912,0.224,,,,0.643,0.905,0.729,0.729,,0.755
Billy Cunningham,0.712,0.448,0.942,,0.84,0.66,0.686,0.66,0.686,,,0.654,0.77,,,0.634,0.475,,,,0.937,0.716,0.787,0.787,,0.825
Tiny Archibald,0.499,0.229,0.953,,0.779,0.457,0.494,0.457,0.494,,,0.483,0.552,,,0.162,0.541,,,,0.623,0.504,0.756,0.756,,0.851
Bob Kauffman,0.333,0.354,0.907,,0.755,0.579,0.591,0.579,0.591,,,0.516,0.602,,,0.561,0.425,,,,0.751,0.613,0.802,0.802,,0.831
Clem Haskins,0.727,0.287,0.953,,0.751,0.529,0.577,0.529,0.577,,,0.486,0.535,,,0.217,0.46,,,,0.591,0.563,0.75,0.75,,0.881
Louie Dampier,,0.224,0.977,,0.876,0.532,0.611,0.436,0.484,0.669,0.733,0.46,0.467,0.168,0.207,0.199,0.553,,,0.685,0.609,0.599,0.712,0.736,0.644,0.956
Walt Hazzard,0.545,0.242,0.953,,0.782,0.486,0.508,0.486,0.508,,,0.453,0.516,,,0.201,0.618,,,,0.789,0.52,0.782,0.782,,0.853
Jim Fox,0.773,0.274,0.953,,0.443,0.263,0.276,0.263,0.276,,,0.343,0.399,,,0.401,0.236,,,,0.609,0.308,0.78,0.78,,0.837
Dave DeBusschere,0.788,0.278,0.942,,0.786,0.492,0.561,0.492,0.561,,,0.312,0.388,,,0.603,0.264,,,,0.677,0.487,0.717,0.717,,0.782
Larry Jones,,0.395,0.977,,0.982,0.719,0.739,0.676,0.683,0.292,0.325,0.677,0.729,0.407,0.255,0.303,0.469,,,0.694,0.769,0.787,0.796,0.811,0.636,0.901
Don May,0.333,0.274,0.884,,0.725,0.592,0.603,0.592,0.603,,,0.398,0.435,,,0.38,0.18,,,,0.626,0.591,0.802,0.802,,0.889
Jerry Lucas,0.621,0.471,0.93,,0.884,0.586,0.564,0.586,0.564,,,0.415,0.456,,,0.847,0.352,,,,0.563,0.591,0.848,0.848,,0.884
Jon McGlocklin,1.0,0.399,0.953,,0.786,0.54,0.484,0.54,0.484,,,0.207,0.207,,,0.149,0.367,,,,0.54,0.498,0.911,0.911,,0.969
Donnie Freeman,,0.341,0.767,,0.656,0.561,0.558,0.561,0.554,0.0,0.018,0.527,0.57,0.34,0.163,0.217,0.399,,,0.486,0.549,0.601,0.823,0.826,0.0,0.899
Wilt Chamberlain,0.727,0.565,0.953,,0.987,0.628,0.553,0.628,0.553,,,0.517,0.831,,,1.0,0.423,,,,0.497,0.653,0.928,0.928,,0.604
Terry Dischinger,0.682,0.265,0.756,,0.504,0.286,0.256,0.286,0.256,,,0.231,0.262,,,0.227,0.136,,,,0.54,0.296,0.911,0.911,,0.857
Geoff Petrie,0.44,0.278,0.953,,0.824,0.738,0.799,0.738,0.799,,,0.665,0.745,,,0.188,0.469,,,,0.56,0.782,0.755,0.755,,0.867
Roger Brown,,0.489,0.953,,0.915,0.574,0.572,0.515,0.471,0.409,0.584,0.585,0.636,0.405,0.364,0.381,0.475,,,0.652,0.826,0.651,0.821,0.893,0.496,0.893
Rick Barry,,0.363,0.686,,0.68,0.595,0.609,0.577,0.57,0.123,0.225,0.648,0.63,0.241,0.274,0.269,0.353,,,0.567,0.586,0.668,0.799,0.828,0.387,1.0
