Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Steve Nash,0.914,0.564,0.843,0.854,0.693,0.475,0.411,0.365,0.357,0.403,0.363,0.347,0.265,0.15,0.236,0.212,0.676,0.393,0.022,0.629,0.495,0.459,0.793,0.842,0.812,0.964
Antoine Walker,0.621,0.443,0.976,0.988,0.986,0.875,0.893,0.603,0.695,1.0,1.0,0.374,0.358,0.492,0.758,0.683,0.591,0.754,0.215,0.923,0.787,0.795,0.673,0.714,0.734,0.772
Antonio Daniels,1.0,0.443,0.952,0.28,0.598,0.338,0.305,0.247,0.252,0.335,0.303,0.182,0.16,0.085,0.183,0.155,0.404,0.333,0.061,0.334,0.376,0.313,0.762,0.807,0.808,0.836
David Wesley,0.793,0.51,0.988,1.0,0.902,0.643,0.643,0.524,0.61,0.439,0.428,0.407,0.349,0.208,0.214,0.213,0.479,0.699,0.07,0.525,0.69,0.594,0.687,0.706,0.752,0.861
Hakeem Olajuwon,0.777,0.336,0.699,0.671,0.449,0.348,0.295,0.348,0.353,0.0,0.002,0.185,0.204,0.404,0.41,0.41,0.096,0.383,0.386,0.248,0.442,0.289,0.811,0.811,0.0,0.669
Horace Grant,0.966,0.436,0.928,0.939,0.694,0.323,0.295,0.323,0.352,0.0,0.005,0.197,0.174,0.717,0.434,0.518,0.161,0.279,0.268,0.147,0.567,0.276,0.752,0.756,0.0,0.835
Antonio McDyess,0.69,0.523,0.843,0.854,0.742,0.71,0.605,0.71,0.725,0.0,0.0,0.456,0.447,0.782,0.808,0.803,0.194,0.235,0.447,0.497,0.69,0.613,0.806,0.805,,0.754
Antawn Jamison,0.293,0.45,0.988,1.0,0.986,0.984,0.94,0.908,1.0,0.281,0.34,0.574,0.549,0.912,0.581,0.68,0.218,0.623,0.123,0.61,0.705,0.859,0.72,0.746,0.604,0.77
Stephon Marbury,0.448,0.523,0.807,0.817,0.743,0.692,0.663,0.557,0.586,0.498,0.556,0.544,0.471,0.173,0.203,0.195,0.672,0.432,0.022,0.604,0.47,0.671,0.718,0.782,0.656,0.851
LaPhonso Ellis,0.81,0.349,0.988,0.061,0.566,0.367,0.333,0.358,0.386,0.032,0.036,0.254,0.22,0.648,0.394,0.47,0.124,0.366,0.325,0.331,0.909,0.324,0.756,0.763,0.636,0.851
