Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Phil Ford,0.888,0.396,0.963,,0.803,0.493,0.574,0.493,0.574,,,0.498,0.464,0.056,0.174,0.126,0.62,0.866,0.019,0.934,0.668,0.533,0.796,0.796,,0.859
Bill Robinzine,0.888,0.479,1.0,,0.643,0.485,0.479,0.485,0.479,,,0.275,0.284,0.371,0.49,0.442,0.095,0.522,0.047,0.517,1.0,0.464,0.938,0.938,,0.773
Mike Green,0.888,0.264,0.927,,0.484,0.248,0.273,0.248,0.273,,,0.154,0.166,0.223,0.26,0.245,0.106,0.184,0.386,0.257,0.627,0.241,0.844,0.844,,0.74
Bernard King,0.684,0.451,1.0,,0.843,0.75,0.777,0.75,0.777,,,0.534,0.716,0.428,0.488,0.463,0.268,0.587,0.123,0.934,0.888,0.748,0.894,0.894,,0.596
Gus Williams,0.962,0.576,0.927,,0.668,0.64,0.7,0.64,0.7,,,0.375,0.365,0.189,0.156,0.17,0.279,0.786,0.092,0.549,0.441,0.616,0.848,0.848,,0.818
Paul Silas,0.962,0.271,1.0,,0.577,0.18,0.23,0.18,0.23,,,0.177,0.224,0.441,0.369,0.398,0.105,0.154,0.06,0.283,0.482,0.193,0.724,0.724,,0.631
Ernie Grunfeld,0.703,0.299,1.0,,0.524,0.344,0.378,0.344,0.378,,,0.292,0.29,0.211,0.275,0.249,0.197,0.289,0.047,0.408,0.599,0.356,0.844,0.844,,0.804
Campy Russell,0.555,0.465,0.902,,0.843,0.637,0.725,0.637,0.725,,,0.638,0.605,0.25,0.415,0.348,0.317,0.488,0.079,0.749,0.605,0.686,0.815,0.815,,0.842
Lonnie Shelton,0.962,0.354,0.927,,0.637,0.471,0.491,0.471,0.491,,,0.2,0.218,0.31,0.334,0.324,0.1,0.378,0.237,0.543,0.725,0.433,0.889,0.889,,0.732
Don Buse,0.926,0.375,1.0,,0.75,0.301,0.329,0.301,0.329,,,0.107,0.105,0.075,0.202,0.15,0.324,0.776,0.057,0.277,0.406,0.271,0.848,0.848,,0.812
Dan Issel,0.869,0.681,0.988,,0.809,0.562,0.589,0.562,0.589,,,0.483,0.484,0.409,0.581,0.511,0.232,0.303,0.146,0.494,0.635,0.584,0.885,0.885,,0.796
Swen Nater,0.795,0.382,0.963,,0.592,0.377,0.358,0.377,0.358,,,0.202,0.191,0.371,0.564,0.485,0.127,0.189,0.092,0.491,0.665,0.358,0.974,0.974,,0.845
Terry Tyler,0.555,0.375,1.0,,0.755,0.482,0.541,0.482,0.541,,,0.22,0.253,0.359,0.51,0.449,0.081,0.517,0.636,0.408,0.692,0.447,0.825,0.825,,0.695
Tom Owens,0.833,0.722,1.0,,0.823,0.634,0.626,0.634,0.626,,,0.489,0.466,0.448,0.557,0.512,0.274,0.294,0.184,0.714,0.896,0.643,0.938,0.938,,0.838
Alex English,0.703,0.486,0.988,,0.795,0.595,0.63,0.595,0.63,,,0.265,0.266,0.431,0.469,0.454,0.247,0.348,0.247,0.566,0.583,0.549,0.875,0.875,,0.794
Bob McAdoo,,0.403,0.732,,0.658,0.629,0.644,0.629,0.644,,,0.451,0.52,0.221,0.455,0.36,0.153,0.368,0.212,0.627,0.515,0.629,0.906,0.906,,0.693
John Williamson,0.684,0.354,0.902,,0.723,0.671,0.782,0.671,0.782,,,0.57,0.505,0.09,0.167,0.136,0.232,0.443,0.038,0.673,0.586,0.695,0.796,0.796,,0.902
James Edwards,0.703,0.493,1.0,,0.751,0.564,0.609,0.564,0.609,,,0.456,0.51,0.305,0.6,0.48,0.084,0.299,0.345,0.468,0.989,0.578,0.858,0.858,,0.714
Rich Kelley,0.481,0.597,0.976,,0.798,0.465,0.497,0.465,0.497,,,0.57,0.529,0.516,0.844,0.711,0.259,0.627,0.525,0.832,0.842,0.53,0.866,0.866,,0.86
Randy Smith,0.795,0.403,1.0,,0.918,0.732,0.871,0.732,0.871,,,0.446,0.415,0.174,0.225,0.204,0.359,0.881,0.016,0.737,0.482,0.71,0.779,0.779,,0.859
Mike Bantom,0.703,0.361,0.988,,0.746,0.509,0.592,0.509,0.592,,,0.347,0.391,0.383,0.496,0.45,0.203,0.493,0.196,0.558,0.861,0.504,0.796,0.796,,0.71
Armond Hill,0.851,0.292,1.0,,0.745,0.313,0.39,0.313,0.39,,,0.376,0.333,0.07,0.144,0.114,0.437,0.507,0.051,0.584,0.796,0.354,0.743,0.743,,0.902
Steve Hawes,0.851,0.375,0.988,,0.65,0.393,0.432,0.393,0.432,,,0.165,0.153,0.324,0.468,0.409,0.167,0.393,0.149,0.419,0.719,0.36,0.842,0.842,,0.864
George Gervin,0.888,0.792,0.976,,0.852,1.0,1.0,1.0,1.0,,,0.72,0.659,0.242,0.301,0.277,0.199,0.682,0.288,0.827,0.749,1.0,0.926,0.926,,0.872
Rudy Tomjanovich,0.869,0.431,0.902,,0.779,0.655,0.686,0.655,0.686,,,0.257,0.255,0.29,0.469,0.396,0.125,0.219,0.057,0.399,0.507,0.595,0.885,0.885,,0.803
Toby Knight,0.574,0.396,1.0,,0.787,0.643,0.671,0.643,0.671,,,0.222,0.238,0.342,0.405,0.38,0.113,0.303,0.19,0.471,0.842,0.576,0.889,0.889,,0.743
Robert Parish,0.703,0.493,0.927,,0.711,0.585,0.635,0.585,0.635,,,0.3,0.325,0.451,0.76,0.634,0.105,0.498,0.687,0.673,0.826,0.551,0.854,0.854,,0.737
Alvan Adams,0.926,0.528,0.939,,0.697,0.601,0.613,0.601,0.613,,,0.353,0.334,0.375,0.566,0.488,0.328,0.547,0.199,0.806,0.67,0.579,0.908,0.908,,0.844
Darryl Dawkins,0.869,0.319,0.951,,0.6,0.454,0.475,0.454,0.475,,,0.242,0.272,0.21,0.593,0.437,0.116,0.159,0.453,0.569,0.804,0.43,0.885,0.885,,0.71
John Lucas,0.703,0.549,1.0,,0.913,0.56,0.655,0.56,0.655,,,0.404,0.371,0.111,0.212,0.171,0.693,0.756,0.028,0.737,0.624,0.56,0.791,0.791,,0.868
Maurice Lucas,0.833,0.431,0.841,,0.726,0.6,0.691,0.6,0.691,,,0.413,0.399,0.327,0.611,0.496,0.196,0.328,0.256,0.673,0.692,0.595,0.805,0.805,,0.827
Tom Henderson,1.0,0.312,0.854,,0.614,0.316,0.366,0.316,0.366,,,0.239,0.225,0.087,0.131,0.113,0.381,0.433,0.032,0.428,0.335,0.319,0.798,0.798,,0.845
Cedric Maxwell,0.537,0.812,0.976,,0.876,0.498,0.462,0.498,0.462,,,0.878,0.828,0.463,0.606,0.548,0.207,0.488,0.234,0.789,0.725,0.642,1.0,1.0,,0.847
Phil Smith,0.703,0.361,0.72,,0.675,0.516,0.559,0.516,0.559,,,0.297,0.295,0.082,0.191,0.147,0.237,0.502,0.073,0.491,0.433,0.496,0.858,0.858,,0.804
Julius Erving,0.869,0.549,0.951,,0.827,0.755,0.832,0.755,0.832,,,0.57,0.579,0.337,0.427,0.391,0.325,0.662,0.316,0.91,0.564,0.762,0.841,0.841,,0.787
M.L. Carr,0.555,0.549,0.976,,0.946,0.62,0.654,0.62,0.654,,,0.494,0.503,0.373,0.432,0.408,0.238,0.98,0.146,0.737,0.76,0.633,0.88,0.88,,0.785
Norm Nixon,0.869,0.667,1.0,,0.928,0.658,0.657,0.658,0.657,,,0.242,0.236,0.082,0.214,0.16,0.671,1.0,0.054,0.668,0.681,0.594,0.928,0.928,,0.818
Rick Barry,0.869,0.292,0.976,,0.757,0.487,0.572,0.487,0.572,,,0.245,0.195,0.068,0.277,0.192,0.457,0.473,0.12,0.572,0.531,0.458,0.789,0.789,,1.0
Mark Olberding,0.888,0.292,0.976,,0.556,0.276,0.315,0.276,0.315,,,0.356,0.335,0.164,0.389,0.297,0.192,0.264,0.057,0.471,0.768,0.319,0.812,0.812,,0.848
Kareem Abdul-Jabbar,0.869,1.0,0.976,,0.931,0.82,0.77,0.82,0.77,,,0.534,0.548,0.353,0.954,0.71,0.392,0.378,1.0,0.815,0.627,0.805,0.988,0.988,,0.777
Scott Wedman,0.888,0.597,0.89,,0.737,0.592,0.6,0.592,0.6,,,0.33,0.313,0.23,0.293,0.267,0.131,0.378,0.095,0.306,0.651,0.566,0.914,0.914,,0.842
Dan Roundfield,0.851,0.604,0.976,,0.749,0.488,0.524,0.488,0.524,,,0.459,0.486,0.555,0.629,0.599,0.119,0.433,0.557,0.604,0.975,0.518,0.863,0.863,,0.754
Otis Birdsong,0.888,0.611,1.0,,0.837,0.782,0.832,0.782,0.832,,,0.453,0.472,0.3,0.208,0.245,0.256,0.622,0.054,0.578,0.695,0.752,0.872,0.872,,0.766
Brian Winters,0.703,0.292,0.963,,0.76,0.699,0.768,0.699,0.768,,,0.362,0.32,0.082,0.151,0.123,0.348,0.413,0.127,0.743,0.662,0.66,0.844,0.844,,0.904
Larry Kenon,0.888,0.611,0.988,,0.869,0.79,0.848,0.79,0.848,,,0.451,0.403,0.443,0.618,0.547,0.305,0.766,0.06,0.867,0.523,0.757,0.863,0.863,,0.892
Austin Carr,0.555,0.347,1.0,,0.801,0.582,0.664,0.582,0.664,,,0.446,0.414,0.264,0.158,0.201,0.197,0.383,0.044,0.506,0.572,0.589,0.813,0.813,,0.862
Clifford Ray,0.703,0.264,1.0,,0.565,0.244,0.251,0.244,0.251,,,0.162,0.22,0.363,0.461,0.421,0.124,0.234,0.158,0.442,0.719,0.24,0.901,0.901,,0.589
Eddie Johnson,0.851,0.438,0.951,,0.712,0.529,0.561,0.529,0.561,,,0.372,0.338,0.111,0.123,0.118,0.328,0.602,0.035,0.616,0.657,0.526,0.873,0.873,,0.879
Tom Abernethy,0.703,0.257,0.854,,0.36,0.186,0.196,0.186,0.196,,,0.107,0.109,0.126,0.166,0.15,0.072,0.194,0.041,0.092,0.362,0.178,0.882,0.882,,0.787
Walter Davis,0.926,0.653,0.963,,0.719,0.807,0.779,0.807,0.779,,,0.52,0.473,0.189,0.306,0.258,0.308,0.731,0.082,0.847,0.681,0.79,0.961,0.961,,0.878
Tom Boswell,0.869,0.389,0.963,,0.649,0.339,0.345,0.339,0.345,,,0.303,0.328,0.422,0.338,0.373,0.22,0.249,0.161,0.535,0.717,0.355,0.911,0.911,,0.736
Wilbur Holland,0.574,0.264,1.0,,0.732,0.47,0.537,0.47,0.537,,,0.216,0.203,0.133,0.205,0.176,0.3,0.607,0.038,0.535,0.654,0.436,0.81,0.81,,0.846
Robert Reid,0.869,0.312,1.0,,0.666,0.403,0.444,0.403,0.444,,,0.2,0.215,0.22,0.413,0.334,0.209,0.373,0.152,0.379,0.823,0.378,0.842,0.842,,0.743
John Drew,0.851,0.618,0.963,,0.711,0.686,0.786,0.686,0.786,,,0.757,0.783,0.383,0.347,0.361,0.108,0.637,0.051,0.61,0.905,0.759,0.81,0.81,,0.772
Jim McElroy,0.481,0.34,0.963,,0.796,0.569,0.627,0.569,0.627,,,0.396,0.393,0.104,0.18,0.149,0.412,0.736,0.155,0.685,0.499,0.565,0.841,0.841,,0.805
Calvin Murphy,0.869,0.472,1.0,,0.868,0.747,0.814,0.747,0.814,,,0.376,0.306,0.133,0.111,0.12,0.319,0.582,0.019,0.54,0.785,0.702,0.849,0.849,,0.98
Alvin Scott,0.926,0.306,0.988,,0.512,0.224,0.226,0.224,0.226,,,0.183,0.194,0.177,0.299,0.249,0.115,0.398,0.196,0.286,0.379,0.23,0.916,0.916,,0.754
Moses Malone,0.869,0.979,1.0,,1.0,0.756,0.758,0.756,0.758,,,0.916,0.938,1.0,1.0,1.0,0.134,0.393,0.377,0.942,0.608,0.859,0.925,0.925,,0.78
Wes Unseld,1.0,0.604,0.939,,0.71,0.365,0.343,0.365,0.343,,,0.231,0.272,0.467,0.649,0.575,0.287,0.353,0.117,0.451,0.556,0.356,0.988,0.988,,0.679
Marques Johnson,0.703,0.847,0.939,,0.82,0.866,0.852,0.866,0.852,,,0.508,0.505,0.361,0.436,0.406,0.213,0.577,0.282,0.491,0.507,0.834,0.942,0.942,,0.803
Bob Dandridge,1.0,0.604,0.951,,0.776,0.664,0.72,0.664,0.72,,,0.506,0.464,0.186,0.394,0.31,0.332,0.353,0.18,0.642,0.706,0.672,0.854,0.854,,0.871
Steve Mix,0.869,0.34,0.902,,0.374,0.28,0.282,0.28,0.282,,,0.246,0.232,0.186,0.215,0.203,0.11,0.284,0.051,0.289,0.305,0.292,0.921,0.921,,0.846
Sam Lacey,0.888,0.451,1.0,,0.775,0.37,0.399,0.37,0.399,,,0.255,0.261,0.305,0.61,0.486,0.391,0.527,0.446,0.708,0.842,0.367,0.86,0.86,,0.78
Coby Dietrick,0.888,0.285,0.927,,0.439,0.221,0.229,0.221,0.229,,,0.121,0.114,0.15,0.265,0.218,0.18,0.358,0.12,0.266,0.561,0.21,0.896,0.896,,0.843
Junior Bridgeman,0.703,0.382,1.0,,0.579,0.57,0.61,0.57,0.61,,,0.289,0.264,0.193,0.215,0.206,0.148,0.438,0.13,0.399,0.501,0.537,0.866,0.866,,0.875
George McGinnis,0.869,0.493,0.927,,0.753,0.637,0.728,0.637,0.728,,,0.778,0.884,0.436,0.709,0.598,0.258,0.642,0.165,1.0,0.875,0.725,0.812,0.812,,0.702
Doug Collins,0.869,0.292,0.573,,0.471,0.378,0.41,0.378,0.41,,,0.307,0.286,0.061,0.102,0.085,0.174,0.259,0.063,0.379,0.379,0.388,0.854,0.854,,0.86
Ron Brewer,0.833,0.389,0.988,,0.724,0.458,0.502,0.458,0.502,,,0.321,0.296,0.15,0.165,0.159,0.15,0.507,0.25,0.442,0.493,0.456,0.846,0.846,,0.866
Kent Benson,0.703,0.444,1.0,,0.629,0.436,0.456,0.436,0.456,,,0.275,0.283,0.319,0.463,0.404,0.186,0.443,0.256,0.451,0.763,0.425,0.887,0.887,,0.776
Dave Twardzik,0.833,0.354,0.78,,0.463,0.214,0.218,0.214,0.218,,,0.399,0.346,0.066,0.093,0.082,0.16,0.418,0.013,0.367,0.504,0.282,0.913,0.913,,0.922
Billy Paultz,0.888,0.354,0.963,,0.626,0.421,0.433,0.421,0.433,,,0.174,0.224,0.288,0.532,0.433,0.162,0.174,0.396,0.454,0.556,0.386,0.901,0.901,,0.621
Henry Bibby,0.869,0.257,1.0,,0.749,0.389,0.497,0.389,0.497,,,0.407,0.387,0.123,0.201,0.169,0.338,0.358,0.022,0.569,0.542,0.424,0.724,0.724,,0.838
Spencer Haywood,,0.299,0.829,,0.696,0.628,0.689,0.628,0.689,,,0.353,0.338,0.293,0.421,0.369,0.116,0.199,0.259,0.578,0.643,0.601,0.846,0.846,,0.835
Artis Gilmore,0.574,0.882,1.0,,0.963,0.795,0.749,0.795,0.749,,,0.664,0.679,0.499,0.875,0.722,0.249,0.249,0.494,0.896,0.763,0.82,0.985,0.985,,0.78
Paul Westphal,0.926,0.722,0.988,,0.779,0.846,0.855,0.846,0.855,,,0.518,0.468,0.06,0.145,0.11,0.481,0.552,0.082,0.671,0.433,0.821,0.916,0.916,,0.884
Adrian Dantley,0.869,0.396,0.732,,0.524,0.395,0.419,0.395,0.419,,,0.446,0.395,0.223,0.246,0.237,0.126,0.313,0.038,0.448,0.441,0.44,0.873,0.873,,0.902
Sonny Parker,0.703,0.486,0.963,,0.853,0.541,0.583,0.541,0.583,,,0.268,0.257,0.279,0.327,0.307,0.265,0.716,0.104,0.558,0.51,0.507,0.86,0.86,,0.832
Bobby Jones,0.869,0.535,0.976,,0.68,0.399,0.403,0.399,0.403,,,0.32,0.32,0.339,0.387,0.368,0.183,0.532,0.304,0.477,0.668,0.408,0.92,0.92,,0.797
