Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Steve Nash,0.911,0.773,0.927,0.927,0.841,0.636,0.553,0.534,0.462,0.761,0.587,0.333,0.322,0.094,0.302,0.267,1.0,0.365,0.026,0.905,0.385,0.581,0.85,0.919,0.455,0.979
Jarrett Jack,0.477,0.294,0.963,0.963,0.831,0.394,0.401,0.38,0.386,0.307,0.308,0.364,0.363,0.056,0.24,0.206,0.472,0.551,0.039,0.59,0.664,0.389,0.725,0.783,0.35,0.949
Paul Millsap,0.761,0.288,1.0,0.012,0.461,0.257,0.227,0.308,0.291,0.005,0.005,0.21,0.271,0.572,0.303,0.42,0.07,0.429,0.32,0.297,0.776,0.23,0.839,0.842,0.333,0.733
Deron Williams,0.761,0.442,0.976,0.976,0.925,0.608,0.616,0.609,0.609,0.4,0.437,0.34,0.385,0.128,0.285,0.265,0.843,0.5,0.056,0.776,0.836,0.534,0.728,0.796,0.322,0.836
Richard Hamilton,0.791,0.497,0.915,0.915,0.866,0.673,0.666,0.744,0.766,0.215,0.221,0.52,0.525,0.234,0.261,0.28,0.322,0.378,0.065,0.502,0.763,0.611,0.748,0.772,0.341,0.938
Zaza Pachulia,0.448,0.294,0.878,0.573,0.635,0.358,0.349,0.43,0.451,0.0,0.002,0.439,0.486,0.622,0.38,0.496,0.12,0.494,0.156,0.511,0.878,0.36,0.757,0.759,0.0,0.856
Metta World Peace,0.492,0.411,0.854,0.793,0.828,0.563,0.592,0.54,0.574,0.454,0.445,0.46,0.54,0.319,0.444,0.45,0.266,0.955,0.186,0.461,0.674,0.542,0.703,0.748,0.358,0.806
David Lee,0.492,0.423,0.707,0.146,0.543,0.295,0.228,0.355,0.294,0.0,0.0,0.211,0.225,0.613,0.513,0.597,0.118,0.308,0.1,0.29,0.51,0.256,0.958,0.958,,0.888
Amar'e Stoudemire,0.911,0.687,1.0,0.951,0.843,0.747,0.6,0.898,0.774,0.0,0.005,0.685,0.762,0.694,0.712,0.78,0.095,0.5,0.476,0.732,0.97,0.688,0.919,0.922,0.0,0.851
Tyson Chandler,0.583,0.485,0.89,0.89,0.792,0.359,0.266,0.432,0.344,0.0,0.002,0.159,0.262,1.0,0.737,0.897,0.075,0.237,0.558,0.397,0.803,0.284,0.997,0.998,0.0,0.574
Mehmet Okur,0.761,0.54,0.976,0.976,0.835,0.603,0.604,0.534,0.533,0.629,0.575,0.444,0.504,0.5,0.529,0.574,0.176,0.231,0.165,0.394,0.845,0.578,0.738,0.796,0.384,0.833
Kirk Hinrich,0.732,0.62,0.976,0.976,0.89,0.584,0.604,0.496,0.533,0.683,0.577,0.355,0.37,0.1,0.306,0.272,0.566,0.641,0.1,0.603,0.901,0.546,0.716,0.74,0.415,0.91
Antawn Jamison,0.612,0.417,0.854,0.854,0.834,0.63,0.648,0.553,0.559,0.673,0.649,0.339,0.4,0.419,0.54,0.558,0.154,0.513,0.156,0.328,0.638,0.571,0.719,0.786,0.364,0.802
Stephon Marbury,0.492,0.362,0.902,0.902,0.861,0.486,0.542,0.402,0.447,0.6,0.591,0.445,0.503,0.113,0.223,0.211,0.456,0.455,0.043,0.565,0.609,0.498,0.663,0.716,0.357,0.838
Mike Miller,0.328,0.294,0.854,0.841,0.859,0.572,0.575,0.389,0.377,0.985,0.853,0.241,0.264,0.163,0.412,0.375,0.337,0.346,0.078,0.565,0.454,0.532,0.735,0.821,0.406,0.864
Chris Bosh,0.701,0.589,0.841,0.841,0.833,0.668,0.623,0.786,0.779,0.059,0.06,0.694,0.768,0.581,0.701,0.735,0.198,0.25,0.39,0.565,0.536,0.642,0.792,0.8,0.343,0.855
Matt Harpring,0.761,0.288,0.939,0.024,0.616,0.396,0.373,0.457,0.454,0.063,0.067,0.355,0.402,0.366,0.298,0.35,0.112,0.333,0.048,0.372,0.763,0.368,0.784,0.8,0.333,0.836
Vince Carter,0.612,0.644,1.0,1.0,0.98,0.893,0.91,0.843,0.854,0.761,0.748,0.693,0.75,0.356,0.477,0.488,0.445,0.526,0.13,0.685,0.875,0.852,0.725,0.784,0.357,0.874
Emeka Okafor,0.492,0.436,0.817,0.793,0.73,0.485,0.421,0.583,0.545,0.0,0.0,0.262,0.384,0.806,0.63,0.751,0.09,0.365,0.745,0.35,0.691,0.396,0.85,0.85,,0.646
Chuck Hayes,0.776,0.393,0.951,0.524,0.537,0.236,0.191,0.284,0.247,0.0,0.0,0.082,0.116,0.637,0.4,0.517,0.053,0.449,0.078,0.202,0.924,0.181,0.915,0.915,,0.673
Grant Hill,0.597,0.313,0.793,0.78,0.63,0.421,0.376,0.503,0.477,0.01,0.021,0.372,0.422,0.166,0.232,0.235,0.156,0.391,0.108,0.454,0.48,0.384,0.827,0.839,0.167,0.833
Chauncey Billups,0.791,0.699,0.854,0.854,0.794,0.428,0.464,0.354,0.367,0.532,0.541,0.579,0.569,0.072,0.27,0.235,0.568,0.538,0.074,0.442,0.53,0.49,0.682,0.765,0.345,0.962
Anthony Parker,0.701,0.399,0.89,0.89,0.764,0.403,0.391,0.315,0.313,0.561,0.447,0.198,0.206,0.188,0.282,0.281,0.173,0.468,0.048,0.224,0.444,0.372,0.762,0.799,0.441,0.91
Ray Allen,0.463,0.387,0.671,0.671,0.696,0.621,0.656,0.503,0.522,0.805,0.759,0.418,0.402,0.178,0.24,0.245,0.258,0.526,0.048,0.486,0.372,0.598,0.7,0.765,0.372,0.984
Jason Kidd,0.612,0.571,0.976,0.976,0.919,0.454,0.517,0.362,0.403,0.605,0.618,0.268,0.299,0.422,0.657,0.65,0.833,0.814,0.1,0.672,0.48,0.428,0.649,0.716,0.343,0.847
Mike Dunleavy,,0.313,1.0,0.598,0.809,0.472,0.484,0.464,0.461,0.341,0.384,0.316,0.35,0.263,0.438,0.428,0.258,0.538,0.095,0.47,0.668,0.432,0.722,0.802,0.313,0.854
Kevin Martin,0.492,0.626,0.976,0.976,0.883,0.621,0.607,0.559,0.54,0.62,0.57,0.721,0.742,0.216,0.345,0.339,0.196,0.628,0.048,0.426,0.595,0.666,0.756,0.823,0.381,0.919
Caron Butler,0.612,0.325,0.768,0.768,0.776,0.555,0.555,0.641,0.664,0.088,0.123,0.424,0.427,0.459,0.404,0.463,0.264,0.859,0.074,0.571,0.618,0.495,0.74,0.767,0.25,0.94
Tim Duncan,0.865,0.798,0.976,0.976,0.855,0.76,0.644,0.913,0.826,0.005,0.015,0.543,0.74,0.666,0.799,0.839,0.309,0.423,0.823,0.707,0.668,0.658,0.872,0.879,0.111,0.694
Eduardo Najera,0.672,0.294,0.915,0.439,0.52,0.251,0.201,0.3,0.252,0.005,0.021,0.132,0.16,0.409,0.226,0.308,0.072,0.468,0.113,0.177,0.681,0.205,0.92,0.949,0.083,0.779
Dwight Howard,0.597,0.595,1.0,1.0,0.948,0.647,0.497,0.777,0.641,0.005,0.003,0.585,0.867,0.884,0.915,1.0,0.179,0.449,0.675,1.0,0.806,0.594,0.963,0.963,0.5,0.638
Dirk Nowitzki,1.0,1.0,0.951,0.951,0.884,0.828,0.763,0.889,0.859,0.351,0.296,0.747,0.717,0.381,0.721,0.688,0.298,0.333,0.268,0.527,0.562,0.788,0.802,0.823,0.416,0.985
Kevin Garnett,0.477,0.656,0.927,0.927,0.939,0.785,0.763,0.926,0.946,0.059,0.096,0.624,0.648,0.572,1.0,0.967,0.354,0.571,0.545,0.647,0.605,0.701,0.76,0.778,0.214,0.91
Jose Calderon,0.701,0.331,0.939,0.134,0.506,0.323,0.287,0.352,0.316,0.122,0.128,0.175,0.186,0.066,0.143,0.133,0.438,0.404,0.022,0.347,0.447,0.275,0.832,0.883,0.333,0.891
LeBron James,0.747,0.84,0.951,0.951,1.0,0.95,0.923,0.996,0.965,0.483,0.531,0.733,0.913,0.259,0.559,0.522,0.532,0.801,0.238,0.789,0.562,0.877,0.76,0.819,0.319,0.76
Rashard Lewis,0.463,0.466,0.732,0.732,0.736,0.569,0.572,0.462,0.455,0.737,0.663,0.397,0.41,0.284,0.385,0.393,0.164,0.436,0.169,0.372,0.47,0.552,0.736,0.807,0.39,0.916
Carlos Boozer,0.761,0.607,0.902,0.902,0.802,0.796,0.657,0.957,0.849,0.0,0.0,0.382,0.484,0.734,0.798,0.86,0.25,0.449,0.091,0.612,0.714,0.637,0.896,0.896,,0.746
Pau Gasol,0.328,0.423,0.72,0.72,0.669,0.568,0.488,0.679,0.623,0.015,0.019,0.448,0.521,0.466,0.545,0.576,0.227,0.186,0.545,0.511,0.451,0.505,0.859,0.866,0.273,0.815
Gilbert Arenas,0.612,0.663,0.902,0.89,0.922,0.796,0.881,0.654,0.709,1.0,1.0,0.909,0.935,0.191,0.35,0.335,0.501,0.891,0.056,0.744,0.819,0.866,0.668,0.733,0.351,0.919
Andre Miller,,0.362,0.976,0.963,0.93,0.522,0.517,0.62,0.643,0.024,0.06,0.333,0.368,0.303,0.322,0.349,0.707,0.705,0.043,0.7,0.605,0.442,0.744,0.765,0.143,0.854
Ricky Davis,0.477,0.35,0.988,0.988,0.947,0.622,0.62,0.567,0.573,0.6,0.531,0.358,0.371,0.169,0.33,0.312,0.436,0.513,0.1,0.662,0.622,0.565,0.743,0.786,0.397,0.914
Allen Iverson,,0.38,0.793,0.78,0.866,0.715,0.747,0.768,0.821,0.302,0.337,0.727,0.794,0.072,0.215,0.191,0.529,0.788,0.056,0.845,0.312,0.703,0.706,0.743,0.315,0.866
