Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Jack Sikma,0.779,0.409,0.976,0.976,0.795,0.373,0.444,0.296,0.33,0.494,0.464,0.378,0.32,0.35,0.628,0.564,0.258,0.323,0.194,0.45,0.89,0.406,0.66,0.688,0.787,0.993
Harold Pressley,0.428,0.242,0.976,0.439,0.693,0.396,0.464,0.281,0.309,0.717,0.633,0.137,0.134,0.536,0.351,0.439,0.156,0.354,0.241,0.385,0.638,0.373,0.672,0.7,0.834,0.856
Chris Mullin,0.682,0.535,1.0,1.0,0.95,0.859,0.867,0.859,0.817,0.139,0.215,0.701,0.602,0.377,0.432,0.437,0.371,0.669,0.124,0.919,0.528,0.826,0.779,0.807,0.476,0.979
Hot Rod Williams,0.905,0.389,1.0,0.122,0.653,0.369,0.372,0.378,0.372,0.006,0.009,0.334,0.342,0.429,0.396,0.432,0.097,0.293,0.425,0.317,0.558,0.36,0.779,0.781,0.518,0.821
Magic Johnson,0.905,0.813,0.939,0.939,0.887,0.599,0.604,0.554,0.507,0.355,0.403,0.73,0.613,0.275,0.647,0.549,0.884,0.525,0.07,0.969,0.51,0.657,0.779,0.839,0.65,1.0
James Worthy,0.905,0.49,0.988,0.988,0.909,0.727,0.682,0.745,0.672,0.012,0.049,0.357,0.35,0.419,0.417,0.443,0.258,0.411,0.178,0.565,0.519,0.629,0.839,0.851,0.18,0.858
Hakeem Olajuwon,0.715,0.626,1.0,1.0,0.929,0.818,0.827,0.841,0.825,0.0,0.021,0.646,0.71,0.839,1.0,1.0,0.133,0.81,0.895,0.854,0.976,0.773,0.778,0.783,0.0,0.764
Horace Grant,0.746,0.323,0.963,0.963,0.863,0.419,0.415,0.431,0.414,0.0,0.011,0.199,0.217,0.596,0.575,0.616,0.15,0.327,0.197,0.398,0.745,0.361,0.795,0.799,0.0,0.773
Trent Tucker,0.826,0.232,0.988,0.293,0.56,0.272,0.308,0.154,0.151,0.711,0.635,0.061,0.06,0.136,0.158,0.159,0.118,0.335,0.019,0.183,0.484,0.261,0.695,0.784,0.826,0.858
Sleepy Floyd,0.715,0.389,1.0,1.0,0.857,0.41,0.475,0.306,0.321,0.657,0.627,0.371,0.337,0.119,0.336,0.277,0.634,0.471,0.035,0.786,0.582,0.441,0.678,0.732,0.772,0.928
Ed Pinckney,,0.308,0.976,0.402,0.618,0.33,0.331,0.34,0.329,0.0,0.013,0.398,0.381,0.412,0.369,0.406,0.106,0.316,0.21,0.37,0.599,0.349,0.786,0.793,0.0,0.878
Rick Mahorn,1.0,0.232,0.878,0.744,0.551,0.21,0.209,0.216,0.209,0.0,0.004,0.165,0.169,0.35,0.463,0.449,0.053,0.152,0.21,0.301,0.611,0.198,0.792,0.795,0.0,0.821
Mark West,0.874,0.278,1.0,0.39,0.62,0.252,0.198,0.259,0.199,0.0,0.0,0.154,0.22,0.414,0.501,0.499,0.035,0.133,0.594,0.32,0.81,0.226,1.0,1.0,,0.587
Johnny Newman,0.826,0.338,0.988,0.976,0.718,0.471,0.509,0.381,0.358,0.584,0.616,0.407,0.382,0.231,0.147,0.186,0.145,0.422,0.073,0.475,0.769,0.491,0.727,0.818,0.7,0.895
