Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Willie Somerset,,0.461,0.744,,0.608,0.559,0.55,0.52,0.494,0.241,0.261,0.595,0.494,,,0.156,0.321,,,0.462,0.577,0.619,0.753,0.78,0.308,0.893
Hal Greer,1.0,0.549,1.0,,0.851,0.931,0.859,0.931,0.859,,,0.7,0.589,,,0.227,0.53,,,,0.79,0.923,0.803,0.803,,0.881
Walt Hazzard,0.37,0.26,0.963,,0.695,0.878,0.878,0.878,0.878,,,0.71,0.593,,,0.17,0.702,,,,0.672,0.884,0.741,0.741,,0.887
Tom Meschery,0.37,0.235,1.0,,0.745,0.566,0.532,0.566,0.532,,,0.405,0.37,,,0.43,0.275,,,,0.883,0.556,0.788,0.788,,0.81
Don Nelson,0.872,0.299,1.0,,0.391,0.374,0.334,0.374,0.334,,,0.323,0.288,,,0.221,0.147,,,,0.486,0.382,0.83,0.83,,0.834
Levern Tart,,0.284,0.89,,0.744,0.758,0.792,0.757,0.784,0.007,0.037,0.748,0.607,,,0.202,0.355,,,0.78,0.579,0.802,0.709,0.716,0.067,0.913
Bailey Howell,0.872,0.495,1.0,,0.73,0.77,0.706,0.77,0.706,,,0.556,0.495,,,0.412,0.189,,,,0.779,0.757,0.808,0.808,,0.833
Red Robbins,,0.456,0.89,,0.563,0.537,0.485,0.534,0.482,0.015,0.015,0.406,0.33,0.729,0.743,0.458,0.104,,,0.324,0.429,0.534,0.82,0.822,0.333,0.911
Jim Washington,0.468,0.24,1.0,,0.658,0.501,0.483,0.501,0.483,,,0.31,0.294,,,0.423,0.161,,,,0.637,0.478,0.768,0.768,,0.781
Tom Hoover,,0.216,0.854,,0.414,0.193,0.189,0.188,0.183,0.029,0.024,0.212,0.221,,,0.252,0.091,,,0.392,0.732,0.212,0.758,0.76,0.4,0.711
John Havlicek,0.872,0.373,1.0,,0.761,0.798,0.819,0.798,0.819,,,0.61,0.486,,,0.28,0.547,,,,0.648,0.794,0.721,0.721,,0.93
Don Kojis,0.242,0.245,0.841,,0.664,0.635,0.628,0.635,0.628,,,0.498,0.443,,,0.364,0.251,,,,0.708,0.635,0.75,0.75,,0.832
Billy Cunningham,1.0,0.314,0.902,,0.541,0.618,0.622,0.618,0.622,,,0.61,0.546,,,0.288,0.266,,,,0.71,0.654,0.736,0.736,,0.828
Cincinnatus Powell,,0.397,0.939,,0.658,0.638,0.575,0.637,0.573,0.007,0.01,0.569,0.532,,,0.356,0.151,,,0.535,0.694,0.658,0.822,0.824,0.25,0.793
Ron Perry,,0.216,0.817,,0.554,0.406,0.464,0.332,0.37,0.453,0.434,0.196,0.192,,,0.114,0.198,,,0.476,0.413,0.401,0.649,0.666,0.348,0.755
Mel Daniels,,0.451,0.951,,0.766,0.801,0.866,0.8,0.864,0.007,0.012,0.647,0.727,1.0,1.0,0.621,0.155,,,0.654,0.732,0.807,0.686,0.687,0.2,0.659
Arthur Becker,,0.471,0.927,,0.701,0.674,0.636,0.669,0.63,0.029,0.029,0.493,0.388,0.502,0.648,0.365,0.135,,,0.434,0.877,0.666,0.787,0.788,0.333,0.939
Louie Dampier,,0.265,0.878,,0.772,0.743,0.778,0.697,0.703,0.277,0.346,0.347,0.273,,,0.171,0.365,,,0.459,0.391,0.694,0.708,0.734,0.268,0.943
Dave DeBusschere,0.646,0.23,0.976,,0.815,0.686,0.684,0.686,0.684,,,0.479,0.467,,,0.554,0.258,,,,0.831,0.67,0.743,0.743,,0.761
Larry Jones,,0.578,0.927,,0.804,0.721,0.744,0.711,0.722,0.058,0.102,0.879,0.733,,,0.307,0.385,,,0.654,0.732,0.813,0.718,0.731,0.19,0.889
Darrall Imhoff,0.839,0.24,1.0,,0.592,0.351,0.324,0.351,0.324,,,0.294,0.307,,,0.457,0.293,,,,0.721,0.356,0.803,0.803,,0.709
Jerry Lucas,0.63,0.495,1.0,,0.943,0.847,0.719,0.847,0.719,,,0.574,0.477,,,0.799,0.358,,,,0.664,0.822,0.872,0.872,,0.891
Connie Dierking,0.63,0.206,0.988,,0.687,0.651,0.615,0.651,0.615,,,0.393,0.333,,,0.392,0.272,,,,0.861,0.619,0.785,0.785,,0.876
Jim Hadnot,,0.304,0.939,,0.783,0.584,0.552,0.584,0.551,0.0,0.005,0.61,0.591,0.604,0.89,0.48,0.192,,,0.476,0.762,0.627,0.785,0.787,0.0,0.765
Ray Scott,0.581,0.27,0.988,,0.762,0.587,0.628,0.587,0.628,,,0.577,0.48,,,0.569,0.238,,,,0.689,0.62,0.692,0.692,,0.892
Chet Walker,1.0,0.402,1.0,,0.684,0.646,0.619,0.646,0.619,,,0.642,0.572,,,0.311,0.224,,,,0.689,0.684,0.773,0.773,,0.832
Terry Dischinger,0.646,0.284,0.951,,0.505,0.472,0.421,0.472,0.421,,,0.393,0.334,,,0.247,0.162,,,,0.675,0.479,0.83,0.83,,0.873
Sam Smith,,0.225,0.939,,0.567,0.34,0.396,0.338,0.393,0.015,0.015,0.307,0.3,,,0.3,0.115,,,0.265,0.467,0.352,0.637,0.637,0.333,0.757
Roger Brown,,0.358,0.927,,0.775,0.651,0.679,0.635,0.651,0.102,0.132,0.647,0.555,,,0.331,0.466,,,0.746,0.809,0.697,0.711,0.723,0.259,0.864
Jerry West,0.839,0.471,0.622,,0.5,0.57,0.489,0.57,0.489,,,0.648,0.517,,,0.151,0.442,,,,0.415,0.627,0.864,0.864,,0.929
Jesse Branson,,0.284,0.951,,0.493,0.45,0.463,0.448,0.459,0.015,0.022,0.551,0.508,,,0.277,0.095,,,0.324,0.678,0.507,0.721,0.724,0.222,0.804
Cliff Hagan,,0.348,0.683,,0.453,0.444,0.401,0.444,0.399,0.0,0.007,0.459,0.377,,,0.171,0.393,,,0.608,0.552,0.476,0.822,0.825,0.0,0.904
Connie Hawkins,,0.877,0.854,,0.82,0.76,0.646,0.758,0.641,0.015,0.022,1.0,0.847,0.733,0.812,0.484,0.456,,,0.563,0.678,0.875,0.872,0.876,0.222,0.875
Al Attles,0.693,0.255,0.817,,0.519,0.302,0.285,0.302,0.285,,,0.249,0.232,,,0.141,0.556,,,,0.776,0.305,0.785,0.785,,0.795
Dan Anderson,,0.387,0.951,,0.685,0.554,0.496,0.554,0.496,0.0,0.0,0.37,0.343,0.604,0.778,0.439,0.131,,,0.369,0.899,0.536,0.83,0.83,,0.798
Bill Russell,0.872,0.402,0.951,,0.77,0.437,0.453,0.437,0.453,,,0.41,0.494,,,0.743,0.509,,,,0.661,0.456,0.714,0.714,,0.615
Luke Jackson,1.0,0.25,1.0,,0.67,0.48,0.49,0.48,0.49,,,0.275,0.248,,,0.447,0.198,,,,0.784,0.452,0.728,0.728,,0.824
John Beasley,,0.436,0.939,,0.74,0.745,0.668,0.745,0.667,0.0,0.005,0.449,0.345,0.554,0.99,0.503,0.16,,,0.301,0.669,0.707,0.827,0.829,0.0,0.964
Bob Rule,0.37,0.314,1.0,,0.632,0.68,0.614,0.68,0.614,,,0.577,0.568,,,0.398,0.141,,,,0.863,0.693,0.822,0.822,,0.754
Doug Moe,,0.461,0.951,,0.812,0.796,0.851,0.793,0.839,0.022,0.054,0.914,0.744,0.496,0.768,0.407,0.288,,,0.561,0.77,0.88,0.694,0.701,0.136,0.911
Clyde Lee,0.693,0.25,1.0,,0.704,0.447,0.472,0.447,0.472,,,0.38,0.359,,,0.585,0.192,,,,0.904,0.455,0.701,0.701,,0.784
Walt Bellamy,0.693,0.544,1.0,,0.703,0.612,0.499,0.612,0.499,,,0.58,0.568,,,0.492,0.234,,,,0.708,0.641,0.909,0.909,,0.758
Elgin Baylor,0.839,0.392,0.939,,0.79,0.907,0.903,0.907,0.903,,,0.809,0.666,,,0.482,0.506,,,,0.634,0.935,0.745,0.745,,0.9
Leroy Ellis,0.581,0.314,0.951,,0.709,0.455,0.423,0.455,0.423,,,0.343,0.307,,,0.442,0.225,,,,0.699,0.451,0.798,0.798,,0.829
Donnie Freeman,,0.358,0.841,,0.634,0.496,0.535,0.496,0.532,0.0,0.015,0.491,0.444,,,0.167,0.271,,,0.527,0.505,0.525,0.687,0.691,0.0,0.819
Nate Thurmond,0.693,0.255,0.622,,0.579,0.457,0.491,0.457,0.491,,,0.468,0.47,,,0.574,0.306,,,,0.374,0.488,0.691,0.691,,0.738
