Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Tony Campbell,0.349,0.279,1.0,0.988,0.977,0.699,0.805,0.758,0.888,0.057,0.125,0.644,0.623,0.574,0.285,0.393,0.188,0.489,0.082,0.78,0.793,0.691,0.731,0.741,0.167,0.846
Darrell Walker,0.492,0.332,0.988,0.988,0.89,0.306,0.354,0.333,0.393,0.013,0.049,0.198,0.22,0.475,0.636,0.621,0.575,0.612,0.08,0.537,0.671,0.28,0.726,0.736,0.095,0.739
Joe Dumars,0.938,0.458,0.915,0.866,0.796,0.491,0.539,0.516,0.583,0.139,0.127,0.427,0.361,0.165,0.179,0.185,0.325,0.278,0.005,0.45,0.393,0.485,0.768,0.767,0.4,0.968
Hot Rod Williams,0.667,0.458,1.0,0.354,0.857,0.511,0.545,0.561,0.622,0.0,0.0,0.467,0.482,0.604,0.521,0.577,0.148,0.379,0.444,0.444,0.652,0.502,0.789,0.78,,0.795
Magic Johnson,1.0,0.868,0.963,0.963,0.907,0.528,0.579,0.467,0.501,0.671,0.639,0.815,0.698,0.352,0.464,0.454,0.8,0.581,0.09,0.898,0.509,0.641,0.768,0.807,0.384,0.957
James Worthy,1.0,0.558,0.976,0.976,0.914,0.688,0.661,0.739,0.727,0.095,0.113,0.356,0.347,0.44,0.374,0.416,0.254,0.436,0.13,0.497,0.579,0.612,0.877,0.881,0.306,0.841
Jack Sikma,0.699,0.263,0.866,0.854,0.695,0.333,0.421,0.293,0.365,0.43,0.461,0.33,0.285,0.299,0.451,0.428,0.202,0.335,0.128,0.432,0.744,0.358,0.666,0.695,0.342,0.952
Hakeem Olajuwon,0.651,0.589,1.0,1.0,0.965,0.779,0.819,0.855,0.933,0.006,0.014,0.549,0.587,0.821,1.0,1.0,0.206,0.767,1.0,0.981,0.957,0.725,0.802,0.794,0.167,0.767
Horace Grant,0.874,0.421,0.976,0.976,0.85,0.431,0.434,0.473,0.496,0.0,0.0,0.257,0.28,0.648,0.462,0.547,0.2,0.405,0.223,0.342,0.701,0.389,0.837,0.828,,0.752
Sleepy Floyd,0.651,0.332,1.0,0.89,0.812,0.35,0.409,0.29,0.331,0.563,0.542,0.269,0.254,0.126,0.179,0.172,0.529,0.414,0.029,0.634,0.485,0.363,0.722,0.759,0.38,0.867
Vlade Divac,1.0,0.263,1.0,0.061,0.498,0.265,0.28,0.291,0.316,0.0,0.012,0.22,0.237,0.459,0.406,0.446,0.066,0.348,0.303,0.342,0.732,0.255,0.798,0.797,0.0,0.761
Danny Manning,0.477,0.279,0.866,0.512,0.701,0.426,0.421,0.467,0.478,0.0,0.012,0.394,0.405,0.39,0.329,0.367,0.165,0.401,0.104,0.584,0.796,0.419,0.853,0.848,0.0,0.797
Rick Mahorn,0.841,0.279,0.915,0.805,0.701,0.303,0.321,0.33,0.361,0.013,0.021,0.263,0.28,0.459,0.472,0.494,0.086,0.194,0.274,0.323,0.765,0.295,0.795,0.793,0.222,0.769
Mark West,0.858,0.432,1.0,0.963,0.741,0.32,0.27,0.351,0.308,0.0,0.0,0.286,0.315,0.582,0.607,0.634,0.04,0.159,0.489,0.391,0.845,0.313,1.0,0.989,,0.743
Sam Mitchell,0.349,0.268,0.976,0.366,0.746,0.36,0.425,0.395,0.48,0.0,0.021,0.385,0.382,0.495,0.332,0.402,0.078,0.291,0.144,0.298,0.918,0.368,0.714,0.714,0.0,0.826
Derrick McKey,0.651,0.332,0.976,0.976,0.849,0.453,0.483,0.494,0.539,0.019,0.053,0.453,0.441,0.467,0.375,0.426,0.165,0.383,0.215,0.596,0.753,0.456,0.789,0.794,0.13,0.841
Rik Smits,0.667,0.347,1.0,1.0,0.742,0.498,0.492,0.547,0.562,0.0,0.002,0.346,0.325,0.371,0.444,0.446,0.125,0.198,0.449,0.444,1.0,0.462,0.853,0.843,0.0,0.872
John Paxson,0.874,0.253,1.0,1.0,0.73,0.353,0.36,0.352,0.358,0.209,0.213,0.08,0.074,0.074,0.108,0.104,0.295,0.366,0.016,0.264,0.537,0.297,0.826,0.853,0.359,0.886
Otis Thorpe,0.651,0.447,1.0,1.0,0.91,0.529,0.508,0.581,0.575,0.0,0.023,0.441,0.488,0.709,0.56,0.639,0.23,0.291,0.064,0.711,0.823,0.509,0.877,0.877,0.0,0.74
Byron Scott,1.0,0.316,0.939,0.939,0.801,0.456,0.512,0.402,0.457,0.589,0.509,0.23,0.229,0.14,0.225,0.211,0.242,0.339,0.082,0.379,0.549,0.435,0.752,0.764,0.423,0.824
Maurice Cheeks,,0.374,0.988,0.756,0.778,0.297,0.31,0.322,0.345,0.025,0.037,0.246,0.221,0.137,0.224,0.209,0.399,0.546,0.027,0.376,0.238,0.287,0.806,0.809,0.25,0.911
Larry Nance,0.667,0.342,0.756,0.646,0.638,0.398,0.411,0.436,0.469,0.006,0.002,0.267,0.262,0.445,0.416,0.449,0.142,0.238,0.324,0.342,0.564,0.367,0.818,0.807,1.0,0.837
A.C. Green,1.0,0.405,1.0,1.0,0.837,0.372,0.41,0.395,0.442,0.082,0.106,0.399,0.405,0.72,0.529,0.62,0.079,0.291,0.133,0.36,0.631,0.385,0.765,0.774,0.283,0.808
Karl Malone,0.874,0.837,1.0,1.0,0.964,0.884,0.828,0.953,0.921,0.101,0.1,1.0,1.0,0.637,0.799,0.793,0.199,0.533,0.133,0.944,0.79,0.923,0.899,0.897,0.372,0.819
Charles Smith,0.477,0.495,0.951,0.927,0.844,0.575,0.583,0.631,0.659,0.006,0.028,0.652,0.627,0.486,0.408,0.456,0.101,0.379,0.316,0.503,0.896,0.598,0.832,0.829,0.083,0.854
Wayman Tisdale,0.365,0.368,0.963,0.963,0.907,0.702,0.704,0.771,0.801,0.0,0.014,0.44,0.428,0.508,0.482,0.518,0.095,0.238,0.144,0.475,0.765,0.639,0.84,0.834,0.0,0.842
Kevin Johnson,0.858,0.611,0.902,0.902,0.859,0.559,0.59,0.605,0.65,0.051,0.095,0.72,0.655,0.115,0.268,0.235,0.746,0.419,0.037,0.817,0.436,0.605,0.798,0.807,0.195,0.901
Mark Eaton,0.874,0.279,1.0,1.0,0.704,0.153,0.153,0.168,0.175,0.0,0.0,0.114,0.129,0.47,0.506,0.523,0.034,0.145,0.535,0.233,0.726,0.143,0.843,0.834,,0.719
David Robinson,0.889,0.795,1.0,0.988,0.927,0.667,0.662,0.732,0.755,0.0,0.005,0.881,0.917,0.832,0.8,0.856,0.145,0.608,0.848,0.798,0.79,0.724,0.85,0.842,0.0,0.787
Mychal Thompson,1.0,0.247,0.854,0.854,0.582,0.272,0.286,0.298,0.327,0.0,0.0,0.207,0.223,0.475,0.358,0.415,0.038,0.145,0.194,0.245,0.631,0.256,0.8,0.791,,0.759
Johnny Dawkins,0.841,0.337,0.988,0.988,0.885,0.45,0.484,0.47,0.514,0.139,0.153,0.302,0.267,0.132,0.234,0.215,0.53,0.533,0.024,0.665,0.485,0.422,0.782,0.793,0.333,0.926
Bernard King,0.492,0.289,1.0,1.0,0.83,0.688,0.743,0.752,0.835,0.019,0.053,0.592,0.562,0.354,0.324,0.352,0.332,0.225,0.019,0.77,0.701,0.667,0.779,0.78,0.13,0.863
Terry Porter,0.938,0.616,0.976,0.976,0.859,0.433,0.493,0.381,0.425,0.563,0.551,0.605,0.517,0.162,0.251,0.237,0.64,0.665,0.011,0.761,0.457,0.511,0.739,0.777,0.374,0.959
John Salley,0.938,0.321,1.0,0.146,0.591,0.202,0.208,0.221,0.235,0.006,0.009,0.25,0.267,0.423,0.335,0.382,0.059,0.225,0.407,0.301,0.86,0.215,0.819,0.815,0.25,0.767
Rolando Blackman,0.746,0.358,0.976,0.976,0.906,0.605,0.64,0.651,0.706,0.082,0.1,0.412,0.372,0.242,0.226,0.244,0.255,0.339,0.056,0.54,0.39,0.564,0.797,0.799,0.302,0.908
Tyrone Corbin,0.349,0.358,1.0,0.976,0.93,0.504,0.551,0.553,0.624,0.0,0.025,0.231,0.229,0.602,0.453,0.526,0.19,0.771,0.109,0.444,0.878,0.437,0.77,0.769,0.0,0.828
Detlef Schrempf,0.667,0.426,0.951,0.22,0.795,0.41,0.419,0.432,0.45,0.108,0.111,0.578,0.537,0.409,0.554,0.54,0.218,0.26,0.043,0.559,0.826,0.46,0.826,0.832,0.354,0.882
Mike Gminski,0.841,0.316,0.988,0.988,0.821,0.443,0.51,0.483,0.573,0.019,0.039,0.277,0.257,0.538,0.578,0.598,0.113,0.189,0.271,0.304,0.415,0.404,0.731,0.731,0.176,0.883
Nate McMillan,0.651,0.258,1.0,0.841,0.722,0.2,0.223,0.208,0.237,0.07,0.072,0.141,0.168,0.349,0.325,0.351,0.527,0.617,0.098,0.581,0.881,0.19,0.757,0.763,0.355,0.689
Sean Elliott,0.889,0.242,0.988,0.841,0.628,0.301,0.329,0.329,0.371,0.006,0.021,0.269,0.237,0.349,0.2,0.258,0.136,0.198,0.037,0.348,0.524,0.294,0.77,0.769,0.111,0.931
Michael Cage,0.651,0.358,1.0,1.0,0.801,0.314,0.328,0.345,0.375,0.0,0.0,0.213,0.232,0.841,0.606,0.715,0.062,0.348,0.12,0.292,0.707,0.29,0.806,0.797,,0.751
Muggsy Bogues,0.302,0.353,0.988,0.793,0.847,0.315,0.338,0.341,0.371,0.032,0.06,0.152,0.147,0.132,0.187,0.18,0.765,0.731,0.008,0.453,0.512,0.277,0.786,0.796,0.192,0.851
Dan Majerle,0.858,0.289,0.89,0.28,0.693,0.286,0.355,0.294,0.36,0.12,0.185,0.284,0.285,0.396,0.336,0.374,0.166,0.441,0.085,0.255,0.54,0.294,0.678,0.709,0.238,0.819
Hersey Hawkins,0.841,0.421,1.0,1.0,0.882,0.505,0.578,0.465,0.545,0.532,0.463,0.556,0.478,0.234,0.258,0.265,0.23,0.573,0.074,0.575,0.662,0.55,0.736,0.741,0.42,0.955
Charles Oakley,0.715,0.316,0.744,0.744,0.678,0.325,0.326,0.357,0.371,0.0,0.007,0.312,0.312,0.709,0.552,0.633,0.129,0.282,0.043,0.512,0.671,0.323,0.838,0.834,0.0,0.818
Chris Mullin,0.587,0.537,0.951,0.951,0.874,0.66,0.648,0.632,0.604,0.551,0.542,0.726,0.622,0.357,0.392,0.403,0.281,0.542,0.12,0.742,0.433,0.71,0.858,0.907,0.372,0.956
Michael Adams,0.682,0.363,0.963,0.902,0.831,0.385,0.504,0.255,0.324,1.0,1.0,0.384,0.344,0.135,0.207,0.196,0.437,0.533,0.008,0.438,0.405,0.444,0.643,0.682,0.366,0.914
Jay Humphries,0.699,0.4,0.988,0.988,0.87,0.48,0.512,0.504,0.544,0.133,0.162,0.322,0.312,0.22,0.222,0.234,0.416,0.687,0.029,0.469,0.771,0.449,0.79,0.804,0.3,0.845
Sam Perkins,0.746,0.426,0.927,0.854,0.824,0.421,0.45,0.455,0.497,0.038,0.065,0.474,0.464,0.574,0.427,0.498,0.154,0.388,0.17,0.46,0.686,0.438,0.789,0.794,0.214,0.837
James Edwards,0.938,0.295,1.0,0.854,0.705,0.447,0.473,0.49,0.538,0.0,0.007,0.381,0.388,0.308,0.274,0.3,0.056,0.101,0.098,0.413,0.899,0.432,0.797,0.79,0.0,0.805
Reggie Miller,0.667,0.637,1.0,1.0,0.986,0.639,0.655,0.542,0.538,0.949,0.838,0.782,0.687,0.261,0.235,0.257,0.274,0.485,0.048,0.689,0.534,0.732,0.822,0.873,0.414,0.933
Jeff Hornacek,0.858,0.458,0.817,0.732,0.704,0.467,0.459,0.47,0.467,0.253,0.227,0.249,0.221,0.236,0.267,0.272,0.297,0.515,0.037,0.388,0.439,0.428,0.858,0.873,0.408,0.92
Charles Barkley,0.841,0.911,0.963,0.963,0.953,0.683,0.599,0.728,0.631,0.127,0.213,0.8,0.815,0.992,0.645,0.791,0.271,0.652,0.133,0.755,0.762,0.722,0.96,1.0,0.217,0.805
Kevin Willis,0.651,0.247,0.988,0.622,0.702,0.404,0.41,0.442,0.464,0.013,0.016,0.241,0.269,0.695,0.461,0.561,0.05,0.278,0.125,0.447,0.79,0.365,0.83,0.824,0.286,0.734
Alex English,0.682,0.268,0.976,0.976,0.683,0.614,0.658,0.672,0.749,0.013,0.012,0.231,0.2,0.327,0.196,0.249,0.198,0.225,0.061,0.289,0.396,0.521,0.786,0.777,0.4,0.946
Dominique Wilkins,0.651,0.584,0.976,0.963,0.892,0.783,0.851,0.797,0.866,0.373,0.424,0.659,0.623,0.596,0.358,0.453,0.176,0.555,0.125,0.54,0.43,0.777,0.774,0.797,0.322,0.868
Sedale Threatt,0.651,0.242,0.793,0.22,0.457,0.293,0.305,0.313,0.33,0.051,0.074,0.187,0.172,0.118,0.085,0.1,0.19,0.286,0.021,0.239,0.5,0.27,0.81,0.823,0.25,0.89
Kevin Duckworth,0.938,0.253,1.0,1.0,0.76,0.53,0.584,0.582,0.667,0.0,0.0,0.332,0.342,0.505,0.382,0.443,0.08,0.159,0.09,0.531,0.826,0.482,0.765,0.756,,0.796
Thurl Bailey,0.874,0.242,1.0,0.402,0.798,0.455,0.497,0.499,0.564,0.0,0.019,0.319,0.312,0.319,0.346,0.357,0.121,0.141,0.266,0.432,0.534,0.422,0.77,0.767,0.0,0.838
Clyde Drexler,0.938,0.611,0.89,0.89,0.829,0.648,0.691,0.679,0.728,0.19,0.245,0.478,0.471,0.571,0.352,0.441,0.381,0.639,0.136,0.593,0.677,0.619,0.79,0.81,0.283,0.832
Orlando Woolridge,1.0,0.253,0.756,0.024,0.439,0.296,0.28,0.325,0.317,0.0,0.012,0.253,0.263,0.135,0.16,0.161,0.085,0.172,0.122,0.227,0.488,0.286,0.89,0.888,0.0,0.788
Jeff Malone,0.492,0.274,0.915,0.902,0.793,0.755,0.811,0.828,0.923,0.006,0.014,0.369,0.321,0.148,0.179,0.179,0.214,0.211,0.016,0.388,0.354,0.661,0.786,0.778,0.167,0.943
Bill Laimbeer,0.938,0.532,0.988,0.988,0.826,0.368,0.4,0.343,0.365,0.361,0.366,0.236,0.21,0.456,0.722,0.679,0.151,0.251,0.223,0.304,0.848,0.356,0.774,0.815,0.361,0.918
Mitch Richmond,0.587,0.274,0.951,0.951,0.864,0.619,0.655,0.643,0.693,0.215,0.22,0.583,0.514,0.269,0.308,0.313,0.197,0.432,0.064,0.624,0.64,0.625,0.795,0.804,0.358,0.931
Robert Parish,0.826,0.411,0.963,0.951,0.74,0.488,0.443,0.536,0.507,0.0,0.0,0.335,0.342,0.712,0.632,0.693,0.091,0.167,0.184,0.525,0.576,0.452,0.928,0.918,,0.803
Derek Harper,0.746,0.521,1.0,1.0,0.929,0.548,0.591,0.507,0.536,0.563,0.556,0.359,0.345,0.148,0.224,0.212,0.537,0.824,0.069,0.643,0.683,0.535,0.781,0.821,0.371,0.854
Terry Cummings,0.889,0.458,0.988,0.951,0.871,0.704,0.78,0.753,0.857,0.12,0.137,0.493,0.482,0.621,0.531,0.589,0.193,0.485,0.138,0.627,0.872,0.66,0.76,0.761,0.322,0.839
Rodney McCray,0.365,0.416,1.0,1.0,1.0,0.519,0.531,0.558,0.582,0.07,0.097,0.392,0.381,0.527,0.561,0.582,0.332,0.264,0.186,0.54,0.537,0.493,0.824,0.831,0.262,0.843
Reggie Lewis,0.826,0.353,0.963,0.659,0.779,0.522,0.554,0.569,0.625,0.025,0.035,0.368,0.347,0.299,0.28,0.302,0.198,0.388,0.168,0.373,0.659,0.487,0.794,0.79,0.267,0.869
Ricky Pierce,0.699,0.305,0.72,0.0,0.528,0.486,0.503,0.485,0.497,0.291,0.308,0.441,0.401,0.176,0.121,0.145,0.117,0.22,0.019,0.401,0.482,0.494,0.816,0.847,0.346,0.902
Mark Price,0.667,0.532,0.89,0.89,0.836,0.473,0.543,0.358,0.403,0.962,0.866,0.431,0.37,0.181,0.218,0.218,0.587,0.502,0.013,0.665,0.271,0.519,0.734,0.771,0.406,0.955
Michael Jordan,0.874,1.0,1.0,1.0,0.987,1.0,1.0,1.0,1.0,0.582,0.567,0.852,0.766,0.393,0.496,0.492,0.458,1.0,0.144,0.767,0.735,1.0,0.842,0.867,0.376,0.912
Jerome Kersey,0.938,0.463,1.0,1.0,0.878,0.502,0.552,0.548,0.62,0.019,0.046,0.386,0.427,0.69,0.516,0.601,0.166,0.533,0.168,0.447,0.927,0.476,0.765,0.767,0.15,0.742
Alvin Robertson,0.699,0.395,0.988,0.988,0.803,0.46,0.482,0.501,0.535,0.025,0.06,0.283,0.291,0.632,0.387,0.487,0.392,0.912,0.045,0.674,0.854,0.419,0.805,0.812,0.154,0.797
Kevin McHale,0.826,0.584,1.0,0.305,0.841,0.627,0.601,0.663,0.647,0.146,0.16,0.565,0.482,0.552,0.56,0.589,0.152,0.132,0.418,0.568,0.762,0.622,0.878,0.889,0.333,0.96
Dale Ellis,0.651,0.337,0.671,0.598,0.628,0.485,0.515,0.431,0.439,0.608,0.593,0.277,0.258,0.247,0.174,0.207,0.097,0.26,0.019,0.37,0.378,0.47,0.795,0.851,0.375,0.88
Sam Bowie,0.27,0.247,0.829,0.659,0.682,0.336,0.425,0.358,0.467,0.063,0.072,0.422,0.415,0.566,0.569,0.601,0.08,0.167,0.322,0.388,0.643,0.363,0.666,0.665,0.323,0.834
Fat Lever,0.682,0.463,0.963,0.963,0.875,0.549,0.653,0.565,0.696,0.228,0.201,0.389,0.369,0.632,0.593,0.639,0.456,0.74,0.035,0.484,0.524,0.524,0.709,0.704,0.414,0.865
Buck Williams,0.938,0.458,1.0,1.0,0.865,0.399,0.384,0.438,0.438,0.0,0.002,0.414,0.447,0.687,0.647,0.696,0.102,0.304,0.104,0.522,0.869,0.405,0.877,0.867,0.0,0.759
John Stockton,0.874,0.758,0.951,0.951,0.9,0.456,0.467,0.451,0.468,0.297,0.262,0.509,0.473,0.157,0.175,0.179,1.0,0.912,0.048,0.845,0.71,0.489,0.822,0.835,0.416,0.881
Craig Ehlo,0.667,0.342,0.988,0.78,0.894,0.422,0.479,0.352,0.403,0.658,0.574,0.181,0.203,0.404,0.344,0.382,0.327,0.555,0.061,0.5,0.689,0.4,0.742,0.759,0.419,0.732
Isiah Thomas,0.938,0.353,0.988,0.988,0.924,0.56,0.673,0.57,0.69,0.266,0.315,0.42,0.413,0.203,0.275,0.268,0.675,0.612,0.051,1.0,0.628,0.542,0.701,0.717,0.309,0.833
Benoit Benjamin,0.477,0.284,0.866,0.707,0.714,0.35,0.35,0.384,0.4,0.0,0.002,0.338,0.352,0.429,0.589,0.572,0.14,0.26,0.497,0.581,0.662,0.348,0.842,0.834,0.0,0.787
