Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Mookie Blaylock,0.807,0.341,0.854,0.841,0.796,0.418,0.496,0.327,0.342,0.469,0.747,0.151,0.162,0.183,0.333,0.284,0.586,0.934,0.076,0.618,0.38,0.391,0.671,0.788,0.538,0.755
David Robinson,0.903,0.841,0.89,0.89,0.724,0.617,0.563,0.638,0.6,0.005,0.009,0.772,0.8,0.54,0.687,0.645,0.248,0.327,0.693,0.709,0.636,0.668,0.875,0.877,0.5,0.783
Mitch Richmond,0.435,0.482,0.854,0.854,0.757,0.616,0.644,0.485,0.501,0.677,0.747,0.648,0.571,0.113,0.229,0.191,0.348,0.449,0.054,0.635,0.48,0.689,0.762,0.798,0.778,0.92
Mark Jackson,0.935,0.457,1.0,1.0,0.711,0.283,0.316,0.242,0.261,0.224,0.306,0.218,0.218,0.151,0.327,0.268,0.89,0.429,0.007,0.611,0.411,0.288,0.712,0.765,0.628,0.81
Ron Harper,1.0,0.439,1.0,1.0,0.673,0.333,0.351,0.325,0.329,0.083,0.188,0.258,0.262,0.242,0.235,0.241,0.301,0.551,0.173,0.319,0.564,0.324,0.755,0.817,0.38,0.799
Tyrone Corbin,0.807,0.335,0.963,0.963,0.795,0.372,0.395,0.328,0.343,0.255,0.315,0.161,0.155,0.176,0.364,0.301,0.216,0.536,0.025,0.302,0.614,0.342,0.752,0.788,0.696,0.84
Tyrone Hill,0.581,0.293,0.695,0.683,0.608,0.236,0.221,0.244,0.236,0.0,0.002,0.247,0.309,0.479,0.508,0.506,0.11,0.342,0.108,0.372,0.717,0.242,0.853,0.854,0.0,0.647
Toni Kukoc,1.0,0.427,0.902,0.634,0.659,0.435,0.444,0.376,0.377,0.328,0.389,0.247,0.265,0.273,0.264,0.272,0.392,0.388,0.134,0.54,0.464,0.417,0.779,0.822,0.724,0.754
Charlie Ward,0.693,0.433,1.0,1.0,0.683,0.267,0.273,0.181,0.17,0.422,0.481,0.145,0.137,0.072,0.31,0.228,0.582,0.735,0.134,0.614,0.607,0.272,0.779,0.877,0.754,0.857
Shaquille O'Neal,0.984,0.622,0.732,0.695,0.641,0.76,0.606,0.787,0.649,0.0,0.0,0.572,0.825,0.47,0.606,0.567,0.177,0.199,0.52,0.614,0.601,0.721,1.0,1.0,,0.561
Bryon Russell,1.0,0.366,1.0,0.085,0.654,0.257,0.277,0.18,0.176,0.38,0.479,0.339,0.337,0.176,0.318,0.271,0.126,0.459,0.112,0.284,0.713,0.313,0.736,0.842,0.682,0.816
Dana Barros,0.581,0.341,0.976,0.183,0.497,0.319,0.322,0.213,0.205,0.521,0.55,0.194,0.175,0.063,0.16,0.127,0.357,0.423,0.022,0.375,0.386,0.333,0.789,0.854,0.814,0.902
