Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Tom Heinsohn,1.0,0.325,0.95,,0.527,0.376,0.469,0.376,0.469,,,0.496,0.366,,,0.292,0.115,,,,0.865,0.402,0.798,0.798,,0.835
Hal Greer,0.828,0.392,1.0,,0.691,0.41,0.467,0.41,0.467,,,0.528,0.39,,,0.235,0.333,,,,0.917,0.436,0.875,0.875,,0.834
Don Nelson,0.432,0.1,0.775,,0.281,0.088,0.106,0.088,0.106,,,0.235,0.199,,,0.143,0.087,,,,0.436,0.117,0.83,0.83,,0.729
Al Ferrari,0.432,0.0,0.225,,0.036,0.008,0.013,0.008,0.013,,,0.02,0.015,,,0.006,0.017,,,,0.067,0.011,0.611,0.611,,0.824
Bailey Howell,0.586,0.67,0.988,,0.781,0.435,0.446,0.435,0.446,,,0.758,0.584,,,0.468,0.281,,,,0.962,0.5,0.974,0.974,,0.798
Al Bianchi,0.828,0.091,0.762,,0.305,0.138,0.172,0.138,0.172,,,0.175,0.147,,,0.069,0.206,,,,0.529,0.146,0.8,0.8,,0.732
Len Chappell,0.828,0.153,1.0,,0.326,0.192,0.218,0.192,0.218,,,0.216,0.214,,,0.237,0.068,,,,0.548,0.198,0.877,0.877,,0.622
John Havlicek,1.0,0.306,1.0,,0.578,0.33,0.392,0.33,0.392,,,0.254,0.215,,,0.274,0.217,,,,0.606,0.318,0.84,0.84,,0.728
Dave Fedor,0.535,-0.005,0.087,,0.007,0.002,0.004,0.002,0.004,,,0.0,0.001,,,0.003,0.001,,,,0.013,0.002,0.566,0.566,,0.0
Paul Neumann,0.828,0.22,1.0,,0.415,0.162,0.182,0.162,0.182,,,0.264,0.199,,,0.103,0.275,,,,0.708,0.183,0.889,0.889,,0.815
Joe Buckhalter,0.724,-0.005,0.025,,0.003,0.0,0.002,0.0,0.002,,,0.003,0.002,,,0.002,0.0,,,,0.003,0.001,0.0,0.0,,1.0
Ted Luckenbill,0.535,-0.005,0.25,,0.053,0.018,0.025,0.018,0.025,,,0.013,0.018,,,0.029,0.01,,,,0.109,0.017,0.721,0.721,,0.45
Hub Reed,0.724,0.096,1.0,,0.341,0.136,0.154,0.136,0.154,,,0.108,0.088,,,0.205,0.101,,,,0.837,0.132,0.879,0.879,,0.755
Dave DeBusschere,0.586,0.172,1.0,,0.618,0.278,0.341,0.278,0.341,,,0.301,0.258,,,0.357,0.251,,,,0.792,0.284,0.811,0.811,,0.718
Bevo Nordmann,,0.081,0.662,,0.263,0.107,0.115,0.107,0.115,,,0.086,0.11,,,0.162,0.057,,,,0.5,0.103,0.923,0.923,,0.484
Si Green,0.432,0.077,0.912,,0.696,0.22,0.283,0.22,0.283,,,0.305,0.275,,,0.172,0.512,,,,0.878,0.238,0.775,0.775,,0.683
Joe Roberts,0.828,0.0,0.412,,0.122,0.05,0.071,0.05,0.071,,,0.051,0.046,,,0.08,0.019,,,,0.212,0.05,0.702,0.702,,0.686
Bob Pettit,0.828,0.684,0.988,,0.812,0.532,0.63,0.532,0.63,,,1.0,0.795,,,0.612,0.297,,,,0.904,0.625,0.842,0.842,,0.774
Jeff Slade,0.432,0.0,0.037,,0.005,0.001,0.002,0.001,0.002,,,0.0,0.001,,,0.004,0.0,,,,0.01,0.001,0.755,0.755,,0.0
Ray Scott,0.586,0.167,0.95,,0.667,0.314,0.401,0.314,0.401,,,0.45,0.411,,,0.397,0.232,,,,0.843,0.342,0.781,0.781,,0.674
Jack Foley,,0.005,0.138,,0.022,0.014,0.018,0.014,0.018,,,0.019,0.013,,,0.008,0.006,,,,0.026,0.015,0.74,0.74,,0.867
Willie Naulls,,0.086,0.875,,0.499,0.253,0.32,0.253,0.32,,,0.242,0.186,,,0.265,0.124,,,,0.657,0.253,0.787,0.787,,0.802
Johnny Green,0.363,0.244,1.0,,0.671,0.398,0.455,0.398,0.455,,,0.409,0.394,,,0.495,0.184,,,,0.779,0.403,0.872,0.872,,0.638
Dan Swartz,1.0,0.048,0.487,,0.088,0.039,0.054,0.039,0.054,,,0.089,0.065,,,0.045,0.025,,,,0.295,0.049,0.717,0.717,,0.847
Clyde Lovellette,1.0,0.077,0.762,,0.149,0.11,0.136,0.11,0.136,,,0.107,0.088,,,0.091,0.033,,,,0.439,0.11,0.808,0.808,,0.745
Donnie Butcher,0.363,0.053,0.85,,0.313,0.118,0.153,0.118,0.153,,,0.191,0.174,,,0.092,0.167,,,,0.526,0.132,0.766,0.766,,0.675
Jerry West,0.914,0.388,0.688,,0.568,0.382,0.438,0.382,0.438,,,0.542,0.429,,,0.197,0.372,,,,0.481,0.415,0.87,0.87,,0.778
Cliff Hagan,0.828,0.311,0.988,,0.451,0.336,0.381,0.336,0.381,,,0.356,0.274,,,0.175,0.234,,,,0.676,0.342,0.877,0.877,,0.8
K.C. Jones,1.0,0.172,0.988,,0.511,0.157,0.213,0.157,0.213,,,0.164,0.159,,,0.135,0.384,,,,0.708,0.16,0.734,0.734,,0.633
Kenny Sears,,0.177,0.963,,0.3,0.11,0.11,0.11,0.11,,,0.191,0.151,,,0.106,0.115,,,,0.41,0.126,1.0,1.0,,0.78
Gary Phillips,0.535,0.01,0.938,,0.473,0.175,0.232,0.175,0.232,,,0.142,0.137,,,0.116,0.166,,,,0.593,0.17,0.751,0.751,,0.638
Don Ohl,0.586,0.196,1.0,,0.778,0.435,0.523,0.435,0.523,,,0.401,0.341,,,0.123,0.394,,,,0.75,0.431,0.828,0.828,,0.724
Al Attles,0.535,0.163,0.887,,0.493,0.206,0.227,0.206,0.227,,,0.194,0.185,,,0.105,0.223,,,,0.811,0.205,0.902,0.902,,0.646
Bill Russell,1.0,0.646,0.975,,0.92,0.349,0.427,0.349,0.427,,,0.419,0.465,,,0.947,0.422,,,,0.606,0.365,0.815,0.815,,0.555
Bob Duffy,0.828,0.005,0.525,,0.114,0.045,0.063,0.045,0.063,,,0.032,0.035,,,0.02,0.101,,,,0.135,0.043,0.715,0.715,,0.564
Gene Conley,0.363,-0.005,0.875,,0.406,0.174,0.235,0.174,0.235,,,0.178,0.167,,,0.241,0.085,,,,0.843,0.176,0.736,0.736,,0.656
Tom Sanders,1.0,0.325,1.0,,0.564,0.232,0.269,0.232,0.269,,,0.272,0.226,,,0.296,0.115,,,,0.84,0.241,0.86,0.86,,0.738
Larry Staverman,0.432,0.057,0.412,,0.158,0.064,0.07,0.064,0.07,,,0.072,0.056,,,0.081,0.052,,,,0.301,0.066,0.915,0.915,,0.79
Cleveland Buckner,0.363,0.005,0.075,,0.007,0.003,0.004,0.003,0.004,,,0.003,0.004,,,0.002,0.006,,,,0.019,0.003,0.943,0.943,,0.5
Dave Gunther,0.535,0.0,0.013,,0.001,0.001,0.001,0.001,0.001,,,0.0,0.0,,,0.002,0.004,,,,0.003,0.001,0.943,0.943,,
Walt Bellamy,0.432,0.656,1.0,,0.869,0.574,0.576,0.574,0.576,,,0.807,0.738,,,0.673,0.282,,,,0.907,0.623,0.994,0.994,,0.674
Elgin Baylor,0.914,0.689,1.0,,0.885,0.703,0.821,0.703,0.821,,,0.965,0.71,,,0.589,0.468,,,,0.724,0.758,0.855,0.855,,0.837
Frank Selvy,0.914,0.172,1.0,,0.622,0.217,0.27,0.217,0.27,,,0.28,0.242,,,0.149,0.341,,,,0.478,0.23,0.8,0.8,,0.714
Willie Jones,0.586,0.062,0.988,,0.386,0.208,0.264,0.208,0.264,,,0.172,0.147,,,0.12,0.228,,,,0.663,0.203,0.789,0.789,,0.72
Bucky Bockhorn,0.724,0.024,1.0,,0.686,0.256,0.344,0.256,0.344,,,0.267,0.217,,,0.165,0.316,,,,0.833,0.26,0.742,0.742,,0.756
Bob Boozer,0.724,0.187,0.988,,0.654,0.301,0.358,0.301,0.358,,,0.368,0.317,,,0.451,0.124,,,,0.958,0.316,0.838,0.838,,0.714
Tom Hawkins,0.724,0.139,0.988,,0.452,0.204,0.229,0.204,0.229,,,0.215,0.217,,,0.279,0.121,,,,0.631,0.208,0.889,0.889,,0.61
Tom Meschery,0.535,0.144,0.8,,0.59,0.271,0.338,0.271,0.338,,,0.333,0.281,,,0.321,0.126,,,,0.798,0.285,0.802,0.802,,0.728
Guy Rodgers,0.535,0.12,0.988,,0.854,0.304,0.415,0.304,0.415,,,0.304,0.257,,,0.202,1.0,,,,0.949,0.306,0.73,0.73,,0.727
Jack Twyman,0.724,0.349,1.0,,0.689,0.438,0.482,0.438,0.482,,,0.444,0.337,,,0.307,0.259,,,,0.917,0.442,0.906,0.906,,0.811
Bill Bridges,0.828,0.029,0.338,,0.098,0.045,0.058,0.045,0.058,,,0.047,0.046,,,0.074,0.028,,,,0.186,0.046,0.779,0.779,,0.627
Fred LaCour,0.535,-0.005,0.2,,0.045,0.019,0.026,0.019,0.026,,,0.013,0.014,,,0.012,0.023,,,,0.087,0.018,0.725,0.725,,0.563
Terry Dischinger,0.432,0.44,0.713,,0.603,0.359,0.37,0.359,0.37,,,0.587,0.469,,,0.235,0.212,,,,0.603,0.405,0.966,0.966,,0.77
Chet Walker,0.828,0.254,0.975,,0.523,0.241,0.271,0.241,0.271,,,0.369,0.325,,,0.288,0.101,,,,0.705,0.267,0.885,0.885,,0.699
Jim Krebs,0.914,0.134,0.988,,0.503,0.186,0.226,0.186,0.226,,,0.168,0.138,,,0.258,0.105,,,,0.821,0.184,0.819,0.819,,0.747
Jim Loscutoff,1.0,0.014,0.787,,0.159,0.064,0.091,0.064,0.091,,,0.032,0.038,,,0.081,0.03,,,,0.404,0.059,0.708,0.708,,0.524
