Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Blake Griffin,0.516,0.628,1.0,1.0,0.964,0.918,0.84,0.939,0.927,0.036,0.047,0.751,0.759,0.818,0.911,0.889,0.365,0.335,0.227,0.706,0.92,0.854,0.738,0.741,0.584,0.687
Steve Nash,0.646,0.506,0.915,0.915,0.774,0.526,0.495,0.433,0.415,0.418,0.397,0.382,0.272,0.121,0.279,0.234,1.0,0.255,0.02,0.839,0.318,0.512,0.717,0.763,0.79,0.976
George Hill,0.984,0.391,0.927,0.061,0.666,0.379,0.386,0.286,0.294,0.397,0.395,0.392,0.295,0.073,0.222,0.179,0.226,0.351,0.106,0.313,0.558,0.409,0.66,0.712,0.754,0.924
Paul Millsap,0.63,0.494,0.927,0.927,0.807,0.693,0.603,0.703,0.661,0.046,0.045,0.431,0.369,0.497,0.526,0.521,0.219,0.548,0.348,0.459,0.993,0.609,0.774,0.778,0.782,0.81
DeAndre Jordan,0.516,0.333,0.976,0.805,0.634,0.309,0.208,0.319,0.233,0.0,0.002,0.165,0.237,0.627,0.466,0.517,0.049,0.218,0.717,0.32,0.931,0.262,1.0,1.0,0.0,0.484
Deron Williams,,0.468,0.793,0.793,0.764,0.565,0.595,0.44,0.451,0.541,0.614,0.586,0.45,0.121,0.279,0.234,0.78,0.42,0.076,0.728,0.693,0.606,0.64,0.714,0.662,0.905
JaVale McGee,0.37,0.34,0.963,0.915,0.68,0.438,0.369,0.452,0.412,0.0,0.006,0.226,0.251,0.676,0.521,0.57,0.044,0.218,0.975,0.323,0.847,0.369,0.802,0.802,0.0,0.624
Danny Granger,0.597,0.442,0.963,0.963,0.856,0.706,0.769,0.515,0.585,0.809,0.789,0.665,0.509,0.264,0.428,0.382,0.237,0.473,0.313,0.652,0.777,0.751,0.62,0.644,0.772,0.908
David Lee,0.581,0.385,0.89,0.89,0.816,0.654,0.597,0.674,0.668,0.005,0.006,0.354,0.291,0.658,0.63,0.642,0.273,0.394,0.157,0.538,0.77,0.557,0.739,0.738,0.666,0.843
Amar'e Stoudemire,0.677,0.513,0.951,0.951,0.889,0.982,0.904,1.0,1.0,0.052,0.045,0.796,0.652,0.6,0.555,0.572,0.236,0.378,0.758,0.791,1.0,0.912,0.732,0.731,0.87,0.848
Tyson Chandler,0.919,0.603,0.902,0.902,0.638,0.351,0.248,0.362,0.279,0.0,0.0,0.364,0.322,0.624,0.616,0.622,0.037,0.191,0.404,0.278,0.876,0.346,0.953,0.951,,0.784
LaMarcus Aldridge,0.774,0.712,0.988,0.988,0.995,0.933,0.863,0.958,0.954,0.021,0.045,0.591,0.485,0.842,0.546,0.638,0.199,0.436,0.475,0.484,0.803,0.819,0.729,0.734,0.348,0.847
