Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Mel Counts,,0.046,0.691,,0.234,0.175,0.187,0.175,0.187,,,0.092,0.107,,,0.176,0.057,,,,0.532,0.152,0.618,0.618,,0.813
Hal Greer,1.0,0.347,0.988,,0.838,0.691,0.68,0.691,0.68,,,0.487,0.533,,,0.216,0.334,,,,0.878,0.636,0.672,0.672,,0.873
Walt Hazzard,0.529,0.1,0.975,,0.446,0.298,0.315,0.298,0.315,,,0.171,0.202,,,0.118,0.356,,,,0.59,0.263,0.624,0.624,,0.807
Jim Barnes,0.529,0.096,0.988,,0.38,0.215,0.222,0.215,0.222,,,0.17,0.214,,,0.23,0.052,,,,0.773,0.203,0.64,0.64,,0.757
Don Nelson,0.882,0.151,0.975,,0.326,0.225,0.227,0.225,0.227,,,0.187,0.217,,,0.151,0.072,,,,0.416,0.214,0.653,0.653,,0.822
Jerry Sloan,0.485,0.297,0.988,,0.799,0.519,0.542,0.519,0.542,,,0.452,0.488,,,0.371,0.187,,,,0.852,0.501,0.633,0.633,,0.882
Bailey Howell,0.882,0.539,1.0,,0.68,0.629,0.554,0.629,0.554,,,0.463,0.538,,,0.346,0.113,,,,0.86,0.584,0.75,0.75,,0.821
Len Chappell,,0.023,0.901,,0.192,0.131,0.14,0.131,0.14,,,0.07,0.093,,,0.097,0.036,,,,0.302,0.114,0.618,0.618,,0.724
Dave Stallworth,0.529,0.178,0.938,,0.513,0.376,0.364,0.376,0.364,,,0.304,0.366,,,0.241,0.159,,,,0.657,0.356,0.682,0.682,,0.793
Lou Hudson,0.573,0.224,0.988,,0.664,0.613,0.593,0.613,0.593,,,0.307,0.374,,,0.222,0.105,,,,0.805,0.53,0.684,0.684,,0.782
Don Kojis,0.485,0.087,0.963,,0.449,0.325,0.345,0.325,0.345,,,0.178,0.254,,,0.245,0.077,,,,0.593,0.285,0.624,0.624,,0.669
