Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Derrick Coleman,0.715,0.495,0.939,0.939,0.786,0.568,0.714,0.528,0.65,0.198,0.241,0.633,0.613,0.578,0.665,0.636,0.254,0.315,0.423,0.712,0.67,0.654,0.734,0.749,0.471,0.81
Chris Mullin,0.794,0.235,0.756,0.476,0.658,0.43,0.513,0.373,0.429,0.286,0.3,0.238,0.237,0.141,0.307,0.252,0.306,0.495,0.158,0.61,0.365,0.436,0.775,0.801,0.546,0.788
Hot Rod Williams,0.746,0.37,0.927,0.878,0.753,0.413,0.487,0.413,0.493,0.0,0.0,0.364,0.374,0.457,0.403,0.421,0.187,0.361,0.387,0.476,0.702,0.436,0.785,0.775,,0.762
Charles Oakley,0.905,0.525,1.0,1.0,0.83,0.381,0.449,0.381,0.452,0.0,0.006,0.351,0.338,0.77,0.674,0.706,0.211,0.509,0.054,0.661,0.939,0.407,0.785,0.778,0.0,0.812
Horace Grant,0.874,0.5,0.854,0.841,0.727,0.483,0.518,0.483,0.521,0.0,0.012,0.198,0.249,0.675,0.507,0.563,0.229,0.343,0.25,0.373,0.526,0.444,0.86,0.856,0.0,0.623
Kenny Smith,0.921,0.305,0.951,0.951,0.625,0.358,0.42,0.264,0.293,0.464,0.437,0.195,0.168,0.053,0.125,0.101,0.317,0.273,0.012,0.432,0.388,0.38,0.788,0.831,0.607,0.911
Derrick McKey,0.746,0.25,0.927,0.927,0.74,0.373,0.419,0.363,0.405,0.047,0.062,0.277,0.275,0.285,0.299,0.294,0.317,0.514,0.146,0.781,0.795,0.382,0.821,0.827,0.435,0.791
LaPhonso Ellis,0.667,0.38,0.963,0.963,0.764,0.507,0.568,0.499,0.561,0.036,0.046,0.349,0.388,0.486,0.505,0.499,0.162,0.292,0.238,0.589,0.974,0.51,0.824,0.82,0.456,0.705
Kevin Edwards,0.715,0.255,1.0,1.0,0.772,0.494,0.607,0.458,0.555,0.182,0.197,0.241,0.235,0.208,0.205,0.206,0.225,0.556,0.101,0.462,0.481,0.48,0.752,0.76,0.531,0.805
Otis Thorpe,0.921,0.49,1.0,1.0,0.823,0.471,0.473,0.471,0.477,0.0,0.004,0.362,0.413,0.598,0.655,0.636,0.183,0.306,0.083,0.634,0.811,0.482,0.921,0.911,0.0,0.687
