Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Curtis Perry,0.883,0.219,0.798,,0.569,0.258,0.273,0.258,0.273,,,0.125,0.161,,,0.422,0.135,,,,0.667,0.225,0.634,0.634,,0.731
Dave Cowens,1.0,0.548,0.976,,0.93,0.72,0.777,0.72,0.777,,,0.308,0.335,,,0.871,0.366,,,,0.843,0.619,0.622,0.622,,0.864
Julius Keye,,0.242,0.988,,0.819,0.159,0.178,0.156,0.174,0.042,0.036,0.196,0.298,0.612,0.601,0.585,0.198,,0.873,0.334,0.729,0.169,0.598,0.6,0.75,0.619
Don Nelson,1.0,0.265,0.857,,0.387,0.301,0.308,0.301,0.308,,,0.24,0.24,,,0.206,0.112,,,,0.42,0.286,0.655,0.655,,0.938
Herm Gilliam,0.677,0.224,0.905,,0.745,0.458,0.478,0.458,0.478,,,0.186,0.192,,,0.261,0.53,,,,0.696,0.392,0.644,0.644,,0.909
Bob Lanier,0.589,0.484,0.964,,0.856,0.788,0.785,0.788,0.785,,,0.463,0.507,,,0.79,0.286,,,,0.753,0.709,0.674,0.674,,0.857
Johnny Neumann,,0.21,0.94,,0.757,0.589,0.609,0.58,0.585,0.127,0.23,0.496,0.54,0.325,0.16,0.203,0.516,,,0.86,0.824,0.569,0.649,0.666,0.352,0.863
Elvin Hayes,0.765,0.347,0.964,,0.909,0.694,0.763,0.694,0.763,,,0.439,0.554,,,0.771,0.14,,,,0.629,0.631,0.611,0.611,,0.744
James Silas,,0.338,0.929,,0.657,0.332,0.322,0.332,0.322,0.0,0.0,0.587,0.596,0.243,0.221,0.22,0.268,,,0.479,0.71,0.394,0.691,0.691,,0.924
Billy Cunningham,,0.543,1.0,,0.882,0.75,0.752,0.736,0.728,0.197,0.221,0.712,0.764,0.535,0.752,0.663,0.582,1.0,,0.95,0.837,0.746,0.67,0.678,0.572,0.875
Tiny Archibald,0.53,0.648,0.952,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,0.146,1.0,,,,0.561,1.0,0.671,0.671,,0.939
Bob Kauffman,0.309,0.361,0.917,,0.828,0.52,0.503,0.52,0.503,,,0.422,0.458,,,0.56,0.435,,,,0.572,0.497,0.695,0.695,,0.865
Louie Dampier,,0.338,0.952,,0.826,0.501,0.543,0.448,0.469,0.761,0.698,0.395,0.427,0.122,0.154,0.14,0.573,,,0.469,0.585,0.495,0.62,0.642,0.696,0.869
Austin Carr,0.47,0.269,0.976,,0.841,0.683,0.748,0.683,0.748,,,0.424,0.437,,,0.242,0.307,,,,0.501,0.62,0.613,0.613,,0.911
Jim Fox,0.382,0.292,0.881,,0.663,0.307,0.291,0.307,0.291,,,0.323,0.338,,,0.542,0.193,,,,0.648,0.311,0.708,0.708,,0.896
Dave DeBusschere,0.838,0.301,0.917,,0.768,0.518,0.581,0.518,0.581,,,0.293,0.332,,,0.516,0.285,,,,0.583,0.463,0.598,0.598,,0.827
Mel Daniels,,0.42,0.964,,0.843,0.571,0.578,0.57,0.576,0.014,0.018,0.486,0.57,0.775,0.875,0.817,0.195,,0.606,0.686,0.854,0.551,0.663,0.664,0.5,0.8
Jerry Lucas,0.838,0.356,0.845,,0.544,0.304,0.289,0.304,0.289,,,0.121,0.128,,,0.334,0.348,,,,0.425,0.259,0.706,0.706,,0.887
Bob Warren,,0.219,0.917,,0.427,0.237,0.239,0.232,0.23,0.07,0.086,0.356,0.35,0.205,0.146,0.159,0.162,,,0.357,0.575,0.268,0.666,0.678,0.526,0.955
Jon McGlocklin,0.883,0.237,0.952,,0.53,0.341,0.332,0.341,0.332,,,0.095,0.093,,,0.104,0.259,,,,0.322,0.281,0.691,0.691,,0.957
Gene Littles,,0.219,1.0,,0.56,0.302,0.295,0.294,0.281,0.113,0.135,0.27,0.314,0.232,0.154,0.172,0.269,0.556,,0.312,0.537,0.297,0.685,0.702,0.534,0.807
Cazzie Russell,0.691,0.237,0.952,,0.66,0.526,0.561,0.526,0.561,,,0.259,0.254,,,0.229,0.205,,,,0.463,0.461,0.63,0.63,,0.958
Rick Barry,0.691,0.466,0.976,,0.835,0.717,0.774,0.717,0.774,,,0.54,0.507,,,0.477,0.438,,,,0.664,0.674,0.622,0.622,,1.0
Jerry West,0.883,0.484,0.821,,0.668,0.601,0.613,0.601,0.613,,,0.511,0.538,,,0.189,0.667,,,,0.374,0.579,0.659,0.659,,0.892
Warren Jabali,,0.489,0.976,,0.744,0.429,0.462,0.394,0.396,0.507,0.631,0.724,0.761,0.287,0.287,0.278,0.592,0.81,,0.753,0.759,0.514,0.623,0.669,0.514,0.892
Dan Issel,,0.721,1.0,,0.959,0.877,0.834,0.875,0.827,0.042,0.068,0.732,0.811,0.733,0.577,0.604,0.242,,,0.539,0.691,0.843,0.706,0.71,0.4,0.847
Connie Hawkins,0.559,0.342,0.893,,0.752,0.429,0.437,0.429,0.437,,,0.486,0.516,,,0.42,0.334,,,,0.621,0.443,0.659,0.659,,0.884
Goo Kennedy,,0.228,0.833,,0.491,0.355,0.315,0.355,0.315,0.0,0.0,0.223,0.296,0.372,0.315,0.321,0.082,,,0.282,0.745,0.323,0.757,0.757,,0.707
Tom Owens,,0.315,0.988,,0.6,0.382,0.345,0.382,0.344,0.0,0.009,0.291,0.363,0.51,0.406,0.423,0.103,,,0.431,0.862,0.36,0.744,0.746,0.0,0.754
Roger Brown,,0.279,0.857,,0.591,0.323,0.332,0.282,0.276,0.592,0.532,0.306,0.315,0.247,0.231,0.228,0.224,,,0.299,0.491,0.334,0.652,0.685,0.712,0.911
Mike Newlin,0.485,0.265,0.976,,0.722,0.519,0.573,0.519,0.573,,,0.493,0.471,,,0.223,0.449,,,,0.816,0.513,0.609,0.609,,0.982
Walt Bellamy,0.677,0.324,0.881,,0.761,0.443,0.428,0.443,0.428,,,0.427,0.672,,,0.632,0.197,,,,0.661,0.439,0.695,0.695,,0.596
Geoff Petrie,0.309,0.242,0.94,,0.851,0.813,0.855,0.813,0.855,,,0.449,0.489,,,0.179,0.385,,,,0.442,0.725,0.638,0.638,,0.863
Jo Jo White,1.0,0.279,0.976,,0.883,0.697,0.791,0.697,0.791,,,0.268,0.291,,,0.271,0.547,,,,0.501,0.593,0.593,0.593,,0.866
Bob Love,0.75,0.288,0.976,,0.824,0.753,0.852,0.753,0.852,,,0.523,0.538,,,0.349,0.131,,,,0.65,0.697,0.593,0.593,,0.914
Walt Frazier,0.838,0.594,0.929,,0.864,0.662,0.66,0.662,0.66,,,0.431,0.447,,,0.374,0.507,,,,0.504,0.606,0.674,0.674,,0.906
Nate Thurmond,0.691,0.452,0.94,,0.929,0.503,0.55,0.503,0.55,,,0.475,0.561,,,0.884,0.308,,,,0.65,0.496,0.613,0.613,,0.796
Lou Hudson,0.677,0.425,0.893,,0.822,0.794,0.812,0.794,0.812,,,0.599,0.614,,,0.306,0.284,,,,0.534,0.746,0.656,0.656,,0.915
Mack Calvin,,0.475,1.0,,0.605,0.465,0.448,0.454,0.435,0.155,0.126,0.754,0.743,0.216,0.115,0.141,0.331,,,0.616,0.593,0.54,0.696,0.702,0.786,0.952
Steve Jones,,0.201,0.952,,0.578,0.418,0.419,0.406,0.405,0.183,0.14,0.302,0.315,0.125,0.164,0.147,0.131,,,0.374,0.596,0.395,0.67,0.673,0.838,0.898
Bill Bridges,,0.306,0.976,,0.779,0.324,0.343,0.324,0.343,,,0.27,0.326,,,0.592,0.241,,,,0.802,0.311,0.634,0.634,,0.778
Jimmy Walker,0.485,0.279,0.964,,0.836,0.589,0.618,0.589,0.618,,,0.368,0.352,,,0.176,0.486,,,,0.561,0.535,0.64,0.64,,0.98
Chet Walker,0.75,0.498,0.94,,0.667,0.581,0.593,0.581,0.593,,,0.567,0.577,,,0.259,0.197,,,,0.45,0.577,0.657,0.657,,0.922
Phil Chenier,0.765,0.251,0.845,,0.754,0.586,0.632,0.586,0.632,,,0.293,0.312,,,0.189,0.331,,,,0.434,0.514,0.622,0.622,,0.881
Julius Erving,,0.447,0.845,,0.813,0.87,0.857,0.865,0.845,0.07,0.108,0.716,0.782,0.584,0.589,0.568,0.327,0.838,0.49,0.813,0.534,0.834,0.682,0.686,0.416,0.86
Jimmy Jones,,0.425,0.952,,0.774,0.482,0.45,0.482,0.45,0.0,0.005,0.52,0.552,0.16,0.256,0.22,0.492,,,0.666,0.734,0.492,0.719,0.721,0.0,0.886
Calvin Murphy,0.485,0.228,0.917,,0.461,0.371,0.389,0.371,0.389,,,0.36,0.344,,,0.098,0.288,,,,0.572,0.368,0.64,0.64,,0.984
Jim Barnett,0.691,0.279,0.976,,0.602,0.383,0.401,0.383,0.401,,,0.276,0.277,,,0.167,0.331,,,,0.407,0.357,0.642,0.642,,0.935
Sidney Wicks,0.309,0.256,0.952,,0.856,0.74,0.8,0.74,0.8,,,0.579,0.678,,,0.57,0.484,,,,0.686,0.701,0.622,0.622,,0.802
Otto Moore,0.485,0.215,0.976,,0.737,0.407,0.408,0.407,0.408,,,0.192,0.269,,,0.569,0.184,,,,0.648,0.354,0.67,0.67,,0.667
Matt Guokas,0.53,0.237,0.94,,0.773,0.313,0.268,0.313,0.268,,,0.112,0.115,,,0.161,0.443,,,,0.515,0.264,0.784,0.784,,0.911
Gene Moore,,0.311,0.988,,0.674,0.389,0.382,0.385,0.377,0.056,0.05,0.271,0.332,0.722,0.536,0.573,0.167,,0.575,0.566,1.0,0.362,0.685,0.686,0.728,0.767
Kareem Abdul-Jabbar,0.883,1.0,0.905,,0.884,0.955,0.841,0.955,0.841,,,0.495,0.587,,,0.802,0.416,,,,0.564,0.843,0.762,0.762,,0.79
Mike Riordan,0.765,0.507,0.976,,0.942,0.634,0.607,0.634,0.607,,,0.27,0.278,,,0.265,0.468,,,,0.585,0.545,0.702,0.702,,0.91
Neal Walk,0.559,0.311,0.964,,0.846,0.66,0.691,0.66,0.691,,,0.421,0.453,,,0.659,0.315,,,,0.875,0.601,0.641,0.641,,0.871
Wes Unseld,0.765,0.489,0.94,,0.838,0.41,0.406,0.41,0.406,,,0.225,0.271,,,0.826,0.381,,,,0.455,0.364,0.678,0.678,,0.779
Dennis Awtrey,,0.228,0.976,,0.458,0.142,0.145,0.142,0.145,,,0.13,0.195,,,0.293,0.246,,,,0.634,0.139,0.659,0.659,,0.623
Lenny Wilkens,0.47,0.434,0.893,,0.808,0.556,0.605,0.556,0.605,,,0.594,0.608,,,0.227,0.69,,,,0.599,0.566,0.618,0.618,,0.918
Zelmo Beaty,,0.411,0.976,,0.762,0.507,0.476,0.507,0.475,0.0,0.005,0.462,0.487,0.581,0.526,0.525,0.137,,0.305,0.491,0.729,0.496,0.715,0.715,0.0,0.89
Jim Eakins,,0.411,0.988,,0.695,0.418,0.391,0.418,0.39,0.0,0.005,0.579,0.612,0.521,0.486,0.48,0.288,,0.506,0.581,0.778,0.458,0.718,0.719,0.0,0.889
Bob Netolicky,,0.224,1.0,,0.926,0.632,0.64,0.632,0.638,0.0,0.018,0.406,0.516,0.753,0.5,0.558,0.263,,,0.534,0.45,0.577,0.664,0.666,0.0,0.738
Willis Reed,0.838,0.265,0.821,,0.51,0.325,0.335,0.325,0.335,,,0.139,0.158,,,0.387,0.138,,,,0.556,0.28,0.652,0.652,,0.823
Clifford Ray,0.75,0.37,0.869,,0.546,0.247,0.245,0.247,0.245,,,0.176,0.241,,,0.522,0.298,,,,0.629,0.23,0.677,0.677,,0.686
Dave Bing,0.589,0.393,0.976,,0.913,0.673,0.734,0.673,0.734,,,0.688,0.715,,,0.195,0.7,,,,0.621,0.677,0.616,0.616,,0.902
George Thompson,,0.297,0.952,,0.795,0.563,0.603,0.544,0.568,0.282,0.329,0.828,0.894,0.212,0.166,0.174,0.443,,,0.611,0.667,0.635,0.627,0.642,0.548,0.869
John Havlicek,1.0,0.553,0.952,,0.915,0.745,0.809,0.745,0.809,,,0.558,0.55,,,0.372,0.581,,,,0.528,0.7,0.619,0.619,,0.951
Wilt Chamberlain,0.883,0.831,0.976,,0.962,0.414,0.278,0.414,0.278,,,0.35,0.581,,,1.0,0.401,,,,0.518,0.399,1.0,1.0,,0.565
Chuck Williams,,0.457,0.988,,0.835,0.475,0.484,0.474,0.481,0.014,0.032,0.744,0.796,0.158,0.154,0.15,0.64,,,0.576,0.745,0.541,0.657,0.662,0.286,0.877
Earl Monroe,0.838,0.356,0.893,,0.644,0.482,0.482,0.482,0.482,,,0.258,0.266,,,0.161,0.316,,,,0.528,0.428,0.671,0.671,,0.911
Freddie Lewis,,0.237,0.857,,0.602,0.365,0.408,0.328,0.356,0.535,0.495,0.433,0.446,0.216,0.128,0.149,0.316,,,0.431,0.553,0.395,0.6,0.618,0.69,0.911
Archie Clark,0.765,0.256,0.464,,0.401,0.294,0.283,0.294,0.283,,,0.167,0.175,,,0.085,0.302,,,,0.301,0.263,0.697,0.697,,0.898
Bill Bradley,0.838,0.32,0.976,,0.814,0.559,0.594,0.559,0.594,,,0.255,0.248,,,0.197,0.403,,,,0.74,0.485,0.631,0.631,,0.966
Walter Simon,,0.279,0.988,,0.653,0.42,0.426,0.417,0.418,0.042,0.077,0.216,0.244,0.272,0.266,0.259,0.369,,,0.389,0.734,0.371,0.663,0.671,0.352,0.83
Oscar Robertson,0.883,0.384,0.869,,0.744,0.434,0.467,0.434,0.467,,,0.359,0.359,,,0.236,0.605,,,,0.453,0.416,0.624,0.624,,0.939
Norm Van Lier,0.75,0.352,0.952,,0.783,0.461,0.505,0.461,0.505,,,0.25,0.269,,,0.287,0.623,,,,0.729,0.41,0.612,0.612,,0.873
Jack Marin,0.485,0.279,0.964,,0.82,0.607,0.633,0.607,0.633,,,0.374,0.373,,,0.327,0.32,,,,0.669,0.55,0.644,0.644,,0.941
Bill Keller,,0.247,0.988,,0.612,0.41,0.462,0.34,0.357,1.0,1.0,0.353,0.344,0.183,0.119,0.134,0.397,,,0.426,0.439,0.422,0.596,0.641,0.64,0.965
George Irvine,,0.251,0.94,,0.564,0.412,0.382,0.406,0.367,0.099,0.149,0.255,0.259,0.241,0.183,0.194,0.164,,,0.344,0.724,0.377,0.725,0.743,0.424,0.924
Jeff Mullins,0.691,0.379,0.964,,0.816,0.633,0.627,0.633,0.627,,,0.216,0.22,,,0.238,0.37,,,,0.545,0.531,0.678,0.678,,0.921
Charlie Scott,0.559,0.297,0.964,,0.832,0.784,0.859,0.784,0.859,,,0.658,0.71,,,0.224,0.544,,,,0.829,0.753,0.613,0.613,,0.869
Byron Beck,,0.352,0.917,,0.626,0.453,0.417,0.451,0.414,0.028,0.032,0.238,0.253,0.452,0.325,0.352,0.118,,,0.314,0.724,0.402,0.729,0.732,0.572,0.885
Lloyd Neal,0.309,0.219,0.976,,0.74,0.443,0.437,0.443,0.437,,,0.282,0.374,,,0.634,0.16,,,,0.827,0.403,0.68,0.68,,0.707
Dave Robisch,,0.461,0.988,,0.719,0.507,0.48,0.507,0.479,0.0,0.005,0.466,0.522,0.552,0.483,0.488,0.187,,,0.334,0.734,0.497,0.71,0.71,0.0,0.838
George McGinnis,,0.521,0.976,,0.909,0.844,0.833,0.837,0.818,0.113,0.144,0.78,0.994,0.967,0.573,0.67,0.225,0.741,,1.0,0.943,0.832,0.681,0.686,0.5,0.737
