Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Greg Ballard,0.646,0.523,0.94,0.951,0.918,0.629,0.686,0.617,0.67,0.31,0.211,0.303,0.296,0.276,0.514,0.425,0.316,0.614,0.073,0.482,0.464,0.602,0.756,0.757,0.752,0.893
Brad Davis,0.584,0.483,0.952,0.951,0.751,0.374,0.338,0.364,0.317,0.262,0.246,0.31,0.279,0.076,0.219,0.166,0.682,0.364,0.032,0.439,0.464,0.393,0.914,0.944,0.548,0.966
Mychal Thompson,0.707,0.358,0.964,0.976,0.975,0.527,0.556,0.528,0.559,0.0,0.006,0.415,0.509,0.411,0.761,0.631,0.458,0.309,0.321,0.862,0.562,0.541,0.781,0.776,0.0,0.71
Kelly Tripucka,0.569,0.47,0.699,0.707,0.728,0.589,0.623,0.576,0.607,0.333,0.211,0.653,0.589,0.283,0.184,0.221,0.286,0.305,0.058,0.574,0.414,0.66,0.781,0.781,0.809,0.966
Ben Poquette,0.462,0.331,0.904,0.61,0.754,0.343,0.375,0.343,0.375,0.024,0.029,0.277,0.28,0.348,0.489,0.436,0.203,0.291,0.338,0.307,0.697,0.355,0.754,0.752,0.428,0.858
Bernard King,0.677,0.497,0.819,0.829,0.714,0.629,0.615,0.63,0.616,0.0,0.034,0.467,0.492,0.222,0.303,0.273,0.235,0.409,0.038,0.604,0.615,0.639,0.843,0.843,0.0,0.825
Gus Williams,0.738,0.563,0.964,0.976,0.893,0.688,0.745,0.688,0.727,0.048,0.246,0.463,0.47,0.162,0.178,0.172,0.776,0.827,0.076,0.706,0.309,0.688,0.762,0.779,0.101,0.858
Michael Brooks,0.385,0.311,0.988,0.317,0.794,0.419,0.447,0.415,0.442,0.119,0.086,0.322,0.352,0.537,0.377,0.436,0.316,0.509,0.114,0.543,0.784,0.431,0.773,0.773,0.713,0.797
Rolando Blackman,0.584,0.377,0.904,0.756,0.759,0.535,0.561,0.533,0.557,0.071,0.086,0.495,0.484,0.243,0.247,0.245,0.223,0.168,0.085,0.362,0.306,0.57,0.786,0.789,0.428,0.891
Ed Nealy,0.692,0.311,0.988,0.744,0.531,0.153,0.133,0.154,0.134,0.0,0.0,0.117,0.145,0.382,0.421,0.406,0.075,0.309,0.035,0.156,0.652,0.156,0.95,0.944,,0.702
Kenny Carr,0.707,0.338,0.988,0.317,0.754,0.377,0.386,0.376,0.385,0.048,0.034,0.425,0.464,0.409,0.543,0.493,0.14,0.282,0.122,0.567,0.807,0.422,0.807,0.803,0.713,0.797
Kevin McHale,0.861,0.497,0.988,0.159,0.758,0.504,0.481,0.505,0.483,0.0,0.006,0.322,0.341,0.483,0.451,0.463,0.125,0.155,0.56,0.488,0.636,0.498,0.864,0.859,0.0,0.819
Mike Gminski,0.754,0.285,0.964,0.012,0.406,0.222,0.229,0.223,0.23,0.0,0.006,0.292,0.286,0.346,0.304,0.32,0.074,0.159,0.338,0.387,0.311,0.258,0.799,0.795,0.0,0.889
Mike Mitchell,0.815,0.503,0.964,0.963,0.906,0.715,0.723,0.717,0.726,0.0,0.017,0.365,0.367,0.422,0.466,0.45,0.118,0.259,0.152,0.387,0.654,0.684,0.816,0.813,0.0,0.866
Dave Corzine,0.43,0.265,0.988,0.866,0.807,0.477,0.495,0.478,0.498,0.0,0.011,0.387,0.409,0.546,0.633,0.601,0.186,0.214,0.318,0.699,0.639,0.493,0.794,0.79,0.0,0.823
Lonnie Shelton,0.738,0.318,0.988,0.963,0.832,0.456,0.493,0.456,0.493,0.024,0.034,0.235,0.237,0.355,0.45,0.415,0.286,0.341,0.21,0.528,0.818,0.437,0.764,0.762,0.358,0.862
Gene Banks,0.815,0.523,0.976,0.988,0.88,0.527,0.495,0.528,0.495,0.0,0.029,0.327,0.353,0.499,0.521,0.513,0.337,0.355,0.061,0.525,0.604,0.518,0.879,0.878,0.0,0.806
Dan Issel,0.692,0.556,0.964,0.976,0.786,0.689,0.698,0.687,0.692,0.095,0.109,0.667,0.608,0.339,0.594,0.499,0.269,0.377,0.125,0.534,0.599,0.742,0.815,0.816,0.452,0.954
Terry Tyler,0.569,0.384,0.988,0.683,0.822,0.439,0.474,0.438,0.469,0.048,0.086,0.243,0.249,0.404,0.481,0.452,0.189,0.468,0.466,0.368,0.583,0.426,0.764,0.768,0.285,0.851
Reggie Theus,0.43,0.43,0.988,0.988,0.923,0.781,0.844,0.761,0.8,0.5,0.52,0.723,0.688,0.204,0.279,0.251,0.584,0.65,0.05,0.985,0.741,0.84,0.764,0.783,0.495,0.915
T.R. Dunn,0.692,0.291,0.988,0.976,0.854,0.265,0.284,0.265,0.285,0.0,0.006,0.198,0.207,0.519,0.513,0.515,0.228,0.668,0.073,0.347,0.575,0.27,0.77,0.767,0.0,0.834
Vinnie Johnson,0.569,0.51,0.988,0.622,0.812,0.542,0.546,0.532,0.527,0.262,0.229,0.408,0.4,0.375,0.248,0.296,0.363,0.423,0.143,0.466,0.694,0.557,0.819,0.83,0.589,0.889
Kyle Macy,0.815,0.424,0.988,0.11,0.594,0.342,0.341,0.319,0.302,0.548,0.434,0.215,0.188,0.092,0.166,0.138,0.335,0.291,0.023,0.276,0.343,0.347,0.826,0.868,0.649,0.997
Mickey Johnson,,0.272,0.94,0.195,0.664,0.408,0.496,0.405,0.48,0.071,0.206,0.52,0.482,0.366,0.442,0.414,0.308,0.373,0.134,0.73,0.76,0.472,0.679,0.695,0.178,0.938
Billy Knight,0.308,0.384,0.964,0.659,0.731,0.534,0.53,0.532,0.523,0.071,0.109,0.572,0.518,0.342,0.23,0.271,0.232,0.3,0.023,0.592,0.377,0.589,0.831,0.837,0.338,0.961
Alex English,0.692,0.682,0.988,1.0,0.966,1.0,1.0,1.0,1.0,0.048,0.069,0.677,0.622,0.591,0.451,0.503,0.479,0.527,0.367,0.807,0.62,1.0,0.824,0.824,0.358,0.947
Dominique Wilkins,0.661,0.384,0.988,1.0,0.872,0.627,0.657,0.626,0.655,0.048,0.063,0.383,0.428,0.508,0.336,0.4,0.156,0.382,0.184,0.552,0.554,0.617,0.788,0.786,0.39,0.779
George Gervin,0.815,0.623,0.94,0.951,0.915,0.789,0.836,0.778,0.824,0.286,0.189,0.862,0.769,0.249,0.328,0.299,0.318,0.4,0.195,0.758,0.641,0.878,0.778,0.778,0.779,0.975
Calvin Natt,0.707,0.649,0.964,0.976,0.931,0.672,0.639,0.67,0.633,0.071,0.114,0.565,0.543,0.481,0.514,0.502,0.206,0.286,0.085,0.623,0.485,0.701,0.867,0.871,0.321,0.905
Steve Johnson,0.692,0.291,0.952,0.256,0.499,0.387,0.32,0.388,0.322,0.0,0.0,0.31,0.411,0.315,0.344,0.333,0.115,0.182,0.242,0.552,0.852,0.399,0.997,0.99,,0.656
Sidney Moncrief,0.784,0.874,0.916,0.927,0.876,0.632,0.623,0.632,0.621,0.024,0.057,0.832,0.766,0.431,0.327,0.366,0.362,0.514,0.067,0.604,0.475,0.736,0.837,0.838,0.214,0.944
Jeff Ruland,0.646,0.669,0.952,0.573,0.925,0.605,0.566,0.605,0.568,0.024,0.017,0.625,0.69,0.658,0.772,0.729,0.282,0.336,0.224,0.911,0.823,0.66,0.882,0.876,0.713,0.787
Kiki Vandeweghe,0.692,0.728,0.988,0.963,0.941,0.877,0.828,0.863,0.805,0.357,0.291,0.815,0.709,0.279,0.418,0.366,0.245,0.3,0.111,0.543,0.522,0.94,0.874,0.883,0.63,1.0
Danny Vranes,0.738,0.278,0.988,0.89,0.664,0.236,0.231,0.236,0.232,0.0,0.006,0.192,0.265,0.398,0.331,0.356,0.145,0.241,0.143,0.313,0.67,0.244,0.842,0.838,0.0,0.629
Darryl Dawkins,0.754,0.265,0.976,0.988,0.677,0.418,0.36,0.419,0.363,0.0,0.0,0.277,0.326,0.285,0.391,0.352,0.138,0.305,0.443,0.862,1.0,0.416,0.957,0.951,,0.738
Clark Kellogg,0.308,0.45,0.976,0.988,0.893,0.709,0.765,0.706,0.76,0.095,0.103,0.435,0.447,0.764,0.694,0.72,0.269,0.641,0.125,0.666,0.786,0.699,0.765,0.765,0.475,0.847
Maurice Lucas,0.815,0.47,0.928,0.866,0.836,0.516,0.563,0.516,0.565,0.024,0.017,0.463,0.452,0.452,0.798,0.669,0.264,0.255,0.125,0.678,0.723,0.546,0.757,0.752,0.713,0.893
Bill Laimbeer,0.569,0.563,0.988,1.0,0.928,0.455,0.472,0.454,0.468,0.048,0.074,0.408,0.393,0.634,0.949,0.832,0.317,0.232,0.344,0.54,0.844,0.481,0.794,0.797,0.33,0.903
Andrew Toney,1.0,0.483,0.976,0.988,0.8,0.653,0.673,0.631,0.636,0.524,0.434,0.54,0.522,0.094,0.244,0.188,0.44,0.364,0.05,0.831,0.673,0.687,0.8,0.816,0.619,0.901
Cedric Maxwell,0.861,0.437,0.952,0.866,0.728,0.345,0.357,0.346,0.359,0.0,0.006,0.467,0.438,0.416,0.316,0.353,0.224,0.295,0.114,0.506,0.533,0.405,0.797,0.794,0.0,0.928
Allen Leavell,0.216,0.252,0.952,0.927,0.841,0.458,0.57,0.415,0.479,1.0,1.0,0.412,0.377,0.144,0.175,0.163,0.639,0.75,0.041,0.607,0.567,0.502,0.663,0.713,0.514,0.951
Johnny Moore,0.815,0.437,0.928,0.89,0.825,0.411,0.453,0.406,0.444,0.119,0.126,0.247,0.253,0.146,0.283,0.232,0.908,0.882,0.093,0.693,0.652,0.405,0.748,0.754,0.486,0.85
Julius Erving,1.0,0.722,0.867,0.878,0.783,0.631,0.63,0.63,0.63,0.048,0.04,0.55,0.552,0.389,0.425,0.411,0.317,0.509,0.382,0.601,0.533,0.663,0.826,0.822,0.612,0.867
Marvin Webster,0.677,0.265,0.988,0.0,0.476,0.175,0.178,0.176,0.179,0.0,0.006,0.177,0.228,0.396,0.356,0.371,0.059,0.159,0.382,0.313,0.554,0.19,0.812,0.808,0.0,0.673
Robert Parish,0.861,0.715,0.94,0.927,0.795,0.645,0.606,0.647,0.609,0.0,0.006,0.452,0.492,0.584,0.757,0.693,0.17,0.359,0.431,0.567,0.586,0.649,0.879,0.875,0.0,0.798
Clemon Johnson,,0.285,1.0,0.134,0.619,0.312,0.313,0.312,0.314,0.0,0.006,0.185,0.228,0.427,0.446,0.439,0.168,0.305,0.268,0.38,0.583,0.305,0.823,0.819,0.0,0.705
Kareem Abdul-Jabbar,0.892,0.722,0.952,0.963,0.826,0.753,0.661,0.754,0.664,0.0,0.011,0.463,0.471,0.375,0.567,0.496,0.241,0.277,0.496,0.613,0.58,0.74,0.939,0.935,0.0,0.856
Greg Kelser,0.738,0.258,0.964,0.11,0.487,0.258,0.242,0.258,0.242,0.0,0.017,0.288,0.326,0.355,0.327,0.338,0.117,0.236,0.102,0.457,0.641,0.287,0.877,0.878,0.0,0.769
Buck Williams,0.754,0.755,0.988,1.0,0.957,0.559,0.491,0.56,0.492,0.0,0.023,0.54,0.664,0.82,0.884,0.86,0.151,0.414,0.321,0.755,0.712,0.6,0.939,0.937,0.0,0.709
Dan Roundfield,0.661,0.49,0.928,0.927,0.909,0.585,0.642,0.581,0.632,0.119,0.154,0.562,0.571,0.582,0.829,0.737,0.271,0.273,0.335,0.752,0.631,0.629,0.751,0.757,0.396,0.856
Otis Birdsong,0.754,0.344,0.747,0.659,0.609,0.444,0.449,0.443,0.449,0.048,0.034,0.137,0.184,0.119,0.13,0.126,0.288,0.386,0.047,0.35,0.409,0.402,0.816,0.813,0.713,0.647
Jay Vincent,0.584,0.397,0.976,0.89,0.881,0.649,0.685,0.65,0.688,0.0,0.017,0.448,0.435,0.488,0.501,0.496,0.256,0.318,0.131,0.577,0.778,0.65,0.781,0.778,0.0,0.896
Joe Meriweather,0.692,0.252,0.94,0.902,0.552,0.269,0.244,0.27,0.246,0.0,0.0,0.17,0.207,0.337,0.366,0.355,0.077,0.214,0.251,0.362,0.752,0.266,0.911,0.905,,0.715
Eddie Johnson,0.692,0.49,0.988,1.0,0.948,0.706,0.738,0.687,0.704,0.476,0.406,0.412,0.402,0.429,0.414,0.42,0.261,0.318,0.058,0.555,0.683,0.697,0.789,0.803,0.604,0.89
Fat Lever,0.707,0.291,0.976,0.549,0.653,0.267,0.32,0.262,0.314,0.119,0.086,0.193,0.202,0.191,0.187,0.188,0.514,0.695,0.044,0.42,0.472,0.272,0.688,0.689,0.713,0.834
Walter Davis,0.815,0.536,0.964,0.963,0.805,0.693,0.694,0.688,0.686,0.167,0.131,0.307,0.286,0.142,0.179,0.165,0.479,0.532,0.035,0.577,0.491,0.654,0.824,0.825,0.651,0.935
Terry Cummings,0.385,0.576,0.843,0.841,0.818,0.713,0.705,0.715,0.709,0.0,0.006,0.487,0.523,0.681,0.589,0.623,0.214,0.586,0.181,0.626,0.776,0.714,0.835,0.83,0.0,0.81
Rory Sparrow,,0.278,0.976,0.707,0.785,0.409,0.436,0.404,0.427,0.119,0.126,0.245,0.253,0.137,0.226,0.193,0.479,0.486,0.015,0.604,0.673,0.402,0.773,0.779,0.486,0.845
Isiah Thomas,0.569,0.49,0.976,0.988,1.0,0.756,0.828,0.72,0.765,0.857,0.714,0.613,0.657,0.236,0.298,0.275,0.765,0.905,0.085,1.0,0.839,0.797,0.754,0.775,0.617,0.811
Alvan Adams,0.815,0.43,0.964,0.915,0.791,0.497,0.528,0.497,0.53,0.024,0.017,0.3,0.275,0.362,0.517,0.459,0.454,0.518,0.216,0.742,0.757,0.488,0.776,0.773,0.713,0.947
Moses Malone,1.0,1.0,0.94,0.951,0.945,0.682,0.703,0.683,0.707,0.0,0.006,1.0,1.0,1.0,1.0,1.0,0.122,0.405,0.458,0.81,0.544,0.82,0.8,0.797,0.0,0.87
Pat Cummings,0.584,0.265,0.976,0.866,0.749,0.452,0.473,0.452,0.475,0.0,0.006,0.247,0.249,0.506,0.591,0.559,0.174,0.259,0.102,0.497,0.781,0.436,0.788,0.784,0.0,0.863
Purvis Short,0.462,0.344,0.807,0.695,0.775,0.614,0.651,0.611,0.647,0.095,0.086,0.425,0.391,0.326,0.279,0.296,0.275,0.427,0.041,0.595,0.639,0.618,0.778,0.778,0.572,0.946
Rod Higgins,0.43,0.252,0.988,0.512,0.71,0.326,0.376,0.313,0.356,0.31,0.234,0.348,0.335,0.357,0.276,0.307,0.211,0.3,0.19,0.39,0.654,0.365,0.716,0.725,0.679,0.905
Alton Lister,0.784,0.252,0.964,0.451,0.609,0.284,0.277,0.284,0.279,0.0,0.0,0.217,0.307,0.378,0.534,0.476,0.134,0.227,0.516,0.571,0.865,0.29,0.845,0.84,,0.614
Bill Cartwright,0.677,0.669,0.988,1.0,0.798,0.474,0.433,0.475,0.436,0.0,0.0,0.633,0.648,0.416,0.541,0.494,0.164,0.186,0.37,0.626,0.831,0.555,0.904,0.898,,0.85
Mark Aguirre,0.584,0.457,0.976,0.915,0.9,0.8,0.856,0.785,0.82,0.381,0.434,0.715,0.747,0.429,0.423,0.425,0.4,0.364,0.076,0.801,0.652,0.851,0.772,0.787,0.452,0.832
Darwin Cook,0.754,0.397,0.988,0.573,0.849,0.462,0.531,0.455,0.514,0.19,0.217,0.31,0.307,0.164,0.223,0.201,0.54,0.882,0.14,0.73,0.562,0.464,0.717,0.729,0.452,0.879
James Donaldson,0.738,0.338,0.988,0.134,0.578,0.301,0.267,0.302,0.269,0.0,0.0,0.25,0.277,0.294,0.494,0.42,0.117,0.086,0.294,0.405,0.451,0.313,0.931,0.925,,0.786
Tom Chambers,0.385,0.285,0.952,0.963,0.862,0.541,0.592,0.542,0.591,0.0,0.046,0.588,0.619,0.49,0.402,0.435,0.232,0.359,0.166,0.718,0.879,0.598,0.754,0.756,0.0,0.826
Michael Cooper,0.892,0.344,0.988,0.037,0.694,0.277,0.268,0.273,0.258,0.119,0.12,0.17,0.165,0.184,0.256,0.229,0.38,0.523,0.146,0.393,0.549,0.275,0.855,0.87,0.51,0.897
Junior Bridgeman,0.784,0.318,0.843,0.061,0.6,0.439,0.461,0.439,0.457,0.024,0.074,0.273,0.249,0.099,0.27,0.206,0.25,0.182,0.026,0.374,0.409,0.433,0.786,0.79,0.165,0.957
Kurt Rambis,0.892,0.285,0.94,0.939,0.584,0.245,0.222,0.246,0.223,0.0,0.011,0.19,0.211,0.369,0.49,0.445,0.109,0.477,0.184,0.445,0.615,0.251,0.909,0.908,0.0,0.785
Marques Johnson,0.784,0.709,0.964,0.976,0.922,0.754,0.765,0.751,0.759,0.095,0.114,0.44,0.456,0.44,0.489,0.471,0.438,0.455,0.163,0.601,0.557,0.737,0.813,0.816,0.428,0.84
Larry Drew,0.692,0.477,0.904,0.902,0.87,0.625,0.656,0.624,0.651,0.048,0.091,0.517,0.48,0.099,0.218,0.173,0.736,0.573,0.029,0.834,0.546,0.649,0.786,0.789,0.268,0.937
Cliff Robinson,0.353,0.291,0.928,0.915,0.841,0.612,0.662,0.613,0.664,0.0,0.029,0.355,0.382,0.427,0.889,0.717,0.175,0.277,0.169,0.687,0.718,0.596,0.762,0.76,0.0,0.809
Danny Ainge,0.861,0.344,0.964,0.927,0.662,0.372,0.388,0.368,0.375,0.119,0.166,0.12,0.123,0.187,0.175,0.179,0.303,0.495,0.017,0.301,0.683,0.34,0.792,0.808,0.368,0.848
Larry Bird,0.861,0.927,0.952,0.963,0.964,0.779,0.798,0.758,0.761,0.524,0.44,0.585,0.53,0.434,0.904,0.729,0.552,0.673,0.207,0.736,0.52,0.803,0.805,0.819,0.612,0.96
Dennis Johnson,0.815,0.437,0.928,0.902,0.825,0.415,0.464,0.411,0.45,0.119,0.177,0.487,0.468,0.207,0.324,0.281,0.468,0.441,0.114,0.626,0.538,0.47,0.738,0.751,0.345,0.904
Artis Gilmore,0.815,0.728,0.988,1.0,0.904,0.58,0.478,0.581,0.478,0.0,0.034,0.612,0.629,0.672,0.915,0.824,0.152,0.182,0.56,0.779,0.72,0.636,1.0,1.0,0.0,0.846
Norm Nixon,0.892,0.258,0.952,0.963,0.876,0.556,0.605,0.557,0.602,0.0,0.074,0.208,0.213,0.137,0.192,0.172,0.683,0.473,0.012,0.727,0.464,0.512,0.759,0.762,0.0,0.85
Adrian Dantley,0.462,0.285,0.265,0.268,0.287,0.243,0.216,0.243,0.218,0.0,0.0,0.35,0.315,0.13,0.109,0.117,0.127,0.091,0.0,0.248,0.164,0.291,0.927,0.921,,0.968
Larry Nance,0.815,0.695,0.988,1.0,0.942,0.613,0.576,0.613,0.578,0.024,0.017,0.322,0.364,0.537,0.629,0.595,0.238,0.45,0.633,0.583,0.67,0.589,0.879,0.875,0.713,0.768
Rickey Green,0.462,0.437,0.94,0.951,0.9,0.484,0.507,0.483,0.504,0.048,0.074,0.308,0.294,0.139,0.215,0.187,0.841,1.0,0.012,0.681,0.406,0.479,0.788,0.789,0.33,0.911
