Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Brandon Jennings,0.62,0.379,1.0,1.0,0.916,0.729,0.839,0.6,0.685,0.777,0.919,0.448,0.418,0.185,0.303,0.288,0.55,0.684,0.091,0.589,0.444,0.681,0.616,0.679,0.703,0.883
Jason Thompson,0.439,0.269,0.97,0.712,0.651,0.369,0.332,0.418,0.412,0.0,0.005,0.253,0.316,0.626,0.474,0.564,0.119,0.283,0.183,0.274,0.58,0.315,0.788,0.786,0.0,0.658
Serge Ibaka,0.939,0.428,1.0,1.0,0.704,0.407,0.367,0.46,0.455,0.006,0.007,0.181,0.206,0.728,0.521,0.634,0.042,0.217,1.0,0.319,0.696,0.326,0.788,0.785,0.706,0.722
Roy Hibbert,0.839,0.428,0.985,0.985,0.761,0.516,0.5,0.586,0.623,0.0,0.002,0.394,0.418,0.804,0.614,0.729,0.163,0.211,0.531,0.516,0.759,0.451,0.732,0.729,0.0,0.777
Manu Ginobili,1.0,0.29,0.515,0.106,0.311,0.233,0.213,0.173,0.149,0.313,0.299,0.204,0.177,0.068,0.168,0.148,0.227,0.158,0.05,0.258,0.218,0.238,0.775,0.902,0.875,0.952
DeAndre Jordan,0.799,0.386,1.0,1.0,0.706,0.32,0.244,0.363,0.304,0.0,0.002,0.172,0.247,0.762,0.588,0.696,0.026,0.197,0.556,0.298,0.735,0.263,0.931,0.928,0.0,0.574
Mike Conley,0.819,0.441,0.939,0.924,0.854,0.46,0.512,0.416,0.491,0.361,0.377,0.316,0.276,0.083,0.229,0.199,0.608,0.895,0.046,0.504,0.518,0.426,0.638,0.659,0.799,0.941
Tony Allen,0.819,0.29,0.879,0.864,0.599,0.327,0.335,0.356,0.394,0.048,0.062,0.325,0.306,0.37,0.231,0.297,0.119,0.684,0.137,0.379,0.553,0.307,0.691,0.701,0.653,0.874
Mike Dunleavy,0.62,0.303,0.833,0.045,0.568,0.372,0.377,0.275,0.277,0.5,0.493,0.269,0.25,0.109,0.299,0.26,0.176,0.184,0.033,0.234,0.339,0.366,0.698,0.772,0.845,0.886
Andrew Bynum,0.819,0.552,0.909,0.909,0.83,0.691,0.596,0.781,0.739,0.006,0.012,0.543,0.591,0.725,0.884,0.903,0.128,0.178,0.481,0.613,0.405,0.607,0.822,0.82,0.424,0.756
DeJuan Blair,1.0,0.276,0.97,0.939,0.535,0.418,0.377,0.474,0.47,0.0,0.002,0.169,0.208,0.581,0.337,0.447,0.117,0.388,0.05,0.371,0.654,0.33,0.786,0.783,0.0,0.67
Kevin Love,0.52,0.69,0.833,0.833,0.842,0.737,0.793,0.651,0.726,0.633,0.668,0.879,0.804,0.853,0.868,0.935,0.167,0.309,0.116,0.516,0.591,0.774,0.66,0.695,0.788,0.901
Rajon Rondo,0.78,0.338,0.803,0.803,0.769,0.398,0.428,0.434,0.495,0.06,0.1,0.251,0.316,0.234,0.333,0.327,0.934,0.625,0.012,0.778,0.385,0.341,0.66,0.679,0.504,0.652
Elton Brand,0.699,0.421,0.909,0.909,0.68,0.446,0.435,0.506,0.542,0.0,0.002,0.197,0.203,0.547,0.485,0.546,0.146,0.382,0.402,0.262,0.685,0.356,0.728,0.725,0.0,0.801
Ronnie Brewer,1.0,0.269,1.0,0.652,0.642,0.295,0.333,0.302,0.351,0.114,0.164,0.13,0.175,0.272,0.272,0.294,0.206,0.474,0.087,0.238,0.249,0.246,0.629,0.666,0.583,0.612
Derrick Rose,1.0,0.414,0.591,0.591,0.54,0.47,0.52,0.437,0.488,0.325,0.41,0.45,0.418,0.098,0.179,0.167,0.462,0.23,0.116,0.48,0.202,0.461,0.641,0.695,0.661,0.887
Josh Smith,0.799,0.469,1.0,1.0,0.915,0.784,0.824,0.84,0.927,0.169,0.258,0.471,0.563,0.513,0.848,0.805,0.387,0.612,0.477,0.661,0.669,0.67,0.675,0.703,0.544,0.689
Amar'e Stoudemire,0.719,0.283,0.712,0.712,0.606,0.491,0.49,0.549,0.592,0.03,0.05,0.432,0.425,0.4,0.446,0.468,0.078,0.25,0.187,0.452,0.537,0.445,0.711,0.719,0.504,0.836
Joakim Noah,1.0,0.621,0.97,0.97,0.764,0.387,0.367,0.439,0.457,0.0,0.002,0.357,0.36,0.913,0.662,0.801,0.241,0.27,0.382,0.371,0.63,0.352,0.748,0.745,0.0,0.817
Tiago Splitter,1.0,0.317,0.894,0.03,0.44,0.33,0.257,0.374,0.321,0.0,0.0,0.29,0.316,0.351,0.364,0.39,0.098,0.138,0.195,0.351,0.521,0.297,0.91,0.905,,0.755
Kyle Lowry,0.679,0.338,0.712,0.576,0.593,0.327,0.384,0.231,0.282,0.476,0.5,0.397,0.346,0.14,0.301,0.271,0.467,0.48,0.058,0.524,0.518,0.362,0.602,0.635,0.792,0.944
Kawhi Leonard,1.0,0.379,0.97,0.591,0.603,0.309,0.302,0.279,0.276,0.247,0.258,0.158,0.154,0.392,0.381,0.417,0.105,0.559,0.1,0.177,0.342,0.274,0.726,0.785,0.797,0.845
David West,0.839,0.407,1.0,1.0,0.756,0.543,0.536,0.612,0.661,0.012,0.021,0.329,0.308,0.445,0.538,0.552,0.211,0.342,0.191,0.375,0.623,0.455,0.717,0.719,0.47,0.882
