Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Antawn Jamison,0.852,0.492,0.965,0.024,0.728,0.607,0.567,0.595,0.557,0.067,0.069,0.418,0.435,0.677,0.321,0.457,0.097,0.497,0.098,0.267,0.58,0.61,0.916,0.926,0.8,0.807
Antonio Daniels,0.606,0.317,0.835,0.386,0.463,0.233,0.247,0.183,0.18,0.175,0.199,0.295,0.272,0.067,0.133,0.125,0.414,0.269,0.02,0.201,0.213,0.287,0.805,0.88,0.724,0.908
Jason Terry,0.458,0.279,0.953,0.94,0.925,0.621,0.742,0.445,0.494,0.608,0.723,0.409,0.385,0.142,0.321,0.295,0.608,0.743,0.052,0.756,0.64,0.684,0.714,0.779,0.694,0.892
Richard Hamilton,0.886,0.443,0.918,0.94,0.849,0.659,0.724,0.646,0.7,0.075,0.117,0.565,0.506,0.227,0.225,0.245,0.431,0.617,0.055,0.693,0.74,0.692,0.779,0.798,0.53,0.936
Metta World Peace,1.0,0.437,0.859,0.855,0.831,0.582,0.69,0.496,0.555,0.312,0.416,0.612,0.649,0.291,0.319,0.338,0.378,0.91,0.163,0.667,0.647,0.671,0.721,0.774,0.62,0.791
Tayshaun Prince,0.886,0.41,0.965,0.964,0.828,0.42,0.449,0.354,0.361,0.237,0.27,0.205,0.209,0.27,0.332,0.342,0.266,0.377,0.225,0.393,0.497,0.423,0.8,0.849,0.726,0.826
Doug Christie,0.902,0.311,0.965,0.988,0.852,0.394,0.427,0.338,0.348,0.204,0.244,0.281,0.254,0.201,0.291,0.289,0.483,0.904,0.134,0.512,0.62,0.418,0.789,0.841,0.69,0.928
Steve Nash,0.852,0.481,0.918,0.94,0.8,0.494,0.525,0.369,0.375,0.433,0.442,0.437,0.371,0.172,0.194,0.204,0.955,0.401,0.026,0.69,0.463,0.568,0.805,0.853,0.81,0.988
Stephon Marbury,,0.497,0.953,0.976,0.997,0.744,0.86,0.644,0.709,0.362,0.471,0.677,0.645,0.169,0.229,0.231,1.0,0.772,0.029,0.822,0.573,0.825,0.738,0.788,0.636,0.881
Chris Bosh,0.54,0.339,0.882,0.759,0.769,0.407,0.442,0.406,0.445,0.021,0.024,0.384,0.426,0.555,0.409,0.489,0.108,0.353,0.345,0.353,0.717,0.433,0.786,0.789,0.714,0.756
Kwame Brown,0.41,0.268,0.871,0.687,0.686,0.358,0.366,0.362,0.374,0.004,0.003,0.433,0.494,0.517,0.416,0.483,0.156,0.395,0.169,0.462,0.48,0.405,0.837,0.837,1.0,0.737
Vince Carter,0.54,0.328,0.859,0.88,0.853,0.756,0.904,0.649,0.774,0.388,0.418,0.639,0.617,0.276,0.284,0.306,0.484,0.527,0.212,0.736,0.707,0.828,0.714,0.726,0.766,0.869
