Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Michael Dickerson,0.328,0.296,1.0,1.0,0.896,0.579,0.733,0.455,0.588,0.672,0.56,0.435,0.393,0.224,0.236,0.241,0.284,0.604,0.153,0.531,0.693,0.638,0.724,0.731,0.818,0.874
Derrick Coleman,0.732,0.349,0.902,0.78,0.678,0.467,0.565,0.413,0.504,0.288,0.271,0.479,0.458,0.356,0.596,0.546,0.239,0.177,0.442,0.556,0.598,0.529,0.757,0.776,0.724,0.826
Mitch Richmond,0.433,0.28,0.902,0.841,0.692,0.468,0.605,0.37,0.486,0.525,0.463,0.482,0.413,0.106,0.206,0.184,0.253,0.573,0.044,0.495,0.586,0.548,0.708,0.722,0.772,0.922
Antoine Walker,0.523,0.269,1.0,1.0,0.867,0.678,0.869,0.601,0.734,0.412,0.548,0.503,0.54,0.572,0.531,0.564,0.417,0.609,0.109,0.833,0.807,0.717,0.714,0.776,0.512,0.736
Bob Sura,0.477,0.263,0.89,0.549,0.64,0.372,0.47,0.245,0.29,0.689,0.638,0.283,0.305,0.144,0.279,0.249,0.388,0.474,0.065,0.476,0.617,0.43,0.726,0.797,0.734,0.734
David Wesley,0.732,0.328,1.0,1.0,0.797,0.426,0.551,0.334,0.425,0.497,0.477,0.346,0.334,0.112,0.218,0.194,0.633,0.568,0.037,0.511,0.571,0.476,0.708,0.743,0.71,0.819
Horace Grant,0.672,0.28,0.927,0.927,0.776,0.278,0.346,0.278,0.358,0.0,0.008,0.129,0.135,0.48,0.497,0.511,0.257,0.286,0.204,0.196,0.589,0.261,0.738,0.736,0.0,0.759
Antonio McDyess,0.523,0.333,0.988,0.988,0.779,0.642,0.699,0.642,0.727,0.0,0.004,0.523,0.626,0.672,0.529,0.592,0.217,0.359,0.473,0.74,0.969,0.662,0.842,0.837,0.0,0.659
Doug Christie,0.672,0.274,0.89,0.89,0.654,0.325,0.441,0.222,0.294,0.559,0.529,0.294,0.262,0.181,0.26,0.246,0.439,0.531,0.146,0.463,0.512,0.385,0.676,0.715,0.72,0.887
Stephon Marbury,0.463,0.398,0.902,0.902,0.832,0.595,0.76,0.526,0.651,0.373,0.448,0.706,0.65,0.175,0.21,0.207,0.85,0.583,0.051,0.868,0.598,0.7,0.718,0.764,0.566,0.856
