Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Curtis Perry,0.533,0.427,0.94,,0.76,0.399,0.414,0.399,0.414,,,0.282,0.322,0.763,0.635,0.691,0.286,0.474,0.302,,0.816,0.374,0.79,0.788,,0.795
Dave Cowens,1.0,0.534,0.774,,0.744,0.52,0.541,0.52,0.541,,,0.293,0.307,0.503,0.781,0.704,0.455,0.382,0.283,,0.688,0.469,0.786,0.785,,0.866
Don Nelson,1.0,0.489,0.94,,0.58,0.386,0.354,0.386,0.354,,,0.403,0.399,0.279,0.366,0.345,0.278,0.14,0.058,,0.677,0.392,0.892,0.891,,0.915
Cornell Warner,0.633,0.264,0.94,,0.712,0.226,0.244,0.226,0.244,,,0.163,0.195,0.523,0.615,0.597,0.195,0.215,0.209,,0.756,0.213,0.758,0.757,,0.757
Jerry Sloan,0.783,0.393,0.929,,0.728,0.347,0.39,0.347,0.39,,,0.296,0.324,0.389,0.387,0.395,0.248,0.75,0.066,,0.751,0.337,0.727,0.726,,0.827
Bob Lanier,0.667,0.697,0.905,,0.844,0.668,0.646,0.668,0.646,,,0.554,0.565,0.495,0.738,0.672,0.538,0.329,0.667,,0.671,0.644,0.844,0.843,,0.887
Caldwell Jones,,0.455,0.905,,0.849,0.553,0.559,0.551,0.554,0.048,0.063,0.405,0.421,0.684,0.817,0.789,0.249,0.263,0.953,0.455,0.762,0.522,0.81,0.812,0.546,0.872
Elvin Hayes,1.0,0.702,0.976,,0.979,0.675,0.752,0.675,0.752,,,0.627,0.671,0.486,0.838,0.738,0.317,0.693,0.725,,0.674,0.667,0.733,0.732,,0.847
James Silas,,0.551,0.976,,0.877,0.528,0.512,0.528,0.512,0.0,0.011,0.66,0.611,0.16,0.254,0.228,0.612,0.487,0.066,0.545,0.657,0.56,0.843,0.843,0.0,0.979
Billy Cunningham,0.567,0.343,0.952,,0.808,0.556,0.642,0.556,0.642,,,0.529,0.558,0.286,0.638,0.533,0.68,0.399,0.136,,0.765,0.552,0.709,0.707,,0.86
Tiny Archibald,0.734,0.629,0.976,,0.917,0.693,0.751,0.693,0.751,,,1.0,0.94,0.105,0.186,0.163,0.857,0.522,0.027,,0.53,0.767,0.755,0.754,,0.965
Kevin Porter,1.0,0.365,0.964,,0.732,0.371,0.373,0.371,0.373,,,0.201,0.234,0.121,0.104,0.112,1.0,0.667,0.043,,0.907,0.333,0.813,0.812,,0.779
Louie Dampier,,0.567,0.988,,0.814,0.546,0.539,0.511,0.496,0.613,0.549,0.247,0.25,0.092,0.181,0.155,0.691,0.404,0.205,0.346,0.397,0.493,0.828,0.843,0.792,0.895
