Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Bimbo Coles,0.581,0.331,0.988,0.451,0.672,0.321,0.342,0.303,0.31,0.251,0.313,0.286,0.263,0.158,0.137,0.147,0.378,0.362,0.032,0.352,0.609,0.336,0.806,0.872,0.614,0.849
Derrick Coleman,0.693,0.552,0.927,0.89,0.83,0.569,0.612,0.594,0.636,0.138,0.226,0.68,0.623,0.673,0.767,0.753,0.28,0.416,0.368,0.792,0.642,0.619,0.799,0.832,0.464,0.852
Chris Mullin,0.549,0.285,0.561,0.561,0.572,0.478,0.464,0.454,0.45,0.359,0.304,0.296,0.27,0.114,0.241,0.205,0.168,0.308,0.12,0.453,0.232,0.469,0.885,0.899,0.902,0.854
Antoine Carr,0.791,0.32,0.866,0.561,0.586,0.382,0.352,0.416,0.395,0.0,0.011,0.281,0.268,0.292,0.356,0.343,0.098,0.158,0.254,0.313,0.807,0.367,0.934,0.938,0.0,0.82
Tyrone Corbin,0.758,0.39,1.0,0.707,0.769,0.388,0.382,0.423,0.429,0.0,0.011,0.291,0.261,0.529,0.412,0.458,0.175,0.489,0.094,0.352,0.771,0.374,0.873,0.877,0.0,0.871
Charles Oakley,0.968,0.424,1.0,1.0,0.671,0.221,0.215,0.24,0.243,0.0,0.002,0.205,0.211,0.785,0.532,0.625,0.128,0.385,0.044,0.404,0.884,0.222,0.882,0.882,0.0,0.762
Horace Grant,0.919,0.529,0.939,0.939,0.826,0.424,0.414,0.461,0.465,0.006,0.011,0.281,0.336,0.929,0.492,0.644,0.204,0.403,0.281,0.358,0.667,0.4,0.882,0.884,0.4,0.653
Charles Smith,0.968,0.384,0.988,0.829,0.654,0.361,0.381,0.393,0.43,0.0,0.005,0.464,0.439,0.463,0.332,0.382,0.144,0.217,0.281,0.505,0.777,0.395,0.814,0.815,0.0,0.825
Kenny Smith,0.888,0.477,1.0,1.0,0.729,0.39,0.371,0.319,0.296,0.575,0.5,0.315,0.266,0.076,0.167,0.141,0.452,0.362,0.02,0.531,0.336,0.419,0.903,0.96,0.876,0.926
Danny Manning,0.661,0.459,0.963,0.939,0.831,0.708,0.688,0.762,0.761,0.048,0.068,0.627,0.579,0.54,0.408,0.459,0.21,0.489,0.295,0.749,0.988,0.708,0.884,0.891,0.534,0.846
Derrick McKey,0.888,0.384,0.939,0.829,0.734,0.39,0.389,0.381,0.377,0.24,0.256,0.355,0.355,0.33,0.261,0.289,0.2,0.475,0.17,0.495,0.636,0.407,0.861,0.899,0.714,0.782
LaPhonso Ellis,0.581,0.465,1.0,1.0,0.827,0.487,0.478,0.528,0.533,0.012,0.03,0.383,0.379,0.747,0.596,0.657,0.153,0.326,0.325,0.498,0.896,0.474,0.875,0.882,0.308,0.789
Christian Laettner,0.307,0.291,0.988,0.988,0.85,0.507,0.53,0.548,0.576,0.024,0.091,0.746,0.661,0.466,0.681,0.625,0.226,0.475,0.243,0.896,0.887,0.579,0.823,0.847,0.2,0.881
Otis Thorpe,0.888,0.349,0.878,0.841,0.709,0.388,0.344,0.423,0.388,0.0,0.005,0.247,0.306,0.597,0.469,0.52,0.183,0.195,0.056,0.492,0.716,0.363,0.969,0.971,0.0,0.631
Anthony Mason,0.968,0.43,0.988,0.0,0.747,0.319,0.314,0.347,0.355,0.0,0.0,0.321,0.349,0.629,0.518,0.565,0.172,0.195,0.056,0.446,0.734,0.327,0.872,0.87,,0.719
A.C. Green,0.63,0.5,1.0,0.671,0.848,0.382,0.352,0.398,0.372,0.096,0.105,0.447,0.449,0.782,0.537,0.628,0.118,0.398,0.114,0.378,0.456,0.414,0.932,0.953,0.696,0.78
Karl Malone,0.758,0.895,1.0,1.0,0.933,0.803,0.72,0.87,0.803,0.024,0.046,1.0,1.0,0.619,0.877,0.812,0.312,0.561,0.249,0.782,0.798,0.872,0.958,0.965,0.4,0.781
Vlade Divac,0.63,0.326,1.0,0.841,0.76,0.4,0.409,0.413,0.42,0.126,0.171,0.38,0.408,0.599,0.645,0.644,0.235,0.579,0.409,0.697,0.951,0.413,0.842,0.875,0.56,0.727
Wayman Tisdale,0.403,0.262,0.927,0.915,0.687,0.548,0.533,0.597,0.601,0.0,0.005,0.283,0.276,0.346,0.473,0.442,0.109,0.235,0.137,0.381,0.847,0.497,0.884,0.884,0.0,0.8
