Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Blake Griffin,0.848,0.549,0.976,0.976,0.82,0.754,0.672,0.864,0.801,0.018,0.047,0.414,0.538,0.6,0.686,0.692,0.441,0.557,0.207,0.627,0.767,0.632,0.837,0.852,0.179,0.729
Jarrett Jack,0.712,0.29,0.963,0.049,0.742,0.506,0.537,0.461,0.502,0.301,0.338,0.246,0.25,0.068,0.32,0.254,0.647,0.345,0.045,0.532,0.445,0.449,0.703,0.725,0.404,0.931
Anthony Davis,0.409,0.316,0.78,0.732,0.583,0.456,0.424,0.527,0.514,0.0,0.01,0.249,0.284,0.532,0.514,0.546,0.093,0.431,0.463,0.302,0.525,0.38,0.802,0.81,0.0,0.83
George Hill,0.752,0.503,0.927,0.927,0.827,0.505,0.546,0.387,0.397,0.478,0.588,0.256,0.269,0.152,0.341,0.297,0.524,0.466,0.107,0.393,0.445,0.472,0.689,0.768,0.368,0.903
Paul Millsap,0.651,0.394,0.951,0.951,0.75,0.561,0.549,0.628,0.641,0.048,0.065,0.389,0.449,0.571,0.543,0.579,0.296,0.586,0.331,0.468,0.771,0.498,0.762,0.774,0.333,0.82
Deron Williams,0.743,0.565,0.951,0.951,0.897,0.647,0.705,0.492,0.519,0.621,0.745,0.467,0.466,0.094,0.293,0.243,0.891,0.431,0.124,0.739,0.645,0.647,0.684,0.75,0.378,0.949
Thabo Sefolosha,0.909,0.352,0.988,0.988,0.704,0.293,0.292,0.175,0.16,0.397,0.43,0.084,0.087,0.187,0.373,0.332,0.184,0.592,0.182,0.217,0.588,0.269,0.748,0.868,0.419,0.913
JaVale McGee,0.863,0.254,0.963,0.0,0.452,0.396,0.33,0.456,0.403,0.004,0.002,0.162,0.235,0.51,0.321,0.399,0.035,0.172,0.649,0.305,0.611,0.314,0.894,0.893,1.0,0.653
Greg Monroe,0.44,0.306,0.988,0.988,0.848,0.672,0.663,0.776,0.808,0.0,0.007,0.398,0.495,0.761,0.78,0.813,0.414,0.603,0.227,0.793,0.631,0.569,0.756,0.759,0.0,0.761
David Lee,0.712,0.472,0.963,0.963,0.918,0.787,0.727,0.909,0.887,0.0,0.007,0.376,0.404,0.703,0.963,0.927,0.412,0.385,0.091,0.702,0.817,0.64,0.807,0.81,0.0,0.881
Tyson Chandler,0.819,0.482,0.805,0.805,0.683,0.333,0.251,0.385,0.307,0.0,0.0,0.264,0.326,0.868,0.625,0.735,0.091,0.241,0.31,0.295,0.625,0.302,0.992,0.992,,0.767
Carl Landry,0.712,0.321,0.988,0.024,0.592,0.425,0.377,0.489,0.459,0.004,0.005,0.328,0.345,0.581,0.437,0.505,0.096,0.201,0.128,0.39,0.631,0.383,0.84,0.841,0.333,0.903
