Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Andrei Kirilenko,0.722,0.41,0.988,0.482,0.632,0.373,0.375,0.341,0.357,0.109,0.155,0.509,0.517,0.376,0.327,0.386,0.107,0.663,0.572,0.378,0.457,0.41,0.772,0.83,0.25,0.825
Steve Nash,0.934,0.556,0.988,0.988,0.833,0.687,0.644,0.484,0.499,0.681,0.532,0.464,0.409,0.126,0.264,0.244,0.719,0.303,0.014,0.801,0.481,0.684,0.828,0.842,0.455,0.953
Matt Harpring,0.704,0.343,0.976,0.976,0.746,0.505,0.496,0.478,0.515,0.092,0.107,0.295,0.31,0.513,0.478,0.55,0.121,0.4,0.018,0.444,0.589,0.447,0.791,0.808,0.304,0.798
Antoine Walker,0.804,0.376,0.976,0.976,1.0,0.872,1.0,0.582,0.699,0.969,1.0,0.429,0.452,0.379,0.729,0.685,0.461,0.697,0.137,0.878,0.695,0.837,0.676,0.723,0.344,0.796
Antonio Daniels,0.95,0.331,0.988,0.157,0.639,0.352,0.362,0.278,0.278,0.249,0.304,0.282,0.293,0.058,0.198,0.169,0.259,0.274,0.043,0.245,0.305,0.351,0.755,0.867,0.291,0.808
Pat Garrity,0.722,0.287,0.964,0.518,0.706,0.428,0.454,0.207,0.248,0.738,0.614,0.109,0.102,0.194,0.337,0.324,0.112,0.349,0.101,0.238,0.674,0.412,0.731,0.724,0.427,0.898
Horace Grant,0.722,0.315,0.916,0.916,0.649,0.346,0.305,0.346,0.345,0.0,0.0,0.143,0.155,0.402,0.416,0.462,0.118,0.326,0.176,0.178,0.346,0.284,0.88,0.872,,0.774
Todd MacCulloch,0.852,0.315,0.747,0.735,0.441,0.323,0.275,0.324,0.311,0.0,0.0,0.196,0.229,0.396,0.286,0.363,0.088,0.137,0.32,0.231,0.531,0.282,0.911,0.903,,0.721
Keith Van Horn,0.852,0.354,0.976,0.976,0.724,0.616,0.645,0.485,0.533,0.441,0.454,0.279,0.272,0.346,0.61,0.584,0.186,0.36,0.151,0.51,0.648,0.559,0.743,0.791,0.345,0.859
Quentin Richardson,0.64,0.315,0.976,0.0,0.632,0.524,0.548,0.35,0.386,0.581,0.541,0.255,0.261,0.285,0.286,0.321,0.145,0.446,0.076,0.357,0.416,0.502,0.741,0.787,0.381,0.822
Derrick Coleman,0.704,0.331,0.699,0.699,0.611,0.433,0.435,0.397,0.436,0.122,0.129,0.33,0.317,0.422,0.442,0.488,0.111,0.24,0.183,0.416,0.463,0.408,0.772,0.791,0.337,0.875
Stephon Marbury,0.59,0.399,0.988,0.964,0.936,0.818,0.837,0.726,0.78,0.31,0.384,0.63,0.63,0.189,0.247,0.255,0.755,0.44,0.047,0.993,0.545,0.781,0.758,0.81,0.286,0.839
Vince Carter,0.688,0.393,0.723,0.723,0.7,0.732,0.774,0.574,0.665,0.528,0.485,0.438,0.428,0.348,0.226,0.3,0.271,0.537,0.155,0.538,0.56,0.692,0.734,0.75,0.387,0.857
Kerry Kittles,0.852,0.433,0.988,0.988,0.764,0.573,0.557,0.446,0.467,0.428,0.375,0.229,0.24,0.172,0.267,0.264,0.245,0.743,0.112,0.381,0.317,0.514,0.799,0.828,0.405,0.799
Anthony Mason,0.672,0.36,0.988,0.988,0.923,0.414,0.371,0.413,0.418,0.004,0.002,0.275,0.308,0.313,0.674,0.62,0.392,0.326,0.079,0.455,0.548,0.367,0.866,0.857,1.0,0.749
Brad Miller,,0.466,0.916,0.904,0.664,0.479,0.434,0.476,0.486,0.013,0.011,0.53,0.534,0.636,0.477,0.596,0.172,0.434,0.147,0.402,0.716,0.481,0.856,0.85,0.429,0.832
Chauncey Billups,0.82,0.427,0.988,0.651,0.691,0.455,0.487,0.294,0.34,0.541,0.488,0.37,0.326,0.088,0.247,0.217,0.51,0.377,0.061,0.483,0.496,0.479,0.726,0.75,0.394,0.951
Karl Malone,0.722,0.551,0.964,0.964,0.893,0.831,0.828,0.82,0.92,0.039,0.039,0.909,0.891,0.359,0.703,0.658,0.387,0.869,0.212,0.92,0.672,0.834,0.779,0.776,0.36,0.856
Vlade Divac,1.0,0.41,0.964,0.964,0.711,0.442,0.424,0.439,0.471,0.013,0.02,0.373,0.474,0.518,0.602,0.644,0.337,0.451,0.338,0.552,0.672,0.414,0.81,0.811,0.231,0.661
Bonzi Wells,0.804,0.337,0.892,0.831,0.689,0.637,0.615,0.552,0.58,0.288,0.267,0.384,0.404,0.306,0.417,0.426,0.231,0.646,0.09,0.668,0.61,0.585,0.804,0.827,0.384,0.796
Ray Allen,0.672,0.5,0.831,0.807,0.741,0.694,0.68,0.394,0.415,1.0,0.819,0.382,0.342,0.205,0.298,0.299,0.307,0.503,0.065,0.556,0.46,0.701,0.792,0.825,0.434,0.938
Jason Kidd,0.852,0.5,0.988,0.988,0.897,0.582,0.674,0.43,0.518,0.511,0.564,0.359,0.344,0.328,0.601,0.571,0.916,1.0,0.072,1.0,0.399,0.563,0.671,0.721,0.321,0.874
Kurt Thomas,0.492,0.365,0.988,0.988,0.814,0.606,0.555,0.606,0.624,0.004,0.009,0.386,0.37,0.54,0.689,0.717,0.099,0.406,0.284,0.535,1.0,0.533,0.847,0.844,0.167,0.875
Tim Duncan,0.95,1.0,0.988,0.988,0.977,1.0,0.89,1.0,1.0,0.004,0.016,1.0,0.978,0.677,1.0,1.0,0.348,0.349,0.73,0.92,0.636,0.974,0.871,0.869,0.1,0.858
Elden Campbell,0.722,0.427,0.928,0.892,0.633,0.503,0.47,0.503,0.53,0.0,0.003,0.546,0.536,0.336,0.513,0.509,0.116,0.343,0.493,0.483,0.774,0.501,0.83,0.825,0.0,0.856
Chris Whitney,0.606,0.365,0.988,0.976,0.637,0.359,0.388,0.187,0.223,0.572,0.501,0.275,0.244,0.028,0.182,0.146,0.356,0.411,0.022,0.297,0.534,0.389,0.717,0.73,0.406,0.945
Cuttino Mobley,0.458,0.32,0.892,0.892,0.915,0.779,0.804,0.585,0.657,0.651,0.584,0.477,0.438,0.159,0.306,0.288,0.212,0.623,0.133,0.629,0.554,0.749,0.751,0.774,0.395,0.913
Dirk Nowitzki,0.934,0.753,0.916,0.916,0.849,0.785,0.745,0.604,0.608,0.607,0.543,0.786,0.72,0.303,0.82,0.725,0.211,0.474,0.277,0.507,0.651,0.83,0.818,0.864,0.397,0.916
Kevin Garnett,0.82,0.719,0.976,0.976,0.932,0.863,0.829,0.815,0.86,0.162,0.18,0.641,0.625,0.614,0.953,0.941,0.478,0.549,0.453,0.801,0.54,0.799,0.806,0.823,0.319,0.86
Jon Barry,0.82,0.421,0.988,0.072,0.583,0.334,0.309,0.176,0.177,0.528,0.4,0.193,0.162,0.106,0.248,0.225,0.311,0.537,0.072,0.388,0.393,0.345,0.839,0.864,0.469,1.0
Gary Payton,0.738,0.708,0.988,0.988,0.969,0.965,0.934,0.869,0.898,0.323,0.366,0.477,0.467,0.202,0.408,0.38,0.836,0.749,0.094,0.731,0.525,0.847,0.801,0.84,0.314,0.856
Joe Smith,0.82,0.343,0.867,0.759,0.564,0.389,0.344,0.387,0.387,0.009,0.005,0.305,0.287,0.384,0.389,0.435,0.093,0.223,0.212,0.301,0.733,0.358,0.877,0.867,0.667,0.892
Kelvin Cato,0.458,0.298,0.904,0.88,0.563,0.249,0.193,0.249,0.218,0.0,0.002,0.202,0.271,0.444,0.451,0.504,0.033,0.229,0.342,0.185,0.61,0.23,1.0,0.995,0.0,0.625
Rodney Rogers,,0.303,0.928,0.096,0.552,0.466,0.448,0.351,0.349,0.384,0.364,0.209,0.208,0.326,0.283,0.334,0.127,0.377,0.104,0.378,0.663,0.428,0.808,0.874,0.374,0.843
John Stockton,0.722,0.601,0.988,0.988,0.753,0.525,0.459,0.493,0.467,0.109,0.121,0.491,0.448,0.149,0.264,0.252,0.764,0.869,0.086,0.727,0.613,0.514,0.887,0.917,0.321,0.921
Pau Gasol,0.376,0.427,0.988,0.952,0.883,0.721,0.63,0.721,0.709,0.004,0.008,0.604,0.665,0.601,0.636,0.701,0.253,0.234,0.608,0.783,0.572,0.672,0.889,0.883,0.2,0.762
Dale Davis,0.804,0.478,0.94,0.928,0.718,0.387,0.343,0.388,0.388,0.0,0.0,0.268,0.296,0.662,0.55,0.66,0.109,0.354,0.299,0.217,0.566,0.346,0.875,0.867,,0.76
Keon Clark,0.688,0.298,0.976,0.373,0.642,0.497,0.459,0.498,0.515,0.0,0.008,0.277,0.321,0.46,0.544,0.579,0.1,0.331,0.439,0.49,0.757,0.427,0.84,0.84,0.0,0.724
Tony Battie,0.804,0.348,0.892,0.88,0.534,0.276,0.231,0.277,0.26,0.0,0.003,0.157,0.181,0.465,0.384,0.462,0.04,0.343,0.241,0.178,0.642,0.238,0.928,0.925,0.0,0.727
Elton Brand,0.64,0.764,0.964,0.964,0.887,0.696,0.598,0.697,0.676,0.0,0.0,0.695,0.731,1.0,0.683,0.888,0.217,0.457,0.586,0.605,0.745,0.678,0.904,0.896,,0.797
Allen Iverson,0.704,0.388,0.723,0.711,0.77,0.87,0.988,0.769,0.938,0.341,0.416,0.848,0.816,0.111,0.291,0.258,0.375,0.96,0.047,0.829,0.299,0.878,0.683,0.713,0.291,0.872
Wally Szczerbiak,0.82,0.489,0.988,0.988,0.915,0.797,0.71,0.684,0.675,0.38,0.296,0.404,0.379,0.303,0.35,0.375,0.291,0.377,0.076,0.633,0.551,0.714,0.871,0.879,0.455,0.893
Eric Snow,0.704,0.309,0.735,0.735,0.653,0.361,0.369,0.358,0.4,0.013,0.042,0.327,0.317,0.083,0.235,0.206,0.454,0.543,0.032,0.483,0.49,0.344,0.758,0.777,0.111,0.866
Morris Peterson,0.688,0.275,0.759,0.675,0.584,0.44,0.455,0.33,0.359,0.367,0.358,0.227,0.236,0.23,0.171,0.214,0.173,0.417,0.04,0.301,0.51,0.412,0.751,0.798,0.364,0.807
Reggie Miller,0.688,0.534,0.952,0.952,0.848,0.542,0.541,0.307,0.315,0.786,0.687,0.529,0.453,0.058,0.253,0.21,0.287,0.503,0.036,0.42,0.419,0.608,0.777,0.847,0.406,0.979
Samaki Walker,0.95,0.298,0.831,0.759,0.486,0.245,0.216,0.245,0.244,0.0,0.0,0.154,0.18,0.326,0.455,0.462,0.073,0.16,0.317,0.185,0.499,0.215,0.878,0.871,,0.716
Eddie Jones,0.59,0.59,0.976,0.976,0.927,0.677,0.709,0.482,0.546,0.651,0.592,0.53,0.495,0.154,0.41,0.363,0.297,0.669,0.277,0.517,0.757,0.69,0.741,0.767,0.39,0.899
Aaron Williams,0.852,0.281,0.988,0.157,0.454,0.302,0.26,0.303,0.293,0.0,0.003,0.232,0.259,0.29,0.289,0.325,0.087,0.166,0.273,0.276,0.622,0.276,0.902,0.9,0.0,0.751
Andre Miller,0.476,0.579,0.976,0.976,0.888,0.62,0.619,0.592,0.641,0.096,0.135,0.652,0.623,0.273,0.35,0.364,1.0,0.72,0.122,0.857,0.669,0.623,0.779,0.803,0.253,0.878
Wesley Person,0.476,0.388,0.94,0.94,0.82,0.611,0.559,0.425,0.416,0.624,0.499,0.177,0.173,0.126,0.315,0.282,0.196,0.44,0.133,0.259,0.273,0.549,0.849,0.886,0.444,0.857
Jalen Rose,,0.32,1.0,1.0,0.926,0.868,0.863,0.752,0.811,0.389,0.381,0.502,0.467,0.109,0.426,0.358,0.402,0.446,0.162,0.703,0.736,0.791,0.78,0.806,0.362,0.901
Darrell Armstrong,0.722,0.427,0.988,0.952,0.802,0.454,0.49,0.273,0.288,0.607,0.617,0.325,0.286,0.21,0.305,0.306,0.514,0.897,0.036,0.612,0.487,0.473,0.719,0.823,0.349,0.954
Damon Stoudamire,0.804,0.371,0.904,0.855,0.821,0.483,0.544,0.347,0.417,0.454,0.457,0.311,0.273,0.197,0.276,0.28,0.556,0.383,0.025,0.521,0.449,0.474,0.69,0.723,0.353,0.954
Steve Smith,0.95,0.36,0.928,0.916,0.649,0.406,0.404,0.254,0.292,0.507,0.381,0.284,0.252,0.114,0.191,0.185,0.171,0.309,0.054,0.378,0.463,0.417,0.78,0.757,0.472,0.943
Kenyon Martin,0.852,0.275,0.88,0.88,0.735,0.582,0.57,0.564,0.599,0.066,0.104,0.323,0.372,0.285,0.355,0.372,0.218,0.514,0.435,0.601,0.765,0.507,0.794,0.816,0.224,0.728
Hedo Turkoglu,1.0,0.292,0.964,0.12,0.578,0.38,0.407,0.298,0.345,0.275,0.265,0.298,0.321,0.159,0.388,0.348,0.185,0.326,0.112,0.283,0.54,0.378,0.724,0.748,0.368,0.78
Chris Webber,1.0,0.483,0.651,0.651,0.608,0.696,0.636,0.691,0.707,0.022,0.029,0.452,0.471,0.379,0.512,0.524,0.293,0.514,0.273,0.552,0.531,0.617,0.849,0.849,0.263,0.805
Baron Davis,0.722,0.461,0.988,0.988,0.974,0.732,0.794,0.51,0.578,0.742,0.741,0.35,0.471,0.235,0.331,0.335,0.791,0.983,0.169,0.86,0.707,0.692,0.715,0.767,0.356,0.623
Jermaine O'Neal,0.688,0.36,0.867,0.867,0.795,0.711,0.671,0.71,0.749,0.004,0.022,0.507,0.576,0.475,0.735,0.726,0.134,0.257,0.597,0.608,0.789,0.639,0.822,0.823,0.071,0.739
Rashard Lewis,0.738,0.483,0.855,0.843,0.759,0.596,0.575,0.435,0.439,0.537,0.49,0.289,0.279,0.351,0.464,0.478,0.139,0.594,0.144,0.339,0.51,0.557,0.803,0.861,0.389,0.87
Sam Cassell,0.672,0.483,0.892,0.88,0.765,0.725,0.709,0.633,0.665,0.31,0.316,0.504,0.457,0.136,0.333,0.299,0.559,0.514,0.043,0.619,0.61,0.681,0.794,0.827,0.348,0.924
Antawn Jamison,0.344,0.36,0.988,0.988,0.89,0.804,0.814,0.716,0.78,0.297,0.326,0.577,0.614,0.533,0.446,0.534,0.183,0.4,0.162,0.563,0.548,0.755,0.767,0.798,0.324,0.788
Chucky Atkins,0.82,0.287,0.952,0.747,0.671,0.482,0.468,0.301,0.304,0.603,0.521,0.148,0.167,0.078,0.164,0.152,0.298,0.411,0.04,0.448,0.519,0.446,0.799,0.862,0.411,0.743
Ben Wallace,0.82,0.652,0.964,0.964,0.858,0.334,0.284,0.334,0.319,0.0,0.005,0.177,0.326,0.803,0.932,0.997,0.13,0.789,1.0,0.245,0.522,0.284,0.911,0.91,0.0,0.454
Derek Fisher,0.95,0.309,0.843,0.422,0.58,0.359,0.394,0.17,0.212,0.629,0.541,0.168,0.155,0.038,0.169,0.14,0.205,0.377,0.032,0.217,0.355,0.367,0.705,0.697,0.413,0.91
Doug Christie,1.0,0.483,0.976,0.976,0.821,0.442,0.435,0.325,0.321,0.393,0.397,0.368,0.338,0.187,0.388,0.359,0.385,0.914,0.09,0.573,0.613,0.453,0.789,0.881,0.352,0.914
Jamaal Magloire,0.722,0.32,0.988,0.096,0.455,0.298,0.245,0.299,0.276,0.0,0.002,0.434,0.464,0.386,0.398,0.442,0.035,0.154,0.309,0.413,0.589,0.326,0.945,0.939,0.0,0.784
Michael Finley,0.934,0.354,0.831,0.831,0.809,0.745,0.727,0.646,0.672,0.332,0.347,0.375,0.35,0.227,0.349,0.345,0.261,0.371,0.09,0.409,0.422,0.664,0.794,0.835,0.339,0.899
Paul Pierce,0.804,0.725,0.988,0.988,0.969,0.925,0.946,0.651,0.722,0.917,0.806,0.929,0.897,0.205,0.627,0.543,0.296,0.88,0.309,0.843,0.695,1.0,0.758,0.784,0.404,0.869
Rasheed Wallace,0.804,0.545,0.952,0.952,0.87,0.789,0.762,0.641,0.649,0.498,0.491,0.359,0.382,0.343,0.658,0.619,0.172,0.577,0.363,0.458,0.622,0.709,0.804,0.857,0.36,0.788
Tracy McGrady,0.722,0.646,0.916,0.916,0.855,0.936,0.939,0.802,0.872,0.45,0.439,0.741,0.774,0.379,0.578,0.573,0.454,0.68,0.263,0.661,0.408,0.909,0.774,0.799,0.364,0.803
Raef LaFrentz,,0.36,0.94,0.916,0.721,0.551,0.545,0.415,0.436,0.454,0.416,0.188,0.211,0.444,0.521,0.556,0.101,0.314,0.766,0.329,0.824,0.49,0.786,0.827,0.388,0.747
Mike Bibby,1.0,0.354,0.964,0.964,0.781,0.584,0.583,0.518,0.567,0.223,0.214,0.277,0.269,0.093,0.239,0.213,0.457,0.497,0.054,0.469,0.39,0.512,0.777,0.793,0.37,0.863
Robert Horry,0.95,0.388,0.976,0.277,0.628,0.24,0.272,0.14,0.172,0.332,0.315,0.193,0.192,0.328,0.451,0.46,0.263,0.44,0.32,0.308,0.61,0.257,0.683,0.707,0.374,0.841
Alonzo Mourning,0.59,0.416,0.904,0.892,0.721,0.585,0.513,0.585,0.578,0.004,0.005,0.505,0.601,0.46,0.581,0.607,0.099,0.154,0.669,0.636,0.757,0.549,0.885,0.879,0.333,0.706
Dikembe Mutombo,0.704,0.539,0.964,0.964,0.853,0.42,0.38,0.421,0.429,0.0,0.0,0.496,0.508,0.641,0.787,0.828,0.094,0.166,0.683,0.545,0.71,0.429,0.859,0.852,,0.821
Bobby Jackson,1.0,0.303,0.976,0.036,0.514,0.437,0.446,0.334,0.358,0.345,0.34,0.266,0.257,0.207,0.218,0.241,0.186,0.417,0.04,0.325,0.425,0.418,0.76,0.811,0.361,0.87
Antonio Davis,0.688,0.365,0.928,0.928,0.874,0.537,0.57,0.537,0.644,0.0,0.002,0.523,0.499,0.641,0.628,0.71,0.176,0.309,0.299,0.556,0.66,0.519,0.731,0.724,0.0,0.879
Jerome Williams,0.688,0.281,0.819,0.386,0.482,0.249,0.23,0.249,0.26,0.0,0.0,0.246,0.285,0.417,0.286,0.37,0.085,0.446,0.09,0.238,0.449,0.242,0.84,0.833,,0.726
Shareef Abdur-Rahim,0.54,0.404,0.928,0.928,0.875,0.783,0.768,0.756,0.821,0.092,0.109,0.748,0.729,0.5,0.643,0.668,0.271,0.56,0.291,0.874,0.628,0.763,0.791,0.799,0.3,0.86
Jason Terry,0.54,0.483,0.94,0.94,0.871,0.686,0.722,0.461,0.519,0.751,0.688,0.507,0.474,0.101,0.297,0.259,0.503,0.823,0.047,0.633,0.457,0.701,0.738,0.772,0.387,0.897
Lucious Harris,0.852,0.287,0.892,0.0,0.456,0.326,0.318,0.269,0.28,0.192,0.183,0.237,0.22,0.124,0.204,0.199,0.132,0.303,0.022,0.213,0.29,0.315,0.796,0.832,0.373,0.904
Kenny Anderson,0.804,0.292,0.916,0.916,0.713,0.408,0.424,0.397,0.457,0.039,0.051,0.175,0.184,0.144,0.282,0.264,0.457,0.806,0.036,0.416,0.616,0.341,0.748,0.755,0.273,0.797
Derek Anderson,0.804,0.298,0.843,0.325,0.546,0.323,0.362,0.212,0.257,0.371,0.353,0.318,0.29,0.119,0.183,0.181,0.245,0.389,0.029,0.304,0.331,0.353,0.693,0.718,0.373,0.919
Ruben Patterson,0.804,0.315,0.904,0.157,0.518,0.418,0.366,0.406,0.39,0.039,0.056,0.343,0.382,0.391,0.185,0.286,0.121,0.451,0.133,0.399,0.411,0.391,0.883,0.905,0.25,0.753
