Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Curtis Perry,1.0,0.288,0.964,,0.662,0.343,0.407,0.343,0.407,,,0.154,0.187,0.506,0.416,0.457,0.303,0.416,0.247,,0.867,0.317,0.808,0.807,,0.647
Randy Denton,,0.299,0.94,,0.616,0.472,0.504,0.472,0.502,0.0,0.019,0.307,0.276,0.533,0.471,0.505,0.252,0.22,0.089,0.417,0.648,0.457,0.899,0.899,0.0,0.881
Dave Cowens,0.949,0.505,0.952,,0.931,0.68,0.824,0.68,0.824,,,0.449,0.383,0.552,0.895,0.817,0.587,0.38,0.257,,0.847,0.66,0.792,0.79,,0.925
Don Nelson,0.949,0.321,0.976,,0.485,0.384,0.4,0.384,0.4,,,0.423,0.382,0.188,0.23,0.224,0.269,0.076,0.033,,0.545,0.41,0.92,0.919,,0.877
Jerry Sloan,0.915,0.37,0.917,,0.794,0.435,0.514,0.435,0.514,,,0.382,0.382,0.314,0.366,0.362,0.247,0.732,0.025,,0.787,0.443,0.81,0.808,,0.791
Bob Lanier,0.881,0.783,0.964,,0.846,0.789,0.828,0.789,0.828,,,0.642,0.572,0.563,0.726,0.698,0.569,0.44,0.628,,0.787,0.793,0.913,0.911,,0.887
Caldwell Jones,,0.413,0.94,,0.813,0.535,0.609,0.533,0.605,0.036,0.052,0.337,0.322,0.674,0.697,0.712,0.239,0.256,0.804,0.394,0.919,0.516,0.842,0.843,0.5,0.826
Jim Washington,0.593,0.255,0.869,,0.699,0.313,0.342,0.313,0.342,,,0.264,0.274,0.433,0.476,0.478,0.259,0.196,0.188,,0.718,0.317,0.879,0.877,,0.761
Dean Meminger,0.831,0.272,0.929,,0.577,0.289,0.301,0.289,0.301,,,0.203,0.224,0.262,0.141,0.183,0.269,0.248,0.02,,0.464,0.283,0.92,0.919,,0.716
Elvin Hayes,0.796,0.576,0.964,,1.0,0.727,0.908,0.727,0.908,,,0.703,0.692,0.741,1.0,0.951,0.27,0.344,0.611,,0.726,0.755,0.766,0.765,,0.802
