Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Hal Greer,0.699,0.363,0.952,,0.794,0.715,0.768,0.715,0.768,,,0.544,0.55,,,0.23,0.593,,,,0.785,0.699,0.814,0.814,,0.908
Walt Hazzard,0.799,0.292,0.976,,0.724,0.5,0.523,0.5,0.523,,,0.413,0.42,,,0.201,0.821,,,,0.691,0.497,0.835,0.835,,0.901
Bob Netolicky,,0.48,0.976,,0.846,0.683,0.69,0.681,0.686,0.01,0.013,0.53,0.639,0.632,0.488,0.535,0.18,,,0.52,0.539,0.671,0.864,0.866,0.572,0.761
Don Nelson,0.567,0.485,0.976,,0.584,0.468,0.455,0.468,0.455,,,0.521,0.554,,,0.367,0.217,,,,0.623,0.5,0.896,0.896,,0.863
Levern Tart,,0.637,0.952,,0.843,0.767,0.756,0.756,0.739,0.056,0.064,0.637,0.67,0.473,0.266,0.334,0.387,,,0.697,0.702,0.768,0.886,0.893,0.628,0.872
Bill Melchionni,,0.38,0.952,,0.829,0.486,0.51,0.481,0.496,0.025,0.051,0.394,0.396,0.124,0.149,0.141,0.669,,,0.522,0.738,0.484,0.832,0.846,0.358,0.913
Elvin Hayes,0.449,0.497,0.976,,0.962,0.927,1.0,0.927,1.0,,,0.662,0.792,,,0.847,0.237,,,,0.707,0.896,0.809,0.809,,0.766
Billy Cunningham,0.699,0.602,0.964,,0.839,0.813,0.847,0.813,0.847,,,0.788,0.892,,,0.673,0.515,,,,0.866,0.839,0.839,0.839,,0.812
Clem Haskins,0.65,0.357,0.976,,0.844,0.677,0.736,0.677,0.736,,,0.513,0.54,,,0.231,0.914,,,,0.62,0.662,0.805,0.805,,0.872
Louie Dampier,,0.497,0.976,,0.881,0.754,0.923,0.553,0.651,1.0,1.0,0.691,0.685,0.156,0.206,0.189,0.654,,,0.77,0.615,0.846,0.714,0.741,0.722,0.925
Jim Fox,0.65,0.327,0.964,,0.536,0.419,0.39,0.419,0.39,,,0.337,0.361,,,0.348,0.136,,,,0.683,0.414,0.937,0.937,,0.857
Donald Sidle,,0.567,1.0,,0.917,0.648,0.653,0.647,0.65,0.005,0.011,0.725,0.808,0.811,0.589,0.661,0.189,,,0.702,0.712,0.694,0.866,0.869,0.334,0.824
Mel Daniels,,0.503,0.988,,0.798,0.622,0.641,0.622,0.64,0.0,0.004,0.51,0.623,0.794,0.941,0.893,0.192,,,0.862,0.809,0.618,0.846,0.848,0.0,0.752
Darrall Imhoff,0.699,0.48,0.94,,0.65,0.436,0.394,0.436,0.394,,,0.332,0.422,,,0.461,0.309,,,,0.77,0.427,0.966,0.966,,0.724
Jerry Lucas,,0.462,0.798,,0.636,0.411,0.396,0.411,0.396,,,0.309,0.325,,,0.581,0.256,,,,0.429,0.401,0.907,0.907,,0.873
Bob Verga,,0.48,0.976,,0.896,0.879,0.982,0.812,0.876,0.333,0.392,0.708,0.72,0.33,0.23,0.263,0.425,,,0.879,0.702,0.896,0.782,0.81,0.614,0.903
