Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Lionel Hollins,1.0,0.409,0.976,,0.753,0.615,0.692,0.615,0.692,,,0.412,0.441,0.213,0.198,0.215,0.454,0.849,0.133,0.658,0.766,0.576,0.747,0.747,,0.804
Robert Parish,0.741,0.315,0.988,,0.541,0.498,0.524,0.498,0.524,,,0.305,0.388,0.555,0.474,0.528,0.114,0.427,0.564,0.549,0.831,0.459,0.797,0.797,,0.676
Jack Sikma,0.81,0.425,0.988,,0.615,0.396,0.433,0.396,0.433,,,0.355,0.363,0.516,0.487,0.526,0.16,0.368,0.183,0.508,0.857,0.392,0.769,0.769,,0.841
Lou Hudson,0.777,0.331,0.988,,0.628,0.571,0.571,0.571,0.571,,,0.253,0.26,0.211,0.109,0.146,0.231,0.508,0.064,0.41,0.56,0.503,0.84,0.84,,0.838
Gail Goodrich,0.673,0.496,0.976,,0.702,0.602,0.604,0.602,0.604,,,0.488,0.488,0.197,0.103,0.137,0.464,0.443,0.101,0.56,0.531,0.584,0.836,0.836,,0.86
Dave Cowens,0.552,0.85,0.928,,0.884,0.692,0.702,0.692,0.702,,,0.442,0.418,0.653,0.838,0.837,0.419,0.551,0.307,0.593,0.849,0.643,0.828,0.828,,0.911
Johnny Davis,1.0,0.339,0.988,,0.601,0.397,0.435,0.397,0.435,,,0.348,0.334,0.171,0.109,0.134,0.259,0.438,0.064,0.413,0.494,0.392,0.767,0.767,,0.896
Bob Lanier,0.655,0.795,0.759,,0.635,0.72,0.667,0.72,0.667,,,0.551,0.568,0.518,0.523,0.555,0.258,0.443,0.427,0.615,0.529,0.691,0.907,0.907,,0.835
Mitch Kupchak,0.76,0.386,0.807,,0.484,0.455,0.442,0.455,0.442,,,0.518,0.591,0.426,0.301,0.357,0.085,0.151,0.193,0.503,0.56,0.478,0.865,0.865,,0.754
World B. Free,0.949,0.472,0.916,,0.563,0.451,0.493,0.451,0.493,,,0.76,0.826,0.242,0.121,0.165,0.366,0.368,0.188,0.546,0.569,0.534,0.769,0.769,,0.791
Tom McMillen,0.707,0.307,0.819,,0.463,0.324,0.327,0.324,0.327,,,0.214,0.213,0.397,0.268,0.323,0.1,0.178,0.073,0.298,0.666,0.303,0.833,0.833,,0.866
Darryl Dawkins,0.949,0.504,0.843,,0.473,0.384,0.332,0.384,0.332,,,0.288,0.324,0.308,0.442,0.431,0.102,0.184,0.573,0.336,0.766,0.367,0.971,0.971,,0.767
Ricky Sobers,0.535,0.378,0.952,,0.83,0.64,0.703,0.64,0.703,,,0.61,0.588,0.242,0.237,0.254,0.698,0.919,0.106,0.962,0.88,0.643,0.765,0.765,,0.893
Elmore Smith,0.741,0.535,0.976,,0.549,0.465,0.466,0.465,0.466,,,0.379,0.454,0.468,0.505,0.526,0.068,0.27,0.807,0.385,0.689,0.452,0.84,0.84,,0.718
Kevin Porter,,0.331,0.988,,0.773,0.573,0.607,0.573,0.607,,,0.451,0.471,0.139,0.163,0.166,1.0,0.665,0.069,0.984,0.809,0.553,0.792,0.792,,0.826
Truck Robinson,0.673,0.512,0.988,,1.0,0.866,0.969,0.866,0.969,,,0.677,0.841,0.784,1.0,1.0,0.204,0.395,0.362,0.822,0.757,0.834,0.75,0.75,,0.693
Louie Dampier,0.897,0.315,0.988,,0.56,0.389,0.38,0.389,0.38,,,0.14,0.149,0.063,0.099,0.095,0.341,0.47,0.06,0.26,0.24,0.335,0.86,0.86,,0.814
Kermit Washington,,0.417,0.687,,0.444,0.286,0.292,0.286,0.292,,,0.314,0.362,0.566,0.403,0.477,0.086,0.254,0.294,0.292,0.537,0.297,0.823,0.823,,0.748
Tree Rollins,0.707,0.394,0.964,,0.493,0.293,0.299,0.293,0.299,,,0.192,0.218,0.471,0.377,0.429,0.094,0.308,1.0,0.331,0.931,0.273,0.823,0.823,,0.761
Mickey Johnson,0.69,0.567,0.976,,0.789,0.649,0.699,0.649,0.699,,,0.669,0.656,0.574,0.525,0.573,0.319,0.497,0.312,0.738,0.906,0.665,0.78,0.78,,0.879
David Thompson,0.827,1.0,0.964,,0.832,0.956,0.912,0.956,0.912,,,0.961,0.982,0.411,0.236,0.303,0.432,0.497,0.454,0.669,0.609,0.973,0.88,0.88,,0.842
Bobby Jones,0.827,0.701,0.904,,0.671,0.509,0.438,0.509,0.438,,,0.384,0.407,0.432,0.477,0.494,0.301,0.741,0.578,0.53,0.631,0.487,0.976,0.976,,0.813
Fred Brown,0.81,0.528,0.867,,0.54,0.588,0.6,0.588,0.6,,,0.325,0.288,0.161,0.128,0.146,0.287,0.595,0.115,0.448,0.414,0.534,0.824,0.824,,0.972
Dave Meyers,0.76,0.394,0.964,,0.664,0.5,0.54,0.5,0.54,,,0.58,0.64,0.379,0.397,0.417,0.288,0.465,0.211,0.582,0.686,0.528,0.779,0.779,,0.781
Aaron James,0.673,0.339,0.964,,0.582,0.495,0.496,0.495,0.496,,,0.216,0.231,0.429,0.261,0.327,0.134,0.195,0.101,0.355,0.726,0.436,0.84,0.84,,0.806
Alex English,0.76,0.315,0.988,,0.427,0.397,0.364,0.397,0.364,,,0.192,0.21,0.379,0.254,0.307,0.154,0.222,0.252,0.374,0.509,0.354,0.916,0.916,,0.787
Bernard King,0.414,0.465,0.952,,0.85,0.924,0.959,0.924,0.959,,,0.579,0.679,0.697,0.491,0.583,0.231,0.659,0.165,0.85,0.863,0.855,0.809,0.809,,0.733
Gus Williams,0.81,0.606,0.952,,0.707,0.697,0.769,0.697,0.769,,,0.42,0.409,0.218,0.175,0.199,0.351,1.0,0.188,0.516,0.566,0.641,0.762,0.762,,0.884
Campy Russell,0.741,0.52,0.867,,0.693,0.605,0.672,0.605,0.672,,,0.651,0.69,0.405,0.307,0.356,0.332,0.476,0.055,0.563,0.551,0.626,0.757,0.757,,0.813
Lonnie Shelton,0.741,0.465,0.988,,0.637,0.588,0.569,0.588,0.569,,,0.375,0.406,0.537,0.38,0.45,0.233,0.589,0.514,0.623,1.0,0.546,0.868,0.868,,0.797
Don Buse,0.846,0.472,0.988,,0.7,0.332,0.36,0.332,0.36,,,0.207,0.2,0.155,0.192,0.193,0.467,1.0,0.064,0.339,0.411,0.307,0.774,0.774,,0.892
Adrian Dantley,,0.961,0.952,,0.806,0.669,0.649,0.669,0.649,,,1.0,1.0,0.697,0.359,0.481,0.302,0.638,0.11,0.623,0.666,0.76,0.865,0.865,,0.861
Swen Nater,0.465,0.535,0.94,,0.764,0.58,0.572,0.58,0.572,,,0.384,0.4,0.732,0.759,0.799,0.258,0.216,0.216,0.615,0.783,0.542,0.851,0.851,,0.828
Tom Owens,1.0,0.472,0.988,,0.471,0.362,0.368,0.362,0.368,,,0.381,0.409,0.513,0.349,0.42,0.191,0.178,0.17,0.415,0.751,0.373,0.828,0.828,,0.802
Bob McAdoo,0.741,0.858,0.952,,0.875,0.942,0.9,0.942,0.9,,,0.867,0.949,0.621,0.782,0.784,0.356,0.568,0.578,0.945,0.849,0.94,0.878,0.878,,0.787
Butch Beard,0.741,0.346,0.952,,0.544,0.356,0.353,0.356,0.353,,,0.238,0.235,0.2,0.19,0.205,0.405,0.632,0.014,0.421,0.574,0.334,0.848,0.848,,0.872
James Edwards,,0.354,1.0,,0.661,0.573,0.629,0.573,0.629,,,0.503,0.619,0.518,0.422,0.477,0.102,0.286,0.358,0.462,0.92,0.565,0.765,0.765,,0.699
Sidney Wicks,0.552,0.331,0.976,,0.663,0.501,0.534,0.501,0.534,,,0.401,0.484,0.587,0.455,0.523,0.204,0.362,0.211,0.617,0.909,0.485,0.789,0.789,,0.714
Randy Smith,0.465,0.622,0.988,,0.911,0.913,0.977,0.913,0.977,,,0.819,0.815,0.289,0.202,0.241,0.547,0.93,0.05,0.781,0.64,0.905,0.785,0.785,,0.866
Mike Bantom,0.535,0.465,0.988,,0.763,0.581,0.603,0.581,0.603,,,0.47,0.503,0.484,0.43,0.474,0.284,0.541,0.229,0.596,0.951,0.564,0.809,0.809,,0.804
