Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Phil Jordon,0.484,-0.009,0.95,,0.565,0.252,0.325,0.252,0.325,,,0.115,0.123,,,0.235,0.174,,,,0.782,0.224,0.755,0.755,,0.637
Jackie Moreland,0.617,0.113,0.925,,0.314,0.128,0.154,0.128,0.154,,,0.166,0.136,,,0.208,0.085,,,,0.542,0.136,0.811,0.811,,0.833
Al Ferrari,0.484,0.039,0.988,,0.527,0.13,0.184,0.13,0.184,,,0.21,0.161,,,0.104,0.348,,,,0.842,0.147,0.688,0.688,,0.891
Barney Cable,,0.03,0.838,,0.479,0.191,0.237,0.191,0.237,,,0.141,0.133,,,0.274,0.128,,,,0.639,0.181,0.784,0.784,,0.727
Oscar Robertson,0.717,0.675,0.988,,0.902,0.542,0.573,0.542,0.573,,,0.838,0.64,,,0.48,1.0,,,,0.782,0.604,0.921,0.921,,0.895
Richie Guerin,0.484,0.524,0.975,,0.862,0.525,0.601,0.525,0.601,,,0.749,0.559,,,0.244,0.6,,,,0.906,0.572,0.852,0.852,,0.914
Johnny Egan,0.617,0.056,0.725,,0.179,0.08,0.095,0.08,0.095,,,0.077,0.062,,,0.042,0.113,,,,0.194,0.079,0.819,0.819,,0.849
Shellie McMillon,,0.074,0.775,,0.316,0.166,0.187,0.166,0.187,,,0.129,0.134,,,0.179,0.066,,,,0.612,0.158,0.863,0.863,,0.661
Larry Foust,0.484,0.134,0.713,,0.297,0.128,0.137,0.128,0.137,,,0.174,0.131,,,0.16,0.087,,,,0.564,0.137,0.908,0.908,,0.909
Gene Shue,0.617,0.242,1.0,,0.81,0.363,0.45,0.363,0.45,,,0.434,0.328,,,0.181,0.517,,,,0.582,0.378,0.786,0.786,,0.903
Lee Shaffer,0.684,0.216,0.938,,0.537,0.322,0.374,0.322,0.374,,,0.286,0.227,,,0.249,0.11,,,,0.806,0.314,0.84,0.84,,0.86
York Larese,,0.013,0.738,,0.181,0.076,0.104,0.076,0.104,,,0.069,0.053,,,0.038,0.105,,,,0.315,0.075,0.719,0.719,,0.899
Rich Eichhorst,0.484,0.0,0.013,,0.003,0.001,0.001,0.001,0.001,,,0.0,0.0,,,0.0,0.003,,,,0.003,0.0,0.963,0.963,,
Gene Guarilia,1.0,0.03,0.562,,0.095,0.038,0.051,0.038,0.051,,,0.049,0.047,,,0.06,0.012,,,,0.17,0.04,0.73,0.73,,0.715
Wayne Embry,0.717,0.29,0.938,,0.676,0.353,0.383,0.353,0.383,,,0.426,0.379,,,0.476,0.202,,,,0.867,0.368,0.898,0.898,,0.769
Walter Dukes,0.617,0.143,0.963,,0.488,0.16,0.205,0.16,0.205,,,0.249,0.213,,,0.391,0.139,,,,0.991,0.179,0.763,0.763,,0.797
Hot Rod Hundley,0.9,0.004,0.975,,0.384,0.108,0.161,0.108,0.161,,,0.099,0.093,,,0.097,0.323,,,,0.391,0.106,0.655,0.655,,0.729
Charlie Tyra,0.3,0.009,0.975,,0.414,0.121,0.169,0.121,0.169,,,0.159,0.157,,,0.297,0.096,,,,0.636,0.129,0.696,0.696,,0.692
Jack Turner,0.3,0.0,0.525,,0.146,0.053,0.07,0.053,0.07,,,0.038,0.031,,,0.041,0.049,,,,0.155,0.05,0.732,0.732,,0.849
Rudy LaRusso,0.9,0.381,1.0,,0.709,0.323,0.351,0.323,0.351,,,0.41,0.329,,,0.404,0.199,,,,0.773,0.341,0.898,0.898,,0.851
Dave Zeller,0.717,-0.004,0.762,,0.072,0.023,0.032,0.023,0.032,,,0.022,0.018,,,0.013,0.065,,,,0.112,0.022,0.68,0.68,,0.836
Dolph Schayes,0.684,0.134,0.7,,0.381,0.168,0.238,0.168,0.238,,,0.343,0.234,,,0.214,0.133,,,,0.506,0.204,0.688,0.688,,1.0
Carl Braun,1.0,0.022,0.6,,0.107,0.049,0.066,0.049,0.066,,,0.024,0.02,,,0.024,0.079,,,,0.148,0.044,0.726,0.726,,0.826
Lenny Wilkens,0.484,0.017,0.25,,0.224,0.088,0.115,0.088,0.115,,,0.101,0.081,,,0.064,0.129,,,,0.191,0.09,0.742,0.742,,0.852
Swede Halbrook,0.684,0.026,0.8,,0.234,0.095,0.134,0.095,0.134,,,0.115,0.111,,,0.194,0.037,,,,0.542,0.099,0.694,0.694,,0.709
