Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Bimbo Coles,,0.245,0.988,0.671,0.756,0.347,0.42,0.286,0.329,0.33,0.375,0.268,0.256,0.138,0.31,0.26,0.461,0.407,0.051,0.543,0.843,0.358,0.7,0.752,0.663,0.856
Mitch Richmond,0.542,0.456,0.988,0.988,0.852,0.667,0.739,0.48,0.536,0.843,0.76,0.679,0.597,0.152,0.316,0.269,0.278,0.541,0.057,0.698,0.777,0.752,0.765,0.774,0.837,0.931
Charles Barkley,0.569,0.515,0.866,0.866,0.761,0.633,0.627,0.66,0.619,0.184,0.258,0.703,0.688,0.683,0.849,0.821,0.286,0.494,0.169,0.692,0.693,0.662,0.856,0.921,0.536,0.835
David Wesley,0.458,0.309,1.0,0.646,0.609,0.369,0.398,0.276,0.292,0.434,0.401,0.347,0.35,0.191,0.288,0.264,0.426,0.433,0.033,0.505,0.69,0.405,0.786,0.817,0.816,0.81
Hakeem Olajuwon,0.666,0.475,0.878,0.878,0.809,0.838,0.808,0.95,0.931,0.011,0.021,0.634,0.666,0.494,0.893,0.784,0.281,0.489,0.623,0.784,0.807,0.777,0.88,0.884,0.41,0.778
Scottie Pippen,1.0,0.603,0.939,0.939,0.817,0.615,0.657,0.513,0.513,0.562,0.591,0.351,0.394,0.427,0.505,0.496,0.493,0.576,0.172,0.657,0.66,0.601,0.793,0.867,0.716,0.73
Horace Grant,0.834,0.392,0.768,0.756,0.661,0.379,0.366,0.43,0.422,0.004,0.009,0.243,0.252,0.5,0.59,0.58,0.186,0.268,0.223,0.203,0.48,0.34,0.878,0.882,0.32,0.789
Stacey Augmon,0.639,0.275,0.939,0.598,0.664,0.395,0.399,0.448,0.462,0.004,0.006,0.401,0.385,0.385,0.245,0.304,0.15,0.459,0.093,0.438,0.627,0.392,0.841,0.841,0.479,0.852
Terry Dehere,0.403,0.245,1.0,0.122,0.584,0.344,0.371,0.219,0.233,0.521,0.466,0.395,0.397,0.115,0.15,0.143,0.382,0.234,0.048,0.606,0.797,0.408,0.786,0.814,0.843,0.812
Derrick McKey,0.722,0.279,0.915,0.915,0.706,0.378,0.385,0.409,0.405,0.064,0.1,0.272,0.269,0.346,0.349,0.361,0.286,0.359,0.133,0.454,0.82,0.353,0.832,0.874,0.479,0.827
