Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Jack Sikma,0.769,0.438,1.0,1.0,0.773,0.355,0.369,0.359,0.38,0.0,0.008,0.318,0.322,0.533,0.862,0.804,0.208,0.338,0.354,0.464,0.965,0.344,0.767,0.722,0.0,0.931
Darrell Walker,0.569,0.225,0.988,0.305,0.616,0.326,0.326,0.33,0.333,0.0,0.017,0.327,0.376,0.403,0.239,0.32,0.289,0.462,0.146,0.542,0.674,0.325,0.798,0.754,0.0,0.819
Chris Mullin,0.646,0.308,1.0,1.0,0.724,0.434,0.407,0.422,0.391,0.211,0.263,0.323,0.335,0.1,0.199,0.177,0.267,0.377,0.142,0.446,0.638,0.408,0.851,0.823,0.604,0.907
John Lucas,0.769,0.254,0.524,0.488,0.414,0.26,0.274,0.22,0.225,0.511,0.525,0.164,0.179,0.074,0.135,0.122,0.297,0.273,0.024,0.258,0.241,0.248,0.757,0.747,0.73,0.865
Hot Rod Williams,0.477,0.444,0.976,0.976,0.827,0.396,0.394,0.401,0.405,0.0,0.004,0.358,0.412,0.569,0.572,0.615,0.158,0.223,0.657,0.403,0.579,0.384,0.803,0.754,0.0,0.819
Magic Johnson,1.0,0.941,0.976,0.976,0.885,0.622,0.574,0.622,0.573,0.089,0.163,0.642,0.649,0.313,0.537,0.493,1.0,0.531,0.142,0.87,0.494,0.628,0.864,0.827,0.41,0.932
James Worthy,1.0,0.55,1.0,1.0,0.859,0.593,0.53,0.599,0.54,0.0,0.054,0.351,0.4,0.405,0.433,0.456,0.231,0.415,0.327,0.487,0.606,0.524,0.892,0.848,0.0,0.825
Hakeem Olajuwon,0.646,0.645,0.915,0.915,0.841,0.617,0.584,0.622,0.6,0.011,0.021,0.48,0.586,0.808,0.763,0.839,0.225,0.538,1.0,0.661,0.865,0.577,0.841,0.792,0.4,0.771
Herb Williams,0.631,0.278,0.902,0.817,0.77,0.411,0.412,0.415,0.42,0.0,0.037,0.239,0.277,0.367,0.562,0.531,0.178,0.227,0.366,0.42,0.75,0.362,0.795,0.754,0.0,0.813
Sleepy Floyd,0.646,0.592,1.0,1.0,0.934,0.458,0.452,0.396,0.38,0.811,0.792,0.555,0.552,0.144,0.298,0.262,0.868,0.562,0.071,0.812,0.585,0.507,0.808,0.796,0.768,0.945
Joe Barry Carroll,0.646,0.272,0.988,0.988,0.83,0.628,0.641,0.635,0.66,0.0,0.0,0.408,0.444,0.444,0.584,0.576,0.219,0.354,0.484,0.655,0.75,0.566,0.781,0.734,,0.865
Ed Pinckney,0.554,0.367,0.976,0.793,0.686,0.264,0.218,0.267,0.224,0.0,0.008,0.309,0.358,0.459,0.563,0.567,0.119,0.331,0.213,0.391,0.576,0.275,0.967,0.911,0.0,0.812
