Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Whitey Skoog,0.773,0.051,0.319,,0.23,0.127,0.149,0.127,0.149,,,0.07,0.066,,,0.057,0.159,,,,0.208,0.11,0.757,0.757,,0.936
Tom Heinsohn,1.0,0.518,1.0,,0.754,0.728,0.76,0.728,0.76,,,0.434,0.481,,,0.561,0.245,,,,0.974,0.64,0.846,0.846,,0.79
Tom Marshall,0.705,0.051,0.556,,0.161,0.091,0.11,0.091,0.11,,,0.075,0.081,,,0.066,0.065,,,,0.106,0.088,0.733,0.733,,0.81
Dick Schnittker,0.773,0.117,0.972,,0.35,0.184,0.238,0.184,0.238,,,0.256,0.271,,,0.147,0.109,,,,0.462,0.212,0.687,0.687,,0.829
Vern Mikkelsen,0.773,0.445,1.0,,0.771,0.525,0.578,0.525,0.578,,,0.547,0.595,,,0.502,0.253,,,,1.0,0.543,0.804,0.804,,0.807
Med Park,0.773,0.131,0.917,,0.396,0.192,0.219,0.192,0.219,,,0.173,0.205,,,0.159,0.197,,,,0.439,0.189,0.776,0.776,,0.74
Earl Lloyd,0.864,0.161,1.0,,0.689,0.418,0.465,0.418,0.465,,,0.214,0.251,,,0.346,0.238,,,,0.904,0.356,0.795,0.795,,0.749
Bob Harrison,,,0.917,,0.635,0.396,0.426,0.396,0.426,,,0.149,0.182,,,0.124,0.337,,,,0.705,0.319,0.823,0.823,,0.715
Don Savage,0.864,0.0,0.069,,0.019,0.01,0.013,0.01,0.013,,,0.01,0.01,,,0.006,0.004,,,,0.022,0.01,0.674,0.674,,0.857
Forest Able,0.864,0.0,0.014,,0.0,0.0,0.001,0.0,0.001,,,0.0,0.0,,,0.001,0.002,,,,0.003,0.0,0.0,0.0,,
Jim Paxson,0.773,0.0,0.986,,0.447,0.225,0.328,0.225,0.328,,,0.272,0.331,,,0.212,0.18,,,,0.522,0.245,0.608,0.608,,0.72
Larry Foust,0.773,0.343,0.847,,0.538,0.396,0.418,0.396,0.418,,,0.437,0.533,,,0.442,0.149,,,,0.708,0.418,0.84,0.84,,0.718
Jack George,0.841,0.088,0.931,,0.782,0.413,0.508,0.413,0.508,,,0.32,0.411,,,0.253,0.642,,,,0.529,0.389,0.719,0.719,,0.683
Norm Stewart,0.773,-0.007,0.069,,0.013,0.007,0.01,0.007,0.01,,,0.003,0.008,,,0.004,0.004,,,,0.029,0.006,0.569,0.569,,0.333
Gene Shue,0.773,0.336,1.0,,0.866,0.445,0.481,0.445,0.481,,,0.386,0.443,,,0.335,0.498,,,,0.439,0.433,0.821,0.821,,0.763
Maurice Stokes,0.705,0.401,1.0,,0.968,0.708,0.846,0.708,0.846,,,0.41,0.54,,,1.0,0.692,,,,0.92,0.619,0.74,0.74,,0.665
Si Green,0.705,0.058,0.181,,0.148,0.082,0.097,0.082,0.097,,,0.078,0.097,,,0.053,0.098,,,,0.115,0.082,0.746,0.746,,0.71
Bob Pettit,0.773,0.847,0.986,,0.874,1.0,1.0,1.0,1.0,,,0.846,0.959,,,0.826,0.278,,,,0.58,0.966,0.885,0.885,,0.773
Andy Phillip,1.0,0.226,0.931,,0.518,0.171,0.188,0.171,0.188,,,0.141,0.192,,,0.144,0.351,,,,0.388,0.164,0.808,0.808,,0.642
Willie Naulls,,0.029,0.986,,0.624,0.478,0.555,0.478,0.555,,,0.211,0.273,,,0.491,0.176,,,,0.596,0.395,0.761,0.761,,0.677
Chuck Noble,0.773,0.029,0.75,,0.442,0.326,0.376,0.326,0.376,,,0.122,0.143,,,0.107,0.377,,,,0.516,0.262,0.768,0.768,,0.745
Gary Bergen,0.818,0.0,0.083,,0.014,0.005,0.007,0.005,0.007,,,0.003,0.003,,,0.006,0.002,,,,0.013,0.004,0.582,0.582,,1.0
Clyde Lovellette,0.773,0.599,0.958,,0.874,0.936,0.913,0.936,0.913,,,0.458,0.56,,,0.742,0.291,,,,0.804,0.789,0.908,0.908,,0.717
Bob Houbregs,0.773,0.328,0.833,,0.558,0.413,0.396,0.413,0.396,,,0.267,0.328,,,0.319,0.236,,,,0.378,0.37,0.921,0.921,,0.714
Jack Nichols,1.0,0.182,0.847,,0.481,0.318,0.364,0.318,0.364,,,0.173,0.191,,,0.298,0.178,,,,0.593,0.274,0.774,0.774,,0.794
Dick Hemric,1.0,0.182,0.931,,0.37,0.178,0.215,0.178,0.215,,,0.234,0.295,,,0.242,0.088,,,,0.314,0.2,0.733,0.733,,0.695
Bobby Wanzer,0.705,0.073,0.292,,0.056,0.038,0.033,0.038,0.033,,,0.058,0.065,,,0.02,0.019,,,,0.064,0.045,1.0,1.0,,0.783
Cliff Hagan,0.773,0.095,0.931,,0.341,0.219,0.251,0.219,0.251,,,0.16,0.203,,,0.197,0.18,,,,0.529,0.203,0.77,0.77,,0.69
Dick McGuire,0.818,0.153,1.0,,0.418,0.228,0.248,0.228,0.248,,,0.168,0.229,,,0.116,0.464,,,,0.33,0.212,0.817,0.817,,0.644
Kenny Sears,0.818,0.584,1.0,,0.882,0.56,0.556,0.56,0.556,,,0.613,0.68,,,0.489,0.211,,,,0.724,0.588,0.891,0.891,,0.79
