Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Lionel Hollins,0.926,0.225,0.874,,0.661,0.509,0.511,0.509,0.511,,,0.429,0.461,0.119,0.192,0.193,0.457,0.591,0.146,,0.73,0.492,0.706,0.706,,0.818
Dave Cowens,0.831,0.247,0.575,,0.561,0.369,0.369,0.369,0.369,,,0.323,0.318,0.336,0.667,0.639,0.362,0.164,0.188,,0.499,0.36,0.709,0.709,,0.893
Kevin Kunnert,0.926,0.23,0.931,,0.609,0.375,0.335,0.375,0.335,,,0.186,0.202,0.481,0.557,0.614,0.225,0.125,0.402,,0.994,0.334,0.794,0.794,,0.806
Bob Lanier,0.831,0.579,0.736,,0.727,0.764,0.62,0.764,0.62,,,0.519,0.51,0.458,0.661,0.683,0.312,0.249,0.483,,0.479,0.711,0.873,0.873,,0.893
Scott May,0.831,0.303,0.828,,0.704,0.485,0.467,0.485,0.467,,,0.375,0.364,0.323,0.359,0.401,0.212,0.278,0.065,,0.51,0.462,0.737,0.737,,0.904
Caldwell Jones,0.944,0.247,0.943,,0.601,0.242,0.207,0.242,0.207,,,0.128,0.186,0.435,0.578,0.611,0.134,0.153,0.766,,0.829,0.217,0.828,0.828,,0.603
Mitch Kupchak,0.906,0.331,0.943,,0.45,0.384,0.291,0.384,0.291,,,0.339,0.395,0.419,0.377,0.453,0.091,0.078,0.13,,0.562,0.375,0.935,0.935,,0.754
World B. Free,0.944,0.258,0.897,,0.67,0.526,0.499,0.526,0.499,,,0.667,0.745,0.222,0.17,0.217,0.388,0.267,0.096,,0.57,0.558,0.747,0.747,,0.786
Elvin Hayes,0.906,0.68,0.943,,1.0,0.856,0.741,0.856,0.741,,,0.842,0.986,0.661,0.898,0.944,0.231,0.31,0.843,,0.86,0.854,0.819,0.819,,0.75
Ricky Sobers,0.642,0.298,0.908,,0.596,0.466,0.407,0.466,0.407,,,0.485,0.464,0.188,0.184,0.215,0.347,0.331,0.054,,0.711,0.471,0.81,0.81,,0.918
Bingo Smith,0.811,0.236,0.931,,0.635,0.578,0.561,0.578,0.561,,,0.295,0.291,0.211,0.273,0.291,0.222,0.217,0.115,,0.581,0.516,0.729,0.729,,0.893
Allan Bristow,0.831,0.242,0.943,,0.6,0.411,0.365,0.411,0.365,,,0.411,0.414,0.272,0.278,0.319,0.35,0.317,0.008,,0.537,0.412,0.799,0.799,,0.871
Chris Ford,0.831,0.264,0.943,,0.755,0.492,0.448,0.492,0.448,,,0.261,0.273,0.22,0.211,0.248,0.492,0.637,0.1,,0.529,0.442,0.778,0.778,,0.842
Truck Robinson,,0.41,0.885,,0.826,0.646,0.586,0.646,0.586,,,0.627,0.69,0.577,0.699,0.76,0.207,0.235,0.146,,0.697,0.643,0.781,0.781,,0.797
Kermit Washington,1.0,0.242,0.609,,0.399,0.215,0.186,0.215,0.186,,,0.263,0.3,0.416,0.376,0.451,0.07,0.153,0.199,,0.504,0.226,0.822,0.822,,0.771
Howard Porter,0.831,0.23,0.897,,0.654,0.524,0.47,0.524,0.47,,,0.206,0.193,0.355,0.368,0.42,0.077,0.178,0.28,,0.556,0.454,0.789,0.789,,0.937
Mickey Johnson,0.831,0.478,0.931,,0.846,0.606,0.589,0.606,0.589,,,0.647,0.653,0.68,0.644,0.76,0.285,0.367,0.245,,0.868,0.616,0.729,0.729,,0.869
Bob McAdoo,,0.539,0.828,,0.832,0.833,0.706,0.833,0.706,,,0.76,0.828,0.455,0.882,0.85,0.299,0.274,0.379,,0.722,0.819,0.837,0.837,,0.806
Bobby Jones,0.944,0.618,0.943,,0.719,0.564,0.429,0.564,0.429,,,0.471,0.528,0.398,0.612,0.622,0.385,0.662,0.621,,0.656,0.545,0.931,0.931,,0.783
Jamaal Wilkes,0.868,0.41,0.874,,0.767,0.617,0.56,0.617,0.56,,,0.493,0.498,0.355,0.513,0.53,0.308,0.452,0.061,,0.612,0.591,0.781,0.781,,0.87
Fred Brown,0.755,0.343,0.828,,0.624,0.601,0.544,0.601,0.544,,,0.335,0.305,0.156,0.199,0.213,0.257,0.441,0.073,,0.386,0.544,0.783,0.783,,0.965
Mike Green,0.755,0.219,0.874,,0.573,0.327,0.321,0.327,0.321,,,0.331,0.377,0.437,0.379,0.461,0.175,0.16,0.494,,0.554,0.328,0.721,0.721,,0.771
Jim Cleamons,0.811,0.213,0.69,,0.608,0.289,0.289,0.289,0.289,,,0.224,0.238,0.227,0.211,0.25,0.45,0.235,0.088,,0.347,0.275,0.709,0.709,,0.826
John Williamson,,0.219,0.828,,0.738,0.696,0.658,0.696,0.658,,,0.517,0.528,0.096,0.183,0.177,0.293,0.381,0.05,,0.678,0.658,0.75,0.75,,0.859
Rick Barry,0.868,0.472,0.908,,0.863,0.768,0.758,0.768,0.758,,,0.717,0.629,0.167,0.424,0.387,0.693,0.612,0.222,,0.534,0.758,0.719,0.719,,1.0
Brian Taylor,0.755,0.444,0.828,,0.74,0.564,0.486,0.564,0.486,,,0.449,0.441,0.201,0.182,0.218,0.467,0.708,0.061,,0.567,0.54,0.824,0.824,,0.893
Campy Russell,0.811,0.309,0.805,,0.627,0.49,0.49,0.49,0.49,,,0.575,0.594,0.33,0.334,0.384,0.276,0.249,0.092,,0.54,0.509,0.709,0.709,,0.849
Lonnie Shelton,0.755,0.258,0.943,,0.625,0.448,0.408,0.448,0.408,,,0.317,0.361,0.503,0.501,0.581,0.218,0.445,0.375,,1.0,0.42,0.778,0.778,,0.772
Don Buse,0.68,0.264,0.931,,0.876,0.3,0.312,0.3,0.312,,,0.228,0.233,0.151,0.248,0.248,1.0,1.0,0.061,,0.355,0.284,0.68,0.68,,0.858
Adrian Dantley,0.567,0.551,0.885,,0.837,0.613,0.511,0.613,0.511,,,0.95,0.934,0.574,0.408,0.539,0.21,0.324,0.057,,0.592,0.688,0.85,0.85,,0.893
