Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Tom Heinsohn,1.0,0.212,0.838,,0.492,0.343,0.458,0.343,0.458,,,0.274,0.26,,,0.212,0.182,,,,0.73,0.36,0.623,0.623,,0.795
Hal Greer,0.645,0.388,0.875,,0.75,0.507,0.598,0.507,0.598,,,0.504,0.469,,,0.189,0.364,,,,0.736,0.558,0.704,0.704,,0.811
Walt Hazzard,0.791,0.012,0.825,,0.265,0.11,0.147,0.11,0.147,,,0.069,0.081,,,0.059,0.163,,,,0.383,0.11,0.621,0.621,,0.648
Jim Barnes,0.501,0.2,0.938,,0.746,0.427,0.514,0.427,0.514,,,0.377,0.431,,,0.388,0.108,,,,0.904,0.457,0.689,0.689,,0.662
Don Nelson,0.791,0.024,0.487,,0.069,0.034,0.041,0.034,0.041,,,0.03,0.03,,,0.039,0.028,,,,0.116,0.036,0.689,0.689,,0.769
Bailey Howell,0.597,0.641,1.0,,0.858,0.484,0.499,0.484,0.499,,,0.758,0.715,,,0.463,0.242,,,,1.0,0.605,0.805,0.805,,0.801
Len Chappell,0.501,0.006,0.537,,0.189,0.136,0.176,0.136,0.176,,,0.102,0.114,,,0.075,0.017,,,,0.212,0.141,0.642,0.642,,0.68
John Havlicek,1.0,0.265,0.938,,0.626,0.536,0.682,0.536,0.682,,,0.353,0.359,,,0.198,0.231,,,,0.58,0.543,0.652,0.652,,0.744
Don Kojis,0.501,0.088,0.812,,0.241,0.169,0.2,0.169,0.2,,,0.093,0.111,,,0.129,0.073,,,,0.333,0.167,0.704,0.704,,0.633
John Thompson,1.0,0.106,0.8,,0.202,0.079,0.1,0.079,0.1,,,0.093,0.119,,,0.122,0.019,,,,0.409,0.091,0.654,0.654,,0.59
Bob Duffy,0.501,0.006,0.05,,0.008,0.004,0.005,0.004,0.005,,,0.009,0.008,,,0.002,0.006,,,,0.012,0.006,0.592,0.592,,0.857
Paul Neumann,,0.382,0.95,,0.587,0.343,0.371,0.343,0.371,,,0.352,0.344,,,0.105,0.271,,,,0.632,0.38,0.769,0.769,,0.772
Wali Jones,0.597,0.018,0.963,,0.361,0.145,0.197,0.145,0.197,,,0.149,0.155,,,0.075,0.232,,,,0.568,0.161,0.61,0.61,,0.728
Kevin Loughery,0.597,0.153,1.0,,0.697,0.382,0.459,0.382,0.459,,,0.319,0.319,,,0.125,0.344,,,,0.928,0.404,0.689,0.689,,0.754
Oscar Robertson,0.774,1.0,0.938,,0.987,0.759,0.807,0.759,0.807,,,1.0,0.901,,,0.359,1.0,,,,0.594,0.899,0.78,0.78,,0.839
Dave DeBusschere,0.501,0.388,0.988,,0.799,0.478,0.574,0.478,0.574,,,0.46,0.497,,,0.465,0.294,,,,0.701,0.522,0.691,0.691,,0.7
Darrall Imhoff,0.791,0.141,0.95,,0.439,0.136,0.149,0.136,0.149,,,0.132,0.175,,,0.266,0.101,,,,0.69,0.149,0.758,0.758,,0.571
Bevo Nordmann,1.0,0.006,0.037,,0.007,0.003,0.002,0.003,0.002,,,0.0,0.0,,,0.004,0.003,,,,0.014,0.002,0.976,0.976,,
Jerry Lucas,0.774,0.582,0.825,,0.826,0.525,0.538,0.525,0.538,,,0.448,0.416,,,0.703,0.182,,,,0.62,0.558,0.81,0.81,,0.814
Connie Dierking,,0.082,0.85,,0.373,0.205,0.258,0.205,0.258,,,0.15,0.191,,,0.232,0.084,,,,0.478,0.212,0.659,0.659,,0.595
Si Green,0.597,0.047,0.875,,0.313,0.143,0.177,0.143,0.177,,,0.152,0.183,,,0.09,0.163,,,,0.388,0.16,0.672,0.672,,0.627
Jerry Greenspan,0.645,0.018,0.062,,0.014,0.008,0.006,0.008,0.006,,,0.012,0.009,,,0.006,0.0,,,,0.035,0.009,1.0,1.0,,1.0
Bud Koper,0.275,0.059,0.675,,0.182,0.1,0.116,0.1,0.116,,,0.053,0.048,,,0.032,0.05,,,,0.171,0.097,0.715,0.715,,0.833
Ray Scott,0.501,0.076,0.825,,0.625,0.378,0.524,0.378,0.524,,,0.331,0.357,,,0.338,0.278,,,,0.606,0.404,0.598,0.598,,0.701
Barry Kramer,,0.012,0.65,,0.146,0.059,0.089,0.059,0.089,,,0.09,0.095,,,0.053,0.048,,,,0.194,0.073,0.551,0.551,,0.714
Hub Reed,0.501,0.035,0.775,,0.217,0.079,0.106,0.079,0.106,,,0.06,0.066,,,0.11,0.044,,,,0.394,0.082,0.618,0.618,,0.69
Wilt Chamberlain,,0.888,0.912,,0.952,1.0,1.0,1.0,1.0,,,0.614,1.0,,,0.891,0.29,,,,0.423,1.0,0.829,0.829,,0.464
Terry Dischinger,0.501,0.606,1.0,,0.778,0.534,0.554,0.534,0.554,,,0.481,0.482,,,0.255,0.23,,,,0.733,0.575,0.802,0.802,,0.755
Steve Courtin,0.645,0.012,0.3,,0.091,0.04,0.049,0.04,0.049,,,0.026,0.024,,,0.012,0.026,,,,0.128,0.04,0.663,0.663,,0.81
Bob Pettit,0.726,0.418,0.625,,0.506,0.373,0.443,0.373,0.443,,,0.499,0.46,,,0.331,0.149,,,,0.484,0.444,0.698,0.698,,0.82
Donnie Butcher,0.501,0.112,0.887,,0.334,0.135,0.169,0.135,0.169,,,0.189,0.232,,,0.106,0.142,,,,0.53,0.163,0.659,0.659,,0.618
Jerry West,0.791,0.982,0.925,,0.885,0.773,0.795,0.773,0.795,,,0.974,0.897,,,0.238,0.423,,,,0.641,0.904,0.808,0.808,,0.821
Ed Burton,0.726,0.0,0.087,,0.012,0.007,0.01,0.007,0.01,,,0.006,0.008,,,0.007,0.002,,,,0.038,0.007,0.569,0.569,,0.571
Cliff Hagan,0.726,0.276,0.963,,0.502,0.37,0.433,0.37,0.433,,,0.322,0.305,,,0.147,0.158,,,,0.528,0.395,0.709,0.709,,0.799
Gary Phillips,0.275,0.012,0.912,,0.445,0.186,0.265,0.186,0.265,,,0.18,0.226,,,0.101,0.172,,,,0.533,0.204,0.582,0.582,,0.603
Don Ohl,0.597,0.229,0.963,,0.814,0.534,0.623,0.534,0.623,,,0.427,0.441,,,0.179,0.29,,,,0.794,0.56,0.712,0.712,,0.732
Al Attles,0.275,0.1,0.912,,0.5,0.239,0.318,0.239,0.318,,,0.257,0.311,,,0.127,0.238,,,,0.701,0.268,0.624,0.624,,0.624
Bill Russell,1.0,0.994,0.975,,1.0,0.404,0.47,0.404,0.47,,,0.367,0.484,,,1.0,0.476,,,,0.591,0.435,0.712,0.712,,0.573
Luke Jackson,0.645,0.282,0.95,,0.747,0.394,0.486,0.394,0.486,,,0.433,0.459,,,0.522,0.108,,,,0.728,0.444,0.673,0.673,,0.713
John Tresvant,0.726,0.006,0.05,,0.01,0.004,0.005,0.004,0.005,,,0.009,0.01,,,0.01,0.007,,,,0.026,0.006,0.592,0.592,,0.667
Tom Sanders,1.0,0.441,1.0,,0.709,0.352,0.418,0.352,0.418,,,0.29,0.294,,,0.352,0.107,,,,0.922,0.371,0.698,0.698,,0.745
Guy Rodgers,0.275,0.165,0.988,,0.779,0.437,0.588,0.437,0.588,,,0.335,0.369,,,0.172,0.656,,,,0.742,0.455,0.618,0.618,,0.686
K.C. Jones,1.0,0.394,0.975,,0.702,0.238,0.307,0.238,0.307,,,0.215,0.258,,,0.169,0.508,,,,0.762,0.256,0.644,0.644,,0.63
Walt Bellamy,0.597,0.712,1.0,,0.952,0.69,0.692,0.69,0.692,,,0.774,0.855,,,0.621,0.222,,,,0.754,0.782,0.828,0.828,,0.685
Jerry Grote,0.791,0.006,0.138,,0.01,0.006,0.005,0.006,0.005,,,0.003,0.002,,,0.002,0.005,,,,0.014,0.006,0.886,0.886,,1.0
Elgin Baylor,0.791,0.288,0.925,,0.882,0.718,0.914,0.718,0.914,,,0.726,0.693,,,0.506,0.325,,,,0.681,0.793,0.652,0.652,,0.792
Willie Naulls,1.0,0.153,0.887,,0.423,0.284,0.377,0.284,0.377,,,0.215,0.2,,,0.179,0.084,,,,0.652,0.295,0.624,0.624,,0.813
Leroy Ellis,0.791,0.224,1.0,,0.585,0.293,0.336,0.293,0.336,,,0.298,0.323,,,0.347,0.057,,,,0.568,0.324,0.722,0.722,,0.697
Adrian Smith,0.774,0.359,1.0,,0.792,0.436,0.488,0.436,0.488,,,0.427,0.389,,,0.117,0.279,,,,0.577,0.478,0.741,0.741,,0.83
Nate Thurmond,0.275,0.359,0.963,,0.915,0.488,0.595,0.488,0.595,,,0.353,0.406,,,0.743,0.182,,,,0.672,0.502,0.681,0.681,,0.658
Bob Boozer,0.501,0.312,1.0,,0.617,0.399,0.462,0.399,0.462,,,0.433,0.426,,,0.322,0.125,,,,0.53,0.448,0.715,0.715,,0.768
Ron Bonham,1.0,0.106,0.463,,0.106,0.086,0.106,0.086,0.106,,,0.138,0.127,,,0.042,0.022,,,,0.096,0.108,0.673,0.673,,0.821
Tom Hawkins,0.774,0.059,0.988,,0.538,0.207,0.258,0.207,0.258,,,0.174,0.232,,,0.253,0.093,,,,0.696,0.219,0.665,0.665,,0.569
Tom Meschery,0.275,0.241,0.988,,0.695,0.34,0.44,0.34,0.44,,,0.418,0.42,,,0.349,0.123,,,,0.809,0.395,0.641,0.641,,0.751
Jack Twyman,0.774,0.229,1.0,,0.645,0.451,0.519,0.451,0.519,,,0.298,0.272,,,0.204,0.159,,,,0.693,0.456,0.72,0.72,,0.828
Bill Bridges,0.726,0.182,0.988,,0.681,0.341,0.45,0.341,0.45,,,0.28,0.312,,,0.454,0.217,,,,0.8,0.359,0.628,0.628,,0.676
Chet Walker,0.645,0.218,0.988,,0.631,0.355,0.449,0.355,0.449,,,0.433,0.441,,,0.281,0.153,,,,0.58,0.411,0.655,0.655,,0.742
Rod Thorn,0.501,0.2,0.925,,0.511,0.301,0.36,0.301,0.36,,,0.265,0.276,,,0.142,0.187,,,,0.354,0.322,0.694,0.694,,0.724
Howard Komives,0.501,0.041,1.0,,0.686,0.358,0.49,0.358,0.49,,,0.319,0.289,,,0.104,0.308,,,,0.713,0.384,0.608,0.608,,0.835
Sam Jones,1.0,0.753,1.0,,0.832,0.772,0.873,0.772,0.873,,,0.644,0.593,,,0.219,0.259,,,,0.51,0.817,0.735,0.735,,0.82
Dick Barnett,0.791,0.2,0.925,,0.585,0.353,0.436,0.353,0.436,,,0.406,0.384,,,0.106,0.185,,,,0.606,0.403,0.672,0.672,,0.799
Bob Ferry,0.597,0.071,0.963,,0.369,0.135,0.162,0.135,0.162,,,0.183,0.226,,,0.189,0.07,,,,0.452,0.161,0.688,0.688,,0.613
Bucky Bockhorn,0.774,0.006,0.237,,0.122,0.056,0.075,0.056,0.075,,,0.042,0.044,,,0.029,0.052,,,,0.151,0.058,0.621,0.621,,0.718
Tom Gola,0.501,0.2,0.963,,0.498,0.192,0.218,0.192,0.218,,,0.2,0.205,,,0.17,0.256,,,,0.78,0.213,0.728,0.728,,0.739
Red Kerr,0.645,0.053,1.0,,0.522,0.248,0.343,0.248,0.343,,,0.189,0.206,,,0.293,0.229,,,,0.383,0.258,0.602,0.602,,0.696
Larry Costello,0.645,0.335,0.8,,0.568,0.291,0.334,0.291,0.334,,,0.365,0.315,,,0.09,0.319,,,,0.701,0.34,0.724,0.724,,0.877
Lenny Wilkens,0.726,0.476,0.975,,0.823,0.408,0.503,0.408,0.503,,,0.626,0.634,,,0.194,0.501,,,,0.82,0.507,0.673,0.673,,0.746
Zelmo Beaty,0.726,0.635,1.0,,0.841,0.475,0.503,0.475,0.503,,,0.513,0.542,,,0.514,0.129,,,,0.951,0.533,0.784,0.784,,0.715
Joe Caldwell,0.501,0.018,0.825,,0.445,0.273,0.373,0.273,0.373,,,0.194,0.239,,,0.235,0.137,,,,0.496,0.28,0.608,0.608,,0.614
Willie Jones,0.501,0.0,0.15,,0.029,0.02,0.025,0.02,0.025,,,0.003,0.007,,,0.005,0.008,,,,0.038,0.017,0.657,0.657,,0.333
Willis Reed,0.501,0.324,1.0,,0.878,0.592,0.699,0.592,0.699,,,0.454,0.463,,,0.626,0.154,,,,0.983,0.616,0.702,0.702,,0.742
Dave Budd,0.501,0.188,0.775,,0.343,0.184,0.195,0.184,0.195,,,0.182,0.193,,,0.165,0.072,,,,0.426,0.202,0.784,0.784,,0.712
Johnny Green,0.501,0.224,0.975,,0.496,0.325,0.354,0.325,0.354,,,0.248,0.342,,,0.29,0.15,,,,0.562,0.338,0.763,0.763,,0.548
Dave Gambee,0.645,0.271,1.0,,0.575,0.335,0.415,0.335,0.415,,,0.45,0.418,,,0.249,0.131,,,,0.803,0.399,0.67,0.67,,0.813
George Lee,0.275,0.024,0.237,,0.071,0.025,0.037,0.025,0.037,,,0.057,0.059,,,0.029,0.014,,,,0.064,0.036,0.571,0.571,,0.731
Tom Hoover,0.501,0.006,0.3,,0.044,0.012,0.015,0.012,0.015,,,0.012,0.016,,,0.031,0.014,,,,0.107,0.013,0.66,0.66,,0.571
Jim King,0.791,0.088,0.963,,0.482,0.173,0.225,0.173,0.225,,,0.177,0.172,,,0.114,0.207,,,,0.559,0.192,0.637,0.637,,0.781
Reggie Harding,0.501,0.182,0.975,,0.779,0.381,0.474,0.381,0.474,,,0.192,0.237,,,0.482,0.208,,,,0.748,0.37,0.667,0.667,,0.612
Gary Bradds,0.597,0.029,0.512,,0.097,0.043,0.053,0.043,0.053,,,0.068,0.072,,,0.045,0.022,,,,0.104,0.054,0.673,0.673,,0.714
Happy Hairston,0.774,0.024,0.762,,0.212,0.123,0.169,0.123,0.169,,,0.165,0.188,,,0.156,0.031,,,,0.275,0.147,0.607,0.607,,0.667
Jackie Moreland,0.501,0.006,0.675,,0.211,0.097,0.142,0.097,0.142,,,0.099,0.118,,,0.097,0.08,,,,0.438,0.107,0.566,0.566,,0.635
Mel Counts,1.0,0.088,0.675,,0.165,0.094,0.131,0.094,0.131,,,0.087,0.084,,,0.141,0.022,,,,0.388,0.102,0.598,0.598,,0.784
