Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Brad Miller,0.807,0.534,0.683,0.683,0.617,0.401,0.335,0.422,0.399,0.022,0.03,0.355,0.361,0.465,0.444,0.47,0.256,0.383,0.342,0.238,0.578,0.381,0.872,0.872,0.526,0.87
Steve Nash,1.0,0.677,0.915,0.915,0.759,0.541,0.471,0.452,0.432,0.416,0.345,0.322,0.299,0.191,0.223,0.225,1.0,0.411,0.03,0.712,0.435,0.506,0.835,0.862,0.862,0.951
Matt Harpring,0.419,0.342,0.951,0.671,0.763,0.526,0.47,0.55,0.549,0.04,0.068,0.373,0.396,0.656,0.33,0.433,0.165,0.389,0.08,0.387,0.799,0.474,0.814,0.826,0.418,0.834
Greg Buckner,0.791,0.298,0.854,0.5,0.449,0.201,0.167,0.149,0.123,0.217,0.192,0.096,0.102,0.221,0.165,0.188,0.154,0.417,0.03,0.142,0.54,0.188,0.879,1.0,0.81,0.834
Antonio Daniels,0.839,0.422,0.915,0.024,0.598,0.343,0.343,0.301,0.309,0.217,0.261,0.378,0.382,0.067,0.173,0.153,0.359,0.283,0.015,0.227,0.249,0.366,0.729,0.802,0.594,0.875
Bob Sura,0.823,0.298,0.744,0.72,0.567,0.27,0.277,0.215,0.236,0.243,0.246,0.215,0.236,0.264,0.3,0.304,0.368,0.361,0.035,0.427,0.537,0.272,0.71,0.751,0.71,0.804
David Wesley,,0.323,0.976,0.963,0.819,0.42,0.462,0.29,0.355,0.522,0.499,0.247,0.238,0.127,0.221,0.206,0.308,0.533,0.045,0.328,0.687,0.412,0.662,0.674,0.75,0.919
Richard Hamilton,0.872,0.46,0.927,0.927,0.864,0.642,0.638,0.637,0.704,0.159,0.187,0.561,0.54,0.247,0.257,0.266,0.432,0.428,0.065,0.631,0.741,0.619,0.732,0.746,0.61,0.92
Tayshaun Prince,0.872,0.584,1.0,1.0,0.897,0.59,0.53,0.567,0.557,0.208,0.219,0.337,0.345,0.445,0.351,0.393,0.287,0.311,0.357,0.392,0.514,0.524,0.81,0.839,0.682,0.865
Tyson Chandler,0.758,0.516,0.976,0.122,0.646,0.26,0.23,0.278,0.282,0.0,0.003,0.345,0.423,0.873,0.597,0.699,0.075,0.383,0.709,0.343,0.856,0.278,0.822,0.813,0.0,0.721
Mehmet Okur,0.419,0.435,1.0,0.305,0.68,0.445,0.416,0.453,0.468,0.075,0.1,0.502,0.487,0.649,0.49,0.556,0.193,0.178,0.342,0.41,0.725,0.458,0.779,0.797,0.54,0.911
Quentin Richardson,1.0,0.36,0.963,0.951,0.838,0.512,0.575,0.243,0.28,1.0,1.0,0.207,0.231,0.304,0.451,0.432,0.184,0.533,0.136,0.297,0.629,0.511,0.647,0.716,0.716,0.792
Antawn Jamison,0.726,0.335,0.829,0.829,0.769,0.653,0.654,0.602,0.663,0.314,0.33,0.343,0.372,0.535,0.417,0.468,0.179,0.306,0.08,0.343,0.482,0.579,0.727,0.749,0.682,0.815
Stephon Marbury,0.532,0.727,1.0,1.0,0.968,0.76,0.719,0.657,0.664,0.509,0.515,0.698,0.691,0.167,0.23,0.224,0.776,0.678,0.03,0.677,0.594,0.774,0.769,0.815,0.708,0.894
Chris Bosh,0.532,0.422,0.988,0.988,0.89,0.595,0.553,0.632,0.672,0.013,0.016,0.628,0.682,0.649,0.609,0.648,0.178,0.422,0.568,0.544,0.722,0.591,0.784,0.774,0.6,0.815
Vince Carter,,0.584,0.939,0.927,0.835,0.875,0.848,0.765,0.83,0.562,0.496,0.559,0.579,0.355,0.343,0.362,0.38,0.606,0.241,0.488,0.776,0.819,0.752,0.759,0.812,0.855
Grant Hill,0.581,0.41,0.817,0.817,0.69,0.65,0.558,0.691,0.677,0.013,0.021,0.427,0.429,0.258,0.28,0.287,0.256,0.539,0.141,0.468,0.46,0.572,0.847,0.841,0.462,0.88
Chauncey Billups,0.872,0.752,0.976,0.976,0.846,0.508,0.502,0.321,0.355,0.73,0.613,0.523,0.481,0.161,0.259,0.245,0.539,0.45,0.045,0.523,0.62,0.572,0.735,0.744,0.852,0.962
Bruce Bowen,0.952,0.379,1.0,1.0,0.775,0.316,0.329,0.2,0.233,0.451,0.401,0.108,0.141,0.167,0.273,0.257,0.146,0.306,0.196,0.166,0.559,0.293,0.699,0.708,0.806,0.68
Zydrunas Ilgauskas,0.677,0.503,0.951,0.951,0.772,0.576,0.539,0.613,0.657,0.009,0.011,0.613,0.633,1.0,0.433,0.606,0.116,0.294,0.829,0.555,1.0,0.573,0.779,0.769,0.572,0.856
Ray Allen,0.839,0.665,0.951,0.951,0.904,0.805,0.822,0.579,0.634,0.925,0.881,0.576,0.538,0.264,0.311,0.313,0.336,0.467,0.025,0.497,0.534,0.811,0.712,0.752,0.752,0.946
Jason Kidd,0.677,0.447,0.805,0.793,0.719,0.428,0.47,0.284,0.336,0.571,0.567,0.216,0.242,0.314,0.458,0.44,0.633,0.683,0.045,0.485,0.351,0.413,0.662,0.697,0.72,0.793
Jeff Foster,0.71,0.335,0.744,0.524,0.47,0.211,0.178,0.226,0.216,0.0,0.008,0.137,0.179,0.686,0.401,0.496,0.05,0.256,0.06,0.16,0.594,0.185,0.864,0.864,0.0,0.68
Kurt Thomas,0.532,0.323,0.976,0.976,0.843,0.533,0.496,0.567,0.606,0.009,0.006,0.101,0.106,0.569,0.768,0.75,0.186,0.389,0.397,0.288,0.99,0.398,0.784,0.77,1.0,0.842
Caron Butler,0.549,0.329,0.939,0.939,0.811,0.555,0.545,0.542,0.585,0.168,0.198,0.419,0.401,0.488,0.353,0.406,0.17,0.611,0.116,0.363,0.681,0.519,0.74,0.762,0.608,0.924
Tim Duncan,0.952,0.696,0.805,0.805,0.65,0.65,0.573,0.691,0.698,0.013,0.014,0.465,0.572,0.676,0.616,0.661,0.208,0.25,0.874,0.369,0.46,0.583,0.825,0.816,0.666,0.718
Dwight Howard,0.581,0.453,1.0,1.0,0.788,0.443,0.372,0.473,0.456,0.0,0.003,0.422,0.519,0.96,0.623,0.743,0.087,0.428,0.683,0.48,0.741,0.426,0.865,0.854,0.0,0.719
Dirk Nowitzki,0.935,0.969,0.951,0.951,0.891,0.834,0.795,0.769,0.822,0.403,0.361,0.938,0.891,0.321,0.768,0.683,0.279,0.539,0.598,0.512,0.7,0.883,0.764,0.77,0.798,0.931
Lamar Odom,0.549,0.292,0.78,0.78,0.685,0.46,0.426,0.444,0.444,0.159,0.185,0.316,0.375,0.448,0.603,0.589,0.276,0.233,0.327,0.468,0.674,0.424,0.787,0.823,0.616,0.745
Kevin Garnett,0.71,1.0,1.0,1.0,0.921,0.859,0.748,0.91,0.902,0.027,0.04,0.678,0.691,0.826,1.0,1.0,0.541,0.672,0.563,0.645,0.661,0.789,0.835,0.831,0.48,0.869
Morris Peterson,0.532,0.317,1.0,0.744,0.741,0.448,0.466,0.305,0.347,0.571,0.531,0.287,0.284,0.237,0.312,0.307,0.196,0.506,0.09,0.27,0.7,0.447,0.699,0.725,0.77,0.892
Jason Hart,0.291,0.298,0.902,0.329,0.557,0.323,0.315,0.298,0.323,0.155,0.151,0.239,0.252,0.06,0.215,0.183,0.426,0.55,0.07,0.297,0.534,0.307,0.747,0.761,0.736,0.841
LeBron James,0.677,0.888,0.976,0.976,1.0,1.0,0.926,0.923,0.93,0.478,0.488,0.727,0.8,0.371,0.554,0.531,0.67,0.983,0.261,0.762,0.466,0.945,0.785,0.818,0.702,0.804
Gary Payton,0.726,0.335,0.939,0.939,0.75,0.426,0.399,0.399,0.403,0.186,0.204,0.233,0.253,0.161,0.218,0.213,0.545,0.489,0.06,0.43,0.387,0.379,0.779,0.816,0.652,0.816
Joe Smith,0.484,0.342,0.902,0.89,0.669,0.401,0.342,0.429,0.419,0.0,0.002,0.267,0.287,0.599,0.42,0.488,0.078,0.239,0.191,0.23,0.709,0.353,0.855,0.844,0.0,0.823
Joe Johnson,1.0,0.472,1.0,1.0,0.956,0.684,0.649,0.493,0.547,0.783,0.586,0.206,0.226,0.401,0.351,0.381,0.338,0.439,0.121,0.43,0.534,0.608,0.767,0.744,0.956,0.804
Primoz Brezec,0.291,0.304,0.878,0.878,0.672,0.487,0.416,0.52,0.511,0.0,0.0,0.25,0.277,0.756,0.354,0.479,0.1,0.183,0.276,0.308,0.585,0.407,0.852,0.839,,0.798
Raef LaFrentz,0.726,0.466,0.976,0.976,0.648,0.429,0.378,0.348,0.313,0.363,0.357,0.183,0.186,0.515,0.463,0.499,0.114,0.233,0.497,0.203,0.837,0.384,0.825,0.916,0.728,0.869
Pau Gasol,0.726,0.422,0.683,0.646,0.528,0.449,0.382,0.478,0.466,0.004,0.01,0.43,0.462,0.435,0.325,0.37,0.157,0.206,0.467,0.398,0.466,0.433,0.855,0.848,0.334,0.823
