Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Brad Miller,0.575,0.365,0.878,0.878,0.734,0.424,0.431,0.429,0.444,0.115,0.15,0.406,0.344,0.519,0.583,0.587,0.285,0.318,0.26,0.556,0.84,0.415,0.72,0.753,0.662,0.913
Antawn Jamison,0.651,0.517,0.963,0.963,0.894,0.778,0.838,0.691,0.74,0.494,0.591,0.516,0.488,0.668,0.67,0.694,0.13,0.488,0.119,0.383,0.663,0.727,0.678,0.728,0.721,0.818
Paul Millsap,0.819,0.292,1.0,0.024,0.497,0.319,0.297,0.351,0.347,0.0,0.007,0.24,0.255,0.519,0.332,0.396,0.088,0.332,0.256,0.295,0.915,0.285,0.784,0.79,0.0,0.729
Deron Williams,0.819,0.635,1.0,1.0,0.893,0.713,0.661,0.67,0.632,0.342,0.351,0.512,0.458,0.106,0.237,0.209,0.932,0.415,0.081,0.946,0.68,0.665,0.788,0.829,0.84,0.864
Jason Terry,0.773,0.483,1.0,0.415,0.753,0.593,0.596,0.465,0.449,0.56,0.606,0.296,0.249,0.093,0.202,0.179,0.285,0.406,0.063,0.312,0.578,0.546,0.726,0.807,0.798,0.922
Richard Hamilton,0.894,0.433,0.878,0.878,0.708,0.628,0.609,0.606,0.619,0.255,0.235,0.285,0.246,0.233,0.181,0.202,0.323,0.336,0.035,0.447,0.582,0.536,0.753,0.765,0.936,0.897
Andris Biedrins,0.727,0.449,0.927,0.72,0.607,0.428,0.321,0.472,0.378,0.0,0.0,0.18,0.208,0.795,0.553,0.641,0.081,0.258,0.33,0.288,0.891,0.343,0.974,0.974,,0.667
Amar'e Stoudemire,0.834,0.82,0.963,0.963,0.782,0.899,0.717,0.983,0.822,0.021,0.052,0.862,0.77,0.553,0.613,0.619,0.128,0.295,0.572,0.59,1.0,0.856,0.918,0.935,0.343,0.867
Tyson Chandler,0.848,0.562,0.963,0.963,0.813,0.475,0.358,0.523,0.421,0.0,0.002,0.271,0.329,1.0,0.687,0.799,0.088,0.207,0.295,0.461,0.827,0.4,0.969,0.97,0.0,0.638
Mehmet Okur,0.819,0.376,0.878,0.878,0.698,0.471,0.498,0.361,0.381,0.469,0.491,0.287,0.256,0.41,0.481,0.479,0.157,0.253,0.102,0.353,0.803,0.451,0.692,0.739,0.826,0.865
Steve Nash,0.834,0.59,0.988,0.988,0.812,0.611,0.569,0.424,0.405,0.737,0.636,0.344,0.273,0.087,0.288,0.243,0.971,0.244,0.018,1.0,0.384,0.59,0.784,0.82,1.0,0.975
LaMarcus Aldridge,0.621,0.348,0.927,0.927,0.774,0.707,0.686,0.777,0.803,0.004,0.012,0.352,0.332,0.683,0.406,0.498,0.132,0.253,0.33,0.427,0.816,0.581,0.753,0.756,0.304,0.82
Brandon Roy,0.621,0.449,0.902,0.902,0.815,0.669,0.692,0.635,0.665,0.3,0.359,0.436,0.416,0.252,0.303,0.3,0.465,0.364,0.056,0.461,0.5,0.61,0.706,0.747,0.723,0.811
Fabricio Oberto,0.848,0.343,1.0,0.78,0.48,0.227,0.175,0.25,0.205,0.0,0.002,0.057,0.068,0.475,0.314,0.37,0.103,0.171,0.07,0.173,0.69,0.171,0.946,0.949,0.0,0.653
Chris Bosh,0.621,0.567,0.817,0.817,0.708,0.639,0.608,0.689,0.698,0.041,0.042,0.732,0.623,0.54,0.464,0.502,0.185,0.29,0.235,0.519,0.534,0.644,0.768,0.771,0.851,0.909
Vince Carter,0.516,0.433,0.927,0.878,0.864,0.739,0.762,0.678,0.706,0.403,0.456,0.543,0.478,0.348,0.387,0.39,0.421,0.429,0.116,0.614,0.82,0.698,0.709,0.75,0.764,0.878
Emeka Okafor,0.484,0.326,1.0,1.0,0.794,0.579,0.509,0.638,0.599,0.0,0.0,0.33,0.417,0.792,0.704,0.755,0.076,0.286,0.484,0.556,0.82,0.488,0.832,0.832,,0.614
Grant Hill,0.834,0.331,0.854,0.829,0.649,0.451,0.421,0.451,0.423,0.136,0.174,0.264,0.219,0.23,0.316,0.304,0.219,0.3,0.196,0.325,0.52,0.396,0.782,0.832,0.674,0.933
Chauncey Billups,0.894,0.758,0.951,0.951,0.737,0.495,0.519,0.355,0.373,0.564,0.571,0.622,0.487,0.13,0.193,0.183,0.572,0.465,0.06,0.542,0.442,0.57,0.697,0.745,0.853,0.988
Anthony Parker,0.621,0.348,1.0,1.0,0.769,0.497,0.491,0.363,0.366,0.547,0.508,0.158,0.139,0.155,0.322,0.288,0.198,0.364,0.06,0.295,0.534,0.441,0.74,0.776,0.932,0.878
Ray Allen,1.0,0.545,0.89,0.89,0.766,0.553,0.583,0.359,0.372,0.741,0.755,0.333,0.264,0.233,0.219,0.231,0.243,0.3,0.056,0.431,0.5,0.548,0.692,0.754,0.847,0.976
Jason Kidd,,0.331,0.976,0.976,0.849,0.384,0.469,0.258,0.335,0.49,0.521,0.209,0.184,0.292,0.574,0.517,0.871,0.627,0.091,0.902,0.561,0.372,0.599,0.602,0.811,0.881
Jeff Foster,0.545,0.365,0.939,0.634,0.55,0.258,0.221,0.284,0.258,0.0,0.005,0.133,0.162,0.82,0.458,0.575,0.139,0.258,0.112,0.21,0.752,0.214,0.855,0.862,0.0,0.638
Mike Dunleavy,0.545,0.478,1.0,1.0,0.862,0.67,0.661,0.509,0.507,0.679,0.649,0.521,0.449,0.183,0.414,0.365,0.311,0.396,0.109,0.644,0.707,0.674,0.74,0.784,0.902,0.898
Kevin Martin,0.575,0.472,0.744,0.695,0.647,0.525,0.541,0.43,0.451,0.44,0.444,0.778,0.644,0.149,0.255,0.235,0.139,0.286,0.018,0.444,0.51,0.621,0.709,0.743,0.855,0.935
Caron Butler,0.651,0.404,0.707,0.707,0.676,0.553,0.558,0.517,0.528,0.272,0.309,0.366,0.292,0.289,0.334,0.334,0.307,0.59,0.07,0.508,0.544,0.508,0.725,0.765,0.76,0.97
Tim Duncan,0.848,0.624,0.951,0.951,0.774,0.737,0.697,0.811,0.818,0.0,0.007,0.524,0.516,0.736,0.73,0.759,0.236,0.258,0.533,0.603,0.629,0.649,0.773,0.774,0.0,0.786
Keith Bogans,0.788,0.275,1.0,0.427,0.642,0.304,0.348,0.129,0.125,0.609,0.683,0.126,0.123,0.13,0.254,0.229,0.112,0.272,0.035,0.18,0.558,0.306,0.638,0.809,0.77,0.792
Dwight Howard,0.788,0.725,1.0,1.0,0.902,0.734,0.576,0.809,0.675,0.0,0.007,0.82,1.0,0.866,1.0,1.0,0.119,0.341,0.618,0.892,0.932,0.73,0.932,0.935,0.0,0.635
Dirk Nowitzki,0.773,0.725,0.939,0.939,0.809,0.793,0.778,0.764,0.762,0.325,0.367,0.741,0.606,0.295,0.639,0.568,0.288,0.235,0.249,0.542,0.673,0.782,0.745,0.784,0.764,0.946
Lamar Odom,0.863,0.545,0.939,0.939,0.853,0.525,0.47,0.535,0.475,0.128,0.189,0.355,0.366,0.612,0.705,0.705,0.295,0.346,0.253,0.529,0.755,0.471,0.816,0.88,0.583,0.751
Kevin Garnett,1.0,0.725,0.866,0.866,0.68,0.673,0.586,0.741,0.682,0.0,0.018,0.417,0.375,0.419,0.59,0.564,0.264,0.461,0.312,0.468,0.554,0.576,0.838,0.848,0.0,0.862
Jose Calderon,0.621,0.573,1.0,0.683,0.725,0.462,0.418,0.399,0.364,0.325,0.307,0.169,0.134,0.106,0.229,0.203,0.733,0.401,0.021,0.427,0.456,0.397,0.807,0.857,0.913,0.977
Luis Scola,0.834,0.365,1.0,0.476,0.591,0.435,0.396,0.479,0.464,0.0,0.005,0.243,0.262,0.54,0.398,0.452,0.115,0.276,0.067,0.356,0.799,0.365,0.801,0.804,0.0,0.719
LeBron James,0.682,0.854,0.915,0.902,0.884,1.0,0.972,0.945,0.893,0.465,0.599,0.851,0.86,0.413,0.52,0.51,0.583,0.636,0.284,0.864,0.561,0.969,0.753,0.826,0.67,0.766
Monta Ellis,0.727,0.506,0.988,0.878,0.897,0.821,0.726,0.888,0.818,0.049,0.087,0.496,0.465,0.413,0.307,0.348,0.341,0.571,0.095,0.586,0.663,0.704,0.826,0.848,0.491,0.826
Rashard Lewis,0.788,0.551,0.988,0.988,0.898,0.65,0.672,0.402,0.405,0.93,0.923,0.338,0.29,0.301,0.385,0.376,0.212,0.456,0.133,0.475,0.728,0.635,0.708,0.774,0.87,0.902
Carlos Boozer,0.819,0.573,0.988,0.988,0.826,0.893,0.767,0.983,0.903,0.0,0.002,0.45,0.438,0.612,0.734,0.727,0.252,0.461,0.144,0.712,0.997,0.735,0.851,0.851,0.0,0.794
Pau Gasol,,0.472,0.805,0.805,0.687,0.598,0.527,0.653,0.609,0.016,0.027,0.453,0.404,0.481,0.451,0.476,0.228,0.138,0.344,0.42,0.473,0.536,0.83,0.838,0.532,0.869
Al Harrington,0.727,0.303,0.988,0.72,0.64,0.505,0.546,0.344,0.359,0.63,0.681,0.228,0.212,0.332,0.376,0.378,0.143,0.341,0.056,0.305,0.905,0.474,0.675,0.75,0.798,0.833
Jamal Crawford,0.348,0.281,0.976,0.976,0.932,0.718,0.823,0.546,0.625,0.724,0.825,0.51,0.425,0.115,0.193,0.178,0.43,0.373,0.06,0.651,0.49,0.708,0.638,0.683,0.757,0.93
Andre Miller,0.606,0.466,1.0,1.0,0.881,0.717,0.684,0.785,0.781,0.012,0.057,0.398,0.371,0.295,0.26,0.279,0.611,0.484,0.021,0.698,0.616,0.602,0.765,0.784,0.187,0.831
Maurice Evans,,0.275,0.915,0.573,0.502,0.33,0.322,0.251,0.234,0.333,0.349,0.091,0.093,0.286,0.143,0.188,0.088,0.212,0.035,0.136,0.483,0.286,0.748,0.838,0.826,0.765
Allen Iverson,0.758,0.652,1.0,1.0,1.0,0.897,0.921,0.856,0.892,0.391,0.459,1.0,0.889,0.146,0.222,0.209,0.634,0.737,0.042,0.831,0.371,0.932,0.712,0.75,0.734,0.871
Josh Howard,0.773,0.449,0.927,0.927,0.805,0.714,0.738,0.693,0.722,0.276,0.351,0.484,0.428,0.373,0.467,0.458,0.177,0.272,0.112,0.386,0.687,0.651,0.708,0.75,0.679,0.875
