Player,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Brad Miller,,0.251,0.854,0.524,0.642,0.342,0.353,0.351,0.382,0.105,0.101,0.377,0.32,0.446,0.522,0.499,0.272,0.241,0.156,0.478,0.774,0.348,0.732,0.742,0.411,0.84
Steve Nash,0.697,0.36,0.902,0.902,0.76,0.501,0.489,0.418,0.414,0.491,0.444,0.33,0.247,0.057,0.269,0.204,0.833,0.255,0.043,0.912,0.375,0.486,0.774,0.814,0.439,0.951
Paul Millsap,0.727,0.379,0.927,0.463,0.701,0.468,0.431,0.522,0.51,0.0,0.007,0.384,0.384,0.747,0.532,0.598,0.16,0.361,0.316,0.474,1.0,0.431,0.822,0.826,0.0,0.713
Deron Williams,0.727,0.414,0.829,0.829,0.766,0.542,0.566,0.513,0.519,0.318,0.408,0.549,0.452,0.071,0.226,0.178,0.842,0.338,0.087,0.838,0.465,0.554,0.725,0.797,0.31,0.865
Metta World Peace,0.802,0.271,0.841,0.671,0.75,0.487,0.596,0.343,0.448,0.695,0.691,0.33,0.309,0.193,0.388,0.328,0.266,0.486,0.104,0.515,0.538,0.495,0.617,0.618,0.399,0.762
David Lee,0.484,0.443,0.988,0.902,0.864,0.611,0.547,0.681,0.649,0.0,0.005,0.419,0.389,0.762,0.918,0.87,0.202,0.37,0.095,0.551,0.903,0.542,0.845,0.848,0.0,0.77
Tayshaun Prince,0.591,0.305,1.0,1.0,0.935,0.537,0.587,0.526,0.602,0.255,0.255,0.318,0.286,0.381,0.46,0.435,0.294,0.204,0.221,0.371,0.361,0.487,0.692,0.705,0.397,0.793
Mehmet Okur,0.727,0.365,0.878,0.878,0.737,0.505,0.511,0.445,0.47,0.409,0.365,0.46,0.393,0.369,0.572,0.51,0.139,0.25,0.229,0.485,0.76,0.513,0.746,0.765,0.446,0.833
Eddie House,0.939,0.241,0.988,0.0,0.452,0.292,0.322,0.128,0.151,0.686,0.614,0.071,0.062,0.033,0.193,0.144,0.107,0.282,0.03,0.202,0.392,0.29,0.685,0.685,0.444,0.807
Antawn Jamison,0.288,0.399,0.988,0.988,0.947,0.789,0.829,0.734,0.768,0.509,0.576,0.574,0.532,0.583,0.694,0.66,0.178,0.44,0.108,0.46,0.757,0.755,0.72,0.771,0.351,0.769
LaMarcus Aldridge,0.819,0.468,0.988,0.988,0.919,0.704,0.715,0.775,0.832,0.032,0.051,0.439,0.393,0.696,0.49,0.554,0.182,0.356,0.333,0.445,0.719,0.616,0.745,0.752,0.25,0.796
Brandon Roy,0.819,0.665,0.951,0.951,0.888,0.741,0.758,0.718,0.752,0.377,0.397,0.7,0.595,0.31,0.351,0.339,0.465,0.407,0.095,0.559,0.441,0.74,0.738,0.771,0.377,0.84
