Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Alex English,,,DEN,NBA,8.3,81,,3093,768,1555,765,1550,3,5,390,459,273,373,646,290,106,100,241,255,1929,.494,.494,.600,.495,.850,.549
Reggie King,,,KCK,NBA,8.3,81,,2743,472,867,472,867,0,0,264,386,235,551,786,122,102,41,164,227,1208,.544,.544,,.544,.684,.583
Otis Birdsong,,,KCK,NBA,8.2,71,,2593,710,1306,700,1271,10,35,317,455,119,139,258,233,93,18,173,172,1747,.544,.551,.286,.547,.697,.580
Jack Sikma,,,SEA,NBA,8.0,82,,2920,595,1311,595,1306,0,5,340,413,184,668,852,248,78,93,201,282,1530,.454,.456,.000,.454,.823,.512
Alvan Adams,,,PHO,NBA,7.7,75,,2054,458,870,458,870,0,0,199,259,157,389,546,344,106,69,226,226,1115,.526,.526,,.526,.768,.567
Jim Paxson,,,POR,NBA,7.7,79,,2701,585,1092,583,1062,2,30,182,248,74,137,211,299,140,9,131,172,1354,.536,.549,.067,.537,.734,.564
Truck Robinson,,,PHO,NBA,7.6,82,,3088,647,1280,647,1280,0,0,249,396,216,573,789,206,68,38,250,220,1543,.505,.505,,.505,.629,.531
World B. Free,,,GSW,NBA,7.4,65,,2370,516,1157,511,1126,5,31,528,649,48,111,159,361,85,11,195,183,1565,.446,.454,.161,.448,.814,.542
Robert Reid,,,HOU,NBA,7.2,82,,2963,536,1113,536,1109,0,4,229,303,164,419,583,344,163,66,198,325,1301,.482,.483,.000,.482,.756,.522
Ray Williams,,,NYK,NBA,7.2,79,,2742,616,1335,600,1267,16,68,312,382,122,199,321,432,185,37,235,270,1560,.461,.474,.235,.467,.817,.519
Walter Davis,,,PHO,NBA,7.1,78,,2182,593,1101,586,1084,7,17,209,250,63,137,200,302,97,12,222,192,1402,.539,.541,.412,.542,.836,.579
Dave Greenwood,,,CHI,NBA,7.1,82,,2710,481,989,481,987,0,2,217,290,243,481,724,218,77,124,192,282,1179,.486,.487,.000,.486,.748,.528
Brian Taylor,,,SDC,NBA,7.1,80,,2312,310,591,266,476,44,115,146,185,58,93,151,440,118,23,111,212,810,.525,.559,.383,.562,.789,.602
James Edwards,,,IND,NBA,7.0,81,,2375,511,1004,511,1001,0,3,244,347,191,380,571,212,32,128,164,304,1266,.509,.510,.000,.509,.703,.547
Dan Roundfield,,,ATL,NBA,7.0,63,,2128,426,808,426,807,0,1,256,355,231,403,634,161,76,119,178,258,1108,.527,.528,.000,.527,.721,.575
James Silas,,,SAS,NBA,7.0,75,,2055,476,997,476,995,0,2,374,440,44,187,231,285,51,12,159,129,1326,.477,.478,.000,.477,.850,.557
Tiny Archibald,,,BOS,NBA,6.9,80,72,2820,382,766,382,757,0,9,342,419,36,140,176,618,75,18,265,201,1106,.499,.505,.000,.499,.816,.582
Greg Ballard,,,WSB,NBA,6.9,82,,2610,549,1186,542,1154,7,32,166,196,167,413,580,195,118,39,117,194,1271,.463,.470,.219,.466,.847,.500
Eddie Johnson,,,ATL,NBA,6.9,75,,2693,573,1136,567,1116,6,20,279,356,60,119,179,407,126,11,197,188,1431,.504,.508,.300,.507,.784,.554
Micheal Ray Richardson,,,NYK,NBA,6.9,79,,3175,523,1116,500,1014,23,102,224,338,173,372,545,627,232,35,302,258,1293,.469,.493,.225,.479,.663,.511
Bob Lanier,,,MIL,NBA,6.8,67,,1753,376,716,375,715,1,1,208,277,128,285,413,179,73,81,139,184,961,.525,.524,1.000,.526,.751,.573
Kermit Washington,,,POR,NBA,6.8,73,,2120,325,571,325,570,0,1,181,288,236,450,686,149,85,86,144,258,831,.569,.570,.000,.569,.628,.596
Junior Bridgeman,,,MIL,NBA,6.7,77,,2215,537,1102,534,1081,3,21,213,241,78,211,289,234,88,28,150,182,1290,.487,.494,.143,.489,.884,.534
Mark Olberding,,,SAS,NBA,6.6,82,,2408,348,685,347,678,1,7,315,380,146,325,471,277,75,31,202,307,1012,.508,.512,.143,.509,.829,.594
Magic Johnson,,,LAL,NBA,6.4,37,,1371,312,587,309,570,3,17,171,225,101,219,320,317,127,27,143,100,798,.532,.542,.176,.534,.760,.582
Kevin Porter,,,WSB,NBA,6.4,81,,2577,446,859,443,847,3,12,191,247,35,89,124,734,110,10,251,257,1086,.519,.523,.250,.521,.773,.561
David Thompson,,,DEN,NBA,6.4,77,,2620,734,1451,724,1412,10,39,489,615,107,180,287,231,53,60,250,231,1967,.506,.513,.256,.509,.795,.571
Terry Tyler,,,DET,NBA,6.4,82,,2549,476,895,476,887,0,8,148,250,198,369,567,136,112,180,163,215,1100,.532,.537,.000,.532,.592,.547
Darryl Dawkins,,,PHI,NBA,6.3,76,,2088,423,697,423,697,0,0,219,304,106,439,545,109,38,112,220,316,1065,.607,.607,,.607,.720,.641
Mike Newlin,,,NJN,NBA,6.1,79,,2911,632,1272,622,1242,10,30,414,466,78,141,219,299,87,9,248,237,1688,.497,.501,.333,.501,.888,.571
Larry Smith,,,GSW,NBA,6.1,82,,2578,304,594,304,594,0,0,177,301,433,561,994,93,70,63,146,316,785,.512,.512,,.512,.588,.540
Mike Mitchell,,,CLE,NBA,6.0,82,,3194,853,1791,849,1782,4,9,302,385,215,287,502,139,63,52,175,199,2012,.476,.476,.444,.477,.784,.513
Vinnie Johnson,,,SEA,NBA,5.9,81,,2311,419,785,418,780,1,5,214,270,193,173,366,341,78,20,216,198,1053,.534,.536,.200,.534,.793,.583
Kenny Carr,,,CLE,NBA,5.8,81,,2615,469,918,469,914,0,4,292,409,260,575,835,192,76,42,231,296,1230,.511,.513,.000,.511,.714,.560
Kevin Grevey,,,WSB,NBA,5.8,75,,2616,500,1103,455,967,45,136,244,290,67,152,219,300,68,17,144,161,1289,.453,.471,.331,.474,.841,.524
Joe Barry Carroll,,,GSW,NBA,5.7,82,,2919,616,1254,616,1252,0,2,315,440,274,485,759,117,50,121,243,313,1547,.491,.492,.000,.491,.716,.534
Johnny Davis,,,IND,NBA,5.7,76,,2536,426,917,422,884,4,33,238,299,56,114,170,480,95,14,167,179,1094,.465,.477,.121,.467,.796,.522
Steve Hawes,,,ATL,NBA,5.7,74,,2309,333,637,332,633,1,4,222,278,165,396,561,168,73,32,161,289,889,.523,.524,.250,.524,.799,.585
Caldwell Jones,,,PHI,NBA,5.5,81,,2639,218,485,218,485,0,0,148,193,200,613,813,122,53,134,168,271,584,.449,.449,,.449,.767,.512
Steve Mix,,,PHI,NBA,5.5,72,,1327,288,575,288,572,0,3,200,240,105,159,264,114,59,18,88,107,776,.501,.503,.000,.501,.833,.570
Norm Nixon,,,LAL,NBA,5.5,79,,2962,576,1210,574,1198,2,12,196,252,64,168,232,696,146,11,285,226,1350,.476,.479,.167,.477,.778,.511
Jim Spanarkel,,,DAL,NBA,5.5,82,,2317,404,866,403,856,1,10,375,423,142,155,297,232,117,20,172,230,1184,.467,.471,.100,.467,.887,.563
Wes Unseld,,,WSB,NBA,5.5,63,,2032,225,429,223,425,2,4,55,86,207,466,673,170,52,36,97,171,507,.524,.525,.500,.527,.640,.543
Quinn Buckner,,,MIL,NBA,5.4,82,,2384,471,956,470,950,1,6,149,203,88,210,298,384,197,3,236,271,1092,.493,.495,.167,.493,.734,.522
John Drew,,,ATL,NBA,5.4,67,,2075,500,1096,500,1089,0,7,454,577,145,238,383,79,98,15,194,264,1454,.456,.459,.000,.456,.787,.539
Bill Laimbeer,,,CLE,NBA,5.4,81,,2460,337,670,337,670,0,0,117,153,266,427,693,216,56,78,132,332,791,.503,.503,,.503,.765,.536
Calvin Murphy,,,HOU,NBA,5.4,76,,2014,528,1074,524,1057,4,17,206,215,33,54,87,222,111,6,129,209,1266,.492,.496,.235,.493,.958,.542
Ben Poquette,,,UTA,NBA,5.4,82,,2808,324,614,321,608,3,6,126,162,160,469,629,161,67,174,122,342,777,.528,.528,.500,.530,.778,.567
Purvis Short,,,GSW,NBA,5.4,79,,2309,549,1157,546,1140,3,17,168,205,151,240,391,249,78,19,143,244,1269,.475,.479,.176,.476,.820,.509
Mickey Johnson,,,MIL,NBA,5.3,82,,2118,379,846,376,828,3,18,262,332,183,362,545,286,94,71,230,256,1023,.448,.454,.167,.450,.789,.516
Mychal Thompson,,,POR,NBA,5.3,79,,2790,569,1151,569,1150,0,1,207,323,223,463,686,284,62,170,241,260,1345,.494,.495,.000,.494,.641,.520
Fred Brown,,,SEA,NBA,5.2,78,,1986,505,1035,482,971,23,64,173,208,53,122,175,233,88,13,131,141,1206,.488,.496,.359,.499,.832,.535
Phil Ford,,,KCK,NBA,5.2,66,,2287,424,887,413,851,11,36,294,354,26,102,128,580,99,6,241,190,1153,.478,.485,.306,.484,.831,.553
Mitch Kupchak,,,WSB,NBA,5.2,82,,1934,392,747,392,746,0,1,240,340,198,371,569,62,36,26,161,195,1024,.525,.525,.000,.525,.706,.571
Dave Corzine,,,SAS,NBA,5.1,82,,1960,366,747,366,744,0,3,125,175,228,408,636,117,42,99,131,212,857,.490,.492,.000,.490,.714,.520
Elvin Hayes,,,WSB,NBA,5.1,81,,2931,584,1296,584,1286,0,10,271,439,235,554,789,98,68,171,189,300,1439,.451,.454,.000,.451,.617,.483
Sly Williams,,,NYK,NBA,5.1,67,,1976,349,708,347,700,2,8,185,268,159,257,416,180,116,18,141,199,885,.493,.496,.250,.494,.690,.536
Michael Cooper,,,LAL,NBA,5.0,81,,2625,321,654,317,635,4,19,117,149,121,215,336,332,133,78,164,249,763,.491,.499,.211,.494,.785,.530
James Bailey,,,SEA,NBA,4.9,82,,2539,444,889,443,887,1,2,256,361,192,415,607,98,74,143,219,332,1145,.499,.499,.500,.500,.709,.546
Michael Brooks,,,SDC,NBA,4.9,82,,2479,488,1018,488,1012,0,6,226,320,210,232,442,208,99,31,163,234,1202,.479,.482,.000,.479,.706,.519
Paul Griffin,,,SAS,NBA,4.9,82,,1930,166,325,166,325,0,0,170,253,184,321,505,249,77,38,132,207,502,.511,.511,,.511,.672,.575
Tom Owens,,,POR,NBA,4.8,79,,1843,322,630,322,626,0,4,191,250,165,291,456,140,36,47,130,273,835,.511,.514,.000,.511,.764,.564
Phil Smith,,,SDC,NBA,4.8,76,,2378,519,1057,515,1039,4,18,237,313,49,107,156,372,84,18,176,231,1279,.491,.496,.222,.493,.757,.535
Jim Chones,,,LAL,NBA,4.7,82,,2562,378,751,378,747,0,4,126,193,180,477,657,153,39,96,159,324,882,.503,.506,.000,.503,.653,.528
Kevin McHale,,,BOS,NBA,4.7,82,1,1645,355,666,355,664,0,2,108,159,155,204,359,55,27,151,110,260,818,.533,.535,.000,.533,.679,.556
Scott Wedman,,,KCK,NBA,4.7,81,,2902,685,1437,660,1360,25,77,140,204,128,305,433,226,97,46,161,294,1535,.477,.485,.325,.485,.686,.503
Jeff Cook,,,PHO,NBA,4.5,79,,2192,286,616,286,611,0,5,100,155,170,297,467,201,82,54,146,236,672,.464,.468,.000,.464,.645,.491
Phil Hubbard,,,DET,NBA,4.5,80,,2289,433,880,432,877,1,3,294,426,236,350,586,150,80,20,229,317,1161,.492,.493,.333,.493,.690,.544
George Johnson,,,SAS,NBA,4.5,82,,1935,164,347,164,347,0,0,80,109,215,387,602,92,47,278,110,273,408,.473,.473,,.473,.734,.517
Kyle Macy,,,PHO,NBA,4.5,82,,1469,272,532,260,481,12,51,107,119,44,88,132,160,76,5,95,120,663,.511,.541,.235,.523,.899,.567
Mike Bantom,,,IND,NBA,4.4,76,,2375,431,882,431,876,0,6,199,281,150,277,427,240,80,85,197,284,1061,.489,.492,.000,.489,.708,.528
Mike Glenn,,,NYK,NBA,4.4,82,,1506,285,511,281,500,4,11,98,110,27,61,88,108,72,5,62,126,672,.558,.562,.364,.562,.891,.601
Bob Gross,,,POR,NBA,4.4,82,,1934,253,479,253,470,0,9,135,159,126,202,328,251,90,67,151,238,641,.528,.538,.000,.528,.849,.584
Rich Kelley,,,PHO,NBA,4.3,81,,1686,196,387,196,385,0,2,175,231,131,310,441,282,79,63,209,210,567,.506,.509,.000,.506,.758,.580
Louis Orr,,,IND,NBA,4.3,82,,1787,348,709,348,703,0,6,163,202,172,189,361,132,55,25,123,153,859,.491,.495,.000,.491,.807,.538
Campy Russell,,,NYK,NBA,4.3,79,,2865,508,1095,500,1069,8,26,268,343,109,244,353,257,99,8,212,248,1292,.464,.468,.308,.468,.781,.518
Alvin Scott,,,PHO,NBA,4.3,82,,1423,173,348,172,342,1,6,97,127,101,167,268,114,60,70,77,124,444,.497,.503,.167,.499,.764,.550
Brad Davis,,,DAL,NBA,4.2,56,,1686,230,410,227,393,3,17,163,204,29,122,151,385,52,11,123,156,626,.561,.578,.176,.565,.799,.626
Calvin Natt,,,POR,NBA,4.2,74,,2111,395,794,391,786,4,8,200,283,149,282,431,159,73,18,163,188,994,.497,.497,.500,.500,.707,.541
