Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Michael Jordan,,,CHI,NBA,19.0,82,82,3197,1034,1964,942,1719,92,245,593,699,143,422,565,519,227,54,247,241,2753,.526,.548,.376,.550,.848,.606
Charles Barkley,,,PHI,NBA,17.3,79,79,3085,706,1177,686,1085,20,92,557,744,361,548,909,307,148,50,243,250,1989,.600,.632,.217,.608,.749,.661
Magic Johnson,,,LAL,NBA,16.5,79,79,2937,546,1138,440,862,106,276,567,637,128,394,522,907,132,34,289,167,1765,.480,.510,.384,.526,.890,.622
Karl Malone,,,UTA,NBA,15.9,82,82,3122,914,1627,898,1584,16,43,696,913,232,679,911,226,121,50,304,259,2540,.562,.567,.372,.567,.762,.626
David Robinson,,,SAS,NBA,15.1,82,81,3002,690,1300,690,1298,0,2,613,837,303,680,983,164,138,319,257,259,1993,.531,.532,.000,.531,.732,.597
John Stockton,,,UTA,NBA,14.4,78,78,2915,472,918,425,805,47,113,354,432,57,149,206,1134,207,18,272,233,1345,.514,.528,.416,.540,.819,.607
Patrick Ewing,,,NYK,NBA,13.5,82,82,3165,922,1673,921,1669,1,4,502,648,235,658,893,182,78,327,278,325,2347,.551,.552,.250,.551,.775,.599
Reggie Miller,,,IND,NBA,12.1,82,82,3192,661,1287,511,925,150,362,544,627,95,200,295,311,110,18,222,175,2016,.514,.552,.414,.572,.868,.645
Terry Porter,,,POR,NBA,11.7,80,80,2781,448,969,359,731,89,238,421,472,59,213,272,726,151,4,245,150,1406,.462,.491,.374,.508,.892,.597
Clyde Drexler,,,POR,NBA,11.6,73,73,2683,670,1357,640,1251,30,106,333,430,208,299,507,432,145,51,191,222,1703,.494,.512,.283,.505,.774,.551
Kevin Johnson,,,PHO,NBA,11.6,74,74,2782,578,1159,570,1118,8,41,501,598,42,228,270,846,95,14,263,143,1665,.499,.510,.195,.502,.838,.585
Tom Chambers,,,PHO,NBA,11.2,81,81,3046,810,1617,786,1531,24,86,557,647,121,450,571,190,88,47,218,260,2201,.501,.513,.279,.508,.861,.579
Hakeem Olajuwon,,,HOU,NBA,11.2,82,82,3124,806,1609,805,1603,1,6,382,536,299,850,1149,234,174,376,316,314,1995,.501,.502,.167,.501,.713,.541
Kevin McHale,,,BOS,NBA,11.1,82,25,2722,648,1181,625,1112,23,69,393,440,201,476,677,172,30,157,183,250,1712,.549,.562,.333,.558,.893,.623
Dominique Wilkins,,,ATL,NBA,11.1,80,79,2888,810,1672,751,1489,59,183,459,569,217,304,521,200,126,47,174,141,2138,.484,.504,.322,.502,.807,.556
James Worthy,,,LAL,NBA,10.6,80,80,2960,711,1298,696,1249,15,49,248,317,160,318,478,288,99,49,160,190,1685,.548,.557,.306,.554,.782,.586
Chris Mullin,,,GSW,NBA,10.2,78,78,2830,682,1272,595,1038,87,234,505,568,130,333,463,319,123,45,239,142,1956,.536,.573,.372,.570,.889,.643
Bill Laimbeer,,,DET,NBA,10.1,81,81,2675,380,785,323,627,57,158,164,192,166,614,780,171,57,84,98,278,981,.484,.515,.361,.520,.854,.564
Mark Price,,,CLE,NBA,10.1,73,73,2706,489,1066,337,692,152,374,300,338,66,185,251,666,114,5,214,89,1430,.459,.487,.406,.530,.888,.589
Derek Harper,,,DAL,NBA,9.9,82,82,3007,567,1161,478,921,89,240,250,315,54,190,244,609,187,26,207,224,1473,.488,.519,.371,.527,.794,.567
Larry Bird,,,BOS,NBA,9.5,75,75,2944,718,1517,653,1322,65,195,319,343,90,622,712,562,106,61,243,173,1820,.473,.494,.333,.495,.930,.546
