BOS,.695
WSB,.463
NYK,.463
PHI,.439
NJN,.232
DET,.659
CHI,.610
ATL,.610
MIL,.512
CLE,.512
IND,.463
DEN,.659
DAL,.646
UTA,.573
HOU,.561
SAS,.378
SAC,.293
LAL,.756
POR,.646
SEA,.537
PHO,.341
GSW,.244
LAC,.207
