BOS,.659
PHI,.561
BUF,.561
NYK,.463
CLE,.598
WSB,.585
HOU,.488
NOJ,.463
ATL,.354
MIL,.463
DET,.439
KCK,.378
CHI,.293
GSW,.720
SEA,.524
PHO,.512
LAL,.488
POR,.451
