ORL,.732
NYK,.573
MIA,.512
WSB,.476
BOS,.402
NJN,.366
PHI,.220
CHI,.878
IND,.634
CLE,.573
ATL,.561
DET,.561
CHH,.500
MIL,.305
TOR,.256
SAS,.720
UTA,.671
HOU,.585
DEN,.427
MIN,.317
DAL,.317
VAN,.183
SEA,.780
LAL,.646
POR,.537
PHO,.500
SAC,.476
GSW,.439
LAC,.354
