TOR,.573
NJN,.500
PHI,.427
NYK,.402
BOS,.293
DET,.646
CLE,.610
CHI,.598
IND,.427
MIL,.341
MIA,.537
WAS,.500
ORL,.488
CHA,.402
ATL,.366
UTA,.622
DEN,.549
POR,.390
MIN,.390
SEA,.378
PHO,.744
LAL,.512
GSW,.512
LAC,.488
SAC,.402
DAL,.817
SAS,.707
HOU,.634
NOK,.476
MEM,.268
