Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Art Heyman,,,TOT,ABA,8.5,73,,2555,457,1058,422,924,35,134,400,547,,,496,276,,,239,188,1349,.432,.457,.261,.448,.731,.519
Les Hunter,,,MNM,ABA,8.4,75,,2552,513,1207,511,1190,2,17,290,468,332,406,738,116,,,204,297,1318,.425,.429,.118,.426,.620,.466
Bill Russell,,,BOS,NBA,8.2,78,,2953,365,858,365,858,,,247,460,,,1451,357,,,,242,977,.425,.425,,.425,.537,.461
Chet Walker,,,PHI,NBA,8.2,82,,2623,539,1172,539,1172,,,387,533,,,607,157,,,,252,1465,.460,.460,,.460,.726,.521
Cincinnatus Powell,,,DLC,ABA,8.1,77,,2524,533,1089,532,1085,1,4,343,496,,,694,106,,,190,254,1410,.489,.490,.250,.490,.692,.539
Elgin Baylor,,,LAL,NBA,8.0,77,,3029,757,1709,757,1709,,,488,621,,,941,355,,,,232,2002,.443,.443,,.443,.786,.505
Charles Beasley,,,DLC,ABA,8.0,78,,2969,374,758,371,745,3,13,285,327,,,295,290,,,189,202,1036,.493,.498,.231,.495,.872,.574
Dan Anderson,,,NJA,ABA,7.9,78,,2626,463,938,463,938,0,0,223,320,303,553,856,92,,,131,329,1149,.494,.494,,.494,.697,.533
Archie Clark,,,LAL,NBA,7.9,81,,3039,628,1309,628,1309,,,356,481,,,342,353,,,,235,1612,.480,.480,,.480,.740,.530
Dick Barnett,,,NYK,NBA,7.7,81,,2488,559,1159,559,1159,,,343,440,,,238,242,,,,222,1461,.482,.482,,.482,.780,.540
Sam Jones,,,BOS,NBA,7.7,73,,2408,621,1348,621,1348,,,311,376,,,357,216,,,,181,1553,.461,.461,,.461,.827,.513
John Havlicek,,,BOS,NBA,7.6,82,,2921,666,1551,666,1551,,,368,453,,,546,384,,,,237,1700,.429,.429,,.429,.812,.486
Freddie Lewis,,,INA,ABA,7.5,76,,2921,542,1287,526,1213,16,74,465,583,,,440,183,,,209,217,1565,.421,.434,.216,.427,.798,.507
Bob Netolicky,,,INA,ABA,7.4,71,,2385,468,928,468,927,0,1,220,369,313,506,819,69,,,143,162,1156,.504,.505,.000,.504,.596,.530
Roger Brown,,,INA,ABA,7.3,76,,2974,544,1286,530,1232,14,54,390,517,,,647,327,,,265,296,1492,.423,.430,.259,.428,.754,.493
Donnie Freeman,,,MNM,ABA,7.3,69,,2431,414,1013,414,1007,0,6,296,414,,,326,190,,,187,185,1124,.409,.411,.000,.409,.715,.470
Tony Jackson,,,NJA,ABA,7.3,74,,2638,449,1171,358,869,91,302,450,543,,,500,140,,,144,184,1439,.383,.412,.301,.422,.829,.510
Cliff Hagan,,,DLC,ABA,7.1,56,,1737,371,759,371,756,0,3,277,351,,,334,276,,,216,202,1019,.489,.491,.000,.489,.789,.558
Willie Murrell,,,DNR,ABA,7.0,71,,2495,498,1069,495,1058,3,11,166,236,,,637,64,,,116,200,1165,.466,.468,.273,.467,.703,.497
Stephen Chubin,,,ANA,ABA,6.9,77,,2441,439,1057,437,1047,2,10,518,639,,,433,364,,,310,292,1398,.415,.417,.200,.416,.811,.522
Paul Silas,,,STL,NBA,6.9,82,,2652,399,871,399,871,,,299,424,,,958,162,,,,243,1097,.458,.458,,.458,.705,.519
Larry Brown,,,NOB,ABA,6.6,78,,2807,330,901,311,812,19,89,366,450,,,249,506,,,355,220,1045,.366,.383,.213,.377,.813,.475
Happy Hairston,,,TOT,NBA,6.5,74,,2517,481,987,481,987,,,365,522,,,617,95,,,,199,1327,.487,.487,,.487,.699,.545
Billy Cunningham,,,PHI,NBA,6.4,74,,2076,516,1178,516,1178,,,368,509,,,562,187,,,,260,1400,.438,.438,,.438,.723,.499
Leroy Ellis,,,BAL,NBA,6.4,78,,2719,380,800,380,800,,,207,286,,,862,158,,,,256,967,.475,.475,,.475,.724,.522
Bob Rule,,,SEA,NBA,6.4,82,,2424,568,1162,568,1162,,,348,529,,,776,99,,,,316,1484,.489,.489,,.489,.658,.532
Gail Goodrich,,,LAL,NBA,6.3,79,,2057,395,812,395,812,,,302,392,,,199,205,,,,228,1092,.486,.486,,.486,.770,.555
Ben Warley,,,ANA,ABA,6.3,71,,2297,435,985,383,819,52,166,313,389,,,608,96,,,161,276,1235,.442,.468,.313,.468,.805,.534
Dave Bing,,,DET,NBA,6.2,79,,3209,835,1893,835,1893,,,472,668,,,373,509,,,,254,2142,.441,.441,,.441,.707,.490
Jim Hadnot,,,OAK,ABA,6.2,77,,3004,488,1045,488,1043,0,2,368,551,303,633,936,135,,,169,279,1344,.467,.468,.000,.467,.668,.522
Don Nelson,,,BOS,NBA,6.1,82,,1498,312,632,312,632,,,195,268,,,431,103,,,,178,819,.494,.494,,.494,.728,.546
Trooper Washington,,,PTP,ABA,6.0,63,,1844,312,596,310,594,2,2,106,186,303,369,672,102,,,110,189,732,.523,.522,1.000,.525,.570,.540
Eddie Miles,,,DET,NBA,5.9,76,,2303,561,1180,561,1180,,,282,369,,,264,215,,,,200,1404,.475,.475,,.475,.764,.523
Cazzie Russell,,,NYK,NBA,5.9,82,,2296,551,1192,551,1192,,,282,349,,,374,195,,,,223,1384,.462,.462,,.462,.808,.514
Jesse Branson,,,NOB,ABA,5.8,78,,1892,376,877,374,868,2,9,332,473,,,541,67,,,115,248,1086,.429,.431,.222,.430,.702,.500
Terry Dischinger,,,DET,NBA,5.8,78,,1936,394,797,394,797,,,237,311,,,483,114,,,,247,1025,.494,.494,,.494,.762,.549
Wayne Hightower,,,DNR,ABA,5.8,74,,2459,431,1126,431,1120,0,6,420,543,,,536,143,,,165,237,1282,.383,.385,.000,.383,.773,.470
Levern Tart,,,TOT,ABA,5.8,73,,2853,633,1500,632,1485,1,15,451,566,,,394,249,,,277,212,1718,.422,.426,.067,.422,.797,.491
Byron Beck,,,DNR,ABA,5.7,71,,1623,275,570,275,568,0,2,119,159,,,559,38,,,72,219,669,.482,.484,.000,.482,.748,.523
Randolph Mahaffey,,,KEN,ABA,5.7,75,,2325,373,875,373,873,0,2,281,411,259,425,684,129,,,224,278,1027,.426,.427,.000,.426,.684,.486
Jeff Mullins,,,SFW,NBA,5.7,79,,2805,610,1391,610,1391,,,273,344,,,447,351,,,,271,1493,.439,.439,,.439,.794,.484
Ray Scott,,,BAL,NBA,5.5,81,,2924,490,1189,490,1189,,,348,447,,,1111,167,,,,252,1328,.412,.412,,.412,.779,.479
Louie Dampier,,,KEN,ABA,5.4,72,,2961,620,1473,582,1331,38,142,209,254,,,333,256,,,163,143,1487,.421,.437,.268,.434,.823,.469
Ervin Inniger,,,MNM,ABA,5.4,75,,1993,345,790,340,755,5,35,99,137,,,325,115,,,94,201,794,.437,.450,.143,.440,.723,.467
Jack Marin,,,BAL,NBA,5.4,82,,2037,429,932,429,932,,,250,314,,,473,110,,,,246,1108,.460,.460,,.460,.796,.518
Walt Hazzard,,,SEA,NBA,5.3,79,,2666,733,1662,733,1662,,,428,553,,,332,493,,,,246,1894,.441,.441,,.441,.774,.497
Gus Johnson,,,BAL,NBA,5.3,60,,2271,482,1033,482,1033,,,180,270,,,782,159,,,,223,1144,.467,.467,,.467,.667,.497
Jackie Moreland,,,NOB,ABA,5.3,76,,2332,459,1051,457,1047,2,4,192,263,,,619,138,,,124,289,1112,.437,.436,.500,.438,.730,.477
Al Attles,,,SFW,NBA,5.2,67,,1992,252,540,252,540,,,150,216,,,276,390,,,,284,654,.467,.467,,.467,.694,.515
Adrian Smith,,,CIN,NBA,5.2,82,,2783,480,1035,480,1035,,,320,386,,,185,272,,,,259,1280,.464,.464,,.464,.829,.531
Nate Thurmond,,,SFW,NBA,5.2,51,,2222,382,929,382,929,,,282,438,,,1121,215,,,,137,1046,.411,.411,,.411,.644,.466
Julian Hammond,,,DNR,ABA,5.1,74,,1364,224,458,224,458,0,0,143,209,,,327,62,,,98,112,591,.489,.489,,.489,.684,.537
Fred Hetzel,,,SFW,NBA,5.1,77,,2394,533,1287,533,1287,,,395,474,,,546,131,,,,262,1461,.414,.414,,.414,.833,.488
Luke Jackson,,,PHI,NBA,5.1,82,,2570,401,927,401,927,,,166,231,,,872,139,,,,287,968,.433,.433,,.433,.719,.471
Clyde Lee,,,SFW,NBA,5.1,82,,2699,373,894,373,894,,,229,335,,,1141,135,,,,331,975,.417,.417,,.417,.684,.468
Larry Siegfried,,,BOS,NBA,5.1,62,,1937,261,629,261,629,,,236,272,,,215,289,,,,194,758,.415,.415,,.415,.868,.506
Mel Counts,,,LAL,NBA,5.0,82,,1739,384,808,384,808,,,190,254,,,732,139,,,,309,958,.475,.475,,.475,.748,.521
Dave Gambee,,,SDR,NBA,5.0,80,,1755,375,853,375,853,,,321,379,,,464,93,,,,253,1071,.440,.440,,.440,.847,.525
Don Kojis,,,SDR,NBA,5.0,69,,2548,530,1189,530,1189,,,300,413,,,710,176,,,,259,1360,.446,.446,,.446,.726,.496
Grant Simmons,,,DNR,ABA,5.0,78,,2264,292,688,291,666,1,22,208,295,,,240,182,,,153,236,793,.424,.437,.045,.425,.705,.485
Darrall Imhoff,,,LAL,NBA,4.9,82,,2271,293,613,293,613,,,177,286,,,893,206,,,,264,763,.478,.478,,.478,.619,.516
Flynn Robinson,,,TOT,NBA,4.9,75,,2046,444,1010,444,1010,,,288,351,,,272,219,,,,184,1176,.440,.440,,.440,.821,.505
Chico Vaughn,,,PTP,ABA,4.9,74,,2858,512,1350,375,940,137,410,308,416,,,298,142,,,171,203,1469,.379,.399,.334,.430,.740,.479
Jim Washington,,,CHI,NBA,4.9,82,,2525,418,915,418,915,,,187,274,,,825,113,,,,233,1023,.457,.457,,.457,.682,.494
Tom Meschery,,,SEA,NBA,4.8,82,,2857,473,1008,473,1008,,,244,345,,,840,193,,,,323,1190,.469,.469,,.469,.707,.513
Walter Simon,,,NJA,ABA,4.8,78,,2518,433,955,432,940,1,15,169,266,,,524,212,,,173,272,1036,.453,.460,.067,.454,.635,.483
Dave DeBusschere,,,DET,NBA,4.7,80,,3125,573,1295,573,1295,,,289,435,,,1081,181,,,,304,1435,.442,.442,,.442,.664,.483
Sam Smith,,,MNM,ABA,4.6,77,,2175,284,750,282,744,2,6,185,280,,,586,81,,,94,171,755,.379,.379,.333,.380,.661,.432
Tom Hoover,,,DNR,ABA,4.4,70,,1588,161,357,157,347,4,10,128,206,,,491,64,,,139,268,454,.451,.452,.400,.457,.621,.507
Ron Perry,,,MNM,ABA,4.4,67,,2125,339,878,277,700,62,178,118,179,,,223,139,,,169,151,858,.386,.396,.348,.421,.659,.448
Skip Thoren,,,MNM,ABA,4.4,63,,1203,206,475,206,474,0,1,102,164,,,436,59,,,77,124,514,.434,.435,.000,.434,.622,.470
Tom Sanders,,,BOS,NBA,4.3,78,,1981,296,691,296,691,,,200,255,,,454,100,,,,300,792,.428,.428,,.428,.784,.493
Bruce Spraggins,,,NJA,ABA,4.3,70,,1590,306,686,304,681,2,5,238,336,,,329,66,,,81,173,852,.446,.446,.400,.448,.708,.511
Connie Dierking,,,CIN,NBA,4.2,81,,2637,544,1164,544,1164,,,237,310,,,766,191,,,,315,1325,.467,.467,,.467,.765,.509
Matt Guokas,,,PHI,NBA,4.2,82,,1612,190,393,190,393,,,118,152,,,185,191,,,,172,498,.483,.483,,.483,.776,.541
