Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Ed Conlin,,,PHW,NBA,-0.1,70,,963,128,371,128,371,,,66,89,,,155,85,,,,118,322,.345,.345,,.345,.742,.393
Jimmy Darrow,,,STL,NBA,-0.1,5,,34,3,15,3,15,,,6,7,,,7,6,,,,9,12,.200,.200,,.200,.857,.332
Willie Jones,,,DET,NBA,-0.1,69,,1006,177,475,177,475,,,64,101,,,177,115,,,,137,418,.373,.373,,.373,.634,.402
Chuck Osborne,,,SYR,NBA,-0.1,4,,21,1,8,1,8,,,3,4,,,9,1,,,,3,5,.125,.125,,.125,.750,.256
Dave Piontek,,,CHP,NBA,-0.1,45,,614,83,225,83,225,,,39,59,,,155,31,,,,89,205,.369,.369,,.369,.661,.408
Sam Stith,,,NYK,NBA,-0.1,32,,440,59,162,59,162,,,23,38,,,51,60,,,,55,141,.364,.364,,.364,.605,.394
Dave Zeller,,,CIN,NBA,-0.1,61,,278,36,102,36,102,,,18,24,,,27,58,,,,37,90,.353,.353,,.353,.750,.400
Ron Horn,,,STL,NBA,-0.2,3,,25,1,12,1,12,,,1,2,,,6,1,,,,4,3,.083,.083,,.083,.500,.116
Phil Jordon,,,NYK,NBA,-0.2,76,,2195,403,1028,403,1028,,,96,168,,,482,156,,,,258,902,.392,.392,,.392,.571,.409
Bill Smith,,,NYK,NBA,-0.2,9,,83,8,33,8,33,,,7,8,,,16,7,,,,6,23,.242,.242,,.242,.875,.315
