Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Calvin Natt,,,POR,NBA,9.8,80,80,2879,644,1187,641,1167,3,20,339,428,214,385,599,171,63,29,203,184,1630,.543,.549,.150,.544,.792,.593
Jack Sikma,,,SEA,NBA,9.8,75,71,2564,484,1043,484,1035,0,8,400,478,213,645,858,233,87,65,190,263,1368,.464,.468,.000,.464,.837,.546
Maurice Cheeks,,,PHI,NBA,9.4,79,79,2465,404,745,403,739,1,6,181,240,53,156,209,543,184,31,179,182,990,.542,.545,.167,.543,.754,.582
George Gervin,,,SAS,NBA,9.4,78,78,2830,757,1553,745,1520,12,33,517,606,111,246,357,264,88,67,247,243,2043,.487,.490,.364,.491,.853,.561
Terry Cummings,,,SDC,NBA,8.7,70,69,2531,684,1309,684,1308,0,1,292,412,303,441,744,177,129,62,204,294,1660,.523,.523,.000,.523,.709,.557
Bill Laimbeer,,,DET,NBA,8.5,82,82,2871,436,877,434,864,2,13,245,310,282,711,993,263,51,118,176,320,1119,.497,.502,.154,.498,.790,.552
Gus Williams,,,SEA,NBA,8.5,80,80,2761,660,1384,658,1341,2,43,278,370,72,133,205,643,182,26,230,117,1600,.477,.491,.047,.478,.751,.517
Dan Issel,,,DEN,NBA,8.4,80,80,2431,661,1296,657,1277,4,19,400,479,151,445,596,223,83,43,174,227,1726,.510,.514,.211,.512,.835,.573
Walter Davis,,,PHO,NBA,8.1,80,79,2491,665,1289,658,1266,7,23,184,225,63,134,197,397,117,12,188,186,1521,.516,.520,.304,.519,.818,.548
Greg Ballard,,,WSB,NBA,7.9,78,78,2840,603,1274,590,1237,13,37,182,233,123,385,508,262,135,25,157,176,1401,.473,.477,.351,.478,.781,.509
Gene Banks,,,SAS,NBA,7.9,81,81,2722,505,919,505,914,0,5,196,278,222,390,612,279,78,21,171,229,1206,.550,.553,.000,.550,.705,.579
Mike Woodson,,,KCK,NBA,7.8,81,3,2426,584,1154,577,1121,7,33,298,377,84,164,248,254,137,59,174,203,1473,.506,.515,.212,.509,.790,.558
Vinnie Johnson,,,DET,NBA,7.7,82,51,2511,520,1013,509,973,11,40,245,315,167,186,353,301,93,49,152,263,1296,.513,.523,.275,.519,.778,.563
Mike Mitchell,,,SAS,NBA,7.6,80,79,2803,686,1342,686,1339,0,3,219,289,188,349,537,98,57,52,126,248,1591,.511,.512,.000,.511,.758,.541
Bernard King,,,NYK,NBA,7.5,68,68,2207,603,1142,603,1136,0,6,280,388,99,227,326,195,90,13,197,233,1486,.528,.531,.000,.528,.722,.566
Kevin McHale,,,BOS,NBA,7.5,82,13,2345,483,893,483,892,0,1,193,269,215,338,553,104,34,192,159,241,1159,.541,.541,.000,.541,.717,.573
Eddie Johnson,,,KCK,NBA,7.4,82,82,2933,677,1370,657,1299,20,71,247,317,191,310,501,216,70,20,181,259,1621,.494,.506,.282,.501,.779,.537
Dan Roundfield,,,ATL,NBA,7.4,77,76,2811,561,1193,556,1166,5,27,337,450,259,621,880,225,60,115,245,239,1464,.470,.477,.185,.472,.749,.526
Isiah Thomas,,,DET,NBA,7.4,81,81,3093,725,1537,689,1412,36,125,368,518,105,223,328,634,199,29,326,318,1854,.472,.488,.288,.483,.710,.525
Jamaal Wilkes,,,LAL,NBA,7.4,80,80,2552,684,1290,684,1284,0,6,203,268,146,197,343,182,65,17,150,221,1571,.530,.533,.000,.530,.757,.558
Brad Davis,,,DAL,NBA,7.3,79,78,2323,359,628,348,585,11,43,186,220,34,164,198,565,80,11,143,176,915,.572,.595,.256,.580,.845,.631
Tree Rollins,,,ATL,NBA,7.3,80,80,2472,261,512,261,511,0,1,98,135,210,533,743,75,49,343,95,294,620,.510,.511,.000,.510,.726,.543
Andrew Toney,,,PHI,NBA,7.3,81,81,2474,626,1250,604,1174,22,76,324,411,42,183,225,365,80,17,271,255,1598,.501,.514,.289,.510,.788,.558
Larry Drew,,,KCK,NBA,7.2,75,74,2690,599,1218,597,1202,2,16,310,378,44,163,207,610,126,10,272,207,1510,.492,.497,.125,.493,.820,.545
Maurice Lucas,,,PHO,NBA,7.1,77,71,2586,495,1045,494,1042,1,3,278,356,201,598,799,219,56,43,221,274,1269,.474,.474,.333,.474,.781,.528
Kelly Tripucka,,,DET,NBA,7.1,58,58,2252,565,1156,551,1119,14,37,392,464,126,138,264,237,67,20,187,157,1536,.489,.492,.378,.495,.845,.565
Joe Barry Carroll,,,GSW,NBA,7.0,79,79,2988,785,1529,785,1526,0,3,337,469,220,468,688,169,108,155,285,260,1907,.513,.514,.000,.513,.719,.549
Mark Aguirre,,,DAL,NBA,6.9,81,75,2784,767,1589,751,1513,16,76,429,589,191,317,508,332,80,26,261,247,1979,.483,.496,.211,.488,.728,.535
Clark Kellogg,,,IND,NBA,6.8,81,81,2761,680,1420,676,1402,4,18,261,352,340,520,860,223,141,43,217,298,1625,.479,.482,.222,.480,.741,.516
Rickey Green,,,UTA,NBA,6.6,78,78,2783,464,942,462,929,2,13,185,232,62,161,223,697,220,4,222,154,1115,.493,.497,.154,.494,.797,.534
Dennis Johnson,,,PHO,NBA,6.6,77,74,2551,398,861,393,830,5,31,292,369,92,243,335,388,97,39,204,204,1093,.462,.473,.161,.465,.791,.534
Cedric Maxwell,,,BOS,NBA,6.6,79,71,2252,331,663,331,662,0,1,280,345,185,237,422,186,65,39,165,202,942,.499,.500,.000,.499,.812,.578
Johnny Moore,,,SAS,NBA,6.6,77,73,2552,394,841,389,819,5,22,148,199,65,212,277,753,194,32,226,247,941,.468,.475,.227,.471,.744,.507
Alvan Adams,,,PHO,NBA,6.5,80,75,2447,477,981,476,978,1,3,180,217,161,387,548,376,114,74,242,287,1135,.486,.487,.333,.487,.829,.527
Reggie Theus,,,CHI,NBA,6.5,82,81,2856,749,1567,728,1476,21,91,434,542,91,209,300,484,143,17,321,281,1953,.478,.493,.231,.485,.801,.541
Bobby Jones,,,PHI,NBA,6.4,74,0,1749,250,460,250,459,0,1,165,208,102,242,344,142,85,91,109,199,665,.543,.545,.000,.543,.793,.603
Kyle Macy,,,PHO,NBA,6.4,82,9,1836,328,634,305,558,23,76,129,148,41,124,165,278,64,8,90,130,808,.517,.547,.303,.535,.872,.578
Rick Mahorn,,,WSB,NBA,6.2,82,82,3023,376,768,376,765,0,3,146,254,171,608,779,115,86,148,170,335,898,.490,.492,.000,.490,.575,.510
Darwin Cook,,,NJN,NBA,6.0,82,47,2625,443,986,435,948,8,38,186,242,73,167,240,448,194,48,238,213,1080,.449,.459,.211,.453,.769,.494
Jay Vincent,,,DAL,NBA,6.0,81,73,2726,622,1272,622,1269,0,3,269,343,217,375,592,212,70,45,188,295,1513,.489,.490,.000,.489,.784,.532
Billy Knight,,,IND,NBA,5.8,80,54,2262,512,984,509,965,3,19,343,408,152,172,324,192,66,8,193,143,1370,.520,.527,.158,.522,.841,.589
Terry Tyler,,,DET,NBA,5.8,82,56,2543,421,880,419,865,2,15,146,196,180,360,540,157,103,160,120,221,990,.478,.484,.133,.480,.745,.512
Dominique Wilkins,,,ATL,NBA,5.8,82,82,2697,601,1220,599,1209,2,11,230,337,226,252,478,129,84,63,180,210,1434,.493,.495,.182,.493,.682,.524
Rolando Blackman,,,DAL,NBA,5.7,75,62,2349,513,1042,510,1027,3,15,297,381,108,185,293,185,37,29,118,116,1326,.492,.497,.200,.494,.780,.548
World B. Free,,,TOT,NBA,5.7,73,69,2638,649,1423,634,1378,15,45,430,583,92,109,201,290,97,15,209,241,1743,.456,.460,.333,.461,.738,.519
Albert King,,,NJN,NBA,5.7,79,75,2447,582,1226,576,1203,6,23,176,227,157,299,456,291,95,41,245,278,1346,.475,.479,.261,.477,.775,.508
David Thompson,,,SEA,NBA,5.4,75,64,2155,445,925,443,915,2,10,298,380,96,174,270,222,47,33,163,142,1190,.481,.484,.200,.482,.784,.545
Mychal Thompson,,,POR,NBA,5.4,80,80,3017,505,1033,505,1032,0,1,249,401,183,570,753,380,68,110,281,213,1259,.489,.489,.000,.489,.621,.520
Danny Ainge,,,BOS,NBA,5.2,80,76,2048,357,720,352,691,5,29,72,97,83,131,214,251,109,6,98,259,791,.496,.509,.172,.499,.742,.519
Otis Birdsong,,,NJN,NBA,5.2,62,54,1885,426,834,424,828,2,6,82,145,53,97,150,239,85,16,114,155,936,.511,.512,.333,.512,.566,.521
Michael Cooper,,,LAL,NBA,5.2,82,3,2148,266,497,261,476,5,21,102,130,82,192,274,315,115,50,128,208,639,.535,.548,.238,.540,.785,.577
Purvis Short,,,GSW,NBA,5.2,67,57,2397,589,1209,585,1194,4,15,255,308,145,209,354,228,94,14,194,242,1437,.487,.490,.267,.489,.828,.534
Kenny Carr,,,POR,NBA,5.1,82,26,2331,362,717,360,711,2,6,255,366,182,407,589,116,62,42,185,306,981,.505,.506,.333,.506,.697,.559
James Donaldson,,,SEA,NBA,5.1,82,11,1789,289,496,289,496,0,0,150,218,131,370,501,97,19,101,132,171,728,.583,.583,,.583,.688,.615
James Worthy,,,LAL,NBA,5.1,77,1,1970,447,772,446,768,1,4,138,221,157,242,399,132,91,64,178,221,1033,.579,.581,.250,.580,.624,.594
Ben Poquette,,,UTA,NBA,5.0,75,50,2331,329,697,328,692,1,5,166,221,155,366,521,168,64,116,100,264,825,.472,.474,.200,.473,.751,.519
Junior Bridgeman,,,MIL,NBA,4.8,70,5,1855,421,856,420,843,1,13,164,196,44,202,246,207,40,9,122,155,1007,.492,.498,.077,.492,.837,.534
Lonnie Shelton,,,SEA,NBA,4.8,82,79,2572,437,915,436,909,1,6,141,187,158,337,495,237,75,72,172,310,1016,.478,.480,.167,.478,.754,.509
Michael Brooks,,,SDC,NBA,4.7,82,26,2457,402,830,397,815,5,15,193,277,239,282,521,262,112,39,177,297,1002,.484,.487,.333,.487,.697,.526
Ed Nealy,,,KCK,NBA,4.7,82,61,1643,147,247,147,247,0,0,70,114,170,315,485,62,68,12,51,247,364,.595,.595,,.595,.614,.612
T.R. Dunn,,,DEN,NBA,4.4,82,80,2640,254,527,254,526,0,1,119,163,231,384,615,189,147,25,113,218,627,.482,.483,.000,.482,.730,.524
Steve Johnson,,,KCK,NBA,4.4,79,21,1544,371,595,371,595,0,0,186,324,140,258,398,95,40,83,180,323,928,.624,.624,,.624,.574,.629
Fat Lever,,,POR,NBA,4.4,81,45,2020,256,594,251,579,5,15,116,159,85,140,225,426,153,15,137,179,633,.431,.434,.333,.435,.730,.477
Cliff Robinson,,,CLE,NBA,4.4,77,75,2601,587,1230,587,1225,0,5,213,301,190,666,856,145,61,58,224,272,1387,.477,.479,.000,.477,.708,.509
Tom Chambers,,,SDC,NBA,4.3,79,79,2665,519,1099,519,1091,0,8,353,488,218,301,519,192,79,57,234,333,1391,.472,.476,.000,.472,.723,.529
Adrian Dantley,,,UTA,NBA,4.3,22,22,887,233,402,233,402,0,0,210,248,58,82,140,105,20,0,81,62,676,.580,.580,,.580,.847,.661
Mike Gminski,,,NJN,NBA,4.3,80,1,1255,213,426,213,425,0,1,175,225,154,228,382,61,35,116,126,118,601,.500,.501,.000,.500,.778,.572
Clemon Johnson,,,TOT,NBA,4.3,83,11,1914,299,581,299,580,0,1,111,180,190,334,524,139,67,92,124,221,709,.515,.516,.000,.515,.617,.537
Kurt Rambis,,,LAL,NBA,4.3,78,77,1806,235,413,235,411,0,2,114,166,164,367,531,90,105,63,145,233,584,.569,.572,.000,.569,.687,.601
Rory Sparrow,,,TOT,NBA,4.2,81,58,2428,392,810,387,788,5,22,147,199,61,169,230,397,107,5,197,255,936,.484,.491,.227,.487,.739,.521
Danny Vranes,,,SEA,NBA,4.2,82,73,2054,226,429,226,428,0,1,115,209,177,248,425,120,53,49,102,254,567,.527,.528,.000,.527,.550,.544
Mickey Johnson,,,TOT,NBA,4.1,78,16,2053,391,921,388,885,3,36,312,380,163,331,494,255,82,46,238,288,1097,.425,.438,.083,.426,.821,.504
Dave Corzine,,,CHI,NBA,4.0,82,71,2496,457,920,457,918,0,2,232,322,243,474,717,154,47,109,228,242,1146,.497,.498,.000,.497,.720,.540
Pat Cummings,,,DAL,NBA,4.0,81,71,2317,433,878,433,877,0,1,148,196,225,443,668,144,57,35,162,296,1014,.493,.494,.000,.493,.755,.526
Darryl Dawkins,,,NJN,NBA,4.0,81,81,2093,401,669,401,669,0,0,166,257,127,293,420,114,67,152,281,379,968,.599,.599,,.599,.646,.619
Trent Tucker,,,NYK,NBA,4.0,78,59,1830,299,647,285,617,14,30,43,64,75,141,216,195,56,6,70,235,655,.462,.462,.467,.473,.672,.485
Marvin Webster,,,NYK,NBA,4.0,82,0,1472,168,331,168,330,0,1,106,180,176,267,443,49,35,131,102,210,442,.508,.509,.000,.508,.589,.539
Bill Garnett,,,DAL,NBA,3.9,75,13,1411,170,319,170,316,0,3,129,174,141,265,406,103,48,70,81,245,469,.533,.538,.000,.533,.741,.593
Greg Kelser,,,SEA,NBA,3.9,80,9,1507,247,450,247,447,0,3,173,257,158,245,403,97,52,35,149,243,667,.549,.553,.000,.549,.673,.592
Norm Nixon,,,LAL,NBA,3.9,79,79,2711,533,1123,533,1110,0,13,125,168,61,144,205,566,104,4,237,176,1191,.475,.480,.000,.475,.744,.498
Rod Higgins,,,CHI,NBA,3.8,82,42,2196,313,698,300,657,13,41,209,264,159,207,366,175,66,65,127,248,848,.448,.457,.317,.458,.792,.521
Allen Leavell,,,HOU,NBA,3.8,79,76,2602,439,1059,397,884,42,175,247,297,64,131,195,530,165,14,198,215,1167,.415,.449,.240,.434,.832,.490
Alton Lister,,,MIL,NBA,3.8,80,37,1885,272,514,272,514,0,0,130,242,168,400,568,111,50,177,186,328,674,.529,.529,,.529,.537,.543
Joe Meriweather,,,KCK,NBA,3.8,78,74,1706,258,453,258,453,0,0,102,163,150,274,424,64,47,86,118,285,618,.570,.570,,.570,.626,.589
