Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Dennis Johnson,,,SEA,NBA,7.4,81,,2937,574,1361,562,1303,12,58,380,487,173,241,414,332,144,82,227,267,1540,.422,.431,.207,.426,.780,.489
Bob Lanier,,,TOT,NBA,7.4,63,,2131,466,867,465,861,1,6,277,354,152,400,552,184,74,89,162,200,1210,.537,.540,.167,.538,.782,.592
Mickey Johnson,,,IND,NBA,7.3,82,,2647,588,1271,583,1239,5,32,385,482,258,423,681,344,153,112,286,291,1566,.463,.471,.156,.465,.799,.528
Toby Knight,,,NYK,NBA,7.3,81,,2945,669,1265,669,1263,0,2,211,261,201,292,493,150,117,86,163,302,1549,.529,.530,.000,.529,.808,.561
Calvin Murphy,,,HOU,NBA,7.2,76,,2676,624,1267,623,1242,1,25,271,302,68,82,150,299,143,9,162,269,1520,.493,.502,.040,.493,.897,.543
Calvin Natt,,,TOT,NBA,7.1,78,,2857,622,1298,619,1289,3,9,306,419,239,452,691,169,102,34,198,205,1553,.479,.480,.333,.480,.730,.524
Scott Wedman,,,KCK,NBA,7.1,68,,2347,569,1112,562,1090,7,22,145,181,114,272,386,145,84,45,112,230,1290,.512,.516,.318,.515,.801,.541
Alvan Adams,,,PHO,NBA,7.0,75,,2168,465,875,465,873,0,2,188,236,158,451,609,322,108,55,218,237,1118,.531,.533,.000,.531,.797,.571
Greg Ballard,,,WSB,NBA,6.9,82,,2438,545,1101,529,1054,16,47,171,227,240,398,638,159,90,36,133,197,1277,.495,.502,.340,.502,.753,.532
Tom Owens,,,POR,NBA,6.9,76,,2337,518,1008,517,1006,1,2,213,283,189,384,573,194,45,53,174,270,1250,.514,.514,.500,.514,.753,.552
Reggie Theus,,,CHI,NBA,6.9,82,,3029,566,1172,538,1067,28,105,500,597,143,186,329,515,114,20,348,262,1660,.483,.504,.267,.495,.838,.579
Swen Nater,,,SDC,NBA,6.8,81,,2860,443,799,443,797,0,2,196,273,352,864,1216,233,45,37,257,259,1082,.554,.556,.000,.554,.718,.589
Sonny Parker,,,GSW,NBA,6.8,82,,2849,483,988,483,986,0,2,237,302,166,298,464,254,173,32,163,195,1203,.489,.490,.000,.489,.785,.537
James Edwards,,,IND,NBA,6.7,82,,2314,528,1032,528,1031,0,1,231,339,179,399,578,127,55,104,131,324,1287,.512,.512,.000,.512,.681,.545
Norm Nixon,,,LAL,NBA,6.7,82,,3226,624,1209,623,1201,1,8,197,253,52,177,229,642,147,14,288,241,1446,.516,.519,.125,.517,.779,.548
Dave Greenwood,,,CHI,NBA,6.5,82,,2791,498,1051,497,1044,1,7,337,416,223,550,773,182,60,129,210,313,1334,.474,.476,.143,.474,.810,.541
Mike Newlin,,,NJN,NBA,6.5,78,,2510,611,1329,566,1177,45,152,367,415,101,163,264,314,115,4,231,195,1634,.460,.481,.296,.477,.884,.540
John Drew,,,ATL,NBA,6.4,80,,2306,535,1182,535,1175,0,7,489,646,203,268,471,101,91,23,240,313,1559,.453,.455,.000,.453,.757,.532
Elvin Hayes,,,WSB,NBA,6.2,81,,3183,761,1677,758,1664,3,13,334,478,269,627,896,129,62,189,215,309,1859,.454,.456,.231,.455,.699,.492
Reggie King,,,KCK,NBA,6.2,82,,2052,257,499,257,498,0,1,159,219,184,382,566,106,69,31,100,230,673,.515,.516,.000,.515,.726,.565
Brian Winters,,,MIL,NBA,6.2,80,,2623,535,1116,497,1014,38,102,184,214,48,175,223,362,101,28,186,208,1292,.479,.490,.373,.496,.860,.534
Junior Bridgeman,,,MIL,NBA,6.1,81,,2316,594,1243,589,1216,5,27,230,266,104,197,301,237,94,20,172,216,1423,.478,.484,.185,.480,.865,.523
Phil Ford,,,KCK,NBA,6.1,82,,2621,489,1058,485,1035,4,23,346,423,29,143,172,610,136,4,282,208,1328,.462,.469,.174,.464,.818,.534
Foots Walker,,,CLE,NBA,6.1,76,,2422,258,568,257,559,1,9,195,243,78,209,287,607,155,12,157,202,712,.454,.460,.111,.455,.802,.527
Steve Hawes,,,ATL,NBA,6.0,82,,1853,304,605,301,597,3,8,150,182,148,348,496,144,74,29,121,205,761,.502,.504,.375,.505,.824,.555
Micheal Ray Richardson,,,NYK,NBA,6.0,82,,3060,502,1063,475,953,27,110,223,338,151,388,539,832,265,35,359,260,1254,.472,.498,.245,.485,.660,.517
Truck Robinson,,,PHO,NBA,6.0,82,,2710,545,1064,545,1064,0,0,325,487,213,557,770,142,58,59,251,262,1415,.512,.512,,.512,.667,.553
John Lucas,,,GSW,NBA,5.9,80,,2763,388,830,376,788,12,42,222,289,61,159,220,602,138,3,184,196,1010,.467,.477,.286,.475,.768,.528
Billy Knight,,,IND,NBA,5.8,75,,1910,385,722,381,707,4,15,212,262,136,225,361,155,82,9,132,96,986,.533,.539,.267,.536,.809,.589
Darryl Dawkins,,,PHI,NBA,5.7,80,,2541,494,946,494,940,0,6,190,291,197,496,693,149,49,142,230,328,1178,.522,.526,.000,.522,.653,.548
Chris Ford,,,BOS,NBA,5.6,73,73,2115,330,709,260,545,70,164,86,114,77,104,181,215,111,27,105,178,816,.465,.477,.427,.515,.754,.537
Artis Gilmore,,,CHI,NBA,5.6,48,,1568,305,513,305,513,0,0,245,344,108,324,432,133,29,59,133,167,855,.595,.595,,.595,.712,.643
Sam Lacey,,,KCK,NBA,5.6,81,,2412,303,677,303,676,0,1,137,185,172,473,645,460,111,109,211,307,743,.448,.448,.000,.448,.741,.490
Brian Taylor,,,SDC,NBA,5.6,78,,2754,418,895,328,656,90,239,130,162,76,112,188,335,147,25,141,246,1056,.467,.500,.377,.517,.802,.546
Steve Mix,,,PHI,NBA,5.5,81,,1543,363,703,359,693,4,10,207,249,114,176,290,149,67,9,132,114,937,.516,.518,.400,.519,.831,.577
Rick Robey,,,BOS,NBA,5.5,82,27,1918,379,727,379,726,0,1,184,269,209,321,530,92,53,15,151,244,942,.521,.522,.000,.521,.684,.557
Bill Robinzine,,,KCK,NBA,5.5,81,,1917,362,723,361,721,1,2,200,274,184,342,526,62,106,23,148,311,925,.501,.501,.500,.501,.730,.548
James Silas,,,SAS,NBA,5.5,77,,2293,513,999,513,995,0,4,339,382,45,122,167,347,61,14,192,206,1365,.514,.516,.000,.514,.887,.585
Dave Cowens,,,BOS,NBA,5.4,66,55,2159,422,932,421,920,1,12,95,122,126,408,534,206,69,61,108,216,940,.453,.458,.083,.453,.779,.477
Larry Kenon,,,SAS,NBA,5.4,78,,2798,647,1333,646,1324,1,9,270,345,258,517,775,231,111,18,232,192,1565,.485,.488,.111,.486,.783,.527
Alex English,,,TOT,NBA,5.3,78,,2401,553,1113,551,1107,2,6,210,266,269,336,605,224,73,62,214,206,1318,.497,.498,.333,.498,.789,.536
M.L. Carr,,,BOS,NBA,5.2,82,7,1994,362,763,350,722,12,41,178,241,106,224,330,156,120,36,143,214,914,.474,.485,.293,.482,.739,.526
Fred Brown,,,SEA,NBA,4.9,80,,1701,404,843,365,755,39,88,113,135,35,120,155,174,65,17,105,117,960,.479,.483,.443,.502,.837,.532
John Johnson,,,SEA,NBA,4.9,81,,2533,377,772,377,772,0,0,161,201,163,263,426,424,76,35,247,213,915,.488,.488,,.488,.801,.532
Sidney Moncrief,,,MIL,NBA,4.9,77,,1557,211,451,211,450,0,1,232,292,154,184,338,133,72,16,117,106,654,.468,.469,.000,.468,.795,.564
Ben Poquette,,,UTA,NBA,4.9,82,,2349,296,566,296,564,0,2,139,167,124,436,560,131,45,162,103,283,731,.523,.525,.000,.523,.832,.572
Robert Reid,,,HOU,NBA,4.9,76,,2304,419,861,419,858,0,3,153,208,140,301,441,244,132,57,164,281,991,.487,.488,.000,.487,.736,.520
Don Buse,,,PHO,NBA,4.6,81,,2499,261,589,242,510,19,79,85,128,70,163,233,320,132,10,91,111,626,.443,.475,.241,.459,.664,.485
Robert Parish,,,GSW,NBA,4.6,72,,2119,510,1006,510,1005,0,1,203,284,247,536,783,122,58,115,225,248,1223,.507,.507,.000,.507,.715,.541
Allan Bristow,,,UTA,NBA,4.4,82,,2304,377,785,375,778,2,7,197,243,170,342,512,341,88,6,179,211,953,.480,.482,.286,.482,.811,.534
Quinn Buckner,,,MIL,NBA,4.4,67,,1690,306,655,304,650,2,5,105,143,69,169,238,383,135,4,149,202,719,.467,.468,.400,.469,.734,.501
Johnny Davis,,,IND,NBA,4.4,82,,2912,496,1159,492,1117,4,42,304,352,102,124,226,440,110,23,202,178,1300,.428,.440,.095,.430,.864,.495
Paul Griffin,,,SAS,NBA,4.4,82,,1812,173,313,173,313,0,0,174,240,154,284,438,250,81,53,131,306,520,.553,.553,,.553,.725,.621
Ron Brewer,,,POR,NBA,4.3,82,,2815,548,1182,542,1150,6,32,184,219,54,160,214,216,98,48,167,154,1286,.464,.471,.188,.466,.840,.503
Rich Kelley,,,TOT,NBA,4.3,80,,1839,229,484,229,481,0,3,244,310,200,315,515,178,78,96,198,273,702,.473,.476,.000,.473,.787,.566
John Roche,,,DEN,NBA,4.2,82,,2286,354,741,305,612,49,129,175,202,24,91,115,405,82,12,159,139,932,.478,.498,.380,.511,.866,.562
Randy Smith,,,CLE,NBA,4.2,82,,2677,599,1326,589,1273,10,53,233,283,93,163,256,363,125,7,200,190,1441,.452,.463,.189,.456,.823,.497
Eddie Jordan,,,NJN,NBA,4.1,82,,2657,437,1017,425,969,12,48,201,258,62,208,270,557,223,27,258,238,1087,.430,.439,.250,.436,.779,.481
Freeman Williams,,,SDC,NBA,4.1,82,,2118,645,1343,603,1215,42,128,194,238,103,89,192,166,72,9,171,145,1526,.480,.496,.328,.496,.815,.527
Michael Cooper,,,LAL,NBA,4.0,82,,1973,303,578,298,558,5,20,111,143,101,128,229,221,86,38,142,215,722,.524,.534,.250,.529,.776,.563
Allen Leavell,,,HOU,NBA,4.0,77,,2123,330,656,327,637,3,19,180,221,57,127,184,417,127,28,205,197,843,.503,.513,.158,.505,.814,.560
Billy Paultz,,,TOT,NBA,4.0,84,,2193,327,673,327,672,0,1,109,182,187,399,586,188,69,84,115,213,763,.486,.487,.000,.486,.599,.507
Mike Bantom,,,IND,NBA,3.9,77,,2330,384,760,383,757,1,3,139,209,192,264,456,279,85,49,189,268,908,.505,.506,.333,.506,.665,.533
Caldwell Jones,,,PHI,NBA,3.9,80,,2771,232,532,232,530,0,2,124,178,219,731,950,164,43,162,218,298,588,.436,.438,.000,.436,.697,.482
Dave Meyers,,,MIL,NBA,3.9,79,,2204,399,830,398,825,1,5,156,246,140,308,448,225,72,40,182,218,955,.481,.482,.200,.481,.634,.509
Jan Van Breda Kolff,,,NJN,NBA,3.9,82,,2399,212,458,205,438,7,20,130,155,103,326,429,247,100,76,158,307,561,.463,.468,.350,.471,.839,.533
Kenny Carr,,,TOT,NBA,3.8,79,,1838,378,768,378,764,0,4,173,263,199,389,588,77,66,52,154,246,929,.492,.495,.000,.492,.658,.526
Abdul Jeelani,,,POR,NBA,3.8,77,,1286,288,565,288,559,0,6,161,204,114,156,270,95,40,40,117,155,737,.510,.515,.000,.510,.789,.563
George Johnson,,,DEN,NBA,3.8,75,,1938,309,649,307,640,2,9,148,189,190,394,584,157,84,67,148,260,768,.476,.480,.222,.478,.783,.524
Tom Boswell,,,TOT,NBA,3.7,79,,2077,346,613,341,603,5,10,206,273,146,296,442,161,29,37,181,270,903,.564,.566,.500,.569,.755,.616
