Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Neil Johnston,,,PHW,NBA,13.9,70,,2594,499,1092,499,1092,,,549,685,,,872,225,,,,251,1547,.457,.457,,.457,.801,.555
Bob Pettit,,,STL,NBA,13.8,72,,2794,646,1507,646,1507,,,557,757,,,1164,189,,,,202,1849,.429,.429,,.429,.736,.502
Paul Arizin,,,PHW,NBA,12.2,72,,2724,617,1378,617,1378,,,507,626,,,539,189,,,,282,1741,.448,.448,,.448,.810,.526
Dolph Schayes,,,SYR,NBA,11.8,72,,2517,465,1202,465,1202,,,542,632,,,891,200,,,,251,1472,.387,.387,,.387,.858,.497
Larry Foust,,,FTW,NBA,11.1,72,,2024,367,821,367,821,,,432,555,,,648,127,,,,263,1166,.447,.447,,.447,.778,.547
Bill Sharman,,,BOS,NBA,8.8,72,,2698,538,1229,538,1229,,,358,413,,,259,339,,,,197,1434,.438,.438,,.438,.867,.508
Chuck Share,,,STL,NBA,8.6,72,,1975,315,733,315,733,,,346,498,,,774,131,,,,318,976,.430,.430,,.430,.695,.513
Clyde Lovellette,,,MNL,NBA,8.1,71,,2518,594,1370,594,1370,,,338,469,,,992,164,,,,245,1526,.434,.434,,.434,.721,.484
Ed Macauley,,,BOS,NBA,7.8,71,,2354,420,995,420,995,,,400,504,,,422,211,,,,158,1240,.422,.422,,.422,.794,.510
George Yardley,,,FTW,NBA,7.5,71,,2353,434,1067,434,1067,,,365,492,,,686,159,,,,212,1233,.407,.407,,.407,.742,.480
Bob Houbregs,,,FTW,NBA,6.9,70,,1535,247,575,247,575,,,283,383,,,414,159,,,,147,777,.430,.430,,.430,.739,.523
Bob Cousy,,,BOS,NBA,6.8,72,,2767,440,1223,440,1223,,,476,564,,,492,642,,,,206,1356,.360,.360,,.360,.844,.461
Tom Gola,,,PHW,NBA,6.5,68,,2346,244,592,244,592,,,244,333,,,616,404,,,,272,732,.412,.412,,.412,.733,.496
Jack Coleman,,,TOT,NBA,6.4,75,,2738,390,946,390,946,,,177,249,,,688,294,,,,242,957,.412,.412,,.412,.711,.453
Kenny Sears,,,NYK,NBA,6.2,70,,2069,319,728,319,728,,,258,324,,,616,114,,,,201,896,.438,.438,,.438,.796,.515
Maurice Stokes,,,ROC,NBA,6.0,67,,2323,403,1137,403,1137,,,319,447,,,1094,328,,,,276,1125,.354,.354,,.354,.714,.422
Jack Twyman,,,ROC,NBA,5.9,72,,2186,417,987,417,987,,,204,298,,,466,171,,,,239,1038,.422,.422,,.422,.685,.464
Harry Gallatin,,,NYK,NBA,5.6,72,,2378,322,834,322,834,,,358,455,,,740,168,,,,220,1002,.386,.386,,.386,.787,.484
Ray Felix,,,NYK,NBA,5.5,72,,1702,277,668,277,668,,,331,469,,,623,47,,,,293,885,.415,.415,,.415,.706,.506
Vern Mikkelsen,,,MNL,NBA,5.4,72,,2100,317,821,317,821,,,328,408,,,608,173,,,,319,962,.386,.386,,.386,.804,.481
Dick Schnittker,,,MNL,NBA,5.3,72,,1930,254,647,254,647,,,304,355,,,296,142,,,,253,812,.393,.393,,.393,.856,.505
Ed Fleming,,,ROC,NBA,5.0,71,,2028,306,824,306,824,,,277,372,,,489,197,,,,178,889,.371,.371,,.371,.745,.450
Jack Stephens,,,STL,NBA,4.8,72,,2219,248,643,248,643,,,247,357,,,377,207,,,,144,743,.386,.386,,.386,.692,.464
Bobby Wanzer,,,ROC,NBA,4.8,72,,1980,245,651,245,651,,,259,360,,,272,225,,,,151,749,.376,.376,,.376,.719,.463
Slater Martin,,,MNL,NBA,4.7,72,,2838,309,863,309,863,,,329,395,,,260,445,,,,202,947,.358,.358,,.358,.833,.457
Jack George,,,PHW,NBA,4.6,72,,2840,352,940,352,940,,,296,391,,,313,457,,,,202,1000,.374,.374,,.374,.757,.450
Red Kerr,,,SYR,NBA,4.6,72,,2114,377,935,377,935,,,207,316,,,607,84,,,,168,961,.403,.403,,.403,.655,.447
Mel Hutchins,,,FTW,NBA,4.4,66,,2240,325,764,325,764,,,142,221,,,496,180,,,,166,792,.425,.425,,.425,.643,.460
Jack Nichols,,,BOS,NBA,4.4,60,,1964,330,799,330,799,,,200,253,,,625,160,,,,228,860,.413,.413,,.413,.791,.472
