NJN,.598
PHI,.585
BOS,.537
ORL,.512
WAS,.451
NYK,.451
MIA,.305
DET,.610
IND,.585
NOH,.573
MIL,.512
ATL,.427
CHI,.366
TOR,.293
CLE,.207
SAS,.732
DAL,.732
MIN,.622
UTA,.573
HOU,.524
MEM,.341
DEN,.207
SAC,.720
LAL,.610
POR,.610
PHO,.537
SEA,.488
GSW,.463
LAC,.329
