Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
John Tresvant,,,TOT,NBA,2.7,61,,969,171,400,171,400,,,142,190,,,364,72,,,,179,484,.428,.428,,.428,.747,.500
Elgin Baylor,,,LAL,NBA,2.6,65,,1975,415,1034,415,1034,,,249,337,,,621,224,,,,157,1079,.401,.401,,.401,.739,.456
Dick Van Arsdale,,,NYK,NBA,2.6,79,,2289,359,838,359,838,,,251,351,,,376,184,,,,235,969,.428,.428,,.428,.715,.488
Tom Hawkins,,,CIN,NBA,2.5,79,,2126,273,604,273,604,,,116,209,,,575,99,,,,274,662,.452,.452,,.452,.555,.476
Jim King,,,LAL,NBA,2.3,76,,1499,238,545,238,545,,,94,115,,,204,223,,,,181,570,.437,.437,,.437,.817,.479
Guy Rodgers,,,SFW,NBA,2.3,79,,2902,586,1571,586,1571,,,296,407,,,421,846,,,,241,1468,.373,.373,,.373,.727,.419
Rod Thorn,,,TOT,NBA,2.3,73,,1739,306,728,306,728,,,168,236,,,210,145,,,,144,780,.420,.420,,.420,.712,.469
Dave Gambee,,,PHI,NBA,2.2,72,,1068,168,437,168,437,,,159,187,,,273,71,,,,189,495,.384,.384,,.384,.850,.477
Darrall Imhoff,,,LAL,NBA,2.1,77,,1413,151,337,151,337,,,77,136,,,509,113,,,,234,379,.448,.448,,.448,.566,.478
Em Bryant,,,NYK,NBA,2.0,71,,1193,212,449,212,449,,,74,101,,,170,216,,,,215,498,.472,.472,,.472,.733,.505
Willie Naulls,,,BOS,NBA,1.8,71,,1433,328,815,328,815,,,104,131,,,319,72,,,,197,760,.402,.402,,.402,.794,.435
Jack Twyman,,,CIN,NBA,1.8,73,,943,224,498,224,498,,,95,117,,,168,60,,,,122,543,.450,.450,,.450,.812,.494
Tom Gola,,,NYK,NBA,1.7,74,,1127,122,271,122,271,,,82,105,,,289,191,,,,207,326,.450,.450,,.450,.781,.514
Gus Johnson,,,BAL,NBA,1.6,41,,1284,273,661,273,661,,,131,178,,,546,114,,,,136,677,.413,.413,,.413,.736,.458
Wayne Embry,,,CIN,NBA,1.5,80,,1882,232,564,232,564,,,141,234,,,525,81,,,,287,605,.411,.411,,.411,.603,.454
Jerry Sloan,,,BAL,NBA,1.4,59,,952,120,289,120,289,,,98,139,,,230,110,,,,176,338,.415,.415,,.415,.705,.483
Gene Tormohlen,,,STL,NBA,1.4,71,,775,144,324,144,324,,,54,82,,,314,60,,,,138,342,.444,.444,,.444,.659,.475
Tom Van Arsdale,,,DET,NBA,1.4,79,,2041,312,834,312,834,,,209,290,,,309,205,,,,251,833,.374,.374,,.374,.721,.433
Gene Wiley,,,LAL,NBA,1.3,67,,1386,123,289,123,289,,,43,76,,,490,63,,,,171,289,.426,.426,,.426,.566,.448
Bob Ferry,,,BAL,NBA,1.2,66,,1229,188,457,188,457,,,105,157,,,334,111,,,,134,481,.411,.411,,.411,.669,.457
John Barnhill,,,TOT,NBA,1.1,76,,1617,243,606,243,606,,,113,184,,,203,196,,,,134,599,.401,.401,,.401,.614,.436
Howard Komives,,,NYK,NBA,1.0,80,,2612,436,1116,436,1116,,,241,280,,,281,425,,,,278,1113,.391,.391,,.391,.861,.449
Bill Buntin,,,DET,NBA,0.9,42,,713,118,299,118,299,,,88,143,,,252,36,,,,119,324,.395,.395,,.395,.615,.448
Jon McGlocklin,,,CIN,NBA,0.9,72,,852,153,363,153,363,,,62,79,,,133,88,,,,77,368,.421,.421,,.421,.785,.463
Wali Jones,,,PHI,NBA,0.8,80,,2196,296,799,296,799,,,128,172,,,169,273,,,,250,720,.370,.370,,.370,.744,.412
Chico Vaughn,,,TOT,NBA,0.8,56,,1219,182,474,182,474,,,106,144,,,109,140,,,,99,470,.384,.384,,.384,.736,.437
Gail Goodrich,,,LAL,NBA,0.7,65,,1008,203,503,203,503,,,103,149,,,130,103,,,,103,509,.404,.404,,.404,.691,.448
Don Kojis,,,DET,NBA,0.7,60,,783,182,439,182,439,,,76,141,,,260,42,,,,94,440,.415,.415,,.415,.539,.439
Ben Warley,,,TOT,NBA,0.6,57,,773,116,284,116,284,,,64,97,,,217,25,,,,129,296,.408,.408,,.408,.660,.453
Donnie Butcher,,,DET,NBA,0.5,15,,285,45,96,45,96,,,18,34,,,33,30,,,,40,108,.469,.469,,.469,.529,.487
Connie Dierking,,,CIN,NBA,0.5,57,,782,134,322,134,322,,,50,82,,,245,43,,,,113,318,.416,.416,,.416,.610,.444
Fred Hetzel,,,SFW,NBA,0.5,56,,722,160,401,160,401,,,63,92,,,290,27,,,,121,383,.399,.399,,.399,.685,.434
Paul Silas,,,STL,NBA,0.5,46,,586,70,173,70,173,,,35,61,,,236,22,,,,72,175,.405,.405,,.405,.574,.438
Jim Washington,,,STL,NBA,0.5,65,,1104,158,393,158,393,,,68,120,,,353,43,,,,176,384,.402,.402,,.402,.567,.431
Bud Olsen,,,TOT,NBA,0.4,59,,602,81,193,81,193,,,39,88,,,192,20,,,,81,201,.420,.420,,.420,.443,.434
Gerry Ward,,,PHI,NBA,0.4,66,,838,67,189,67,189,,,39,60,,,89,80,,,,163,173,.354,.354,,.354,.650,.402
John Thompson,,,BOS,NBA,0.3,10,,72,14,30,14,30,,,4,6,,,30,3,,,,15,32,.467,.467,,.467,.667,.490
Al Bianchi,,,PHI,NBA,0.2,78,,1312,214,560,214,560,,,66,98,,,134,134,,,,232,494,.382,.382,,.382,.673,.410
Ron Bonham,,,BOS,NBA,0.2,39,,312,76,207,76,207,,,52,61,,,35,11,,,,29,204,.367,.367,,.367,.852,.436
Len Chappell,,,NYK,NBA,0.1,46,,545,100,238,100,238,,,46,78,,,127,26,,,,64,246,.420,.420,,.420,.590,.452
Barry Clemens,,,NYK,NBA,0.1,70,,877,161,391,161,391,,,54,78,,,183,67,,,,113,376,.412,.412,,.412,.692,.442
Mike Farmer,,,STL,NBA,0.1,9,,79,13,30,13,30,,,4,5,,,18,6,,,,10,30,.433,.433,,.433,.800,.466
Si Green,,,BOS,NBA,0.1,10,,92,12,31,12,31,,,8,16,,,11,9,,,,16,32,.387,.387,,.387,.500,.421
Willie Somerset,,,BAL,NBA,0.1,8,,98,18,43,18,43,,,9,11,,,15,9,,,,21,45,.419,.419,,.419,.818,.470
George Wilson,,,CIN,NBA,0.1,47,,276,54,138,54,138,,,27,42,,,98,17,,,,56,135,.391,.391,,.391,.643,.431
Gary Bradds,,,BAL,NBA,0.0,3,,15,2,6,2,6,,,3,4,,,8,1,,,,1,7,.333,.333,,.333,.750,.451
Jesse Branson,,,PHI,NBA,0.0,5,,14,1,6,1,6,,,3,4,,,9,1,,,,4,5,.167,.167,,.167,.750,.322
Art Heyman,,,TOT,NBA,0.0,17,,120,18,52,18,52,,,14,22,,,17,11,,,,23,50,.346,.346,,.346,.636,.405
Wayne Hightower,,,BAL,NBA,0.0,24,,460,63,186,63,186,,,57,78,,,131,35,,,,61,183,.339,.339,,.339,.731,.415
Tom Thacker,,,CIN,NBA,0.0,50,,478,84,207,84,207,,,15,38,,,119,61,,,,85,183,.406,.406,,.406,.395,.409
Ron Watts,,,BOS,NBA,0.0,1,,3,1,2,1,2,,,0,0,,,1,1,,,,1,2,.500,.500,,.500,,.500
