Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
World B. Free,,,GSW,NBA,6.9,78,78,2796,650,1452,640,1396,10,56,479,647,118,130,248,419,71,8,208,222,1789,.448,.458,.179,.451,.740,.515
Truck Robinson,,,PHO,NBA,6.9,74,72,2745,579,1128,578,1127,1,1,255,371,202,519,721,179,42,28,202,215,1414,.513,.513,1.000,.514,.687,.548
Bob Lanier,,,MIL,NBA,6.6,74,72,1986,407,729,407,727,0,2,182,242,92,296,388,219,72,56,166,211,996,.558,.560,.000,.558,.752,.596
Norm Nixon,,,LAL,NBA,6.6,82,82,3024,628,1274,625,1262,3,12,181,224,38,138,176,652,132,7,238,264,1440,.493,.495,.250,.494,.808,.525
Dave Greenwood,,,CHI,NBA,6.5,82,82,2914,480,1014,480,1011,0,3,240,291,192,594,786,262,70,93,180,292,1200,.473,.475,.000,.473,.825,.525
Dan Roundfield,,,ATL,NBA,6.5,61,58,2217,424,910,423,905,1,5,285,375,227,494,721,162,64,93,183,210,1134,.466,.467,.200,.466,.760,.527
Tree Rollins,,,ATL,NBA,6.4,79,39,2018,202,346,202,346,0,0,79,129,168,443,611,59,35,224,79,285,483,.584,.584,,.584,.612,.600
Marques Johnson,,,MIL,NBA,6.2,60,52,1900,404,760,404,756,0,4,182,260,153,211,364,213,59,35,145,142,990,.532,.534,.000,.532,.700,.566
Rick Mahorn,,,WSB,NBA,5.9,80,80,2664,414,816,414,813,0,3,148,234,149,555,704,150,57,138,162,349,976,.507,.509,.000,.507,.632,.531
Mike Mitchell,,,TOT,NBA,5.9,84,83,3063,753,1477,753,1470,0,7,220,302,244,346,590,82,60,43,153,277,1726,.510,.512,.000,.510,.728,.536
Johnny Moore,,,SAS,NBA,5.8,79,78,2294,309,667,308,646,1,21,122,182,62,213,275,762,163,12,175,254,741,.463,.477,.048,.464,.670,.496
Lonnie Shelton,,,SEA,NBA,5.8,81,81,2667,508,1046,508,1038,0,8,188,240,161,348,509,252,99,43,199,317,1204,.486,.489,.000,.486,.783,.523
Rickey Green,,,UTA,NBA,5.7,81,73,2822,500,1015,500,1007,0,8,202,264,85,158,243,630,185,9,198,183,1202,.493,.497,.000,.493,.765,.531
Mike Woodson,,,TOT,NBA,5.7,83,74,2331,538,1069,531,1044,7,25,221,286,102,145,247,222,142,35,153,220,1304,.503,.509,.280,.507,.773,.546
James Donaldson,,,SEA,NBA,5.6,82,1,1710,255,419,255,419,0,0,151,240,138,352,490,51,27,139,115,186,661,.609,.609,,.609,.629,.630
Rory Sparrow,,,ATL,NBA,5.6,82,82,2610,366,730,365,715,1,15,124,148,53,171,224,424,87,13,145,240,857,.501,.510,.067,.502,.838,.539
Jay Vincent,,,DAL,NBA,5.6,81,62,2626,719,1448,718,1444,1,4,293,409,182,383,565,176,89,22,194,308,1732,.497,.497,.250,.497,.716,.532
Joe Barry Carroll,,,GSW,NBA,5.5,76,75,2627,527,1016,527,1015,0,1,235,323,210,423,633,64,64,127,206,265,1289,.519,.519,.000,.519,.728,.557
John Drew,,,ATL,NBA,5.5,70,51,2040,465,957,461,945,4,12,364,491,169,206,375,96,64,3,178,250,1298,.486,.488,.333,.488,.741,.553
Mickey Johnson,,,MIL,NBA,5.5,76,71,1934,372,757,371,750,1,7,233,291,133,321,454,215,72,45,191,240,978,.491,.495,.143,.492,.801,.553
Micheal Ray Richardson,,,NYK,NBA,5.5,82,79,3044,619,1343,600,1242,19,101,212,303,177,388,565,572,213,41,291,317,1469,.461,.483,.188,.468,.700,.498
Terry Tyler,,,DET,NBA,5.5,82,0,1989,336,643,335,639,1,4,142,192,154,339,493,126,77,160,121,182,815,.523,.524,.250,.523,.740,.560
Brian Winters,,,MIL,NBA,5.5,61,13,1829,404,806,368,713,36,93,123,156,51,119,170,253,57,9,118,187,967,.501,.516,.387,.524,.788,.553
Brad Davis,,,DAL,NBA,5.4,82,82,2614,397,771,383,722,14,49,185,230,35,191,226,509,73,6,159,218,993,.515,.530,.286,.524,.804,.569
Reggie Theus,,,CHI,NBA,5.3,82,82,2838,560,1194,535,1094,25,100,363,449,115,197,312,476,87,16,277,243,1508,.469,.489,.250,.479,.808,.542
Jerome Whitehead,,,SDC,NBA,5.3,72,63,2214,406,726,406,726,0,0,184,241,231,433,664,102,48,44,141,290,996,.559,.559,,.559,.763,.599
Tiny Archibald,,,BOS,NBA,5.2,68,51,2167,308,652,302,636,6,16,236,316,25,91,116,541,52,3,178,131,858,.472,.475,.375,.477,.747,.542
Kent Benson,,,DET,NBA,5.2,75,72,2467,405,802,402,791,3,11,127,158,219,434,653,159,66,98,160,214,940,.505,.508,.273,.507,.804,.539
Dave Corzine,,,SAS,NBA,5.2,82,21,2189,336,648,335,644,1,4,159,213,211,418,629,130,33,126,139,235,832,.519,.520,.250,.519,.746,.561
Caldwell Jones,,,PHI,NBA,5.2,81,47,2446,231,465,231,462,0,3,179,219,164,544,708,100,38,146,155,301,641,.497,.500,.000,.497,.817,.571
Robert Reid,,,HOU,NBA,5.2,77,75,2913,437,958,436,948,1,10,160,214,175,336,511,314,115,48,157,297,1035,.456,.460,.100,.457,.748,.492
Larry Smith,,,GSW,NBA,5.2,74,55,2213,220,412,220,411,0,1,88,159,279,534,813,83,65,54,105,291,528,.534,.535,.000,.534,.553,.548
Jim Spanarkel,,,DAL,NBA,5.2,82,1,1755,270,564,262,540,8,24,279,327,99,111,210,206,86,9,111,140,827,.479,.485,.333,.486,.853,.584
Johnny Davis,,,IND,NBA,5.1,82,70,2664,538,1153,533,1126,5,27,315,394,72,106,178,346,76,11,186,176,1396,.467,.473,.185,.469,.799,.526
Elvin Hayes,,,HOU,NBA,5.1,82,82,3032,519,1100,519,1095,0,5,280,422,267,480,747,144,62,104,208,287,1318,.472,.474,.000,.472,.664,.513
Mark Olberding,,,SAS,NBA,5.1,68,63,2098,333,705,331,693,2,12,273,338,118,321,439,202,57,29,139,253,941,.472,.478,.167,.474,.808,.551
Bill Cartwright,,,NYK,NBA,5.0,72,50,2060,390,694,390,694,0,0,257,337,116,305,421,87,48,65,166,208,1037,.562,.562,,.562,.763,.616
Michael Cooper,,,LAL,NBA,5.0,76,14,2197,383,741,381,724,2,17,139,171,84,185,269,230,120,61,151,216,907,.517,.526,.118,.518,.813,.556
Purvis Short,,,GSW,NBA,5.0,76,8,1782,456,935,450,907,6,28,177,221,123,143,266,209,65,10,122,220,1095,.488,.496,.214,.491,.801,.530
Eddie Johnson,,,ATL,NBA,4.8,68,57,2314,455,1011,448,981,7,30,294,385,63,128,191,358,102,16,186,188,1211,.450,.457,.233,.454,.764,.513
Reggie King,,,KCK,NBA,4.8,80,76,2609,383,752,383,752,0,0,201,285,162,361,523,173,84,29,155,221,967,.509,.509,,.509,.705,.551
Allen Leavell,,,HOU,NBA,4.8,79,61,2150,370,793,361,762,9,31,115,135,49,119,168,457,150,15,153,182,864,.467,.474,.290,.472,.852,.507
Bill Laimbeer,,,TOT,NBA,4.7,80,34,1829,265,536,261,523,4,13,184,232,234,383,617,100,39,64,121,296,718,.494,.499,.308,.498,.793,.563
John Long,,,DET,NBA,4.7,69,66,2211,637,1294,635,1279,2,15,238,275,95,162,257,148,65,25,167,173,1514,.492,.496,.133,.493,.865,.535
Quinn Buckner,,,MIL,NBA,4.6,70,70,2156,396,822,392,807,4,15,110,168,77,173,250,328,174,3,180,218,906,.482,.486,.267,.484,.655,.506
Herb Williams,,,IND,NBA,4.6,82,75,2277,407,854,405,847,2,7,126,188,175,430,605,139,53,178,137,200,942,.477,.478,.286,.478,.670,.503
Michael Brooks,,,SDC,NBA,4.5,82,73,2750,537,1066,537,1059,0,7,202,267,207,417,624,236,113,39,197,285,1276,.504,.507,.000,.504,.757,.539
Steve Johnson,,,KCK,NBA,4.4,78,50,1741,395,644,395,644,0,0,212,330,152,307,459,91,39,89,197,372,1002,.613,.613,,.613,.642,.635
James Edwards,,,CLE,NBA,4.3,77,75,2539,528,1033,528,1029,0,4,232,339,189,392,581,123,24,117,162,347,1288,.511,.513,.000,.511,.684,.545
Ernie Grunfeld,,,KCK,NBA,4.3,81,11,1892,420,822,418,808,2,14,188,229,55,127,182,276,72,39,148,191,1030,.511,.517,.143,.512,.821,.558
Billy Knight,,,IND,NBA,4.3,81,19,1803,378,764,369,732,9,32,233,282,97,160,257,118,63,14,137,132,998,.495,.504,.281,.501,.826,.562
Louis Orr,,,IND,NBA,4.3,80,41,1951,357,719,356,711,1,8,203,254,127,204,331,134,56,26,137,182,918,.497,.501,.125,.497,.799,.553
Scott May,,,MIL,NBA,4.2,65,7,1187,212,417,212,413,0,4,159,193,85,133,218,133,50,6,92,151,583,.508,.513,.000,.508,.824,.581
Foots Walker,,,NJN,NBA,4.2,77,54,1861,156,378,153,369,3,9,141,194,31,119,150,398,120,6,107,179,456,.413,.415,.333,.417,.727,.492
Sly Williams,,,NYK,NBA,4.2,60,27,1521,349,628,347,619,2,9,131,173,100,127,227,142,77,16,114,153,831,.556,.561,.222,.557,.757,.590
Rolando Blackman,,,DAL,NBA,4.1,82,16,1979,439,855,438,851,1,4,212,276,97,157,254,105,46,30,113,122,1091,.513,.515,.250,.514,.768,.559
Len Elmore,,,NJN,NBA,4.1,81,70,2100,300,652,300,652,0,0,135,170,167,274,441,100,92,92,136,280,735,.460,.460,,.460,.794,.506
Bill Hanzlik,,,SEA,NBA,4.1,81,76,1974,167,357,167,353,0,4,138,176,99,167,266,183,81,30,106,250,472,.468,.473,.000,.468,.784,.543
Mike O'Koren,,,NJN,NBA,4.1,80,32,2018,383,778,375,755,8,23,135,189,111,194,305,192,83,13,147,175,909,.492,.497,.348,.497,.714,.528
T.R. Dunn,,,DEN,NBA,4.0,82,80,2519,258,504,258,503,0,1,153,215,211,348,559,188,135,36,123,210,669,.512,.513,.000,.512,.712,.559
Clemon Johnson,,,IND,NBA,4.0,79,42,1979,312,641,312,641,0,0,123,189,184,387,571,127,60,112,138,241,747,.487,.487,,.487,.651,.516
Andrew Toney,,,PHI,NBA,4.0,77,1,1909,511,979,486,920,25,59,227,306,43,91,134,283,64,17,214,269,1274,.522,.528,.424,.535,.742,.572
Fred Brown,,,SEA,NBA,3.9,82,2,1785,393,863,368,786,25,77,111,129,42,98,140,238,69,4,96,111,922,.455,.468,.325,.470,.860,.501
Darwin Cook,,,NJN,NBA,3.9,82,17,2090,387,803,380,772,7,31,118,162,52,103,155,319,146,24,175,196,899,.482,.492,.226,.486,.728,.514
Reggie Johnson,,,TOT,NBA,3.9,75,48,1904,351,662,351,661,0,1,118,156,140,311,451,73,33,60,100,257,820,.530,.531,.000,.530,.756,.561
Ronnie Lester,,,CHI,NBA,3.9,75,74,2252,329,657,325,649,4,8,208,256,75,138,213,362,80,14,185,158,870,.501,.501,.500,.504,.813,.565
