Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Kareem Abdul-Jabbar,,,MIL,NBA,25.4,81,,3583,1159,2019,1159,2019,,,504,732,,,1346,370,,,,235,2822,.574,.574,,.574,.689,.603
Artis Gilmore,,,KEN,ABA,19.8,84,,3666,806,1348,806,1348,0,0,391,605,421,1070,1491,230,,422,335,280,2003,.598,.598,,.598,.646,.620
Wilt Chamberlain,,,LAL,NBA,15.8,82,,3469,496,764,496,764,,,221,524,,,1572,329,,,,196,1213,.649,.649,,.649,.422,.610
Zelmo Beaty,,,UTS,ABA,15.1,84,,3133,729,1353,729,1346,0,7,522,630,355,755,1110,125,,,223,315,1980,.539,.542,.000,.539,.829,.607
Walt Frazier,,,NYK,NBA,14.5,77,,3126,669,1307,669,1307,,,450,557,,,513,446,,,,185,1788,.512,.512,,.512,.808,.576
Chet Walker,,,CHI,NBA,14.5,78,,2588,619,1225,619,1225,,,481,568,,,473,178,,,,171,1719,.505,.505,,.505,.847,.583
Dan Issel,,,KEN,ABA,13.5,83,,3570,972,2001,969,1990,3,11,591,753,353,578,931,195,,,244,242,2538,.486,.487,.273,.487,.785,.544
Julius Erving,,,VIR,ABA,13.3,84,,3513,910,1826,907,1810,3,16,467,627,476,843,1319,335,,,342,264,2290,.498,.501,.188,.499,.745,.545
Jerry West,,,LAL,NBA,13.3,77,,2973,735,1540,735,1540,,,515,633,,,327,747,,,,209,1985,.477,.477,,.477,.814,.546
Tiny Archibald,,,CIN,NBA,12.9,76,,3272,734,1511,734,1511,,,677,824,,,222,701,,,,198,2145,.486,.486,,.486,.822,.572
John Havlicek,,,BOS,NBA,12.4,82,,3698,897,1957,897,1957,,,458,549,,,672,614,,,,183,2252,.458,.458,,.458,.834,.512
Gail Goodrich,,,LAL,NBA,12.3,82,,3040,826,1695,826,1695,,,475,559,,,295,365,,,,210,2127,.487,.487,,.487,.850,.548
Jerry Lucas,,,NYK,NBA,11.2,77,,2926,543,1060,543,1060,,,197,249,,,1011,318,,,,218,1283,.512,.512,,.512,.791,.548
Willie Wise,,,UTS,ABA,11.2,84,,3300,743,1471,737,1453,6,18,459,633,282,612,894,286,,,282,299,1951,.505,.507,.333,.507,.725,.558
Rick Barry,,,NYA,ABA,11.1,80,,3616,902,1969,829,1732,73,237,641,730,155,447,602,327,,,263,261,2518,.458,.479,.308,.477,.878,.550
Archie Clark,,,TOT,NBA,11.0,77,,3285,712,1516,712,1516,,,514,667,,,268,613,,,,194,1938,.470,.470,,.470,.771,.536
Paul Silas,,,PHO,NBA,11.0,80,,3082,485,1031,485,1031,,,433,560,,,955,343,,,,201,1403,.470,.470,,.470,.773,.549
Dave Cowens,,,BOS,NBA,10.4,79,,3186,657,1357,657,1357,,,175,243,,,1203,245,,,,314,1489,.484,.484,,.484,.720,.509
Dick Van Arsdale,,,PHO,NBA,10.4,82,,3096,545,1178,545,1178,,,529,626,,,334,297,,,,232,1619,.463,.463,,.463,.845,.557
Walt Bellamy,,,ATL,NBA,10.3,82,,3187,593,1089,593,1089,,,340,581,,,1049,262,,,,255,1526,.545,.545,,.545,.585,.567
Mel Daniels,,,INA,ABA,10.3,79,,2971,598,1184,598,1178,0,6,317,451,383,914,1297,176,,,239,289,1513,.505,.508,.000,.505,.703,.547
Jeff Mullins,,,GSW,NBA,9.9,80,,3214,685,1466,685,1466,,,350,441,,,444,471,,,,260,1720,.467,.467,,.467,.794,.518
Lou Hudson,,,ATL,NBA,9.7,77,,3042,775,1540,775,1540,,,349,430,,,385,309,,,,225,1899,.503,.503,,.503,.812,.549
Connie Hawkins,,,PHO,NBA,9.6,76,,2798,571,1244,571,1244,,,456,565,,,633,296,,,,235,1598,.459,.459,,.459,.807,.535
Lenny Wilkens,,,SEA,NBA,9.6,80,,2989,479,1027,479,1027,,,480,620,,,338,766,,,,209,1438,.466,.466,,.466,.774,.553
Roger Brown,,,INA,ABA,9.3,78,,2987,532,1112,475,927,57,185,323,401,163,339,502,306,,,214,227,1444,.478,.512,.308,.504,.805,.560
Happy Hairston,,,LAL,NBA,9.2,80,,2748,368,798,368,798,,,311,399,,,1045,193,,,,251,1047,.461,.461,,.461,.779,.538
Bob Dandridge,,,MIL,NBA,9.1,80,,2957,630,1264,630,1264,,,215,291,,,613,249,,,,297,1475,.498,.498,,.498,.739,.530
Jack Marin,,,BAL,NBA,9.1,78,,2927,690,1444,690,1444,,,356,398,,,528,169,,,,240,1736,.478,.478,,.478,.894,.536
Nate Thurmond,,,GSW,NBA,9.0,78,,3362,628,1454,628,1454,,,417,561,,,1252,230,,,,214,1673,.432,.432,,.432,.743,.492
Donnie Freeman,,,DLC,ABA,8.9,72,,2377,628,1336,626,1331,2,5,475,576,100,106,206,245,,,176,177,1733,.470,.470,.400,.471,.825,.545
Don Nelson,,,BOS,NBA,8.8,82,,2086,389,811,389,811,,,356,452,,,453,192,,,,220,1134,.480,.480,,.480,.788,.561
Spencer Haywood,,,SEA,NBA,8.7,73,,3167,717,1557,717,1557,,,480,586,,,926,148,,,,208,1914,.461,.461,,.461,.819,.527
Clifford Ray,,,CHI,NBA,8.7,82,,1872,222,445,222,445,,,134,218,,,869,254,,,,296,578,.499,.499,,.499,.615,.534
Mack Calvin,,,FLO,ABA,8.5,82,,2977,552,1253,541,1205,11,48,611,701,116,158,274,481,,,261,270,1726,.441,.449,.229,.445,.872,.553
Bob Lanier,,,DET,NBA,8.4,80,,3092,834,1690,834,1690,,,388,505,,,1132,248,,,,297,2056,.493,.493,,.493,.768,.538
Bill Melchionni,,,NYA,ABA,8.4,80,,3326,672,1346,670,1327,2,19,336,416,51,197,248,669,,,314,275,1682,.499,.505,.105,.500,.808,.550
Rudy Tomjanovich,,,HOU,NBA,8.4,78,,2689,500,1010,500,1010,,,172,238,,,923,117,,,,193,1172,.495,.495,,.495,.723,.526
Billy Cunningham,,,PHI,NBA,8.3,75,,2900,658,1428,658,1428,,,428,601,,,918,443,,,,295,1744,.461,.461,,.461,.712,.515
Jimmy Jones,,,UTS,ABA,8.3,78,,2903,462,903,461,897,1,6,282,362,92,285,377,485,,,270,252,1207,.512,.514,.167,.512,.779,.568
Calvin Murphy,,,HOU,NBA,8.3,82,,2538,571,1255,571,1255,,,349,392,,,258,393,,,,298,1491,.455,.455,,.455,.890,.522
Oscar Robertson,,,MIL,NBA,8.3,64,,2390,419,887,419,887,,,276,330,,,323,491,,,,116,1114,.472,.472,,.472,.836,.540
Wes Unseld,,,BAL,NBA,8.3,76,,3171,409,822,409,822,,,171,272,,,1336,278,,,,218,989,.498,.498,,.498,.629,.525
Louie Dampier,,,KEN,ABA,8.1,83,,3214,477,1078,393,845,84,233,281,336,43,216,259,515,,,211,237,1319,.442,.465,.361,.481,.836,.538
Larry Jones,,,FLO,ABA,8.1,66,,2255,423,797,405,737,18,60,300,373,133,176,309,210,,,135,203,1164,.531,.550,.300,.542,.804,.606
Bob Kauffman,,,BUF,NBA,8.0,77,,3205,558,1123,558,1123,,,341,429,,,787,297,,,,273,1457,.497,.497,,.497,.795,.555
Dick Snyder,,,SEA,NBA,8.0,73,,2534,496,937,496,937,,,218,259,,,228,283,,,,200,1210,.529,.529,,.529,.842,.576
Jim McMillian,,,LAL,NBA,7.8,80,,3050,642,1331,642,1331,,,219,277,,,522,209,,,,209,1503,.482,.482,,.482,.791,.517
Jim McDaniels,,,TOT,TOT,7.7,70,,2407,710,1399,710,1399,0,0,245,342,249,565,896,106,,,167,277,1665,.508,.508,,.508,.716,.537
Norm Van Lier,,,TOT,NBA,7.7,79,,2415,334,761,334,761,,,237,300,,,357,542,,,,239,905,.439,.439,,.439,.790,.507
Lucius Allen,,,MIL,NBA,7.6,80,,2316,441,874,441,874,,,198,259,,,254,333,,,,214,1080,.505,.505,,.505,.764,.547
Bob Love,,,CHI,NBA,7.5,79,,3108,819,1854,819,1854,,,399,509,,,518,125,,,,235,2037,.442,.442,,.442,.784,.490
Tom Boerwinkle,,,CHI,NBA,7.4,80,,2022,219,500,219,500,,,118,180,,,897,281,,,,253,556,.438,.438,,.438,.656,.480
Jim Eakins,,,VIR,ABA,7.4,84,,2718,371,764,371,764,0,0,288,377,290,517,807,181,,,189,298,1030,.486,.486,,.486,.764,.554
Wil Jones,,,MMP,ABA,7.4,84,,3098,506,1078,504,1062,2,16,240,320,371,505,876,154,,,160,322,1254,.469,.475,.125,.470,.750,.514
Stu Lantz,,,HOU,NBA,7.4,81,,3097,557,1279,557,1279,,,387,462,,,345,337,,,,211,1501,.435,.435,,.435,.838,.506
Charlie Scott,,,TOT,TOT,7.4,79,,3238,1033,2305,1004,2195,29,110,542,675,174,200,397,373,,,340,280,2637,.448,.457,.264,.454,.803,.507
Elvin Hayes,,,HOU,NBA,7.3,82,,3461,832,1918,832,1918,,,399,615,,,1197,270,,,,233,2063,.434,.434,,.434,.649,.471
Warren Jabali,,,FLO,ABA,7.3,81,,3313,569,1304,467,1019,102,285,375,496,167,489,656,495,,,332,298,1615,.436,.458,.358,.475,.756,.530
Cazzie Russell,,,GSW,NBA,7.3,79,,2902,689,1514,689,1514,,,315,378,,,428,248,,,,176,1693,.455,.455,,.455,.833,.504
Ralph Simpson,,,DNR,ABA,7.2,84,,3006,920,2000,917,1978,3,22,457,568,171,227,398,258,,,266,244,2300,.460,.464,.136,.461,.805,.511
Jerry Sloan,,,CHI,NBA,7.2,82,,3035,535,1206,535,1206,,,258,391,,,691,211,,,,309,1328,.444,.444,,.444,.660,.482
Neal Walk,,,PHO,NBA,7.1,81,,2142,506,1057,506,1057,,,256,344,,,665,151,,,,295,1268,.479,.479,,.479,.744,.525
Clem Haskins,,,PHO,NBA,6.8,79,,2453,509,1054,509,1054,,,220,258,,,270,290,,,,194,1238,.483,.483,,.483,.853,.530
Glen Combs,,,UTS,ABA,6.7,84,,2906,483,1109,380,855,103,254,319,380,52,163,215,306,,,191,255,1388,.436,.444,.406,.482,.839,.544
