Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Red Robbins,,,UTS,ABA,6.7,78,,2567,379,752,350,681,29,71,167,201,216,495,711,124,,,86,171,954,.504,.514,.408,.523,.831,.568
George Thompson,,,PTC,ABA,6.7,70,,2904,696,1448,655,1316,41,132,455,584,155,198,353,257,,,217,201,1888,.481,.498,.311,.495,.779,.554
Bill Bridges,,,TOT,NBA,6.5,78,,2756,379,779,379,779,,,222,316,,,1051,198,,,,269,980,.487,.487,,.487,.703,.534
Don Chaney,,,BOS,NBA,6.3,79,,2275,373,786,373,786,,,197,255,,,395,202,,,,295,943,.475,.475,,.475,.773,.525
Dale Schlueter,,,POR,NBA,6.3,81,,2693,353,672,353,672,,,241,326,,,860,285,,,,277,947,.525,.525,,.525,.739,.581
Trooper Washington,,,NYA,ABA,6.3,80,,2510,387,678,387,678,0,0,107,166,281,469,750,161,,,188,291,881,.571,.571,,.571,.645,.587
Freddie Lewis,,,INA,ABA,6.2,77,,2714,405,947,374,847,31,100,341,396,134,193,327,362,,,194,230,1182,.428,.442,.310,.444,.861,.527
Larry Miller,,,CAR,ABA,6.2,83,,3199,562,1228,550,1181,12,47,393,497,177,222,399,235,,,191,232,1529,.458,.466,.255,.463,.791,.528
Clyde Lee,,,GSW,NBA,6.1,78,,2674,256,544,256,544,,,120,222,,,1132,85,,,,244,632,.471,.471,,.471,.541,.492
Stan McKenzie,,,POR,NBA,6.1,82,,2036,410,834,410,834,,,315,379,,,272,148,,,,240,1135,.492,.492,,.492,.831,.567
Butch Beard,,,CLE,NBA,5.9,68,,2434,394,849,394,849,,,260,342,,,276,456,,,,213,1048,.464,.464,,.464,.760,.524
George Lehmann,,,TOT,ABA,5.9,53,,1921,303,663,232,464,71,199,169,192,23,75,98,411,,,210,155,846,.457,.500,.357,.511,.880,.566
Rich Jones,,,DLC,ABA,5.8,82,,2932,475,1053,461,1006,14,47,212,279,199,497,696,222,,,152,298,1176,.451,.458,.298,.458,.760,.500
Jon McGlocklin,,,MIL,NBA,5.8,80,,2213,374,733,374,733,,,109,126,,,181,231,,,,146,857,.510,.510,,.510,.865,.543
Ron Williams,,,GSW,NBA,5.8,80,,1932,291,614,291,614,,,195,234,,,147,308,,,,232,777,.474,.474,,.474,.833,.542
Byron Beck,,,DNR,ABA,5.7,66,,1816,337,669,337,666,0,3,140,166,171,357,528,136,,,96,213,814,.504,.506,.000,.504,.843,.548
Warren Davis,,,TOT,ABA,5.7,86,,2331,337,701,337,699,0,2,207,299,250,443,693,180,,,187,279,881,.481,.482,.000,.481,.692,.529
Goo Kennedy,,,DLC,ABA,5.7,65,,1453,234,406,234,406,0,0,88,133,167,318,485,65,,,75,262,556,.576,.576,,.576,.662,.598
Bob Netolicky,,,INA,ABA,5.6,83,,2905,522,1090,518,1071,4,19,202,279,264,500,764,83,,,166,185,1250,.479,.484,.211,.481,.724,.515
Bob Weiss,,,CHI,NBA,5.6,82,,2450,358,832,358,832,,,212,254,,,170,377,,,,212,928,.430,.430,,.430,.835,.492
Jimmy Walker,,,DET,NBA,5.5,78,,3083,634,1386,634,1386,,,397,480,,,231,315,,,,198,1665,.457,.457,,.457,.827,.521
Bill Bradley,,,NYK,NBA,5.4,78,,2780,504,1085,504,1085,,,169,199,,,250,315,,,,254,1177,.465,.465,,.465,.849,.502
Gerald Govan,,,MMP,ABA,5.4,83,,3414,277,719,277,719,0,0,162,230,310,872,1182,348,,,241,260,716,.385,.385,,.385,.704,.436
Steve Jones,,,DLC,ABA,5.4,84,,3091,572,1343,546,1265,26,78,367,422,74,243,317,237,,,205,268,1537,.426,.432,.333,.436,.870,.503
Cincinnatus Powell,,,KEN,ABA,5.4,65,,2288,430,907,426,894,4,13,185,256,158,342,500,237,,,178,219,1049,.474,.477,.308,.476,.723,.514
Jo Jo White,,,BOS,NBA,5.4,79,,3261,770,1788,770,1788,,,285,343,,,446,416,,,,227,1825,.431,.431,,.431,.831,.471
Johnny Green,,,CIN,NBA,5.3,82,,1914,331,582,331,582,,,141,250,,,560,120,,,,238,803,.569,.569,,.569,.564,.580
George McGinnis,,,INA,ABA,5.3,73,,2179,465,999,459,961,6,38,298,462,290,421,711,137,,,256,260,1234,.465,.478,.158,.468,.645,.513
Dave Robisch,,,DNR,ABA,5.2,84,,2420,505,1138,505,1133,0,5,294,419,287,517,804,201,,,113,251,1304,.444,.446,.000,.444,.702,.493
Larry Brown,,,DNR,ABA,5.0,76,,2012,243,556,238,531,5,25,198,244,53,113,166,549,,,217,207,689,.437,.448,.200,.442,.811,.519
Billy Paultz,,,NYA,ABA,5.0,83,,2824,498,1021,498,1018,0,3,207,299,263,772,1035,128,,,214,298,1203,.488,.489,.000,.488,.692,.522
Dave DeBusschere,,,NYK,NBA,4.8,80,,3072,520,1218,520,1218,,,193,265,,,901,291,,,,219,1233,.427,.427,,.427,.728,.462
John Johnson,,,CLE,NBA,4.6,82,,3041,557,1286,557,1286,,,277,353,,,631,415,,,,268,1391,.433,.433,,.433,.785,.483
Rick Mount,,,INA,ABA,4.6,78,,2126,420,949,363,769,57,180,216,261,48,107,155,230,,,142,233,1113,.443,.472,.317,.473,.828,.523
Greg Smith,,,TOT,NBA,4.5,82,,2256,309,671,309,671,,,111,168,,,483,222,,,,259,729,.461,.461,,.461,.661,.489
