Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Bucky Bockhorn,,,CIN,NBA,1.3,75,,2103,323,812,323,812,,,145,194,,,382,256,,,,249,791,.398,.398,,.398,.747,.441
Ed Fleming,,,MNL,NBA,1.2,27,,413,59,141,59,141,,,53,69,,,87,38,,,,46,171,.418,.418,,.418,.768,.499
Johnny Green,,,NYK,NBA,1.2,69,,1232,209,468,209,468,,,63,155,,,539,52,,,,195,481,.447,.447,,.447,.406,.449
Tom Hawkins,,,MNL,NBA,1.2,69,,1467,220,579,220,579,,,106,164,,,428,54,,,,188,546,.380,.380,,.380,.646,.419
Jim Krebs,,,MNL,NBA,1.2,75,,1269,237,605,237,605,,,98,136,,,327,38,,,,210,572,.392,.392,,.392,.721,.430
Dave Piontek,,,TOT,NBA,1.1,77,,1833,292,728,292,728,,,129,202,,,461,118,,,,211,713,.401,.401,,.401,.639,.436
Phil Rollins,,,CIN,NBA,1.1,72,,1235,158,386,158,386,,,77,127,,,180,233,,,,150,393,.409,.409,,.409,.606,.445
Larry Staverman,,,CIN,NBA,1.1,49,,479,70,149,70,149,,,47,64,,,180,36,,,,98,187,.470,.470,,.470,.734,.528
Si Green,,,STL,NBA,1.0,70,,1354,159,427,159,427,,,111,175,,,257,133,,,,150,429,.372,.372,,.372,.634,.426
Ernie Beck,,,PHW,NBA,0.9,66,,809,114,294,114,294,,,27,32,,,127,72,,,,90,255,.388,.388,,.388,.844,.414
Al Bianchi,,,SYR,NBA,0.8,69,,1256,211,576,211,576,,,109,155,,,179,169,,,,231,531,.366,.366,,.366,.703,.412
Ray Felix,,,TOT,NBA,0.8,47,,882,136,355,136,355,,,70,112,,,340,31,,,,177,342,.383,.383,,.383,.625,.423
Ed Conlin,,,DET,NBA,0.7,70,,1636,300,831,300,831,,,181,238,,,346,126,,,,158,781,.361,.361,,.361,.761,.417
Boo Ellis,,,MNL,NBA,0.6,46,,671,64,185,64,185,,,51,76,,,236,27,,,,64,179,.346,.346,,.346,.671,.410
Joe Ruklick,,,PHW,NBA,0.6,39,,384,85,214,85,214,,,26,36,,,137,24,,,,70,196,.397,.397,,.397,.722,.426
Win Wilfong,,,CIN,NBA,0.6,72,,1992,283,764,283,764,,,161,207,,,352,265,,,,229,727,.370,.370,,.370,.778,.425
Connie Dierking,,,SYR,NBA,0.5,71,,1119,192,526,192,526,,,108,188,,,456,54,,,,168,492,.365,.365,,.365,.574,.404
Gene Guarilia,,,BOS,NBA,0.5,48,,423,58,154,58,154,,,29,41,,,85,18,,,,57,145,.377,.377,,.377,.707,.421
Vern Hatton,,,PHW,NBA,0.5,67,,1049,127,356,127,356,,,53,87,,,159,82,,,,61,307,.357,.357,,.357,.609,.389
Barney Cable,,,TOT,NBA,0.4,57,,715,109,290,109,290,,,44,67,,,225,39,,,,93,262,.376,.376,,.376,.657,.410
Billy Kenville,,,DET,NBA,0.4,25,,365,47,131,47,131,,,33,41,,,71,46,,,,31,127,.359,.359,,.359,.805,.426
Earl Lloyd,,,DET,NBA,0.4,68,,1610,237,665,237,665,,,128,160,,,322,89,,,,226,602,.356,.356,,.356,.800,.409
John Richter,,,BOS,NBA,0.4,66,,808,113,332,113,332,,,59,117,,,312,27,,,,158,285,.340,.340,,.340,.504,.372
Steve Hamilton,,,MNL,NBA,0.3,15,,247,29,77,29,77,,,18,23,,,58,7,,,,39,76,.377,.377,,.377,.783,.436
Cal Ramsey,,,TOT,NBA,0.2,11,,195,39,96,39,96,,,19,33,,,66,9,,,,25,97,.406,.406,,.406,.576,.439
Whitey Bell,,,NYK,NBA,0.1,31,,449,70,185,70,185,,,28,43,,,87,55,,,,59,168,.378,.378,,.378,.651,.412
Maury King,,,BOS,NBA,0.1,1,,19,5,8,5,8,,,0,1,,,4,2,,,,3,10,.625,.625,,.625,.000,.592
Ron Sobie,,,TOT,NBA,0.1,16,,234,37,108,37,108,,,31,37,,,48,21,,,,32,105,.343,.343,,.343,.838,.422
Bob Anderegg,,,NYK,NBA,0.0,33,,373,55,143,55,143,,,23,42,,,69,29,,,,32,133,.385,.385,,.385,.548,.412
Jack McMahon,,,STL,NBA,0.0,25,,334,33,93,33,93,,,16,29,,,24,49,,,,42,82,.355,.355,,.355,.552,.388
Chuck Noble,,,DET,NBA,0.0,58,,1621,276,774,276,774,,,101,138,,,201,265,,,,172,653,.357,.357,,.357,.732,.391
Mike Farmer,,,NYK,NBA,-0.1,67,,1536,212,568,212,568,,,70,83,,,385,57,,,,130,494,.373,.373,,.373,.843,.409
Slick Leonard,,,MNL,NBA,-0.1,73,,2074,231,717,231,717,,,136,193,,,245,252,,,,171,598,.322,.322,,.322,.705,.373
Brendan McCann,,,NYK,NBA,-0.1,4,,29,1,10,1,10,,,3,3,,,4,10,,,,2,5,.100,.100,,.100,1.000,.221
Johnny McCarthy,,,STL,NBA,-0.1,75,,2383,240,730,240,730,,,149,226,,,301,328,,,,233,629,.329,.329,,.329,.659,.379
Jim Ray,,,SYR,NBA,-0.1,4,,21,1,6,1,6,,,0,0,,,0,2,,,,3,2,.167,.167,,.167,,.167
Paul Seymour,,,SYR,NBA,-0.1,4,,7,0,4,0,4,,,0,0,,,1,0,,,,1,0,.000,.000,,.000,,.000
Jim Loscutoff,,,BOS,NBA,-0.2,28,,536,66,205,66,205,,,22,36,,,108,12,,,,108,154,.322,.322,,.322,.611,.349
Togo Palazzi,,,SYR,NBA,-0.2,7,,70,13,41,13,41,,,4,8,,,14,3,,,,7,30,.317,.317,,.317,.500,.337
Guy Sparrow,,,PHW,NBA,-0.2,11,,80,14,45,14,45,,,2,8,,,23,6,,,,20,30,.311,.311,,.311,.250,.309
Wayne Stevens,,,CIN,NBA,-0.2,8,,49,3,19,3,19,,,7,10,,,16,4,,,,4,13,.158,.158,,.158,.700,.278
Tony Windis,,,DET,NBA,-0.2,9,,193,16,60,16,60,,,4,6,,,47,32,,,,20,36,.267,.267,,.267,.667,.287
Nick Mantis,,,MNL,NBA,-0.3,10,,71,10,39,10,39,,,1,2,,,6,9,,,,8,21,.256,.256,,.256,.500,.263
Bobby Smith,,,MNL,NBA,-0.3,10,,130,13,54,13,54,,,11,16,,,33,14,,,,10,37,.241,.241,,.241,.688,.303
Gary Alcorn,,,DET,NBA,-1.3,58,,670,91,312,91,312,,,48,84,,,279,22,,,,123,230,.292,.292,,.292,.571,.330
Woody Sauldsberry,,,PHW,NBA,-1.8,71,,1848,325,974,325,974,,,55,103,,,447,112,,,,203,705,.334,.334,,.334,.534,.346
Larry Foust,,,TOT,NBA,,72,,1964,312,766,312,766,,,253,320,,,621,96,,,,241,877,.407,.407,,.407,.791,.484
Dave Gambee,,,TOT,NBA,,61,,656,117,291,117,291,,,69,106,,,229,38,,,,83,303,.402,.402,,.402,.651,.449
Chuck Share,,,TOT,NBA,,41,,651,59,151,59,151,,,53,80,,,221,62,,,,142,171,.391,.391,,.391,.663,.459
