Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Wilt Chamberlain,,,PHW,NBA,17.0,72,,3338,1065,2311,1065,2311,,,577,991,,,1941,168,,,,150,2707,.461,.461,,.461,.582,.493
Bill Russell,,,BOS,NBA,13.8,74,,3146,555,1189,555,1189,,,240,392,,,1778,277,,,,210,1350,.467,.467,,.467,.612,.496
Cliff Hagan,,,STL,NBA,11.8,75,,2798,719,1549,719,1549,,,421,524,,,803,299,,,,270,1859,.464,.464,,.464,.803,.522
Elgin Baylor,,,MNL,NBA,11.5,70,,2873,755,1781,755,1781,,,564,770,,,1150,243,,,,234,2074,.424,.424,,.424,.732,.489
Bob Pettit,,,STL,NBA,11.5,72,,2896,669,1526,669,1526,,,544,722,,,1221,257,,,,204,1882,.438,.438,,.438,.753,.510
Tom Gola,,,PHW,NBA,9.9,75,,2870,426,983,426,983,,,270,340,,,779,409,,,,311,1122,.433,.433,,.433,.794,.495
Dolph Schayes,,,SYR,NBA,9.5,75,,2741,578,1440,578,1440,,,533,597,,,959,256,,,,263,1689,.401,.401,,.401,.893,.496
Paul Arizin,,,PHW,NBA,9.2,72,,2618,593,1400,593,1400,,,420,526,,,621,165,,,,263,1606,.424,.424,,.424,.798,.492
Clyde Lovellette,,,STL,NBA,9.0,68,,1953,550,1174,550,1174,,,316,385,,,721,127,,,,248,1416,.468,.468,,.468,.821,.527
George Yardley,,,SYR,NBA,9.0,73,,2402,546,1205,546,1205,,,381,467,,,579,122,,,,227,1473,.453,.453,,.453,.816,.522
Kenny Sears,,,NYK,NBA,8.8,64,,2099,412,863,412,863,,,363,418,,,876,127,,,,191,1187,.477,.477,,.477,.868,.567
Gene Shue,,,DET,NBA,8.5,75,,3338,620,1501,620,1501,,,472,541,,,409,295,,,,146,1712,.413,.413,,.413,.872,.492
Jack Twyman,,,CIN,NBA,8.3,75,,3023,870,2063,870,2063,,,598,762,,,664,260,,,,275,2338,.422,.422,,.422,.785,.487
Larry Costello,,,SYR,NBA,8.0,71,,2469,372,822,372,822,,,249,289,,,388,449,,,,234,993,.453,.453,,.453,.862,.523
Bill Sharman,,,BOS,NBA,7.9,71,,1916,559,1225,559,1225,,,252,291,,,262,144,,,,154,1370,.456,.456,,.456,.866,.506
Bob Cousy,,,BOS,NBA,7.8,75,,2588,568,1481,568,1481,,,319,403,,,352,715,,,,146,1455,.384,.384,,.384,.792,.439
Tom Heinsohn,,,BOS,NBA,7.7,75,,2420,673,1590,673,1590,,,283,386,,,794,171,,,,275,1629,.423,.423,,.423,.733,.463
Bailey Howell,,,DET,NBA,7.6,75,,2346,510,1119,510,1119,,,312,422,,,790,63,,,,282,1332,.456,.456,,.456,.739,.510
Richie Guerin,,,NYK,NBA,7.4,74,,2429,579,1379,579,1379,,,457,591,,,505,468,,,,242,1615,.420,.420,,.420,.773,.493
Sam Jones,,,BOS,NBA,5.9,74,,1512,355,782,355,782,,,168,220,,,375,125,,,,101,878,.454,.454,,.454,.764,.500
Hal Greer,,,SYR,NBA,5.8,70,,1979,388,815,388,815,,,148,189,,,303,188,,,,208,924,.476,.476,,.476,.783,.514
Willie Naulls,,,NYK,NBA,5.3,65,,2250,551,1286,551,1286,,,286,342,,,921,138,,,,214,1388,.428,.428,,.428,.836,.483
Frank Ramsey,,,BOS,NBA,5.3,73,,2009,422,1062,422,1062,,,273,347,,,506,137,,,,251,1117,.397,.397,,.397,.787,.460
Guy Rodgers,,,PHW,NBA,4.3,68,,2483,338,870,338,870,,,111,181,,,391,482,,,,196,787,.389,.389,,.389,.613,.414
Dick McGuire,,,DET,NBA,4.0,68,,1466,179,402,179,402,,,124,201,,,264,358,,,,112,482,.445,.445,,.445,.617,.491
Walter Dukes,,,DET,NBA,3.9,66,,2140,314,871,314,871,,,376,508,,,883,80,,,,310,1004,.361,.361,,.361,.740,.459
Rudy LaRusso,,,MNL,NBA,3.9,71,,2092,355,913,355,913,,,265,357,,,679,83,,,,222,975,.389,.389,,.389,.742,.456
Red Kerr,,,SYR,NBA,3.8,75,,2372,436,1111,436,1111,,,233,310,,,913,167,,,,207,1105,.392,.392,,.392,.752,.443
Archie Dees,,,DET,NBA,3.7,73,,1244,271,617,271,617,,,165,204,,,397,43,,,,188,707,.439,.439,,.439,.809,.500
K.C. Jones,,,BOS,NBA,3.7,74,,1274,169,414,169,414,,,128,170,,,199,189,,,,109,466,.408,.408,,.408,.753,.477
Al Ferrari,,,STL,NBA,3.3,71,,1567,216,523,216,523,,,176,225,,,162,188,,,,205,608,.413,.413,,.413,.782,.489
Dick Garmaker,,,TOT,NBA,3.1,70,,1932,323,815,323,815,,,203,263,,,313,206,,,,186,849,.396,.396,,.396,.772,.456
Carl Braun,,,NYK,NBA,3.0,54,,1514,285,659,285,659,,,129,154,,,168,270,,,,127,699,.432,.432,,.432,.838,.481
Hub Reed,,,TOT,NBA,2.8,71,,1820,270,601,270,601,,,134,184,,,614,69,,,,230,674,.449,.449,,.449,.728,.494
Shellie McMillon,,,DET,NBA,2.5,75,,1416,267,627,267,627,,,132,199,,,431,49,,,,198,666,.426,.426,,.426,.663,.466
Frank Selvy,,,TOT,NBA,2.3,62,,1308,205,521,205,521,,,153,208,,,175,111,,,,101,563,.393,.393,,.393,.736,.460
Charlie Tyra,,,NYK,NBA,2.3,74,,2033,406,952,406,952,,,133,189,,,598,80,,,,258,945,.426,.426,,.426,.704,.456
Dick Barnett,,,SYR,NBA,2.2,57,,1235,289,701,289,701,,,128,180,,,155,160,,,,98,706,.412,.412,,.412,.711,.452
Joe Graboski,,,PHW,NBA,2.2,73,,1269,217,583,217,583,,,131,174,,,358,111,,,,147,565,.372,.372,,.372,.753,.428
Slater Martin,,,STL,NBA,2.2,64,,1756,142,383,142,383,,,113,155,,,187,330,,,,174,397,.371,.371,,.371,.729,.440
Gene Conley,,,BOS,NBA,2.1,71,,1330,201,539,201,539,,,76,114,,,590,32,,,,270,478,.373,.373,,.373,.667,.406
Wayne Embry,,,CIN,NBA,2.0,73,,1594,303,690,303,690,,,167,325,,,692,83,,,,226,773,.439,.439,,.439,.514,.464
Bob Hopkins,,,SYR,NBA,1.9,75,,1616,257,660,257,660,,,136,174,,,465,55,,,,193,650,.389,.389,,.389,.782,.441
Hot Rod Hundley,,,MNL,NBA,1.9,73,,2279,365,1019,365,1019,,,203,273,,,390,338,,,,194,933,.358,.358,,.358,.744,.410
Phil Jordon,,,CIN,NBA,1.9,75,,2066,381,970,381,970,,,242,338,,,624,207,,,,227,1004,.393,.393,,.393,.716,.449
Jim Palmer,,,TOT,NBA,1.9,74,,1482,246,574,246,574,,,119,174,,,389,70,,,,224,611,.429,.429,,.429,.684,.470
Med Park,,,CIN,NBA,1.9,74,,1849,226,582,226,582,,,189,260,,,301,214,,,,180,641,.388,.388,,.388,.727,.460
Andy Johnson,,,PHW,NBA,1.8,75,,1421,245,648,245,648,,,125,208,,,282,152,,,,196,615,.378,.378,,.378,.601,.416
Jack George,,,NYK,NBA,1.5,69,,1604,250,650,250,650,,,155,202,,,197,240,,,,148,655,.385,.385,,.385,.767,.443
Bob Ferry,,,STL,NBA,1.4,62,,875,144,338,144,338,,,76,119,,,233,40,,,,132,364,.426,.426,,.426,.639,.466
