BOS,.610
TOR,.488
NYK,.354
PHI,.329
NJN,.146
CLE,.744
MIL,.561
CHI,.500
IND,.390
DET,.329
ORL,.720
ATL,.646
MIA,.573
CHA,.537
WAS,.317
DEN,.646
UTA,.646
POR,.610
OKC,.610
MIN,.183
LAL,.695
PHO,.659
LAC,.354
GSW,.317
SAC,.305
DAL,.671
SAS,.610
HOU,.512
MEM,.488
NOH,.451
