Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Walt Frazier,,,NYK,NBA,6.1,76,,2687,532,1089,532,1089,,,259,336,52,241,293,403,132,9,,194,1323,.489,.489,,.489,.771,.535
John Havlicek,,,BOS,NBA,6.1,79,,2913,580,1283,580,1283,,,235,288,109,273,382,400,84,18,,208,1395,.452,.452,,.452,.816,.495
Sidney Wicks,,,BOS,NBA,6.1,82,,2642,464,1012,464,1012,,,310,464,268,556,824,169,64,61,,331,1238,.458,.458,,.458,.668,.509
Scott Wedman,,,KCK,NBA,6.0,81,,2743,521,1133,521,1133,,,206,241,187,319,506,227,100,23,,226,1248,.460,.460,,.460,.855,.504
Brian Winters,,,MIL,NBA,6.0,78,,2717,652,1308,652,1308,,,205,242,64,167,231,337,114,29,,228,1509,.498,.498,,.498,.847,.533
M.L. Carr,,,DET,NBA,5.9,82,,2643,443,931,443,931,,,205,279,211,420,631,181,165,58,,287,1091,.476,.476,,.476,.735,.518
Jim Chones,,,CLE,NBA,5.9,82,,2378,450,972,450,972,,,155,212,208,480,688,104,32,77,,258,1055,.463,.463,,.463,.731,.495
Wilbur Holland,,,CHI,NBA,5.9,79,,2453,509,1120,509,1120,,,158,192,78,175,253,253,169,16,,201,1176,.454,.454,,.454,.823,.488
Mitch Kupchak,,,WSB,NBA,5.9,82,,1513,341,596,341,596,,,170,246,183,311,494,62,22,34,,204,852,.572,.572,,.572,.691,.605
Jim Brewer,,,CLE,NBA,5.8,81,,2672,296,657,296,657,,,97,178,275,487,762,195,94,82,,214,689,.451,.451,,.451,.545,.469
Phil Chenier,,,WSB,NBA,5.8,78,,2842,654,1472,654,1472,,,270,321,56,243,299,294,120,39,,166,1578,.444,.444,,.444,.841,.489
Clifford Ray,,,GSW,NBA,5.7,77,,2018,263,450,263,450,,,105,199,199,416,615,112,74,81,,242,631,.584,.584,,.584,.528,.587
Sam Lacey,,,KCK,NBA,5.6,82,,2595,327,774,327,774,,,215,282,189,545,734,386,119,133,,292,869,.422,.422,,.422,.762,.484
Campy Russell,,,CLE,NBA,5.5,70,,2109,435,1003,435,1003,,,288,370,144,275,419,189,70,24,,196,1158,.434,.434,,.434,.778,.497
Norm Van Lier,,,CHI,NBA,5.5,82,,3097,300,729,300,729,,,238,306,108,262,370,636,129,16,,268,838,.412,.412,,.412,.778,.485
Bob Dandridge,,,MIL,NBA,5.4,70,,2501,585,1253,585,1253,,,283,367,146,294,440,268,95,28,,222,1453,.467,.467,,.467,.771,.514
Scott May,,,CHI,NBA,5.4,72,,2369,431,955,431,955,,,188,227,141,296,437,145,78,17,,185,1050,.451,.451,,.451,.828,.498
Austin Carr,,,CLE,NBA,5.3,82,,2409,558,1221,558,1221,,,213,268,120,120,240,220,57,10,,221,1329,.457,.457,,.457,.795,.496
Billy Paultz,,,SAS,NBA,5.3,82,,2694,521,1102,521,1102,,,238,320,192,495,687,223,55,173,,262,1280,.473,.473,,.473,.744,.515
Ricky Sobers,,,PHO,NBA,5.3,79,,2005,414,834,414,834,,,243,289,82,152,234,238,93,14,,258,1071,.496,.496,,.496,.841,.557
Curtis Rowe,,,BOS,NBA,5.2,79,,2190,315,632,315,632,,,170,240,188,375,563,107,24,47,,215,800,.498,.498,,.498,.708,.542
Larry Steele,,,POR,NBA,5.2,81,,1680,326,652,326,652,,,183,227,71,117,188,172,118,13,,216,835,.500,.500,,.500,.806,.555
Dave Robisch,,,IND,NBA,5.0,80,,1966,369,811,369,811,,,213,256,171,383,554,158,55,37,,169,951,.455,.455,,.455,.832,.515
Lucius Allen,,,LAL,NBA,4.9,78,,2482,472,1035,472,1035,,,195,252,58,193,251,405,116,19,,183,1139,.456,.456,,.456,.774,.497
Mike Bantom,,,TOT,NBA,4.8,77,,1909,361,755,361,755,,,224,310,184,287,471,102,63,49,,233,946,.478,.478,,.478,.723,.531
John Lucas,,,HOU,NBA,4.8,82,,2531,388,814,388,814,,,135,171,55,164,219,463,125,19,,174,911,.477,.477,,.477,.789,.512
Joe Meriweather,,,ATL,NBA,4.8,74,,2068,319,607,319,607,,,182,255,216,380,596,82,41,82,,324,820,.526,.526,,.526,.714,.570
Robert Parish,,,GSW,NBA,4.8,77,,1384,288,573,288,573,,,121,171,201,342,543,74,55,94,,224,697,.503,.503,,.503,.708,.538
Don Buse,,,IND,NBA,4.7,81,,2947,266,639,266,639,,,114,145,66,204,270,685,281,16,,129,646,.416,.416,,.416,.786,.460
Chris Ford,,,DET,NBA,4.7,82,,2539,437,918,437,918,,,131,170,96,174,270,337,179,26,,192,1005,.476,.476,,.476,.771,.506
Tom Henderson,,,TOT,NBA,4.7,87,,2791,371,826,371,826,,,233,313,43,196,239,598,138,17,,148,975,.449,.449,,.449,.744,.506
Mike Newlin,,,HOU,NBA,4.7,82,,2119,387,850,387,850,,,269,304,53,151,204,320,60,3,,226,1043,.455,.455,,.455,.885,.530
World B. Free,,,PHI,NBA,4.6,78,,2253,467,1022,467,1022,,,334,464,97,140,237,266,75,25,,207,1268,.457,.457,,.457,.720,.517
Lonnie Shelton,,,NYK,NBA,4.6,82,,2104,398,836,398,836,,,159,225,220,413,633,149,125,98,,363,955,.476,.476,,.476,.707,.511
Dennis Johnson,,,SEA,NBA,4.5,81,,1667,285,566,285,566,,,179,287,161,141,302,123,123,57,,221,749,.504,.504,,.504,.624,.541
Jan Van Breda Kolff,,,NYN,NBA,4.5,72,,2398,271,609,271,609,,,195,228,156,304,460,117,74,68,,205,737,.445,.445,,.445,.855,.520
Tom Burleson,,,SEA,NBA,4.4,82,,1803,288,652,288,652,,,220,301,184,367,551,93,74,117,,259,796,.442,.442,,.442,.731,.507
Dave Cowens,,,BOS,NBA,4.4,50,,1888,328,756,328,756,,,162,198,147,550,697,248,46,49,,181,818,.434,.434,,.434,.818,.485
Caldwell Jones,,,PHI,NBA,4.4,82,,2023,215,424,215,424,,,64,116,190,476,666,92,43,200,,301,494,.507,.507,,.507,.552,.520
Allan Bristow,,,SAS,NBA,4.3,82,,2017,365,747,365,747,,,206,258,119,229,348,240,89,2,,195,936,.489,.489,,.489,.798,.544
Rich Kelley,,,NOJ,NBA,4.3,76,,1505,184,386,184,386,,,156,197,210,377,587,208,45,63,,244,524,.477,.477,,.477,.792,.554
Mark Olberding,,,SAS,NBA,4.3,82,,1949,301,598,301,598,,,251,316,162,287,449,119,59,29,,277,853,.503,.503,,.503,.794,.579
Kermit Washington,,,LAL,NBA,4.3,53,,1342,191,380,191,380,,,132,187,182,310,492,48,43,52,,183,514,.503,.503,,.503,.706,.556
Bingo Smith,,,CLE,NBA,4.2,81,,2135,513,1149,513,1149,,,148,181,92,225,317,152,61,30,,211,1174,.446,.446,,.446,.818,.478
Henry Bibby,,,PHI,NBA,4.1,81,,2639,302,702,302,702,,,221,282,86,187,273,356,108,5,,200,825,.430,.430,,.430,.784,.499
Paul Griffin,,,NOJ,NBA,4.1,81,,1645,140,256,140,256,,,145,201,167,328,495,167,50,43,,241,425,.547,.547,,.547,.721,.617
Kevin Kunnert,,,HOU,NBA,4.1,81,,2050,333,685,333,685,,,93,126,210,459,669,154,35,105,,361,759,.486,.486,,.486,.738,.513
Howard Porter,,,DET,NBA,4.1,78,,2200,465,962,465,962,,,103,120,155,303,458,53,50,73,,202,1033,.483,.483,,.483,.858,.509
Charles Dudley,,,GSW,NBA,4.0,79,,1682,220,421,220,421,,,129,203,119,177,296,347,67,6,,169,569,.523,.523,,.523,.635,.557
Mike Gale,,,SAS,NBA,4.0,82,,2598,353,754,353,754,,,137,167,54,219,273,473,191,50,,224,843,.468,.468,,.468,.820,.509
Lionel Hollins,,,POR,NBA,4.0,76,,2224,452,1046,452,1046,,,215,287,52,158,210,313,166,38,,265,1119,.432,.432,,.432,.749,.477
Mike Green,,,SEA,NBA,3.9,76,,1928,290,658,290,658,,,166,235,191,312,503,120,45,129,,201,746,.441,.441,,.441,.706,.490
Dan Roundfield,,,IND,NBA,3.9,61,,1645,342,734,342,734,,,164,239,179,339,518,69,61,131,,243,848,.466,.466,,.466,.686,.505
Marvin Webster,,,DEN,NBA,3.9,80,,1276,198,400,198,400,,,143,220,152,332,484,62,23,118,,149,539,.495,.495,,.495,.650,.542
John Williamson,,,TOT,NBA,3.9,72,,2481,618,1347,618,1347,,,259,329,42,151,193,201,107,13,,246,1495,.459,.459,,.459,.787,.501
Jim Cleamons,,,CLE,NBA,3.8,60,,2045,257,592,257,592,,,112,148,99,174,273,308,66,23,,126,626,.434,.434,,.434,.757,.476
Darnell Hillman,,,IND,NBA,3.8,82,,2302,359,811,359,811,,,161,244,228,465,693,166,95,106,,353,879,.443,.443,,.443,.660,.479
Wil Jones,,,IND,NBA,3.7,80,,2709,438,1019,438,1019,,,166,223,218,386,604,189,102,80,,305,1042,.430,.430,,.430,.744,.466
